timestamp	script	repo_root	seed	stages
2026-05-06 09:40:45	run_workflow.R	/maps/projects/caeg/people/ngm902/apps/repos/rocs	42	01_data_prep.R;02_wgcna_main.R;03_hmm_main.R;04a_tea_main.R;04b_tea_variability_and_nondamaged.R;04_xrf_loco_main.R;05_extended_projection.R;06_report.R
