sample	MEgreen	MEmagenta	MEpink	MEred	MEblue	MEturquoise	MEblack	MEbrown	MEyellow	MEgrey
LV3003061572	0.000242021272299061	-0.0127240918059549	-0.0230345859797892	0.0599286585095088	0.117113726619778	0.0843691008742808	0.182525050128542	0.187333453565872	0.265663906729475	-0.0312154457535016
LV3003061559	-0.00591483203897079	-0.0298954588238713	0.170268921743427	-0.00690752229033206	0.0652518900027177	0.0544363710312751	0.0655038819637117	0.0802235534322424	-0.00144630807035655	-0.0196260605305843
LV3003061545	-0.0320996378582516	-0.0298954588238713	0.276618139353695	-0.00427906926488556	0.0784533060802493	0.0550658779111662	0.0801266787784289	0.137245741134687	0.0245739915286608	-0.0228800702144956
LV3003061531	0.0255085781521488	-0.0178531194257278	0.277770296926614	0.00324434988148771	0.101531207454519	0.0662947900781724	0.0972894600630934	0.142295466114932	0.0248853341683592	-0.0142718430808098
LV3003061517	0.0897906340383901	-0.00556916301492839	0.187259250301683	-0.0155690110028022	0.0844153728856519	0.0690762920671108	0.0981771039985166	0.126340879461417	0.0350267028363199	-0.0204076885304209
LV3003061505	-0.0422150695519834	-0.0298954588238713	0.0376540301224091	-0.0256806494885207	0.0424783562020112	0.0360397011371935	-0.0213885595213287	0.0100705092606621	-0.0281663615114951	-0.0284980382836856
LV3003061488	0.000867758420615543	-0.0228516138370537	0.161569836277041	-0.0114355684804115	0.0845027424289284	0.0621194083733776	0.0894327492104764	0.143841858296032	0.00051039023874832	-0.0248597180387234
LV3003061476	0.0324162746378828	-0.0210999006632307	0.0621920403862648	-0.0253110365287402	0.0525633525369474	0.0462660664120672	0.0198071042361197	0.0409376079659521	-0.0257489556522952	-0.0231490414556983
LV3003061571	-0.0542610959246351	-0.0298954588238713	0.0501398033307331	-0.00837108881075401	0.0382312112153812	0.037194525744048	-0.0210818588740812	0.0286007962900439	-0.0269149885782329	-0.0103328512208109
LV3003061558	-0.000819909802411305	-0.0298954588238713	0.0809130911490309	-0.0240348004472831	0.0658359632779399	0.0491015784601615	0.00354976191840456	0.0487172467689441	-0.0220486696879331	-0.0253500690234784
