core	mg	al	si	p	s	cl	ar	k	ca	ti	v	cr	mn	fe	ni	cu	zn	ge	as	se	br	rb	sr	y	zr	nb	mo	sn	sb	ba	la	ce	nd	sm	eu	tm	yb	hg	pb	at	u	depth_in_core_cm	ga	ru	bi	ag	cd	te	y_bp
ST8	0	7.6	51.53333333333333	0	4.566666666666666	172.9	49.43333333333333	270.3666666666667	7029.3	703.1333333333333	18.8	9.4	163.2	11708.866666666667	32.03333333333333	13.1	39.4	4.033333333333333	0	0	32.96666666666667	34.6	404.46666666666664	20.1	82.56666666666666	14.466666666666667	18.733333333333334	0	23.133333333333333	15.233333333333333	5.433333333333334	5.266666666666667	3.3	0.9666666666666667	5.233333333333333	25.1	0	8.033333333333333	0	0	NA	496	NA	NA	NA	NA	NA	NA	80174.95
ST8	0.4	9.033333333333333	40.5	0	5.433333333333334	153.23333333333332	45.53333333333333	208.4	5437.233333333334	421.6333333333333	11.066666666666666	8.466666666666667	128	8689.566666666668	30.666666666666668	15.633333333333333	31.733333333333334	8.433333333333334	3.066666666666667	3.3333333333333335	41.13333333333333	28.1	381.76666666666665	21.966666666666665	87.76666666666667	13.433333333333334	22.533333333333335	0	20.6	11.2	5.2	2.6333333333333333	1.2666666666666666	0	2.3	21.466666666666665	0	5.866666666666666	0.43333333333333335	0.9	NA	496.4	NA	NA	NA	NA	NA	NA	80286.04999999999
ST8	0	6.266666666666667	38.86666666666667	0	4.4	164.63333333333333	55.43333333333333	216.6	5964.333333333333	419.3666666666667	14.7	12.733333333333333	140.96666666666667	8928.633333333333	30.866666666666667	13.366666666666667	31.233333333333334	4.1	0	0.4666666666666667	49.333333333333336	19.633333333333333	399.43333333333334	20.366666666666667	82.83333333333333	6.733333333333333	10.033333333333333	0.13333333333333333	17.3	11.466666666666667	5.733333333333333	4	0	3.433333333333333	5.3	26.7	0	5.533333333333333	0.5333333333333333	0	NA	496.5	NA	NA	NA	NA	NA	NA	80313.825
ST8	0.9333333333333333	7.566666666666666	40.6	0	3.6	176.63333333333333	57.93333333333333	240.4	6090.933333333333	483.6	10.9	14.766666666666667	160.93333333333334	9944	33.3	18.9	36.333333333333336	4.266666666666667	0	2.933333333333333	57.56666666666667	28.1	403.1	15.166666666666666	70.76666666666667	3.2666666666666666	10.1	0	15.633333333333333	14.733333333333333	5.666666666666667	5.8	1.1666666666666667	1.8666666666666667	7	25.1	0.6	11.1	10.9	5.233333333333333	NA	496.6	NA	NA	NA	NA	NA	NA	80341.6
ST8	1.4333333333333333	8.8	46.13333333333333	0	4.3	192.96666666666667	58.833333333333336	265	6449.133333333333	542.7666666666667	15.4	10.033333333333333	190.36666666666667	11195.6	36.63333333333333	16.666666666666668	34.2	4.8	0	0	54.06666666666667	24.9	410.6333333333333	22.066666666666666	62.2	12.766666666666667	7.666666666666667	0	24.733333333333334	15.166666666666666	8.266666666666667	6.866666666666666	2.6666666666666665	2.8666666666666667	5.566666666666666	34.233333333333334	0	9.933333333333334	6.533333333333333	7.466666666666667	NA	496.7	NA	NA	NA	NA	NA	NA	80369.375
ST8	0.16666666666666666	8.166666666666666	48.56666666666667	0	2.7666666666666666	189.66666666666666	63.86666666666667	269.93333333333334	6675.166666666667	589.4	15	15.333333333333334	191.63333333333333	11886.3	35.03333333333333	20.366666666666667	39.96666666666667	3	2.1333333333333333	3.4	52.5	34.96666666666667	417.3666666666667	20.033333333333335	70.86666666666666	5.466666666666667	7.866666666666666	0	21.3	19.2	5.3	4.766666666666667	2.6	5.7	9.266666666666667	35.3	5.533333333333333	13.433333333333334	0.7	2.566666666666667	NA	496.8	NA	NA	NA	NA	NA	NA	80397.15000000001
ST8	0.5333333333333333	9.066666666666666	49.6	0	2.7	199.83333333333334	63.266666666666666	292.8666666666667	6102.833333333333	600.5333333333333	17.833333333333332	12.866666666666667	196.06666666666666	12024.566666666668	36.53333333333333	22.033333333333335	42.13333333333333	8.1	0	3.3	54.766666666666666	35.1	410.53333333333336	21.5	76.23333333333333	10.366666666666667	14.766666666666667	0	21.666666666666668	18.7	6.2	4.933333333333334	2.1333333333333333	3.966666666666667	5.9	37.166666666666664	2.8	14.766666666666667	18.766666666666666	0	NA	496.9	NA	NA	NA	NA	NA	NA	80424.92499999999
ST8	1.2333333333333334	9.2	49	0	3.9	206.76666666666668	64.93333333333334	289.8666666666667	6879.333333333333	596.0333333333333	17.666666666666668	13.4	193.9	11540.566666666668	32.5	17.8	41.166666666666664	4.366666666666666	1.7333333333333334	1.9333333333333333	59.93333333333333	25.9	430.7	19.266666666666666	71.63333333333334	9	9.966666666666667	0	22.1	16.233333333333334	7.933333333333334	6.166666666666667	0	5.766666666666667	8.833333333333334	31.633333333333333	3.566666666666667	0.13333333333333333	0	0	NA	497	NA	NA	NA	NA	NA	NA	80452.7
ST8	0	8.033333333333333	47.833333333333336	0	4.933333333333334	192.46666666666667	67	277.6333333333333	7458.4	578.3333333333334	19.066666666666666	13.5	176.96666666666667	11018.633333333333	28.866666666666667	17.533333333333335	37.4	3.6	1.4666666666666666	6	50	26.266666666666666	436.1333333333333	21.3	82.6	5.466666666666667	13.166666666666666	0	25.9	18.4	4.166666666666667	3.533333333333333	3.566666666666667	3.4	8.933333333333334	28.266666666666666	7.5	19.133333333333333	10.2	0	NA	497.1	NA	NA	NA	NA	NA	NA	80480.475
ST8	0	9.366666666666667	48.56666666666667	0	4.866666666666666	172.26666666666668	69.23333333333333	246.33333333333334	7996.166666666667	493.56666666666666	12.866666666666667	10.566666666666666	161.53333333333333	9821.3	30.5	18.166666666666668	37.13333333333333	0	0	3.3333333333333335	45.233333333333334	28.666666666666668	429.56666666666666	26.366666666666667	69.4	8.8	14.466666666666667	0	21.866666666666667	15.533333333333333	6	0.7666666666666667	1.4	2.033333333333333	5.233333333333333	24.5	0	20.566666666666666	8.833333333333334	0	NA	497.2	NA	NA	NA	NA	NA	NA	80508.25
ST8	0.9333333333333333	9.233333333333333	40.8	0	4.433333333333334	168.06666666666666	64.13333333333334	251.63333333333333	7012	483.1333333333333	18.1	10.533333333333333	146.8	9820.933333333332	35.03333333333333	17.333333333333332	34.666666666666664	4.9	0	0	42.56666666666667	26.3	411.3666666666667	18.8	74.9	16.4	23.433333333333334	0	24.966666666666665	12.4	5.633333333333334	4.633333333333334	1.1	0	11.433333333333334	25.966666666666665	0	9.1	5.966666666666667	0	NA	497.3	NA	NA	NA	NA	NA	NA	80536.02500000001
ST8	0	8.1	46.03333333333333	0	5.366666666666666	189.4	63.833333333333336	277.6333333333333	6265.733333333334	539.2	19.766666666666666	12.866666666666667	172.7	10988.366666666667	31.366666666666667	22.666666666666668	40.7	7.866666666666666	8	8.833333333333334	54.4	32.43333333333333	414.3666666666667	18.733333333333334	68.06666666666666	7.666666666666667	17.1	0	23.3	14.266666666666667	6.033333333333333	3.3	3.6	4.566666666666666	9.166666666666666	29.233333333333334	2.4	14.266666666666667	3.5	0	NA	497.4	NA	NA	NA	NA	NA	NA	80563.79999999999
ST8	0.8	10.333333333333334	51.9	0	6.666666666666667	185.33333333333334	62.233333333333334	268	6592.066666666667	559.9666666666667	19.633333333333333	14.966666666666667	175.46666666666667	11261.133333333333	35.233333333333334	19.933333333333334	35.5	2.433333333333333	0	2.433333333333333	48.6	31.266666666666666	395.9	18.5	65.66666666666667	9.266666666666667	10.933333333333334	0	24	15.466666666666667	6.566666666666666	5.033333333333333	2.5	3.8	2.966666666666667	34.93333333333333	2.1666666666666665	13.033333333333333	5.8	1.0666666666666667	NA	497.5	NA	NA	NA	NA	NA	NA	80591.575
ST8	0	9.033333333333333	49.4	0	5.066666666666666	187.6	65.3	286.73333333333335	6983.1	583.4333333333333	18.6	15.433333333333334	178.5	11745	37.7	22	43.766666666666666	6.133333333333334	0	2.8666666666666667	52.8	37.43333333333333	429.7	15.7	69.6	10.866666666666667	14.866666666666667	0	23.633333333333333	14.633333333333333	5.866666666666666	3.7	3.533333333333333	3.1333333333333333	7.9	28.733333333333334	0	10.866666666666667	7.1	5.333333333333333	NA	497.6	NA	NA	NA	NA	NA	NA	80619.35
ST8	0.5	10.9	50.03333333333333	0	4.433333333333334	190.96666666666667	61.733333333333334	295.3	6441.133333333333	572.4	15.266666666666667	13.933333333333334	170.43333333333334	11645.233333333334	35.63333333333333	18.966666666666665	42	4.866666666666666	0	0	40.733333333333334	45.96666666666667	404.9	7.6	81.66666666666667	13	8.3	0	20.366666666666667	20.333333333333332	6.866666666666666	2.7666666666666666	4.666666666666667	1.8	2.8333333333333335	26.433333333333334	0.8666666666666667	15.433333333333334	18.166666666666668	5.5	NA	497.7	NA	NA	NA	NA	NA	NA	80647.125
ST8	0.26666666666666666	9.6	54.4	0	4.966666666666667	176.96666666666667	63.9	266.76666666666665	6536.866666666667	579.7333333333333	16.366666666666667	13.366666666666667	164.4	11173.4	33.06666666666667	20.866666666666667	39.1	8.866666666666667	3.6333333333333333	4.833333333333333	40.56666666666667	41.1	389.73333333333335	13.466666666666667	70.73333333333333	5.4	11.566666666666666	0	21.666666666666668	15.833333333333334	4.9	1.8333333333333333	2.8	2.7	0	28.3	1.8666666666666667	24.133333333333333	6.2	7.533333333333333	NA	497.8	NA	NA	NA	NA	NA	NA	80674.90000000001
ST8	0.5666666666666667	8.466666666666667	53.03333333333333	0	1.9333333333333333	172	63.9	270.3	7593.733333333334	547.7	15.966666666666667	12.833333333333334	144.03333333333333	10823.833333333334	28.1	16.833333333333332	31.9	11.6	0	1.8666666666666667	39.9	14.7	411.6666666666667	17.8	89.76666666666667	0	14.6	0	25.333333333333332	16.533333333333335	4.4	2.7	0.8	3.5	2.7	25.766666666666666	2.6	9.6	12.966666666666667	0	NA	497.9	NA	NA	NA	NA	NA	NA	80702.67499999999
ST8	0	9.6	53.43333333333333	0	3.566666666666667	177.36666666666667	63.7	277.5	7692.566666666667	626.6333333333333	18.133333333333333	13.566666666666666	164.1	11971.566666666668	30.066666666666666	21.5	35.5	3.966666666666667	0	0	27.533333333333335	30.7	412.56666666666666	9.166666666666666	74.56666666666666	11.366666666666667	13.933333333333334	0	20.666666666666668	14.1	7.233333333333333	4.033333333333333	1.4333333333333333	2.033333333333333	0	27.666666666666668	4.433333333333334	8.566666666666666	11.766666666666667	0	NA	498	NA	NA	NA	NA	NA	NA	80730.45
ST8	0.7333333333333333	9.866666666666667	58.7	0	3.7	191.83333333333334	63.9	306.46666666666664	8336.6	656.2333333333333	23.066666666666666	16.766666666666666	160.03333333333333	12552.4	40.53333333333333	26.1	39.733333333333334	1.6	2.4	8.466666666666667	34.03333333333333	41.4	430.03333333333336	15.033333333333333	76.63333333333334	6	13.166666666666666	0	27.2	11.966666666666667	5.233333333333333	5.266666666666667	1.8666666666666667	6.266666666666667	11.633333333333333	27.633333333333333	0	16.366666666666667	4.6	5.633333333333334	NA	498.1	NA	NA	NA	NA	NA	NA	80758.225
ST8	1.5666666666666667	7.6	48.06666666666667	0	4.1	157.76666666666668	66.76666666666667	250.1	7132.733333333334	536.9666666666667	11.5	12.3	118.26666666666667	9653.466666666667	30.3	16.9	31.633333333333333	8	4.566666666666666	5.1	30.233333333333334	29.266666666666666	383.4	15.766666666666667	100.76666666666667	17.066666666666666	20.8	0	25.366666666666667	12.333333333333334	5.966666666666667	5.7	3.033333333333333	2.2333333333333334	11.966666666666667	23.233333333333334	4.9	11.866666666666667	0	0	NA	498.2	NA	NA	NA	NA	NA	NA	80786
ST8	0.43333333333333335	9.8	48.5	0	2.7	162.9	63.266666666666666	284.4	5555.666666666667	557.7333333333333	13.366666666666667	15.6	136.7	11203.033333333333	34.9	20.7	33.86666666666667	10.233333333333333	6.1	0	41	31.133333333333333	365.1666666666667	13.966666666666667	81.3	12.5	18.8	0	19.9	15.4	5.733333333333333	4.433333333333334	4.733333333333333	1.0333333333333334	6.633333333333334	32.666666666666664	0	3.6333333333333333	0	1.6	NA	498.3	NA	NA	NA	NA	NA	NA	80813.77500000001
ST8	0	8.433333333333334	53.8	0	4.833333333333333	169.13333333333333	67.06666666666666	321	5277.4	559.4	16.433333333333334	19.9	139.66666666666666	11292.133333333333	28.733333333333334	21.933333333333334	40.06666666666667	4.833333333333333	0	5.266666666666667	44.43333333333333	39.833333333333336	355.8	14.2	70.9	3.1	14.1	0	16.7	18.333333333333332	6.333333333333333	2.8333333333333335	2.6666666666666665	4.5	6.5	27.766666666666666	4.166666666666667	10.8	9	0	NA	498.4	NA	NA	NA	NA	NA	NA	80841.54999999999
ST8	0.5666666666666667	10.133333333333333	50.666666666666664	0	3.966666666666667	157.1	60.86666666666667	293.96666666666664	5363.166666666667	530.9	12.033333333333333	16.3	138.16666666666666	10760	37.166666666666664	21.466666666666665	38.5	5.366666666666666	2.7	5.9	35.56666666666667	34.46666666666667	366.8333333333333	20.166666666666668	73.73333333333333	11.533333333333333	17.5	0	16.166666666666668	16.933333333333334	4.3	4.1	4.266666666666667	1.7333333333333334	0	22	0	6.833333333333333	0	0	NA	498.5	NA	NA	NA	NA	NA	NA	80869.325
ST8	0	10.366666666666667	55.2	0	2.7	172.63333333333333	58.03333333333333	292.56666666666666	6905.066666666667	522.0666666666667	17.866666666666667	12.8	129.03333333333333	10347.466666666667	31.866666666666667	19.966666666666665	35.3	0	0	0	35.1	30.133333333333333	406.6333333333333	19.733333333333334	76.4	9.933333333333334	12.033333333333333	0	18.466666666666665	14.2	5.066666666666666	2.8333333333333335	3.933333333333333	0.8666666666666667	5.733333333333333	23.8	1	10.833333333333334	5.366666666666666	2.8	NA	498.6	NA	NA	NA	NA	NA	NA	80897.1
ST8	2.8666666666666667	9.9	54.63333333333333	0	5.233333333333333	182.46666666666667	58.03333333333333	294.8666666666667	7913	542.4	16.033333333333335	12.133333333333333	139.7	10690.9	30.066666666666666	12.933333333333334	34.56666666666667	5.1	0	5.5	42.4	31.066666666666666	446.4	13.766666666666667	71.5	10.2	13.2	0	19.8	15.633333333333333	4.933333333333334	5.033333333333333	1.6	2.7666666666666666	5	32.13333333333333	0	14.366666666666667	11.033333333333333	0	NA	498.7	NA	NA	NA	NA	NA	NA	80924.875
ST8	0.9666666666666667	9.666666666666666	52.266666666666666	0	4.166666666666667	179.5	60.333333333333336	303.53333333333336	6140.366666666667	519.9333333333333	13.166666666666666	15.666666666666666	141.36666666666667	10759	28.5	18	35.36666666666667	0	2.4	7.866666666666666	41.766666666666666	30.3	394.3	9.7	59.4	6.266666666666667	10.633333333333333	0	22.933333333333334	19.133333333333333	7.933333333333334	2.966666666666667	3.2333333333333334	3.1333333333333333	7.933333333333334	26.733333333333334	8.666666666666666	10.533333333333333	0	0	NA	498.8	NA	NA	NA	NA	NA	NA	80952.65000000001
ST8	2.7666666666666666	10.166666666666666	46.46666666666667	0	4.5	162.86666666666667	53.733333333333334	271.9	5484.6	480.5	11.666666666666666	13.366666666666667	115.06666666666666	9927.333333333334	26.766666666666666	16.433333333333334	32.666666666666664	8.633333333333333	0	3.6666666666666665	42.53333333333333	31.066666666666666	379.43333333333334	12.9	79.63333333333334	12.133333333333333	10.533333333333333	0	18.433333333333334	13.233333333333333	4.2	2.4	3.6666666666666665	2.7	10.666666666666666	22.433333333333334	7.933333333333334	9.633333333333333	15.033333333333333	0	NA	498.9	NA	NA	NA	NA	NA	NA	80980.42499999999
ST8	1.4666666666666666	9.533333333333333	51.46666666666667	0	3.933333333333333	169.86666666666667	57.43333333333333	284.26666666666665	4869.3	521.9333333333333	19.3	19.733333333333334	140.4	10855.8	37.2	18.333333333333332	35.93333333333333	2.533333333333333	0	0	48.733333333333334	31.5	364.73333333333335	13	62.266666666666666	7.3	13.566666666666666	0	15.8	14.333333333333334	7.1	3.9	5.533333333333333	0.7333333333333333	0	36.833333333333336	0	8.466666666666667	14.233333333333333	0	NA	499	NA	NA	NA	NA	NA	NA	81008.2
ST8	0.6	7	52.266666666666666	0	2.4	166.43333333333334	64.33333333333333	286.8333333333333	5156.666666666667	517.0666666666667	15.6	16.333333333333332	130.86666666666667	10277.933333333332	31.133333333333333	21.066666666666666	34.7	0	0	0	44.96666666666667	38.166666666666664	366.9	17.833333333333332	69.93333333333334	0	15.166666666666666	0	13.366666666666667	16.966666666666665	4.833333333333333	3.966666666666667	2.2	5.4	10.7	24.133333333333333	4.9	18	12.266666666666667	1.6666666666666667	NA	499.1	NA	NA	NA	NA	NA	NA	81035.975
ST8	0.43333333333333335	8.966666666666667	50.03333333333333	0	3.7333333333333334	169.8	63.9	284.03333333333336	7254.7	524.2333333333333	15.833333333333334	13.2	125.8	9963	30.233333333333334	22.3	37.8	4.866666666666666	0	0	34.53333333333333	29.766666666666666	426.3666666666667	24.433333333333334	81.36666666666666	17.633333333333333	18.7	0	28	13.966666666666667	6.233333333333333	3.2333333333333334	2.7333333333333334	2.533333333333333	4.066666666666666	23.666666666666668	3.066666666666667	9.433333333333334	13.533333333333333	1.6666666666666667	NA	499.2	NA	NA	NA	NA	NA	NA	81063.75
ST8	2	10.9	52.7	0	3.5	180.96666666666667	66.7	268.03333333333336	8548.1	489.1333333333333	14.1	13.566666666666666	144.83333333333334	9818.066666666668	32.666666666666664	17.966666666666665	37.36666666666667	1.4333333333333333	0	10.566666666666666	38.7	26.1	436.4	14.1	60.233333333333334	4.233333333333333	14.133333333333333	0	25.366666666666667	15.733333333333333	4.166666666666667	0.7666666666666667	2.433333333333333	3.2333333333333334	7.3	22.233333333333334	0	22.8	7.633333333333334	0	NA	499.3	NA	NA	NA	NA	NA	NA	81091.52500000001
ST8	0	8.3	47.53333333333333	0	2.1666666666666665	160.36666666666667	62.733333333333334	231.33333333333334	6929.5	424.6333333333333	13.6	24.666666666666668	139.56666666666666	8800.233333333334	26.8	17.733333333333334	33.833333333333336	3.2666666666666666	4.2	5	41.36666666666667	20.4	407.7	14.7	61.06666666666667	12.833333333333334	12.966666666666667	0	23.8	15.8	5.433333333333334	0.5333333333333333	3.1	6.166666666666667	8.1	21.366666666666667	5.366666666666666	7.3	4.066666666666666	0	NA	499.4	NA	NA	NA	NA	NA	NA	81119.29999999999
ST8	0	8.066666666666666	49.766666666666666	0	2.033333333333333	176.96666666666667	60.7	259.93333333333334	7608.233333333334	460.6333333333333	14.4	12.733333333333333	123.26666666666667	9316.833333333334	32.53333333333333	14.3	37.13333333333333	0.26666666666666666	0	4.4	40.333333333333336	31.2	434.3	10.4	96.36666666666666	5.1	8.366666666666667	0	18.966666666666665	11.933333333333334	3.3333333333333335	3.8333333333333335	0.2	1.6333333333333333	3.1	23.366666666666667	2.8	10.633333333333333	4.466666666666667	0	NA	499.5	NA	NA	NA	NA	NA	NA	81147.075
ST8	1.7333333333333334	8.466666666666667	46.2	0	3.466666666666667	177.1	66.43333333333334	258.1666666666667	8684.3	457.56666666666666	14.7	12.633333333333333	120.66666666666667	9181.9	28.766666666666666	17.133333333333333	29.366666666666667	10.566666666666666	0.9666666666666667	0.6333333333333333	37.43333333333333	24.466666666666665	418.96666666666664	15.133333333333333	60.8	9.933333333333334	11.366666666666667	0	29.233333333333334	13.533333333333333	3.7	3.2666666666666666	2.4	4.1	8.8	29.8	3.8	0	0	0	NA	499.6	NA	NA	NA	NA	NA	NA	81174.85
ST8	1.2	8.066666666666666	47.666666666666664	0	4.1	163.93333333333334	72.76666666666667	247.06666666666666	7567.966666666666	400.1	16.7	13.2	118.83333333333333	8645.233333333334	30.933333333333334	14.566666666666666	35.86666666666667	7.366666666666666	0.9666666666666667	7.666666666666667	35.46666666666667	25.966666666666665	423.2	12.466666666666667	62.4	9.433333333333334	12.066666666666666	0	21.1	15.5	1.9666666666666666	1.6333333333333333	3.066666666666667	1.8666666666666667	3.1666666666666665	21.866666666666667	3.7	7.6	4.366666666666666	1.4666666666666666	NA	499.7	NA	NA	NA	NA	NA	NA	81202.625
ST8	0.5333333333333333	5.833333333333333	41.833333333333336	0	2.6	164.7	69.6	241.96666666666667	7125.8	463.43333333333334	15.433333333333334	11.133333333333333	117.83333333333333	9183.633333333333	28.466666666666665	16.9	29.4	2.6333333333333333	6.7	6.133333333333334	30.633333333333333	28.066666666666666	390.9	9.1	59.3	0.16666666666666666	4.7	0	22.866666666666667	13.1	4.733333333333333	2.033333333333333	2.3333333333333335	1.5	6.566666666666666	25.533333333333335	4.566666666666666	13.3	0	0	NA	499.8	NA	NA	NA	NA	NA	NA	81230.40000000001
ST8	3.433333333333333	8.2	42.2	0	2.7333333333333334	133.3	63.833333333333336	212.8	6682.833333333333	366.1333333333333	13.266666666666667	9.366666666666667	98.16666666666667	7481.366666666667	29.933333333333334	15.333333333333334	25.5	7.533333333333333	0	1.3333333333333333	27.266666666666666	22.533333333333335	361.73333333333335	18.2	69.1	7.8	15.1	0	23.1	11.066666666666666	1.8	3.2333333333333334	2.2	2.6	5.566666666666666	14.7	0	12.666666666666666	4.8	0	NA	499.9	NA	NA	NA	NA	NA	NA	81258.17499999999
ST8	1	9.333333333333334	49.63333333333333	0	4.066666666666666	144.96666666666667	58.3	252.63333333333333	8398.833333333334	414.93333333333334	10.066666666666666	7.666666666666667	105.4	8061.6	30.733333333333334	14.233333333333333	29.666666666666668	7.766666666666667	0	4.833333333333333	32.46666666666667	19.033333333333335	414.43333333333334	12.6	64.03333333333333	13.566666666666666	11.633333333333333	0	22.5	12.833333333333334	4.233333333333333	1.7	2.8333333333333335	0	0	21.366666666666667	0.36666666666666664	8.633333333333333	3.6666666666666665	0	NA	500	NA	NA	NA	NA	NA	NA	81285.95
ST8	1.1666666666666667	12.3	58.93333333333333	0	4.433333333333334	186.5	65.53333333333333	293.4	9198.333333333334	514.6666666666666	17.466666666666665	14.266666666666667	131.3	10395.733333333334	34.53333333333333	13.466666666666667	39.3	0	0	1.9333333333333333	35.86666666666667	32.46666666666667	436.56666666666666	8.033333333333333	62.46666666666667	1.7666666666666666	3.6333333333333333	0	29.366666666666667	19.733333333333334	4.233333333333333	0.7333333333333333	3.5	3.9	6.033333333333333	31.666666666666668	0	16.1	16.666666666666668	3.1666666666666665	NA	500.1	NA	NA	NA	NA	NA	NA	81313.725
ST8	0.3	8.5	51.333333333333336	0	3.033333333333333	165.63333333333333	60.233333333333334	263.96666666666664	7781.4	493.03333333333336	20.4	14	126.9	10313.4	32.666666666666664	18.966666666666665	34.93333333333333	4.266666666666667	2.7333333333333334	0	32.333333333333336	31.466666666666665	400.8333333333333	10.766666666666667	80.3	7.8	6.7	0	21.166666666666668	10.433333333333334	3.4	2.2333333333333334	3.433333333333333	1.5333333333333334	1.2666666666666666	34	3.6	10.2	1.3333333333333333	0	NA	500.2	NA	NA	NA	NA	NA	NA	81341.5
ST8	0.7666666666666667	9.1	52.43333333333333	0	4.4	168.96666666666667	55.233333333333334	277.1333333333333	8231.2	473.9	11.7	11.266666666666667	119.03333333333333	9570.233333333334	30.433333333333334	15.866666666666667	29.133333333333333	5.533333333333333	0	4.733333333333333	38.93333333333333	31.3	416.1666666666667	13.3	65	9.933333333333334	13.633333333333333	0	30.966666666666665	10.6	4	5.9	0	5.3	2.5	19.2	1.3333333333333333	5.533333333333333	8.8	0	NA	500.3	NA	NA	NA	NA	NA	NA	81369.275
ST8	0	8.4	45.166666666666664	0	2	162.16666666666666	64.03333333333333	264.6666666666667	7374.9	460.1666666666667	13.9	14.733333333333333	116.53333333333333	9148.6	28.3	12.533333333333333	30.333333333333332	3.5	3.3333333333333335	4.666666666666667	34.7	21.3	422.9	11.766666666666667	67.8	15.266666666666667	11.433333333333334	0	25.166666666666668	12.666666666666666	4.4	3.433333333333333	1.4333333333333333	0.5333333333333333	7.233333333333333	21.9	1.1666666666666667	11.866666666666667	2.066666666666667	0.5	NA	500.4	NA	NA	NA	NA	NA	NA	81397.04999999999
ST8	1.7	6.933333333333334	48.2	0	1.3666666666666667	157.86666666666667	69.03333333333333	281.96666666666664	6903.3	477.6333333333333	16.766666666666666	15.033333333333333	121.4	10118.5	34.233333333333334	17.066666666666666	34.46666666666667	6.866666666666666	0	0	38.56666666666667	27.7	418.7	15.6	79.96666666666667	15.066666666666666	14.066666666666666	0	18.066666666666666	13.7	2.8333333333333335	1.8	2.566666666666667	4.1	6.6	31.733333333333334	0	8.166666666666666	12.5	1.1666666666666667	NA	500.5	NA	NA	NA	NA	NA	NA	81424.825
ST8	1.7666666666666666	6.366666666666666	47.266666666666666	0	3.066666666666667	144.56666666666666	74.43333333333334	266.8	5425.733333333334	494.76666666666665	18.666666666666668	17.4	120.33333333333333	9890.033333333333	28.633333333333333	17.433333333333334	36.7	6.1	3.8333333333333335	0	36.5	28.966666666666665	384.8	10.6	67.6	13	15.733333333333333	0	22.033333333333335	14.766666666666667	5.366666666666666	2.466666666666667	4.166666666666667	3.8666666666666667	4.533333333333333	25.6	0	9.366666666666667	0.7666666666666667	2.9	NA	500.6	NA	NA	NA	NA	NA	NA	81452.6
ST8	1.5666666666666667	8.133333333333333	53.4	0	1.7666666666666666	146.9	70.6	302.4	5215.366666666667	503.6666666666667	15.033333333333333	14.233333333333333	124.43333333333334	10065.566666666668	35.1	19.866666666666667	39.56666666666667	7.3	3.566666666666667	0	32.766666666666666	32.5	401.46666666666664	15.433333333333334	70.5	12.066666666666666	24.7	0	18.366666666666667	20.3	4.466666666666667	1.5333333333333334	3.6	3.3666666666666667	4.533333333333333	24.3	0	12.8	1.8	3.1666666666666665	NA	500.7	NA	NA	NA	NA	NA	NA	81480.375
ST8	0	8.833333333333334	57.833333333333336	0	4.033333333333333	158.46666666666667	64.63333333333334	302.1	5395.9	478.93333333333334	11.966666666666667	14.1	128.66666666666666	9764.5	32.5	18.666666666666668	36.13333333333333	6.233333333333333	2.1	1.1333333333333333	37.6	26.8	379.46666666666664	23.766666666666666	89.66666666666667	10.533333333333333	14.066666666666666	0	20.8	16.733333333333334	6.566666666666666	4.1	3.966666666666667	3.566666666666667	0	23.233333333333334	4.2	9.233333333333333	3.8666666666666667	2.5	NA	500.8	NA	NA	NA	NA	NA	NA	81508.15
ST8	1.4	10.733333333333333	54.43333333333333	0	4.2	158.03333333333333	53.43333333333333	319.5	5508.466666666666	578	19.466666666666665	15.8	138.53333333333333	11780.533333333333	34.766666666666666	17.933333333333334	43.4	8.233333333333333	0	0.8666666666666667	39.7	39.03333333333333	404.1333333333333	19.1	141.93333333333334	11.9	18.133333333333333	0	23.966666666666665	19.3	5.333333333333333	2.1	3.066666666666667	1.9	0	26.133333333333333	0	5.733333333333333	3.033333333333333	0	NA	500.9	NA	NA	NA	NA	NA	NA	81535.92499999999
ST8	0.16666666666666666	10.233333333333333	57.93333333333333	0	3.433333333333333	184.96666666666667	48.4	349.5	5337.466666666666	839.2666666666667	22.866666666666667	18.466666666666665	181.4	15198	36.96666666666667	19.3	50.06666666666667	4.5	0	0.36666666666666664	48.833333333333336	43.4	384.6666666666667	23.133333333333333	95.7	16.2	11.733333333333333	0	21.033333333333335	23.5	8.4	3.7333333333333334	5.733333333333333	5.3	3.566666666666667	36.766666666666666	0	18.333333333333332	11.5	0	NA	501	NA	NA	NA	NA	NA	NA	81563.7
ST8	0	8.766666666666667	60.266666666666666	0	3.6666666666666665	168.76666666666668	54.03333333333333	327.26666666666665	4988	591.2333333333333	14.3	12.8	157.96666666666667	12578.733333333334	32.9	20.5	41.5	8.366666666666667	3.8	6.433333333333334	43.6	41.4	356.43333333333334	28.366666666666667	72.7	8.8	15.3	0	21.833333333333332	18.466666666666665	7.766666666666667	6.066666666666666	1.4666666666666666	5.666666666666667	11.5	30.6	0	9.2	0	0	NA	501.1	NA	NA	NA	NA	NA	NA	81591.475
