core	mg	al	si	p	s	cl	ar	k	ca	ti	v	cr	mn	fe	ni	cu	zn	ge	as	se	br	rb	sr	y	zr	nb	mo	sn	sb	ba	la	ce	nd	sm	eu	tm	yb	hg	pb	at	u	depth_in_core_cm	ga	ru	bi	ag	cd	te	y_bp
ST13	1.5	8.766666666666667	49.166666666666664	0	5.133333333333334	206.93333333333334	55.233333333333334	375.3666666666667	2257.6	974.2666666666667	24.666666666666668	34.3	497.8	18541.866666666665	42.1	37.13333333333333	56.03333333333333	13.5	7.366666666666666	7.2	48.1	50.9	169.16666666666666	16.7	84.53333333333333	0	4.533333333333333	0.6	7.966666666666667	20.566666666666666	11.433333333333334	5.933333333333334	6.466666666666667	4.833333333333333	15.9	56	0.43333333333333335	24.5	0	0	9.266666666666667	17.66	NA	NA	NA	NA	NA	NA	6632.52
ST13	0.3	9.433333333333334	50.7	0.9333333333333333	5.033333333333333	208.23333333333332	55.833333333333336	352.8	2216.8	918.0333333333333	28.966666666666665	30.8	453.6666666666667	18261.2	49.666666666666664	40.53333333333333	50.1	11.533333333333333	0	6.6	46.96666666666667	54.63333333333333	183.03333333333333	23.566666666666666	96.26666666666667	1.3666666666666667	0.3333333333333333	0.6	5.766666666666667	11.4	13.433333333333334	12.966666666666667	3.8	4.833333333333333	26.866666666666667	54.13333333333333	0	11.833333333333334	0	7.5	5.733333333333333	17.68	NA	NA	NA	NA	NA	NA	6633.96
ST13	2.433333333333333	12.233333333333333	51.7	2.3	5.533333333333333	211.83333333333334	59.46666666666667	349.3333333333333	2204.5	950.5333333333333	27.166666666666668	39.9	436.23333333333335	18880.466666666667	41.166666666666664	42.93333333333333	54.06666666666667	18.7	0	6.1	41.43333333333333	46.53333333333333	179	18.2	82.8	0	1.4333333333333333	0	11.233333333333333	12.466666666666667	15.233333333333333	9.3	2.6666666666666665	4.4	36.1	55.666666666666664	4.166666666666667	11.533333333333333	3.066666666666667	4.9	3.3666666666666667	17.7	NA	NA	NA	NA	NA	NA	6635.4
ST13	1.2666666666666666	11.933333333333334	53.5	0	5.266666666666667	216.6	59.166666666666664	329.46666666666664	1993.0666666666666	959.4333333333333	30.366666666666667	32.53333333333333	448.1	19089.833333333332	49.4	39.733333333333334	55.833333333333336	13.4	0	5.6	42.63333333333333	57.06666666666667	179	17.033333333333335	83.3	6.566666666666666	5.866666666666666	0	8.866666666666667	16.033333333333335	13.666666666666666	6.166666666666667	7.166666666666667	5.766666666666667	14.366666666666667	59.7	0	9.9	4.333333333333333	0.5666666666666667	2.033333333333333	17.72	NA	NA	NA	NA	NA	NA	6636.84
ST13	1.3666666666666667	8.866666666666667	48	1.7	3.933333333333333	216.23333333333332	57.93333333333333	321.6	1887.6666666666667	953.5666666666667	26.433333333333334	30.833333333333332	456.03333333333336	18734.733333333334	44.36666666666667	44.233333333333334	55.86666666666667	14.366666666666667	0	6.5	49.53333333333333	58.1	171.8	19.6	82.86666666666666	4.933333333333334	0.7666666666666667	0	8.5	15.7	15.733333333333333	6.333333333333333	5.733333333333333	3.2333333333333334	16.433333333333334	50.53333333333333	0	15.3	3.8	4.566666666666666	6.4	17.740000000000002	NA	NA	NA	NA	NA	NA	6638.28
ST13	2.533333333333333	13.433333333333334	49.733333333333334	1.0666666666666667	6.566666666666666	213.6	57.36666666666667	326.73333333333335	1985.8666666666666	948.8666666666667	29.266666666666666	33.56666666666667	446.3333333333333	18609	43	39.333333333333336	50.766666666666666	12.8	0	4.4	52.333333333333336	57.9	177.9	27.4	103.1	9.566666666666666	6.566666666666666	0	5.066666666666666	17.266666666666666	11.733333333333333	8.233333333333333	4.9	6.7	21.566666666666666	52.833333333333336	2.1666666666666665	18.533333333333335	3.1666666666666665	13.633333333333333	8.233333333333333	17.759999999999998	NA	NA	NA	NA	NA	NA	6639.72
ST13	2.3666666666666667	11.666666666666666	49.96666666666667	0.43333333333333335	6.433333333333334	216.23333333333332	58.96666666666667	353.3333333333333	2080.8333333333335	985.7	35.13333333333333	30.9	454.96666666666664	18746.633333333335	46	40.7	55.266666666666666	10.766666666666667	0	5	48.93333333333333	59.06666666666667	178.56666666666666	17.833333333333332	89.46666666666667	12.8	0	1.1666666666666667	6.966666666666667	12.1	9.533333333333333	10.766666666666667	4.233333333333333	1.6	35.166666666666664	54.666666666666664	0	17.8	5.433333333333334	0	13.966666666666667	17.78	NA	NA	NA	NA	NA	NA	6641.16
ST13	0.6	9.966666666666667	53.266666666666666	0.8666666666666667	4.366666666666666	205.93333333333334	56.666666666666664	361.6333333333333	2111.133333333333	932.2666666666667	26.033333333333335	32.93333333333333	462.8333333333333	18356.333333333332	44.56666666666667	38.766666666666666	52.666666666666664	15.166666666666666	0	13.766666666666667	50.766666666666666	59.7	171.83333333333334	19.6	85.2	10.966666666666667	3.7666666666666666	0	7.933333333333334	17.666666666666668	13.066666666666666	5.833333333333333	7.733333333333333	5.766666666666667	22.933333333333334	56.1	0	14.666666666666666	7.933333333333334	6.866666666666666	11.766666666666667	17.8	NA	NA	NA	NA	NA	NA	6642.6
ST13	2.3333333333333335	11.566666666666666	52.86666666666667	0	3.533333333333333	210.86666666666667	57.333333333333336	363.7	2044.8666666666666	914.0666666666667	29.333333333333332	33.43333333333333	441.93333333333334	18378.966666666667	43.733333333333334	42.53333333333333	55.53333333333333	16.133333333333333	0	7.833333333333333	49.166666666666664	61.46666666666667	174.6	16	104.46666666666667	10.066666666666666	0	0.5666666666666667	4.6	17.733333333333334	12.933333333333334	9.233333333333333	4.833333333333333	8.5	25.6	57.3	0	11.966666666666667	6.866666666666666	1.3	11.566666666666666	17.82	NA	NA	NA	NA	NA	NA	6644.04
ST13	0	9.4	54.36666666666667	2.4	7.066666666666666	208.4	57.7	367.5	1984.3	959	32.666666666666664	32.666666666666664	447.56666666666666	18734.733333333334	41.7	41.46666666666667	51.666666666666664	9.133333333333333	0	14.766666666666667	48.43333333333333	56.9	172.16666666666666	12.533333333333333	86.33333333333333	3.3666666666666667	1.1333333333333333	1.4666666666666666	9.433333333333334	11	13.033333333333333	11.2	4.8	7.933333333333334	23.9	58.43333333333333	0.7	17.566666666666666	7.633333333333334	0	4.266666666666667	17.84	NA	NA	NA	NA	NA	NA	6645.48
ST13	2.8333333333333335	10.266666666666667	52.06666666666667	0.8333333333333334	5.033333333333333	206	55.5	352.1666666666667	2127.0666666666666	897	30.5	30.1	405.1333333333333	18063.533333333333	43.4	42.4	49.9	8.766666666666667	0	8.566666666666666	48.93333333333333	55.43333333333333	180.73333333333332	19.1	125.03333333333333	14.833333333333334	0	0.5666666666666667	5.966666666666667	13.833333333333334	12.233333333333333	8.066666666666666	4.666666666666667	5.566666666666666	26.466666666666665	51.36666666666667	0.26666666666666666	13	15.466666666666667	8.733333333333333	16.933333333333334	17.86	NA	NA	NA	NA	NA	NA	6646.92
ST13	1.9666666666666666	8.633333333333333	47.233333333333334	0	3.6333333333333333	211.6	59.8	351.3333333333333	1993.2333333333333	911.7333333333333	25.266666666666666	39	403.06666666666666	18369.033333333333	44.2	35.96666666666667	50.266666666666666	16.1	0	13.6	51.833333333333336	66.16666666666667	180.93333333333334	22.3	98.6	6.033333333333333	7.433333333333334	0	9.1	14.7	12.166666666666666	10.3	5.866666666666666	6.933333333333334	18.5	57.8	0	10.6	3.2	13.566666666666666	3.3	17.880000000000003	NA	NA	NA	NA	NA	NA	6648.360000000001
ST13	1.9333333333333333	8.933333333333334	47.43333333333333	0.43333333333333335	7.9	212.13333333333333	57.4	357.8666666666667	2148.633333333333	916.0333333333333	26.666666666666668	37.8	387.93333333333334	17933.733333333334	42.9	38.6	50.4	13.7	0.7	6.666666666666667	54.1	55.53333333333333	185.1	18.2	83.56666666666666	6.166666666666667	4.866666666666666	0.8	4.533333333333333	12.366666666666667	11.8	9.733333333333333	5.266666666666667	5.466666666666667	26.633333333333333	58.766666666666666	0	14.4	3.6666666666666665	5.5	10.833333333333334	17.9	NA	NA	NA	NA	NA	NA	6649.8
ST13	0	9.4	44.766666666666666	1.6333333333333333	5.833333333333333	209.2	57.166666666666664	336.6	2203.233333333333	938.9	33.266666666666666	36.86666666666667	428.43333333333334	18558.533333333333	40.4	40.333333333333336	52.3	17.833333333333332	8.033333333333333	6.033333333333333	55.53333333333333	57.766666666666666	195.1	30	93.8	8.933333333333334	0.5333333333333333	1.4	9.1	15.366666666666667	12.9	7.6	7.2	2.533333333333333	15.966666666666667	52	0.16666666666666666	4.366666666666666	0	6.733333333333333	7.9	17.919999999999998	NA	NA	NA	NA	NA	NA	6651.24
ST13	1.1666666666666667	11.766666666666667	49.7	0.7666666666666667	5.166666666666667	208.83333333333334	57.96666666666667	333.03333333333336	2153.0666666666666	1083.7	35.166666666666664	41.63333333333333	487.56666666666666	19986.433333333334	48.233333333333334	35.8	55.96666666666667	15.4	5.666666666666667	6.433333333333334	55.8	50.36666666666667	176.36666666666667	17.9	79.16666666666667	5.2	1.4666666666666666	0	11.833333333333334	14.833333333333334	11.366666666666667	9.733333333333333	5.4	5.2	36.8	64.26666666666667	0	8.733333333333333	0	0	3.6	17.94	NA	NA	NA	NA	NA	NA	6652.68
ST13	3.2333333333333334	11.133333333333333	61.5	0.43333333333333335	3.8333333333333335	203.2	60	339.23333333333335	2582.9	1245.1333333333334	34.13333333333333	35.3	476.3333333333333	20931.066666666666	45.233333333333334	36.06666666666667	55.266666666666666	11.5	1.9333333333333333	7.2	41.86666666666667	48.166666666666664	175.26666666666668	15.3	81.63333333333334	5.466666666666667	0	0	9.466666666666667	18.5	13.8	7.4	7.133333333333334	8.466666666666667	14.933333333333334	62.96666666666667	0	12.9	2.2333333333333334	0	7.233333333333333	17.96	NA	NA	NA	NA	NA	NA	6654.12
ST13	1.4	12.833333333333334	57.4	0	4.366666666666666	184.76666666666668	59.9	292.9	2509.1	1197.9333333333334	35.36666666666667	39.7	424.6	20347.333333333332	44.36666666666667	34.1	52.233333333333334	6.933333333333334	1.2666666666666666	2.1666666666666665	39.56666666666667	45.6	177.83333333333334	26.666666666666668	93.13333333333334	15.533333333333333	5.933333333333334	0	5.633333333333334	15.7	12.6	7.8	5.6	5.966666666666667	14.8	53.06666666666667	0	11.166666666666666	0	4.966666666666667	9	17.98	NA	NA	NA	NA	NA	NA	6655.56
ST13	0.4666666666666667	11.133333333333333	55.53333333333333	1.2666666666666666	3.5	171.7	62.63333333333333	272.1666666666667	2280.7	1166.9333333333334	39.96666666666667	36.766666666666666	393.56666666666666	20855.166666666668	41.766666666666666	32.9	51.03333333333333	15.833333333333334	4.766666666666667	5.066666666666666	38.03333333333333	51.7	170.9	17.1	95.26666666666667	18.033333333333335	12.333333333333334	0.3333333333333333	6.3	19.666666666666668	13.7	5.533333333333333	5.033333333333333	5.966666666666667	21.766666666666666	55.46666666666667	0	8.7	0	1.4	4.7	18	NA	NA	NA	NA	NA	NA	6657
ST13	1.7333333333333334	10.2	52.9	3.1	4.8	163.66666666666666	59.06666666666667	274.1	2173.0666666666666	1123.5333333333333	31.333333333333332	35.86666666666667	381.6666666666667	20134.933333333334	46.2	37.266666666666666	50.666666666666664	10.9	1.4666666666666666	3.566666666666667	36.5	47	170.86666666666667	21.366666666666667	92.7	14.833333333333334	4.833333333333333	0.3	10.033333333333333	10.633333333333333	13.3	9.033333333333333	5.133333333333334	4.166666666666667	19.533333333333335	54.666666666666664	0	22.333333333333332	0	7.4	14.066666666666666	18.02	NA	NA	NA	NA	NA	NA	6658.56
ST13	3.433333333333333	12.266666666666667	51.86666666666667	0.6666666666666666	6.1	176.96666666666667	59.2	284.2	2157.4	1057.4	34.766666666666666	34.93333333333333	418.1333333333333	19819.5	38.93333333333333	36.333333333333336	52.4	10.866666666666667	1.7	5.566666666666666	40.93333333333333	48.3	179.33333333333334	25	93.93333333333334	18.6	10.066666666666666	0.5	11.133333333333333	15.433333333333334	11.933333333333334	7.5	6.1	2.8	20.633333333333333	53.833333333333336	0	17.3	4.3	0	9.3	18.04	NA	NA	NA	NA	NA	NA	6660.12
ST13	0.6	11.533333333333333	58.1	0	5.1	177.13333333333333	58.93333333333333	294.26666666666665	2365.233333333333	1036.7	30.966666666666665	29.633333333333333	434.56666666666666	19903.866666666665	41.46666666666667	35.63333333333333	58.233333333333334	19.533333333333335	0	4.8	44.63333333333333	49.9	176.66666666666666	20.4	91.6	9.733333333333333	9.933333333333334	0.5	6.766666666666667	12	12.2	11.733333333333333	1.9666666666666666	2.4	21.466666666666665	51.03333333333333	0	16.633333333333333	12.8	8.533333333333333	7.2	18.06	NA	NA	NA	NA	NA	NA	6661.68
ST13	1.5333333333333334	12.066666666666666	56	0.6666666666666666	4.666666666666667	197.1	56.86666666666667	309.1666666666667	2306.733333333333	1161.5333333333333	35.63333333333333	32.666666666666664	401.56666666666666	20342.5	45.333333333333336	37.8	50.13333333333333	11.533333333333333	0	2.1333333333333333	45.766666666666666	46.53333333333333	183.36666666666667	22.7	90.56666666666666	10.766666666666667	2.8	0	9.733333333333333	7.933333333333334	13	10.366666666666667	5.9	2.6666666666666665	31.5	47.93333333333333	0	9.966666666666667	1.9	4.3	13.7	18.080000000000002	NA	NA	NA	NA	NA	NA	6663.24
ST13	2.466666666666667	10.466666666666667	50.9	1.1666666666666667	5.066666666666666	182.93333333333334	57.1	287.1	2221.1666666666665	1069.5	25.966666666666665	34.03333333333333	348.6	18910	43.46666666666667	35.666666666666664	50.8	9.933333333333334	5.2	2.7	40.1	43.93333333333333	184.06666666666666	19.633333333333333	89.9	11.533333333333333	4.266666666666667	0	11.3	15.9	13.633333333333333	4.733333333333333	5.233333333333333	15.433333333333334	22.933333333333334	50.56666666666667	0	7.4	0	1.3333333333333333	0.6333333333333333	18.1	NA	NA	NA	NA	NA	NA	6664.8
ST13	2.2	11.133333333333333	47.9	2.2	4.8	182.2	58.9	300.93333333333334	2272.0666666666666	998.7333333333333	32.2	35.63333333333333	346.4	18678.5	43.06666666666667	33.53333333333333	49.166666666666664	11.733333333333333	0	0.9666666666666667	42.233333333333334	50.93333333333333	173.76666666666668	14.566666666666666	93.93333333333334	13.7	8.433333333333334	0	8.433333333333334	20.566666666666666	12.066666666666666	3.433333333333333	8.633333333333333	5.7	23	56.13333333333333	0	9.566666666666666	5.366666666666666	5.9	6.333333333333333	18.119999999999997	NA	NA	NA	NA	NA	NA	6666.36
ST13	0	10.566666666666666	48.166666666666664	1.8666666666666667	6	176.53333333333333	56.833333333333336	294.73333333333335	1788.6	905.4666666666667	29.2	36.9	346.43333333333334	18231.933333333334	37.53333333333333	34.86666666666667	50.56666666666667	14.733333333333333	9.533333333333333	13	45.53333333333333	42.333333333333336	167.16666666666666	21.7	101.26666666666667	12.633333333333333	13.066666666666666	0.8333333333333334	10.066666666666666	17.8	10.933333333333334	4.566666666666666	7.633333333333334	4.666666666666667	18.266666666666666	51.6	0	10.933333333333334	0	1.9	10.166666666666666	18.14	NA	NA	NA	NA	NA	NA	6667.92
ST13	1.3	10.766666666666667	47.8	2.2666666666666666	6.6	182.4	58.43333333333333	286.1666666666667	1888.2	964.9	30.333333333333332	34.8	385.2	19168.766666666666	39.3	40.3	49.4	10.1	0	5.166666666666667	47.7	46.93333333333333	173.8	21.3	106.7	13.533333333333333	8.5	1.2666666666666666	6.9	15.233333333333333	12.3	5.633333333333334	5.966666666666667	2.966666666666667	17.833333333333332	49.766666666666666	0	9.433333333333334	0.6333333333333333	4.966666666666667	9.566666666666666	18.16	NA	NA	NA	NA	NA	NA	6669.48
ST13	1.3666666666666667	8.9	49.06666666666667	1.4	4.633333333333334	189.36666666666667	54.93333333333333	300.2	1903.4666666666667	970.9	32.56666666666667	34.06666666666667	408.73333333333335	19216.733333333334	44.3	42.6	46.733333333333334	11.7	1.8	5.233333333333333	41.833333333333336	44.9	177.26666666666668	20.166666666666668	91.46666666666667	18.066666666666666	8.4	0	6.333333333333333	16.1	10.2	5.966666666666667	5.433333333333334	5.266666666666667	24.333333333333332	59.36666666666667	0	17.066666666666666	5.9	1.4666666666666666	17.966666666666665	18.18	NA	NA	NA	NA	NA	NA	6671.04
ST13	2.066666666666667	11	50.43333333333333	0.43333333333333335	6.033333333333333	189.56666666666666	54.333333333333336	320.3	1996.4333333333334	956.2666666666667	33.666666666666664	31.066666666666666	429.06666666666666	19328.233333333334	43.766666666666666	41.4	51.93333333333333	10.5	0	1.4333333333333333	47.63333333333333	50.96666666666667	171.5	24.6	96.43333333333334	13.9	6.3	0.9333333333333333	3.3333333333333335	13.933333333333334	11.266666666666667	8.3	4.7	6.533333333333333	29.133333333333333	58.63333333333333	0	13.1	6.133333333333334	0.36666666666666664	0	18.2	NA	NA	NA	NA	NA	NA	6672.6
ST13	1.3	9.8	51.1	0.36666666666666664	4.9	191.16666666666666	55.2	324.7	1803.7	962.8666666666667	29.633333333333333	32.03333333333333	444.76666666666665	19535.133333333335	41.266666666666666	41.06666666666667	54.733333333333334	15.566666666666666	6.8	7.233333333333333	47.3	45.7	165.2	24.4	91	7.366666666666666	9.166666666666666	0	7.066666666666666	11.6	11.366666666666667	10.466666666666667	4.433333333333334	4.2	20.466666666666665	52.93333333333333	0	14.3	0	5.866666666666666	9.233333333333333	18.22	NA	NA	NA	NA	NA	NA	6674.16
ST13	0	12.533333333333333	48.6	2.7333333333333334	5.933333333333334	191.83333333333334	54.46666666666667	310.06666666666666	1787.8	980.6	33.63333333333333	33.46666666666667	438.3	19794.6	45.96666666666667	44.43333333333333	57.36666666666667	18.933333333333334	8.5	13.1	46	42.266666666666666	168.63333333333333	19.933333333333334	94.5	7.333333333333333	0	1	7.7	18.466666666666665	11.5	6.1	8.866666666666667	3.4	22.066666666666666	62.13333333333333	0	17.4	0	0	5.233333333333333	18.240000000000002	NA	NA	NA	NA	NA	NA	6675.72
ST13	2.3333333333333335	8.433333333333334	51.03333333333333	0	5.366666666666666	207.2	53.733333333333334	326.23333333333335	1850.1	1003.1	30.033333333333335	40.4	417.26666666666665	20053.966666666667	38.5	42.2	52.9	10.933333333333334	3.7333333333333334	7.566666666666666	57.03333333333333	43.9	164.26666666666668	15.966666666666667	97.66666666666667	11.566666666666666	5.9	1.2	5.866666666666666	13.8	12.033333333333333	9.566666666666666	5.133333333333334	4.9	16.8	61.46666666666667	7.066666666666666	6.533333333333333	0	5.066666666666666	0	18.259999999999998	NA	NA	NA	NA	NA	NA	6677.28
ST13	0	10.3	48.4	2.2	6.6	205.63333333333333	55.06666666666667	328.3333333333333	1910.4	925.8666666666667	31.166666666666668	35.4	391.8333333333333	18946.733333333334	48.333333333333336	35.833333333333336	51.233333333333334	6.866666666666666	0	11.866666666666667	52.5	52.733333333333334	162.63333333333333	23.966666666666665	91.2	14.7	1.0333333333333334	0	8.366666666666667	13.8	13.566666666666666	8.8	4.866666666666666	5.733333333333333	25.233333333333334	62.666666666666664	0	17.1	4.5	5	0	18.28	NA	NA	NA	NA	NA	NA	6678.84
ST13	2.2666666666666666	11.9	48.3	0.23333333333333334	7.1	208.2	56.96666666666667	316.93333333333334	1752.6666666666667	940.7	37.4	30.166666666666668	355.6333333333333	19175.1	41.46666666666667	38.333333333333336	49.96666666666667	11.8	0	4.1	49.5	43.7	164.73333333333332	17.866666666666667	98.4	9.966666666666667	2.8666666666666667	0	5.2	18.766666666666666	9.6	6.233333333333333	7.233333333333333	5.133333333333334	24.2	64.3	0	17.566666666666666	3.3333333333333335	3.2333333333333334	8.133333333333333	18.3	NA	NA	NA	NA	NA	NA	6680.4
ST13	3.1	10.6	48.733333333333334	2.1666666666666665	6.066666666666666	204.93333333333334	57.166666666666664	284.76666666666665	1739.6	933.9666666666667	31.7	29.433333333333334	326.3	18829.466666666667	43.3	36.233333333333334	49.06666666666667	8.9	2.8333333333333335	2.066666666666667	50.833333333333336	39.1	161.63333333333333	20.7	90.4	13.5	6.566666666666666	0	5.433333333333334	9.3	10.8	8.5	6.633333333333334	3.8666666666666667	25.6	55.6	0	12.133333333333333	0	7.4	8	18.32	NA	NA	NA	NA	NA	NA	6681.96
ST13	0	9	46.7	0	4.533333333333333	189.93333333333334	56.1	281.8333333333333	1732.9333333333334	916.2666666666667	33.7	27.166666666666668	333.3333333333333	18642.266666666666	42.36666666666667	40.833333333333336	42.4	16.5	0	2	49.166666666666664	39.86666666666667	162.86666666666667	16.9	92.83333333333333	5.533333333333333	1.4666666666666666	0.6333333333333333	3.8	13.8	11.666666666666666	6.5	5.2	4.033333333333333	10.833333333333334	50.7	0	11.166666666666666	3.5	2.3333333333333335	0	18.34	NA	NA	NA	NA	NA	NA	6683.52
ST13	1.2666666666666666	10.266666666666667	50.36666666666667	0	3.433333333333333	187.1	58.53333333333333	290.43333333333334	1910.4	941.9666666666667	31.366666666666667	35.53333333333333	350.73333333333335	18969.766666666666	41.56666666666667	38.666666666666664	51.666666666666664	10.333333333333334	0	2.8333333333333335	44.53333333333333	44.06666666666667	176.23333333333332	23.6	92.33333333333333	11.333333333333334	5.733333333333333	0.5333333333333333	6.533333333333333	13.8	10.5	7.3	5.3	5	22.766666666666666	54.86666666666667	0	17.733333333333334	7.366666666666666	1.5666666666666667	0.5	18.36	NA	NA	NA	NA	NA	NA	6685.08
ST13	0.7333333333333333	10	53.86666666666667	2.033333333333333	4.666666666666667	195.03333333333333	59.266666666666666	307.03333333333336	1900.9	977.8	31.433333333333334	34.7	355.8	19454.666666666668	40.833333333333336	40.1	62.2	16.1	0	11.433333333333334	58.13333333333333	48.96666666666667	175.7	19.6	99.6	6.8	2.6333333333333333	0.8333333333333334	5.3	17.733333333333334	9.4	6.9	8.033333333333333	5.066666666666666	10.233333333333333	53.3	0	11.366666666666667	9.333333333333334	3.033333333333333	8.3	18.380000000000003	NA	NA	NA	NA	NA	NA	6686.64
ST13	2.2666666666666666	10.5	50.13333333333333	0.5333333333333333	4.333333333333333	210.2	57.5	296.03333333333336	2007.1	1074.2666666666667	29.666666666666668	35	361.8666666666667	21059.4	41.13333333333333	42.266666666666666	59.5	11.1	2.033333333333333	5.9	58.56666666666667	43.86666666666667	183.8	18.433333333333334	83.93333333333334	0	0	0.2	6.4	15.633333333333333	12.533333333333333	8.7	6.266666666666667	5.266666666666667	21.233333333333334	58.6	0	18.533333333333335	5.1	3.6666666666666665	10.466666666666667	18.4	NA	NA	NA	NA	NA	NA	6688.2
ST13	0.36666666666666664	8.8	55.93333333333333	0.6666666666666666	5.6	219.93333333333334	55.833333333333336	293.2	2001.9333333333334	1121.1	35.63333333333333	34.53333333333333	359.76666666666665	21368.8	40	40.4	50.9	10.1	0	6.566666666666666	51.833333333333336	45.1	175.66666666666666	15.866666666666667	77	6.2	2.4	0	6.133333333333334	11.1	12.633333333333333	8.733333333333333	5.766666666666667	8.333333333333334	15.766666666666667	59.3	0	15.466666666666667	2.2	0.6666666666666666	0.9	18.419999999999998	NA	NA	NA	NA	NA	NA	6689.76
ST13	0.8	8.866666666666667	48.46666666666667	2.1	6.233333333333333	202.83333333333334	58.36666666666667	257.6666666666667	1728.4666666666667	1022.9666666666667	36.7	32.96666666666667	335.2	20484.166666666668	42.56666666666667	43.1	55.13333333333333	15.466666666666667	0	4.433333333333334	52.53333333333333	41.96666666666667	168.93333333333334	17.266666666666666	83.53333333333333	8.133333333333333	3.8666666666666667	0	5.433333333333334	10.933333333333334	13.4	8.966666666666667	5.2	3.966666666666667	18.866666666666667	47.5	0	9.766666666666667	1.7333333333333334	0	2.566666666666667	18.44	NA	NA	NA	NA	NA	NA	6691.32
ST13	0.3	10.266666666666667	50.266666666666666	1.2	5.3	203.53333333333333	59.06666666666667	269.6333333333333	1762.5333333333333	1047.2666666666667	32.06666666666667	34.43333333333333	323.3333333333333	20670.833333333332	44.3	42.86666666666667	58.8	16.633333333333333	0	9.966666666666667	48.56666666666667	49.266666666666666	171.3	13.466666666666667	81	2.3	0.6	0.36666666666666664	8.133333333333333	13.366666666666667	15.133333333333333	5.6	7.766666666666667	4.833333333333333	23.8	60.93333333333333	0	14.166666666666666	9.666666666666666	1.2333333333333334	0.8333333333333334	18.46	NA	NA	NA	NA	NA	NA	6692.88
ST13	3.3	12	51.86666666666667	1.1666666666666667	5.633333333333334	199.56666666666666	58	270.8333333333333	1825.9333333333334	1034.1	25.333333333333332	32.333333333333336	341.23333333333335	20182	34.233333333333334	41.2	51.43333333333333	6.7	0	8.033333333333333	43.1	47.4	185.2	15.033333333333333	79.1	3.5	3	1.6333333333333333	6.866666666666666	20.233333333333334	14	5.2	7.1	7.433333333333334	16.166666666666668	57.56666666666667	0.3333333333333333	21.766666666666666	9.3	7.2	2.2666666666666666	18.48	NA	NA	NA	NA	NA	NA	6694.44
ST13	3.7333333333333334	10.9	44.4	2.2666666666666666	6.266666666666667	193.1	62.9	253.1	1663.0333333333333	947.0333333333333	29.366666666666667	30.566666666666666	335.53333333333336	18871.266666666666	32.733333333333334	35.86666666666667	46.56666666666667	12.4	0	8.7	47.233333333333334	39.36666666666667	163.76666666666668	25.766666666666666	82.76666666666667	7.1	2.6333333333333333	0	6.933333333333334	15.166666666666666	14.5	7.366666666666666	5.566666666666666	6.733333333333333	17.9	56.9	3.6333333333333333	10.6	2.6333333333333333	4.6	0.9333333333333333	18.5	NA	NA	NA	NA	NA	NA	6696
ST13	1.4333333333333333	10.066666666666666	36.9	0.8666666666666667	5.066666666666666	194.06666666666666	57.6	242.6	1586.9333333333334	900.3333333333334	23.4	30.866666666666667	316.1333333333333	18147.633333333335	41.46666666666667	34.333333333333336	51.63333333333333	10.7	3.066666666666667	14.233333333333333	41.93333333333333	39.96666666666667	162.36666666666667	15.6	96.4	9.733333333333333	10.8	1.1666666666666667	5.166666666666667	13.1	14.1	7.7	1.6666666666666667	5.433333333333334	25	54.56666666666667	0	15.333333333333334	0	3.966666666666667	3.933333333333333	18.52	NA	NA	NA	NA	NA	NA	6697.56
ST13	0	8.2	36.13333333333333	1.5666666666666667	2.8666666666666667	186.3	60.96666666666667	227.56666666666666	1734.3666666666666	871.4666666666667	27.4	31.966666666666665	279.23333333333335	17035.766666666666	41.333333333333336	36.03333333333333	44.06666666666667	12.4	3.4	5.833333333333333	46.6	41.5	178.9	17.4	88.3	7.566666666666666	7.4	0	5.5	13.2	11.466666666666667	5	5.266666666666667	4.733333333333333	15.433333333333334	53.5	0	12.6	0	0	8.333333333333334	18.54	NA	NA	NA	NA	NA	NA	6699.12
ST13	2.7	9.466666666666667	43.1	1.3333333333333333	6.5	192.2	56.86666666666667	242.1	1878.8666666666666	929.8666666666667	26.9	33.8	338.1	18401.2	38.333333333333336	35.13333333333333	44.7	13.1	0	5.266666666666667	42.1	37.36666666666667	169.56666666666666	20.066666666666666	85.86666666666666	10.633333333333333	0	0	5.066666666666666	14.366666666666667	10.766666666666667	3.6333333333333333	8.1	3.433333333333333	19.866666666666667	52.56666666666667	0	12.033333333333333	2.966666666666667	2.6666666666666665	7.4	18.56	NA	NA	NA	NA	NA	NA	6700.68
ST13	0	11.1	46.666666666666664	0.9	5.2	183.4	56.96666666666667	272.43333333333334	1896.1333333333334	1011.4333333333333	28.766666666666666	36.36666666666667	361.46666666666664	19522.433333333334	43.36666666666667	44.86666666666667	49.63333333333333	12.866666666666667	8	9.833333333333334	44.3	40.03333333333333	169.56666666666666	14.5	79.83333333333333	11.166666666666666	4.8	1.6666666666666667	7.866666666666666	13.9	11.2	4.566666666666666	7.166666666666667	6.7	14.833333333333334	48.46666666666667	0	14.966666666666667	0	0.8333333333333334	5.333333333333333	18.580000000000002	NA	NA	NA	NA	NA	NA	6702.24
