state	module	index	analysis_set	n	median_centered	mean_centered	p_value	status	q_value	direction
1	leiden2	DCI	include_grey	60	1.67493381531281	1.21862097759623	0.00035149067145272	ok	0.00132785364771028	enriched
1	leiden6	DCI	include_grey	51	-0.706214560319094	-2.49989256608111	0.0564558053677022	ok	0.0872498810228125	no_call
1	grey	DCI	include_grey	59	1.09799600721629	0.831206613256219	0.00931483415450597	ok	0.0186296683090119	enriched
1	leiden5	DCI	include_grey	59	-2.56426880402288	-2.2500958992075	0.00481481566462585	ok	0.0109135821731519	depleted
2	leiden4	DCI	include_grey	39	-0.642576075184777	-2.32825895060912	0.0139439151698106	ok	0.0263385064318645	depleted
2	leiden3	DCI	include_grey	39	2.41319918354145	2.86243342175636	6.81566076974871e-05	ok	0.000401295247602644	enriched
2	leiden2	DCI	include_grey	38	1.71229812992517	-0.126374962074413	0.931141958770873	ok	0.931141958770873	no_call
5	leiden1	DCI	include_grey	35	1.92094521086466	1.52722197783379	0.00311217511163411	ok	0.00755813955682569	enriched
5	leiden4	DCI	include_grey	35	2.48863568235358	2.16679462688023	1.01394025207311e-05	ok	0.000114913228568286	enriched
5	leiden2	DCI	include_grey	35	4.35145336704958	3.96952634960831	2.58769141670957e-07	ok	4.39907540840628e-06	enriched
5	leiden6	DCI	include_grey	35	1.28356394599807	1.29545764626996	0.000159755939104318	ok	0.000678962741193351	enriched
5	leiden3	DCI	include_grey	35	1.47466874693807	0.377558086479616	0.664254101597727	ok	0.705769982947585	no_call
5	grey	DCI	include_grey	34	-7.36766093117146	-3.78991142258545	0.00116081340171568	ok	0.00328897130486108	depleted
5	leiden5	DCI	include_grey	35	-7.52403634095855	-5.6549304479889	1.7116454388431e-05	ok	0.000145489862301663	depleted
2	leiden1	DCI	include_grey	34	1.90159410029627	0.943976468987341	0.0224305157778913	ok	0.0401388177078056	enriched
2	leiden5	DCI	include_grey	36	0	-1.75994746197537	0.163411033853427	ok	0.222239006040661	no_call
2	grey	DCI	include_grey	29	1.896290551379	0.880728843143969	0.207196298172298	ok	0.260913856957708	no_call
2	leiden6	DCI	include_grey	7	1.88999777402803	-1.47268336879228		insufficient_n		no_call
4	leiden4	DCI	include_grey	48	1.08166753370098	1.16794486410521	0.00260993209988593	ok	0.00682597626124011	enriched
4	leiden1	DCI	include_grey	48	0.797698004555969	-1.01192500765887	0.897985307750873	ok	0.925196983743324	no_call
4	leiden2	DCI	include_grey	48	2.84455879088711	3.1236432614127	1.21569271717677e-08	ok	4.13335523840103e-07	enriched
4	leiden5	DCI	include_grey	46	-7.57128251872938	-5.03951468018473	9.18068194967876e-05	ok	0.000445918837555825	depleted
4	leiden6	DCI	include_grey	43	2.18606917231	1.02862593071315	0.182111374646139	ok	0.238145643768028	no_call
4	leiden3	DCI	include_grey	48	0.244094345614925	-1.17662779694352	0.135613359259824	ok	0.192118925618084	no_call
4	grey	DCI	include_grey	37	2.55011003472154	2.34165040172669	0.00828815668059043	ok	0.0176123329462547	enriched
3	leiden1	MII	include_grey	32	0.018688916069076	-0.023932359990409	0.257934794711997	ok	0.324806778526218	no_call
3	leiden2	MII	include_grey	32	-0.471363530107806	-0.277729925352041	0.00548982038267274	ok	0.0233317366263591	depleted
3	leiden3	MII	include_grey	32	-0.658846458843484	-0.0250372552286488	0.137129548809085	ok	0.194266860812871	no_call
3	leiden4	MII	include_grey	32	-0.421198422261882	-0.103821791229084	0.0506965804016561	ok	0.0907201965082266	no_call
3	grey	MII	include_grey	32	0.516198329077674	-0.523014615583642	0.0772198866743199	ok	0.129233028253587	no_call
3	leiden5	MII	include_grey	32	0.316416540573318	0.385915260902677	0.0293742997448304	ok	0.0711140422683234	no_call
3	leiden6	MII	include_grey	24	1.20558350096118	0.756827581974864	0.000417809173819042	ok	0.00473517063661581	enriched
1	leiden3	MII	include_grey	60	0.320558989517144	0.453677874063388	0.0440727315997003	ok	0.0832484930216561	no_call
1	leiden4	MII	include_grey	60	-0.267958403160119	0.426889526980255	0.134110853213962	ok	0.194266860812871	no_call
1	leiden1	MII	include_grey	60	0.756297352974682	1.06830749786612	8.18837480353509e-08	ok	2.78404743320193e-06	enriched
1	leiden2	MII	include_grey	60	0.134025650852364	0.589183605220651	0.0116905829407963	ok	0.0364818177847751	enriched
1	leiden6	MII	include_grey	51	0.848069696132647	-1.73224016644889	0.988781952873144	ok	0.988781952873144	no_call
1	grey	MII	include_grey	59	0.590380222234777	-0.957851833300097	0.203432122986982	ok	0.266026622367592	no_call
1	leiden5	MII	include_grey	59	0.371802545441179	-0.12586446769874	0.110400203657919	ok	0.170618496562239	no_call
2	leiden4	MII	include_grey	39	0.211248196443989	-0.0283482621615944	0.489708584707462	ok	0.528287843627846	no_call
2	leiden3	MII	include_grey	39	2.00429234286187	1.66307042639852	0.00129707102627768	ok	0.00882008297868822	enriched
2	leiden2	MII	include_grey	38	1.29021574024084	0.701287126430116	0.0188052772654256	ok	0.0527611470883911	no_call
5	leiden1	MII	include_grey	35	0.00126646101670502	0.238170332160098	0.354746658847169	ok	0.411771423476912	no_call
5	leiden4	MII	include_grey	35	-0.642838098284455	-0.468633164396948	0.00522792124705726	ok	0.0233317366263591	depleted
