sample	module	module_abundance	n_taxa_in_module_sample	n_taxa_with_comp	n_taxa_with_ko	n_taxa_with_oap	frac_taxa_with_comp	frac_taxa_with_ko	frac_taxa_with_oap	weight_supported_comp	weight_supported_ko	weight_supported_oap	tea_mode	state	state_label	core	age_kyr
LV3003047097	leiden1	0.0239862146073559	23	22	20	17	0.956521739130435	0.869565217391304	0.739130434782609	0.983864771417595	0.943142527852478	0.560507107184019	ko	5	G-A	ST8	32.835
LV3003047097	leiden4	0.69073171930385	246	244	232	201	0.991869918699187	0.943089430894309	0.817073170731707	0.996860492004483	0.961512122236255	0.881819313755136	ko	5	G-A	ST8	32.835
LV3003047097	leiden2	0.188520158986614	174	166	159	137	0.954022988505747	0.913793103448276	0.787356321839081	0.966582484725051	0.947780040733198	0.800668024439919	ko	5	G-A	ST8	32.835
LV3003047097	leiden6	0.0424312419754148	37	36	36	33	0.972972972972973	0.972972972972973	0.891891891891892	0.988707108730274	0.988707108730274	0.945996814825539	ko	5	G-A	ST8	32.835
LV3003047097	leiden3	0.0314379442318207	28	25	22	20	0.892857142857143	0.785714285714286	0.714285714285714	0.931021006350757	0.876599902296043	0.799413776257938	ko	5	G-A	ST8	32.835
LV3003047097	leiden5	0.00844693176722099	9	9	8	8	1	0.888888888888889	0.888888888888889	1	0.961818181818182	0.955272727272727	ko	5	G-A	ST8	32.835
LV3003047097	grey	0.0144457891277238	5	5	5	4	1	1	0.8	1	1	0.972783329789496	ko	5	G-A	ST8	32.835
LV3003047098	leiden4	0.679412195360037	218	218	208	183	1	0.954128440366972	0.839449541284404	1	0.954155516842969	0.877624324275785	ko	5	G-A	ST8	29.278
LV3003047098	leiden3	0.0252497315589106	6	6	6	5	1	1	0.833333333333333	1	1	0.977931701030928	ko	5	G-A	ST8	29.278
LV3003047098	leiden2	0.161922851657827	114	111	106	94	0.973684210526316	0.929824561403509	0.824561403508772	0.988621235336967	0.966943809499887	0.859988445404537	ko	5	G-A	ST8	29.278
LV3003047098	leiden6	0.0616112973025738	37	37	37	36	1	1	0.972972972972973	1	1	0.989107472933721	ko	5	G-A	ST8	29.278
LV3003047098	grey	0.0151384505254938	8	8	8	7	1	1	0.875	1	1	0.950832885545406	ko	5	G-A	ST8	29.278
LV3003047098	leiden5	0.0194985845833469	13	13	12	13	1	0.923076923076923	1	1	0.968710888610764	1	ko	5	G-A	ST8	29.278
LV3003047098	leiden1	0.0371668890118114	28	27	27	22	0.964285714285714	0.964285714285714	0.785714285714286	0.988290654410155	0.988290654410155	0.903151674326986	ko	5	G-A	ST8	29.278
LV3003047099	leiden4	0.671455921523158	255	253	241	208	0.992156862745098	0.945098039215686	0.815686274509804	0.998667821814492	0.94915173776562	0.842248147115196	ko	3	IG-A	ST8	25.058
LV3003047099	leiden1	0.0578196937187847	97	94	90	76	0.969072164948454	0.927835051546392	0.783505154639175	0.979292285428798	0.946525169693002	0.818006408710333	ko	3	IG-A	ST8	25.058
LV3003047099	leiden2	0.204836270835948	180	173	168	140	0.961111111111111	0.933333333333333	0.777777777777778	0.977338818700824	0.962672268744104	0.792460537449304	ko	3	IG-A	ST8	25.058
LV3003047099	leiden6	0.00597660755801792	11	11	11	11	1	1	1	1	1	1	ko	3	IG-A	ST8	25.058
LV3003047099	leiden3	0.0351105772008359	59	59	56	47	1	0.949152542372881	0.796610169491525	1	0.977530640036314	0.85593508851566	ko	3	IG-A	ST8	25.058
LV3003047099	leiden5	0.0202646840267194	18	18	15	17	1	0.833333333333333	0.944444444444444	1	0.940621313409359	0.988891073535195	ko	3	IG-A	ST8	25.058
LV3003047099	grey	0.0045362451365356	6	6	6	6	1	1	1	1	1	1	ko	3	IG-A	ST8	25.058
LV3003047100	leiden3	0.115572961501957	81	77	68	51	0.950617283950617	0.839506172839506	0.62962962962963	0.983629815562589	0.892475171886937	0.668476481501692	ko	1	IG-D	ST8	86.61175
LV3003047100	leiden4	0.694494108150208	247	244	231	200	0.987854251012146	0.935222672064777	0.809716599190283	0.996540247994297	0.957579444895958	0.869664513024014	ko	1	IG-D	ST8	86.61175
LV3003047100	leiden5	0.0734675987677094	13	13	11	12	1	0.846153846153846	0.923076923076923	1	0.187733379114984	0.989227005450878	ko	1	IG-D	ST8	86.61175
LV3003047100	grey	0.033336171259377	6	6	6	6	1	1	1	1	1	1	ko	1	IG-D	ST8	86.61175
LV3003047100	leiden2	0.074517631403859	84	80	77	67	0.952380952380952	0.916666666666667	0.797619047619048	0.938219363574814	0.916807718348003	0.804587000677048	ko	1	IG-D	ST8	86.61175
LV3003047100	leiden1	0.0081984530149811	16	15	15	12	0.9375	0.9375	0.75	0.906538461538462	0.906538461538462	0.748461538461539	ko	1	IG-D	ST8	86.61175
LV3003047100	leiden6	0.000413075901908663	1	1	1	0	1	1	0	1	1	0	ko	1	IG-D	ST8	86.61175
LV3003047101	leiden4	0.784229019065722	221	218	207	179	0.986425339366516	0.936651583710407	0.809954751131222	0.998029134532991	0.959487085322561	0.880670828742808	ko	1	IG-D	ST8	85.23
LV3003047101	leiden1	0.00996966380584836	12	10	10	10	0.833333333333333	0.833333333333333	0.833333333333333	0.873375060182956	0.873375060182956	0.873375060182956	ko	1	IG-D	ST8	85.23
LV3003047101	grey	0.0213169364283931	5	5	5	5	1	1	1	1	1	1	ko	1	IG-D	ST8	85.23
LV3003047101	leiden2	0.0820469251003206	63	61	58	52	0.968253968253968	0.920634920634921	0.825396825396825	0.953899257005792	0.931024395951559	0.850816123559352	ko	1	IG-D	ST8	85.23
LV3003047101	leiden3	0.0704548509110458	35	35	32	22	1	0.914285714285714	0.628571428571429	1	0.958032429486306	0.657105872734705	ko	1	IG-D	ST8	85.23
LV3003047101	leiden5	0.03198260468867	4	4	3	4	1	0.75	1	1	0.123367852318775	1	ko	1	IG-D	ST8	85.23
LV3003047104	leiden4	0.788166470534987	97	97	92	82	1	0.948453608247423	0.845360824742268	1	0.948862249659034	0.923192879190295	ko	2	IG-E	ST8	83.84125
LV3003047104	leiden5	0.0706300353037024	5	5	4	5	1	0.8	1	1	0.137936558795258	1	ko	2	IG-E	ST8	83.84125
LV3003047104	grey	0.0449895899339187	5	5	5	5	1	1	1	1	1	1	ko	2	IG-E	ST8	83.84125
LV3003047104	leiden2	0.0366615370688875	16	15	15	14	0.9375	0.9375	0.875	0.859259259259259	0.859259259259259	0.771913580246914	ko	2	IG-E	ST8	83.84125
LV3003047104	leiden3	0.0538720919706708	12	12	10	7	1	0.833333333333333	0.583333333333333	1	0.933417349296366	0.8157950010502	ko	2	IG-E	ST8	83.84125
LV3003047104	leiden1	0.0056802751878338	3	3	3	3	1	1	1	1	1	1	ko	2	IG-E	ST8	83.84125
LV3003047105	leiden4	0.678319761348061	85	85	79	70	1	0.929411764705882	0.823529411764706	1	0.944729710454999	0.9052441401607	ko	2	IG-E	ST8	82.4525
LV3003047105	leiden5	0.100104813351608	6	6	4	6	1	0.666666666666667	1	1	0.127577319587629	1	ko	2	IG-E	ST8	82.4525
LV3003047105	grey	0.0564863339514634	5	5	5	5	1	1	1	1	1	1	ko	2	IG-E	ST8	82.4525
LV3003047105	leiden2	0.0297669918568088	9	9	9	9	1	1	1	1	1	1	ko	2	IG-E	ST8	82.4525
LV3003047105	leiden3	0.135322099492058	9	9	9	8	1	1	0.888888888888889	1	1	0.979385128693994	ko	2	IG-E	ST8	82.4525
LV3003047106	leiden3	0.0858510667736669	25	25	23	20	1	0.92	0.8	1	0.961835997937081	0.906910778751934	ko	2	IG-E	ST8	81.06375
LV3003047106	leiden4	0.698851592550571	196	193	181	156	0.984693877551021	0.923469387755102	0.795918367346939	0.995422579827674	0.952895337050177	0.891345666497719	ko	2	IG-E	ST8	81.06375
LV3003047106	leiden1	0.00277278135982511	2	2	2	2	1	1	1	1	1	1	ko	2	IG-E	ST8	81.06375
LV3003047106	leiden5	0.0935329440739408	9	9	6	8	1	0.666666666666667	0.888888888888889	1	0.126923076923077	0.992189349112426	ko	2	IG-E	ST8	81.06375
LV3003047106	grey	0.0598776876885187	8	8	8	8	1	1	1	1	1	1	ko	2	IG-E	ST8	81.06375
LV3003047106	leiden2	0.0576694246893765	34	33	32	29	0.970588235294118	0.941176470588235	0.852941176470588	0.944625719769674	0.934357005758157	0.826391554702495	ko	2	IG-E	ST8	81.06375
LV3003047106	leiden6	0.00144450286410051	1	1	1	0	1	1	0	1	1	0	ko	2	IG-E	ST8	81.06375
LV3003047107	leiden4	0.727265814259177	250	247	236	202	0.988	0.944	0.808	0.996609258069816	0.961920125870714	0.840864166181208	ko	1	IG-D	ST8	71.517
LV3003047107	leiden3	0.0598350949996198	44	43	38	31	0.977272727272727	0.863636363636364	0.704545454545455	0.988077947228274	0.924110384894698	0.642519970951344	ko	1	IG-D	ST8	71.517
LV3003047107	leiden5	0.0454738031351504	9	9	8	9	1	0.888888888888889	1	1	0.154881350533524	1	ko	1	IG-D	ST8	71.517
LV3003047107	leiden2	0.138804094742522	122	114	108	90	0.934426229508197	0.885245901639344	0.737704918032787	0.95854638422206	0.937128247939059	0.807993321506835	ko	1	IG-D	ST8	71.517
LV3003047107	grey	0.0200355592249393	5	5	5	5	1	1	1	1	1	1	ko	1	IG-D	ST8	71.517
LV3003047107	leiden1	0.00719150923924261	10	8	8	8	0.8	0.8	0.8	0.881168177240685	0.881168177240685	0.881168177240685	ko	1	IG-D	ST8	71.517
LV3003047107	leiden6	0.00139412439934965	3	3	3	3	1	1	1	1	1	1	ko	1	IG-D	ST8	71.517
LV3003047110	leiden1	0.00909806765200741	10	8	8	8	0.8	0.8	0.8	0.86612702366127	0.86612702366127	0.86612702366127	ko	4	IG-B	ST8	49.1548
LV3003047110	leiden4	0.763325609984081	218	217	206	180	0.995412844036697	0.944954128440367	0.825688073394496	0.998233674476596	0.933102276185034	0.835271591103063	ko	4	IG-B	ST8	49.1548
LV3003047110	leiden6	0.00525149982155098	5	5	5	5	1	1	1	1	1	1	ko	4	IG-B	ST8	49.1548
LV3003047110	leiden2	0.153766407396287	98	93	89	74	0.948979591836735	0.908163265306122	0.755102040816326	0.960984415871495	0.938252956563386	0.834100873153299	ko	4	IG-B	ST8	49.1548
LV3003047110	leiden5	0.0112167957353516	5	5	4	5	1	0.8	1	1	0.918686868686869	1	ko	4	IG-B	ST8	49.1548
LV3003047110	leiden3	0.0573416194107217	9	9	8	7	1	0.888888888888889	0.777777777777778	1	0.941809918988342	0.930843706777317	ko	4	IG-B	ST8	49.1548
LV3003047112	leiden4	0.717683027801459	246	244	231	204	0.991869918699187	0.939024390243902	0.829268292682927	0.997722562864529	0.957271348302604	0.805153075394706	ko	4	IG-B	ST8	40.0335
LV3003047112	leiden2	0.22858159203675	169	159	152	127	0.940828402366864	0.899408284023669	0.751479289940828	0.969506305339415	0.948859672658975	0.745666756104105	ko	4	IG-B	ST8	40.0335
LV3003047112	leiden6	0.00421039074143356	10	10	10	9	1	1	0.9	1	1	0.901675163874727	ko	4	IG-B	ST8	40.0335
LV3003047112	leiden3	0.0224288404099381	32	30	27	21	0.9375	0.84375	0.65625	0.961990702761827	0.876401421930544	0.754170084768936	ko	4	IG-B	ST8	40.0335
LV3003047112	leiden5	0.00376573913363467	7	7	6	7	1	0.857142857142857	1	1	0.787459283387622	1	ko	4	IG-B	ST8	40.0335
LV3003047112	leiden1	0.0219995216162013	31	27	25	22	0.870967741935484	0.806451612903226	0.709677419354839	0.893364928909953	0.84248675773627	0.790214664064678	ko	4	IG-B	ST8	40.0335
LV3003047112	grey	0.00133088826058424	2	2	2	2	1	1	1	1	1	1	ko	4	IG-B	ST8	40.0335
LV3003047113	leiden1	0.0255930075498801	76	71	68	59	0.93421052631579	0.894736842105263	0.776315789473684	0.942161679321126	0.907548012505583	0.807056721750782	ko	5	G-A	ST8	36.48927
LV3003047113	leiden4	0.74020639768036	259	258	245	214	0.996138996138996	0.945945945945946	0.826254826254826	0.999554744544334	0.959015908231049	0.863880517114024	ko	5	G-A	ST8	36.48927
LV3003047113	leiden2	0.17669538910554	210	199	191	163	0.947619047619048	0.909523809523809	0.776190476190476	0.96563844354117	0.940301243140088	0.78116206104648	ko	5	G-A	ST8	36.48927
LV3003047113	leiden6	0.0227772813954419	43	43	43	40	1	1	0.930232558139535	1	1	0.963951154232185	ko	5	G-A	ST8	36.48927
LV3003047113	leiden3	0.0246747531476885	35	35	32	27	1	0.914285714285714	0.771428571428571	1	0.966337245213094	0.898471278567017	ko	5	G-A	ST8	36.48927
LV3003047113	leiden5	0.0084605141081597	16	16	14	16	1	0.875	1	1	0.932222472416122	1	ko	5	G-A	ST8	36.48927
LV3003047113	grey	0.00159265701292986	5	4	4	3	0.8	0.8	0.6	0.863636363636364	0.863636363636364	0.498803827751196	ko	5	G-A	ST8	36.48927
LV3003047114	leiden3	0.0322884697696868	26	24	22	17	0.923076923076923	0.846153846153846	0.653846153846154	0.913411366520942	0.802989705260189	0.678465660696658	ko	5	G-A	ST8	32.3855
LV3003047114	leiden4	0.72523609605945	224	221	211	181	0.986607142857143	0.941964285714286	0.808035714285714	0.995222010146165	0.95102089507258	0.828218393691295	ko	5	G-A	ST8	32.3855
LV3003047114	leiden6	0.039282559399674	18	17	17	17	0.944444444444444	0.944444444444444	0.944444444444444	0.984583285035354	0.984583285035354	0.984583285035354	ko	5	G-A	ST8	32.3855
LV3003047114	grey	0.00104729206699026	1	1	1	1	1	1	1	1	1	1	ko	5	G-A	ST8	32.3855
LV3003047114	leiden2	0.189883158632874	135	125	122	99	0.925925925925926	0.903703703703704	0.733333333333333	0.952998729047265	0.939282031605957	0.820364020047481	ko	5	G-A	ST8	32.3855
LV3003047114	leiden5	0.00477200907045999	4	4	3	4	1	0.75	1	1	0.891221374045801	1	ko	5	G-A	ST8	32.3855
LV3003047114	leiden1	0.00749041500086516	11	10	8	7	0.909090909090909	0.727272727272727	0.636363636363636	0.920364741641338	0.748328267477204	0.582370820668693	ko	5	G-A	ST8	32.3855
LV3003047117	leiden1	0.0243973578107575	33	29	27	22	0.878787878787879	0.818181818181818	0.666666666666667	0.916174402250352	0.871870604781997	0.763713080168776	ko	5	G-A	ST8	28.7616666666667
LV3003047117	leiden4	0.687875096508536	242	240	231	199	0.991735537190083	0.954545454545455	0.822314049586777	0.997760196344481	0.956361241918749	0.819364075345199	ko	5	G-A	ST8	28.7616666666667
LV3003047117	leiden6	0.0234194046495668	25	25	25	23	1	1	0.92	1	1	0.963956043956044	ko	5	G-A	ST8	28.7616666666667
LV3003047117	leiden2	0.220187012095736	162	153	146	122	0.944444444444444	0.901234567901234	0.753086419753086	0.966681211818975	0.922562648048872	0.776134521880065	ko	5	G-A	ST8	28.7616666666667
LV3003047117	leiden5	0.0100712018529639	10	10	9	10	1	0.9	1	1	0.946507666098807	1	ko	5	G-A	ST8	28.7616666666667
LV3003047117	leiden3	0.0290640816676675	25	25	22	16	1	0.88	0.64	1	0.925619834710744	0.838961038961039	ko	5	G-A	ST8	28.7616666666667
LV3003047117	grey	0.00498584541477224	3	3	3	3	1	1	1	1	1	1	ko	5	G-A	ST8	28.7616666666667
LV3003047118	leiden1	0.0700427752549014	229	204	189	167	0.890829694323144	0.825327510917031	0.729257641921397	0.922304788482548	0.881137034753545	0.798066002531071	ko	3	IG-A	ST8	24.528
LV3003047118	leiden2	0.221388082023029	222	208	201	171	0.936936936936937	0.905405405405405	0.77027027027027	0.971076091234194	0.950153140666975	0.720206012696131	ko	3	IG-A	ST8	24.528
LV3003047118	leiden4	0.653007526202306	264	261	249	217	0.988636363636364	0.943181818181818	0.821969696969697	0.998792229896313	0.964946822149181	0.817152191795285	ko	3	IG-A	ST8	24.528
LV3003047118	leiden5	0.0147796612224056	31	30	25	26	0.967741935483871	0.806451612903226	0.838709677419355	0.980059462784499	0.910600779167521	0.944484314127537	ko	3	IG-A	ST8	24.528
LV3003047118	grey	0.00141978086583904	8	7	7	7	0.875	0.875	0.875	0.922091782283885	0.922091782283885	0.922091782283885	ko	3	IG-A	ST8	24.528
LV3003047118	leiden6	0.00458436180319746	8	8	8	7	1	1	0.875	1	1	0.284250537101306	ko	3	IG-A	ST8	24.528
LV3003047118	leiden3	0.034777812628322	102	100	93	78	0.980392156862745	0.911764705882353	0.764705882352941	0.991634715928895	0.945603868943883	0.83112582781457	ko	3	IG-A	ST8	24.528
LV3003047122	leiden4	0.756766667430615	84	84	80	73	1	0.952380952380952	0.869047619047619	1	0.949061175045427	0.919079345851	ko	2	IG-E	ST8	76.951
LV3003047122	leiden2	0.103980931863498	23	22	22	18	0.956521739130435	0.956521739130435	0.782608695652174	0.977738593784439	0.977738593784439	0.838439497465285	ko	2	IG-E	ST8	76.951
LV3003047122	leiden3	0.0619026883322256	9	9	9	8	1	1	0.888888888888889	1	1	0.854868567197334	ko	2	IG-E	ST8	76.951
LV3003047122	leiden5	0.0436825338619852	5	5	4	5	1	0.8	1	1	0.433368310598111	1	ko	2	IG-E	ST8	76.951
LV3003047122	leiden1	0.00786102262049366	3	3	3	3	1	1	1	1	1	1	ko	2	IG-E	ST8	76.951
LV3003047122	grey	0.0258061558911833	2	2	2	2	1	1	1	1	1	1	ko	2	IG-E	ST8	76.951
LV3003047123	leiden4	0.759338334295057	57	57	54	49	1	0.947368421052632	0.859649122807018	1	0.965803738791226	0.93515375652262	ko	2	IG-E	ST8	75.589
LV3003047123	leiden3	0.0551644547028275	6	6	6	4	1	1	0.666666666666667	1	1	0.531380753138075	ko	2	IG-E	ST8	75.589
LV3003047123	leiden1	0.0578188113098673	7	7	6	5	1	0.857142857142857	0.714285714285714	1	0.913506320691949	0.708582834331337	ko	2	IG-E	ST8	75.589
LV3003047123	leiden2	0.0899788420850164	9	9	9	7	1	1	0.777777777777778	1	1	0.870457460453185	ko	2	IG-E	ST8	75.589
LV3003047123	leiden5	0.0211963839199846	2	2	2	2	1	1	1	1	1	1	ko	2	IG-E	ST8	75.589
LV3003047123	grey	0.0165031736872475	1	1	1	1	1	1	1	1	1	1	ko	2	IG-E	ST8	75.589
LV3003047124	leiden3	0.0496229347763514	12	12	12	9	1	1	0.75	1	1	0.752900232018562	ko	2	IG-E	ST8	74.227
LV3003047124	leiden1	0.0447153301479477	9	9	9	8	1	1	0.888888888888889	1	1	0.905374959768265	ko	2	IG-E	ST8	74.227
LV3003047124	leiden4	0.763744171320016	93	93	89	79	1	0.956989247311828	0.849462365591398	1	0.970547222431597	0.951986131001734	ko	2	IG-E	ST8	74.227
LV3003047124	leiden2	0.083932991767889	19	19	18	15	1	0.947368421052632	0.789473684210526	1	0.981995884773663	0.885459533607682	ko	2	IG-E	ST8	74.227
LV3003047124	leiden5	0.032654999712164	9	9	8	9	1	0.888888888888889	1	1	0.927721463199648	1	ko	2	IG-E	ST8	74.227
LV3003047124	grey	0.0253295722756318	3	3	3	3	1	1	1	1	1	1	ko	2	IG-E	ST8	74.227
LV3003047125	leiden4	0.793503997325831	169	167	160	136	0.988165680473373	0.946745562130177	0.804733727810651	0.99565868613822	0.970816073392778	0.8934798380491	ko	2	IG-E	ST8	72.872
LV3003047125	leiden3	0.0754802826448276	23	22	17	14	0.956521739130435	0.739130434782609	0.608695652173913	0.984745971214172	0.903924221921516	0.658752614097675	ko	2	IG-E	ST8	72.872
LV3003047125	leiden1	0.0058126038794024	4	4	4	4	1	1	1	1	1	1	ko	2	IG-E	ST8	72.872
LV3003047125	leiden2	0.0676806224871631	29	29	29	23	1	1	0.793103448275862	1	1	0.86705995335437	ko	2	IG-E	ST8	72.872
LV3003047125	leiden5	0.0360641429194871	4	4	3	4	1	0.75	1	1	0.146498455200824	1	ko	2	IG-E	ST8	72.872
LV3003047125	grey	0.021458350743289	3	3	3	3	1	1	1	1	1	1	ko	2	IG-E	ST8	72.872
LV3003047126	leiden4	0.73531741541247	219	218	207	177	0.995433789954338	0.945205479452055	0.808219178082192	0.997948086590746	0.954815156800383	0.846610923019049	ko	4	IG-B	ST8	64.210824
LV3003047126	leiden5	0.0118252800724228	7	7	7	7	1	1	1	1	1	1	ko	4	IG-B	ST8	64.210824
LV3003047126	grey	0.00705367583267323	2	2	2	2	1	1	1	1	1	1	ko	4	IG-B	ST8	64.210824
LV3003047126	leiden3	0.027032803993311	14	14	14	9	1	1	0.642857142857143	1	1	0.804186046511628	ko	4	IG-B	ST8	64.210824
LV3003047126	leiden2	0.20314837866043	100	94	90	73	0.94	0.9	0.73	0.94587485300489	0.929720864021786	0.689484433991459	ko	4	IG-B	ST8	64.210824
LV3003047126	leiden1	0.0142016521443929	12	11	9	9	0.916666666666667	0.75	0.75	0.945993802567508	0.802567507746791	0.802567507746791	ko	4	IG-B	ST8	64.210824
LV3003047126	leiden6	0.0014207938842996	2	2	2	2	1	1	1	1	1	1	ko	4	IG-B	ST8	64.210824
LV3003047127	leiden4	0.775347871450265	170	169	161	138	0.994117647058824	0.947058823529412	0.811764705882353	0.998614367938606	0.966584949904072	0.856773609038585	ko	2	IG-E	ST8	47.6248
LV3003047127	leiden1	0.00823321591272998	4	4	4	4	1	1	1	1	1	1	ko	2	IG-E	ST8	47.6248
LV3003047127	leiden5	0.0221687344400483	9	9	9	9	1	1	1	1	1	1	ko	2	IG-E	ST8	47.6248
LV3003047127	leiden2	0.143941819984918	48	47	46	43	0.979166666666667	0.958333333333333	0.895833333333333	0.972656810678915	0.943017080522463	0.867302999856466	ko	2	IG-E	ST8	47.6248
LV3003047127	leiden3	0.0487794799747942	8	8	7	7	1	0.875	0.875	1	0.929055484963998	0.929055484963998	ko	2	IG-E	ST8	47.6248
LV3003047127	leiden6	0.00152887823724471	1	1	1	1	1	1	1	1	1	1	ko	2	IG-E	ST8	47.6248
LV3003047128	leiden1	0.0501688645455985	65	63	60	51	0.969230769230769	0.923076923076923	0.784615384615385	0.986454832467665	0.934718403096038	0.856095325389551	ko	5	G-A	ST8	39.57797
LV3003047128	leiden4	0.689281572049724	237	235	220	192	0.991561181434599	0.928270042194093	0.810126582278481	0.9988325160946	0.94108468520557	0.821215591654899	ko	5	G-A	ST8	39.57797
LV3003047128	leiden2	0.197149995657039	180	173	166	141	0.961111111111111	0.922222222222222	0.783333333333333	0.976545897475768	0.951057378323744	0.809438656507542	ko	5	G-A	ST8	39.57797
LV3003047128	leiden6	0.0186083108947011	35	34	34	31	0.971428571428571	0.971428571428571	0.885714285714286	0.961010433827567	0.961010433827567	0.908566721581549	ko	5	G-A	ST8	39.57797
LV3003047128	leiden3	0.0319539748312632	32	32	27	19	1	0.84375	0.59375	1	0.923968660057563	0.833866325551647	ko	5	G-A	ST8	39.57797
LV3003047128	leiden5	0.00913554637005094	11	11	10	10	1	0.909090909090909	0.909090909090909	1	0.929809843400447	0.929809843400447	ko	5	G-A	ST8	39.57797
LV3003047128	grey	0.00370173565162299	4	4	4	4	1	1	1	1	1	1	ko	5	G-A	ST8	39.57797
LV3003047129	leiden4	0.708119441833562	248	246	233	204	0.991935483870968	0.939516129032258	0.82258064516129	0.998936423660745	0.947561432169356	0.86964382955551	ko	5	G-A	ST8	36.0373
LV3003047129	leiden2	0.213752922179645	181	173	169	141	0.955801104972376	0.933701657458563	0.779005524861879	0.973743552160555	0.959241198522987	0.789370578121036	ko	5	G-A	ST8	36.0373
LV3003047129	leiden1	0.0262002024437857	55	53	52	46	0.963636363636364	0.945454545454546	0.836363636363636	0.97228929515925	0.959181326894331	0.856847188685754	ko	5	G-A	ST8	36.0373
LV3003047129	leiden6	0.0242209529318198	34	34	34	30	1	1	0.882352941176471	1	1	0.918283582089552	ko	5	G-A	ST8	36.0373
LV3003047129	leiden3	0.0194791892608392	17	17	15	10	1	0.882352941176471	0.588235294117647	1	0.934116919270028	0.793999381379524	ko	5	G-A	ST8	36.0373
LV3003047129	leiden5	0.00790494782252428	13	13	12	13	1	0.923076923076923	1	1	0.956935975609756	1	ko	5	G-A	ST8	36.0373
LV3003047129	grey	0.00032234352782397	1	1	1	1	1	1	1	1	1	1	ko	5	G-A	ST8	36.0373
LV3003047130	leiden1	0.0132058557544595	21	20	20	17	0.952380952380952	0.952380952380952	0.80952380952381	0.970095693779904	0.970095693779904	0.865131578947369	ko	5	G-A	ST8	31.936
LV3003047130	leiden4	0.638335683059462	229	226	216	184	0.986899563318777	0.943231441048035	0.803493449781659	0.996807720861173	0.949647364513734	0.826769364018807	ko	5	G-A	ST8	31.936
LV3003047130	leiden2	0.243352644527903	155	146	140	116	0.941935483870968	0.903225806451613	0.748387096774194	0.97017299016585	0.952809061698744	0.7644672357275	ko	5	G-A	ST8	31.936
LV3003047130	leiden6	0.0742947859774663	32	32	32	29	1	1	0.90625	1	1	0.973475788018923	ko	5	G-A	ST8	31.936
LV3003047130	grey	0.00227864197677128	1	1	1	1	1	1	1	1	1	1	ko	5	G-A	ST8	31.936
LV3003047130	leiden3	0.0221229676843548	19	18	16	11	0.947368421052632	0.842105263157895	0.578947368421053	0.976436986790432	0.925740806854695	0.779007497322385	ko	5	G-A	ST8	31.936
LV3003047130	leiden5	0.00640942101958368	5	5	5	5	1	1	1	1	1	1	ko	5	G-A	ST8	31.936
LV3003047131	leiden4	0.703206336162315	253	249	238	205	0.984189723320158	0.940711462450593	0.810276679841897	0.996171793776546	0.946534062976007	0.845348527953965	ko	5	G-A	ST8	28.2453333333333
LV3003047131	leiden2	0.205709913713711	175	164	160	135	0.937142857142857	0.914285714285714	0.771428571428571	0.965947598975122	0.943535278397664	0.787723503319834	ko	5	G-A	ST8	28.2453333333333
LV3003047131	leiden6	0.0203289930432565	27	27	27	26	1	1	0.962962962962963	1	1	0.9739336492891	ko	5	G-A	ST8	28.2453333333333
LV3003047131	leiden3	0.0361835673500616	45	43	40	30	0.955555555555556	0.888888888888889	0.666666666666667	0.980891220925679	0.945649620173859	0.828099302999452	ko	5	G-A	ST8	28.2453333333333
LV3003047131	leiden5	0.012012071579365	12	12	12	12	1	1	1	1	1	1	ko	5	G-A	ST8	28.2453333333333
LV3003047131	leiden1	0.0176001360177957	31	29	29	26	0.935483870967742	0.935483870967742	0.838709677419355	0.953308645950733	0.953308645950733	0.872484302044759	ko	5	G-A	ST8	28.2453333333333
LV3003047131	grey	0.0049589821334958	4	4	4	4	1	1	1	1	1	1	ko	5	G-A	ST8	28.2453333333333
LV3003047132	leiden1	0.0605498141533637	323	275	259	235	0.851393188854489	0.801857585139319	0.727554179566563	0.87129253988607	0.829034676532207	0.725803852325198	ko	3	IG-A	ST8	23.987
LV3003047132	leiden2	0.211011132130785	240	225	219	188	0.9375	0.9125	0.783333333333333	0.968721097626688	0.948434144811446	0.813607337885332	ko	3	IG-A	ST8	23.987
LV3003047132	leiden3	0.0311830333751794	132	122	115	96	0.924242424242424	0.871212121212121	0.727272727272727	0.951142857142857	0.905278911564626	0.776884353741497	ko	3	IG-A	ST8	23.987
LV3003047132	leiden4	0.680693799158355	277	273	260	224	0.985559566787004	0.938628158844765	0.808664259927798	0.99857519492904	0.931511502527377	0.803478493919959	ko	3	IG-A	ST8	23.987
LV3003047132	leiden6	0.00363886907835257	31	31	31	28	1	1	0.903225806451613	1	1	0.952314329019471	ko	3	IG-A	ST8	23.987
LV3003047132	grey	0.0031136364889856	32	21	21	20	0.65625	0.65625	0.625	0.714129990461916	0.714129990461916	0.694917563700777	ko	3	IG-A	ST8	23.987
LV3003047132	leiden5	0.00980971561497821	42	40	34	36	0.952380952380952	0.80952380952381	0.857142857142857	0.962416745956232	0.887898970677277	0.932877778738863	ko	3	IG-A	ST8	23.987
LV3003047133	leiden3	0.0661596471686185	41	40	35	28	0.975609756097561	0.853658536585366	0.682926829268293	0.987486491098345	0.92690973209715	0.703543598202605	ko	1	IG-D	ST8	70.162
LV3003047133	leiden4	0.729995183189331	248	245	234	203	0.987903225806452	0.943548387096774	0.818548387096774	0.995685255637005	0.956105079748023	0.877398368954461	ko	1	IG-D	ST8	70.162
