sample	module	module_abundance	core	age_kyr	state	state_label	index	value	sample_mean	centered	analysis_set
LV7008886755	leiden2	0.0655174744174277	GeoB25202_R2	81.6705	1	IG-D	MII	-2.8653633800772	-2.69391415911309	-0.171449220964119	include_grey
LV7008886756	leiden3	0.169243866088525	GeoB25202_R2	105.5785	1	IG-D	MII	-1.58218351162217	-3.80909544055387	2.2269119289317	include_grey
LV7008886756	leiden4	0.589906960367721	GeoB25202_R2	105.5785	1	IG-D	MII	-2.60561558169508	-3.80909544055387	1.20347985885879	include_grey
LV7008886756	grey	0.145923667951247	GeoB25202_R2	105.5785	1	IG-D	MII	-1.70851646859436	-3.80909544055387	2.10057897195951	include_grey
LV7008886756	leiden1	0.00546710332752941	GeoB25202_R2	105.5785	1	IG-D	MII	-1.63656372072306	-3.80909544055387	2.17253171983081	include_grey
LV7008886756	leiden5	0.0274729779917137	GeoB25202_R2	105.5785	1	IG-D	MII	-1.85894565549006	-3.80909544055387	1.95014978506381	include_grey
LV7008886756	leiden2	0.0609315538920856	GeoB25202_R2	105.5785	1	IG-D	MII	-2.56412824497226	-3.80909544055387	1.2449671955816	include_grey
LV7008886756	leiden6	0.00105387038117792	GeoB25202_R2	105.5785	1	IG-D	MII	-14.7077149007801	-3.80909544055387	-10.8986194602262	include_grey
LV7008886757	leiden3	0.216319107662464	GeoB25202_R1	123.1195	2	IG-E	MII	-1.87257166138498	-1.9479123349694	0.07534067358442	include_grey
LV7008886757	leiden1	0.0155431619786615	GeoB25202_R1	123.1195	2	IG-E	MII	-1.18491479769015	-1.9479123349694	0.762997537279248	include_grey
LV7008886757	leiden4	0.541658583899127	GeoB25202_R1	123.1195	2	IG-E	MII	-2.87349119580096	-1.9479123349694	-0.925578860831562	include_grey
LV7008886757	grey	0.0450775945683802	GeoB25202_R1	123.1195	2	IG-E	MII	-2.31378341830408	-1.9479123349694	-0.365871083334674	include_grey
LV7008886757	leiden5	0.057274490785645	GeoB25202_R1	123.1195	2	IG-E	MII	-1.37649472813109	-1.9479123349694	0.571417606838314	include_grey
LV7008886757	leiden2	0.124127061105723	GeoB25202_R1	123.1195	2	IG-E	MII	-2.06621820850515	-1.9479123349694	-0.118305873535745	include_grey
LV7008886763	leiden2	0.0476157662624035	GeoB25202_R2	7.1335	3	IG-A	MII	-1.82918887247939	-1.03110681527047	-0.798082057208913	include_grey
LV7008886763	leiden1	0.0210963340683572	GeoB25202_R2	7.1335	3	IG-A	MII	0.820141528085122	-1.03110681527047	1.8512483433556	include_grey
LV7008886763	leiden4	0.794990352811466	GeoB25202_R2	7.1335	3	IG-A	MII	-0.933701885608862	-1.03110681527047	0.097404929661613	include_grey
LV7008886763	leiden5	0.123518467475193	GeoB25202_R2	7.1335	3	IG-A	MII	-1.54324564517139	-1.03110681527047	-0.512138829900913	include_grey
LV7008886763	leiden3	0.00709757442116869	GeoB25202_R2	7.1335	3	IG-A	MII	-0.660975798195395	-1.03110681527047	0.37013101707508	include_grey
LV7008886763	grey	0.00568150496141125	GeoB25202_R2	7.1335	3	IG-A	MII	-2.03967021825294	-1.03110681527047	-1.00856340298246	include_grey
LV7008886765	leiden4	0.657961128415321	GeoB25202_R1	58.181	4	IG-B	MII	-2.83818091570555	-2.76721979380287	-0.0709611219026791	include_grey
LV7008886765	leiden1	0.0192286350554516	GeoB25202_R1	58.181	4	IG-B	MII	-1.47311268074861	-2.76721979380287	1.29410711305426	include_grey
LV7008886765	leiden2	0.156169464523082	GeoB25202_R1	58.181	4	IG-B	MII	-2.60043264856873	-2.76721979380287	0.166787145234134	include_grey
LV7008886765	leiden6	0.00716912172709987	GeoB25202_R1	58.181	4	IG-B	MII	-1.38938050317176	-2.76721979380287	1.37783929063111	include_grey
LV7008886765	leiden3	0.0692743822890387	GeoB25202_R1	58.181	4	IG-B	MII	-6.56326871235434	-2.76721979380287	-3.79604891855147	include_grey
LV7008886765	leiden5	0.0164739364076461	GeoB25202_R1	58.181	4	IG-B	MII	-1.76259849317058	-2.76721979380287	1.00462130063229	include_grey
LV7008886765	grey	0.0737233315823611	GeoB25202_R1	58.181	4	IG-B	MII	-2.7435646029005	-2.76721979380287	0.0236551909023652	include_grey
LV7008886766	leiden2	0.0858955884211857	GeoB25202_R2	71.8895	1	IG-D	MII	-2.34251264862586	-2.34951942556705	0.00700677694118657	include_grey
LV7008886766	leiden3	0.163755951628534	GeoB25202_R2	71.8895	1	IG-D	MII	-3.84429201531738	-2.34951942556705	-1.49477258975033	include_grey
LV7008886766	leiden4	0.651439767412464	GeoB25202_R2	71.8895	1	IG-D	MII	-2.90578833822136	-2.34951942556705	-0.556268912654315	include_grey
LV7008886766	leiden1	0.0175612017022711	GeoB25202_R2	71.8895	1	IG-D	MII	-2.54358065775112	-2.34951942556705	-0.194061232184076	include_grey
LV7008886766	leiden5	0.0234239244933215	GeoB25202_R2	71.8895	1	IG-D	MII	-1.93373310011695	-2.34951942556705	0.415786325450095	include_grey
LV7008886766	leiden6	0.00158007837188725	GeoB25202_R2	71.8895	1	IG-D	MII	-1.27353694118118	-2.34951942556705	1.07598248438587	include_grey
LV7008886766	grey	0.0563434879703367	GeoB25202_R2	71.8895	1	IG-D	MII	-1.60319227775547	-2.34951942556705	0.746327147811575	include_grey
LV7008886768	leiden3	0.137457665315047	GeoB25202_R1	102.2955	1	IG-D	MII	-2.30310220065014	-4.05150676781034	1.7484045671602	include_grey
