sample	module	module_abundance	OAP	MGI	MFI	DCI	MII	SRPI	tea_mode	n_taxa_input	n_taxa_with_comp	n_taxa_with_ko	n_taxa_with_oap	weight_supported_comp	weight_supported_ko	weight_supported_oap	n_taxa_in_module_sample	module_total_reads	core	age_kyr	state	state_label
LV7008886707	leiden3	0.129414825270211	291.97995423672	-13.8155105579643	0	-0.532860070920995	-1.5441709664916	0.154969760401416	ko	89	89	82	73	1	0.970050933786078	0.937521222410866	89	73625	GeoB25202_R2	95.3875	1	IG-D
LV7008886707	leiden4	0.687358390738732	299.10904289895	-13.8155105579643	0	-1.8966061542674	-2.86060070073309	-0.580361905801722	ko	291	287	272	241	0.997795638842787	0.942259546904049	0.907820879033764	291	391043	GeoB25202_R2	95.3875	1	IG-D
LV7008886707	grey	0.0948977600908409	544.030490777793	-13.8155105579643	0	-1.21161300075022	-1.65668311236601	-0.413760028798019	ko	49	48	47	46	0.995813884566941	0.989886641475884	0.981366229532489	49	53988	GeoB25202_R2	95.3875	1	IG-D
LV7008886707	leiden5	0.0222022228589207	229.324002302029	-13.8155105579643	0	-4.48400644217223	-1.988945781672	0.284879063377272	ko	13	13	13	13	1	1	1	13	12631	GeoB25202_R2	95.3875	1	IG-D
LV7008886707	leiden2	0.0575630111775738	562.964048205361	-13.8155105579643	0	-1.16855136298568	-2.4306433907252	-0.852788252137033	ko	93	91	86	75	0.990503236838891	0.956241602540613	0.879901062660315	93	32748	GeoB25202_R2	95.3875	1	IG-D
LV7008886707	leiden6	0.000856027435064079	594.696714579056	-13.8155105579643	0	-1.24126858906963	-0.743862273138962	-0.850529209441347	ko	4	4	4	4	1	1	1	4	487	GeoB25202_R2	95.3875	1	IG-D
LV7008886708	leiden3	0.188450904849229	309.66161258004	-13.8155105579643	0	-0.100120142187481	-1.5835728921786	0.0637004279503053	ko	101	100	92	79	0.99883942387811	0.972136253620601	0.895935007737174	101	100812	GeoB25202_R1	109.6305	1	IG-D
LV7008886708	leiden4	0.573545988324164	315.547487381359	-13.8155105579643	0	-1.53337807510969	-2.75475934019892	-0.583270257833387	ko	289	285	269	238	0.996789638190594	0.954957157151285	0.893885320009517	289	306819	GeoB25202_R1	109.6305	1	IG-D
LV7008886708	grey	0.13078207162899	545.002852822706	-13.8155105579643	0	-1.21638996826719	-1.68197303847543	-0.353958629559587	ko	51	50	50	49	0.997655870329608	0.997655870329608	0.989651525113633	51	69962	GeoB25202_R1	109.6305	1	IG-D
LV7008886708	leiden5	0.0541582313146438	186.587383821135	-13.8155105579643	0	-13.5112623657267	-1.51275243906752	-0.577439828917534	ko	23	23	18	23	1	0.601511804500898	1	23	28972	GeoB25202_R1	109.6305	1	IG-D
LV7008886708	leiden2	0.0358294498000751	502.793542663923	-13.8155105579643	0	-3.56191982665265	-2.51747726909254	-0.387345588392793	ko	54	54	52	45	1	0.97991339281056	0.897219178796891	54	19167	GeoB25202_R1	109.6305	1	IG-D
LV7008886708	leiden6	0.00230862265889773	273.49058008479	-13.8155105579643	0	-14.5346332249275	0.307546813478221	-1.76177238871582	ko	5	5	5	4	1	1	0.824291497975709	5	1235	GeoB25202_R1	109.6305	1	IG-D
LV7008886708	leiden1	0.0149247314239996	519.701812090622	-13.8155105579643	0	-12.3971442191813	-0.969868853263842	-0.251572835253701	ko	16	15	14	13	0.984594188376754	0.954408817635271	0.9312374749499	16	7984	GeoB25202_R1	109.6305	1	IG-D
LV7008886709	leiden4	0.700548074515017	420.649016419475	-13.8155105579643	0	-2.23037795154081	-3.39446181379077	-0.922506381690589	ko	216	215	204	178	0.999305646264583	0.957940038086334	0.816003134903994	216	145459	GeoB25202_R1	147.206	4	IG-B
LV7008886709	leiden1	0.0219518773237781	571.088684391375	-13.8155105579643	0	-2.76436410945546	-1.31746307967934	-0.774952790214239	ko	22	21	21	16	0.971917507678807	0.971917507678807	0.729706011408513	22	4558	GeoB25202_R1	147.206	4	IG-B
LV7008886709	leiden3	0.0526739101119266	412.438919269266	-13.8155105579643	0	-1.60136521470899	-2.36319196999862	0.290392324358733	ko	21	21	21	18	1	1	0.968729999085672	21	10937	GeoB25202_R1	147.206	4	IG-B
LV7008886709	grey	0.00869791365659134	592.537752363915	-13.8155105579643	0	-12.8088806590078	-2.07996957126176	-0.424639334158796	ko	8	8	8	8	1	1	1	8	1806	GeoB25202_R1	147.206	4	IG-B
LV7008886709	leiden5	0.0208441696045002	275.723925600739	-13.8155105579643	0	-13.8342797058789	-1.93064746515314	0.0680946445877868	ko	13	13	11	13	1	0.846118299445472	1	13	4328	GeoB25202_R1	147.206	4	IG-B
