sample	MEblack	MEmagenta	MEred	MEgreen	MEblue	MEbrown	MEyellow	MEpurple	MEpink	MEturquoise	MEgrey
LV3003047142	-0.00198972519328051	-0.0345562337855558	-0.0614384612929621	-0.0289033301691789	0.000363868347860092	-0.0302092656432441	-0.0118917565852428	-0.0638271979908154	-0.124264406935712	-0.0620791646303572	-0.0374430827221222
LV3003047129	0.104609972678975	-0.031208103902732	-0.0630590762828243	-0.0230596901866356	0.0337159875446031	-0.0235994580994326	0.0200181524746894	-0.00742547308268206	-0.123113498359519	-0.0184820051147245	-0.0283546390392485
LV3003047113	0.139416975871769	-0.0345562337855558	-0.0593665059556378	-0.0190487681418489	0.0558783731741712	-0.0209705350768072	0.0464392126882245	0.0273478590739593	-0.0310222212293081	0.0174877177072523	-0.0293865426494553
LV3003047096	0.129188395406001	-0.0345562337855558	-0.0569638410226707	-0.0236111995841817	0.0390576644295336	-0.0250868514224556	0.0160134063637577	0.0155770716982663	-0.0798334805375878	-0.0105121904680315	-0.0242781360612937
LV3003047083	0.00371588649990251	-0.0345562337855558	-0.0448172900670425	-0.0344866048920826	0.00632649345312701	-0.0355627561529618	-0.0512416175410513	-0.0427049373525464	-0.0292405486032757	-0.0300569354500857	-0.032158123001252
LV3003047068	-0.015164877116532	-0.0345562337855558	-0.0542323587965675	-0.031831535066013	0.010139687797559	-0.0374203979575339	-0.0386095070893996	-0.0483135623473006	-0.0364794866495706	-0.0331245239340449	-0.0294823444788697
LV3003047166	0.026802184314967	-0.0345562337855558	-0.0314153335374245	-0.033310008451349	0.0282816337707664	-0.0273294822412204	-0.00306812371967131	-0.0224447051885928	-0.00817383706121687	-0.0126206032636764	-0.0305129530347811
LV3003047153	0.0137745256699993	-0.0345562337855558	-0.0383003521316471	-0.0320143142492165	0.0342100673918419	-0.0343284138184726	-0.00689370355778003	-0.0236472061894548	0.0203921113136613	-0.0163603659225433	-0.0334870912366465
LV3003047128	0.0824515418272911	-0.0284458986453475	-0.0590728055536261	-0.0260875643527302	0.0351462731521237	-0.0175917389990402	0.0241554160347434	0.0118321360221991	-0.1098797211301	-0.0230778897530089	-0.0312097434173136
LV3003047112	-0.02586302777178	-0.0345562337855558	-0.0503411042493573	-0.0305407480319254	0.0313927559429801	-0.0347266585480319	-0.0166096119277322	-0.0572944360293582	0.000186608279956166	-0.00367780045523567	-0.0339397326006751
LV3003047095	-0.0376298381267496	-0.0345562337855558	-0.0365255659378526	-0.0322497573123619	-0.00820839632253864	-0.0369100252069195	-0.0657409695884196	-0.0596906231483908	-0.00691874493229369	-0.0370621069686086	-0.0254005702525154
LV3003047082	-0.0359695345694201	-0.0283416802064636	-0.0473608990120182	-0.0328483570917156	-0.0247233825110015	-0.0406785637982509	-0.0677346164466918	-0.0377799177966433	-0.0356958350486301	-0.0563539659003588	-0.0302500032651115
LV3003047067	0.00234357317938053	-0.0345562337855558	-0.0240372746634925	-0.0214915184026921	0.0375034095961424	-0.0317821272929023	-0.0139947593226551	-0.00957450137926118	0.0186084958781658	0.00970396339779284	-0.0323179944334248
LV3003047164	-0.00772854818973822	-0.0345562337855558	-0.0573238917311693	-0.0358702031810787	-0.0181453953887816	-0.0379974835754136	-0.0569320584456644	-0.054229698788152	-0.044752438331009	-0.0628734192217784	-0.027782609234036
LV3003047152	-0.0153375367161579	-0.0282261665612679	-0.0345886217250537	-0.0337596631911662	0.0161486819017954	-0.0347709498220504	-0.0464940634398314	-0.0527638413976189	0.00898797686180266	-0.0237887019136403	-0.0284516538047755
LV3003047110	-0.0445137648072615	-0.0345562337855558	-0.0608891263862484	-0.0360948619750733	-0.0430201204173726	-0.0411916613990277	-0.0693061150935188	-0.0693523082470725	-0.0551792113866166	-0.0651691173947507	-0.0287774949910643
LV3003047094	-0.0315529616343152	-0.0345562337855558	-0.0220174056750781	-0.0348417443566586	-0.0229186650780414	-0.0398487783881957	-0.0651852093031643	-0.038452611624967	0.0154425615553866	-0.0285396024920128	-0.0198996714126178
LV3003047081	-0.00886544455454151	-0.0307922132362706	-0.0364201480470355	-0.0319144721213424	0.0189416710355956	-0.0298085412244078	-0.014071991059979	-0.00233183899785495	-0.0372679448902903	-0.0245409747244205	-0.0306043775758952
LV3003047065	-0.0548393337854217	-0.0345562337855558	-0.054044128134805	-0.0238220247482634	-0.123025858967111	-0.0312584885912371	-0.0627095964959573	-0.0196675720894358	-0.138709267577115	-0.124189044972246	-0.0266806506155952
LV3003047159	-0.051173294410525	-0.0313856472126681	-0.0255402951034348	-0.0317816809621443	-0.0526235618817179	-0.0417161006892439	-0.064073018857113	-0.0926964927622353	-0.0247937556185531	-0.0500722213879918	-0.0336592895525202
LV3003047158	-0.0512852837803471	-0.0305882633078314	-0.0630590762828243	-0.0310697900982002	-0.00801075148095681	-0.0358237264313966	-0.0262490615225894	-0.0946588631757333	-0.137500358861704	-0.0838931336501488	-0.0324091846751592
LV3003047139	-0.0548393337854217	-0.0308819471472245	-0.0610457378444914	-0.0307616487601693	-0.0093842822337556	-0.037917328050321	-0.0261415930021541	-0.0828272796891956	-0.146063864046514	-0.079469604407297	-0.0329235620008307
LV3003047150	-0.0478761635127052	-0.0245930544415175	-0.0578670941974607	-0.0217497933566712	0.036820276887871	-0.0262449041894504	0.0176158214493805	-0.0400297189449271	-0.0940465307660135	-0.020794769621322	-0.0298809964010692
LV3003047149	-0.0548393337854217	-0.0345562337855558	-0.0538252681616043	-0.0290608323021129	-0.0402894700530822	-0.0348738521799485	-0.062668089259806	-0.0401594535803193	-0.0450495271984906	-0.0776569538619666	-0.0279716723058528
