module	best_balanced_jaccard
black	0.606060606060606
blue	0.644787644787645
brown	0.536290322580645
green	0.771653543307087
magenta	0.362068965517241
pink	0.267175572519084
purple	0.666666666666667
red	0.421768707482993
turquoise	0.473118279569893
yellow	0.386243386243386
