sample	rarefaction_depth	rarefied_observed
LV7008886763	50000	322.999999930002
LV7008886765	50000	548.999968582382
LV7008886766	50000	899.398376973607
LV7008886768	50000	668.992625652131
LV7008886769	50000	187
LV7008886776	50000	828.934166603466
LV7008886778	50000	839.594321834125
LV7008886780	50000	788.875214134229
LV7008886781	50000	
LV3003046936	1e+05	1043.85254437806
LV3003046937	1e+05	591.999999983356
LV3003046938	1e+05	657.9999931901
LV3003046939	1e+05	540.984441558607
LV3003046949	1e+05	915.988396404879
LV3003046950	1e+05	834.999946067509
LV3003046952	1e+05	590.999999947201
LV3003046953	1e+05	518.849110547664
LV3003046965	1e+05	1081.78004999458
LV3003046966	1e+05	786.999983743575
LV3003046978	1e+05	951.980424439453
LV3003046979	1e+05	707.999999964556
LV3003046980	1e+05	539.999999977229
LV3003046993	1e+05	965.994443995851
LV3003046994	1e+05	496.999999688858
LV3003046995	1e+05	481.999998572712
LV3003047009	1e+05	595.99998889575
LV3003047010	1e+05	585.999999030226
LV3003047013	1e+05	476.999999879656
LV3003047026	1e+05	848.910144842512
LV3003047027	1e+05	716.999995439929
LV3003047028	1e+05	
LV3003047041	1e+05	944.971635151725
LV3003047044	1e+05	539
LV3003047045	1e+05	506.999850530575
LV3003047059	1e+05	
LV3003047060	1e+05	
LV3003047061	1e+05	
LV3003047062	1e+05	
LV3003047063	1e+05	
LV3003047064	1e+05	
LV3003047065	1e+05	270
LV3003047067	1e+05	573
LV3003047068	1e+05	437
LV3003047069	1e+05	451
LV3003047070	1e+05	491
LV3003047071	1e+05	611.999999999951
LV3003047073	1e+05	
LV3003047074	1e+05	
LV3003047077	1e+05	
LV3003047078	1e+05	
LV3003047079	1e+05	346
LV3003047080	1e+05	462
LV3003047081	1e+05	541
LV3003047082	1e+05	375
LV3003047083	1e+05	443
LV3003047084	1e+05	654.999999988587
LV3003047085	1e+05	605.999999999915
LV3003047087	1e+05	
LV3003047088	1e+05	
LV3003047089	1e+05	206
LV3003047090	1e+05	161
LV3003047091	1e+05	357
LV3003047093	1e+05	441
LV3003047094	1e+05	453
LV3003047095	1e+05	423
LV3003047096	1e+05	568.999999964093
LV3003047097	1e+05	522
LV3003047098	1e+05	424
LV3003047099	1e+05	625.999999997454
LV3003047100	1e+05	448
LV3003047101	1e+05	340
LV3003047104	1e+05	
LV3003047105	1e+05	
LV3003047106	1e+05	275
LV3003047107	1e+05	443
LV3003047110	1e+05	345
LV3003047112	1e+05	497
LV3003047113	1e+05	643.999999991062
LV3003047114	1e+05	419
LV3003047117	1e+05	500
LV3003047118	1e+05	863.989718471186
LV3003047122	1e+05	
LV3003047123	1e+05	
LV3003047124	1e+05	
LV3003047125	1e+05	232
LV3003047126	1e+05	356
LV3003047127	1e+05	
LV3003047128	1e+05	563.999999999999
LV3003047129	1e+05	549
LV3003047130	1e+05	462
LV3003047131	1e+05	547
LV3003047132	1e+05	1076.53564678177
LV3003047133	1e+05	419
LV3003047134	1e+05	429
LV3003047136	1e+05	468
LV3003047137	1e+05	339
LV3003047138	1e+05	413
LV3003047139	1e+05	350
LV3003047140	1e+05	
LV3003047141	1e+05	
LV3003047142	1e+05	434
LV3003047143	1e+05	540.999999999999
LV3003047144	1e+05	743.999999190225
LV3003047145	1e+05	705.999999176519
LV3003047146	1e+05	587.999999999999
LV3003047147	1e+05	427
LV3003047148	1e+05	399
LV3003047149	1e+05	360
LV3003047150	1e+05	509
LV3003047152	1e+05	479
LV3003047153	1e+05	541.999999999994
LV3003047154	1e+05	420
LV3003047155	1e+05	416
LV3003047156	1e+05	665.999999995418
LV3003047158	1e+05	372
LV3003047159	1e+05	362
LV3003047160	1e+05	
LV3003047161	1e+05	
LV3003047162	1e+05	
LV3003047164	1e+05	381
LV3003047166	1e+05	538
LV3003047167	1e+05	385
LV3003047168	1e+05	624.999999997882
LV3003047169	1e+05	672.99999996524
LV3003061473	1e+05	164
LV3003061474	1e+05	657.999999328656
LV3003061475	1e+05	471
LV3003061476	1e+05	676.999999986917
LV3003061477	1e+05	977.584261740265
LV3003061485	1e+05	929.949349308052
LV3003061486	1e+05	312
LV3003061488	1e+05	805.999682599536
LV3003061489	1e+05	295
LV3003061492	1e+05	1060.61708634321
LV3003061500	1e+05	500.999999996762
LV3003061501	1e+05	571.999999803058
LV3003061503	1e+05	768.996737934713
LV3003061504	1e+05	449.999999999999
LV3003061505	1e+05	528.999999999803
LV3003061506	1e+05	466.999999998974
LV3003061513	1e+05	347
LV3003061514	1e+05	944.985603582937
LV3003061515	1e+05	983.930089990111
LV3003061516	1e+05	463.999999999889
LV3003061517	1e+05	861.999038637981
LV3003061518	1e+05	877.9894740545
LV3003061527	1e+05	
LV3003061528	1e+05	824.999386573561
LV3003061529	1e+05	868.999060208959
LV3003061530	1e+05	416.99999975217
LV3003061531	1e+05	923.999369292601
LV3003061533	1e+05	575.999993639248
LV3003061539	1e+05	374
LV3003061541	1e+05	595.999999204024
LV3003061543	1e+05	800.999919276826
LV3003061544	1e+05	566.999999999982
LV3003061545	1e+05	789.999920007957
LV3003061546	1e+05	460.999999000186
LV3003061555	1e+05	
LV3003061556	1e+05	538.999999999214
LV3003061557	1e+05	530.999999999888
LV3003061558	1e+05	636.99999984403
LV3003061559	1e+05	720.999997692068
LV3003061568	1e+05	
LV3003061569	1e+05	709.999993730943
LV3003061570	1e+05	593.999999998983
LV3003061571	1e+05	557.999999236654
LV3003061572	1e+05	942.883750345272
LV7001898064	1e+05	668.999752285168
LV7001898076	1e+05	1082.50317534172
LV7001898088	1e+05	733.417448032506
LV7001898100	1e+05	560.42805171065
LV7008886221	1e+05	471.999999999944
LV7008886222	1e+05	366
LV7008886226	1e+05	427.999999579291
LV7008886228	1e+05	
LV7008886229	1e+05	902.990661526738
LV7008886690	1e+05	301.999999385759
LV7008886692	1e+05	325
LV7008886695	1e+05	646.999990369177
LV7008886702	1e+05	599.999295359251
LV7008886703	1e+05	749.999999407176
LV7008886704	1e+05	383
LV7008886705	1e+05	
LV7008886706	1e+05	766.999393093738
LV7008886707	1e+05	559.999999951962
LV7008886708	1e+05	538.999999987353
LV7008886709	1e+05	388
LV7008886714	1e+05	502.287902503043
LV7008886715	1e+05	779.999957624016
LV7008886717	1e+05	373
LV7008886718	1e+05	690.999997593016
LV7008886719	1e+05	431.999999999971
LV7008886720	1e+05	638.999875810158
LV7008886721	1e+05	473
LV7008886726	1e+05	449.537973292216
LV7008886727	1e+05	944.994023284877
LV7008886728	1e+05	449
LV7008886730	1e+05	836.998950248777
LV7008886731	1e+05	443.99999999962
LV7008886739	1e+05	1046.90354560842
LV7008886740	1e+05	527.999999999999
LV7008886741	1e+05	
LV7008886742	1e+05	957.988323956465
LV7008886743	1e+05	511.999999989321
LV7008886744	1e+05	429.999999999991
LV7008886745	1e+05	265
LV7008886751	1e+05	551.999999958468
LV7008886752	1e+05	491
LV7008886753	1e+05	313
LV7008886754	1e+05	932.996595202928
LV7008886755	1e+05	629.999999549989
LV7008886756	1e+05	492.999999999993
LV7008886757	1e+05	
LV7008886763	1e+05	323
LV7008886765	1e+05	548.999999999996
LV7008886766	1e+05	899.996821261273
LV7008886768	1e+05	668.999999595563
LV7008886769	1e+05	187
LV7008886776	1e+05	828.999967362786
LV7008886778	1e+05	839.998602418067
LV7008886780	1e+05	788.999863727049
LV7008886781	1e+05	
LV3003046936	250000	1043.99999055004
LV3003046937	250000	592
LV3003046938	250000	658
LV3003046939	250000	540.999999883858
LV3003046949	250000	915.999999992132
LV3003046950	250000	835
LV3003046952	250000	591
LV3003046953	250000	518.999964153943
LV3003046965	250000	1081.99996024384
LV3003046966	250000	787
LV3003046978	250000	951.999999956681
LV3003046979	250000	708
LV3003046980	250000	540
LV3003046993	250000	965.999999998734
LV3003046994	250000	497
LV3003046995	250000	482
LV3003047009	250000	596
LV3003047010	250000	586
LV3003047013	250000	477
LV3003047026	250000	848.999997820033
LV3003047027	250000	717
LV3003047028	250000	
LV3003047041	250000	944.999999863944
LV3003047044	250000	539
LV3003047045	250000	507
LV3003047059	250000	
LV3003047060	250000	
LV3003047061	250000	
LV3003047062	250000	
LV3003047063	250000	
LV3003047064	250000	
LV3003047065	250000	
LV3003047067	250000	573
LV3003047068	250000	437
LV3003047069	250000	451
LV3003047070	250000	491
LV3003047071	250000	612
LV3003047073	250000	
LV3003047074	250000	
LV3003047077	250000	
LV3003047078	250000	
LV3003047079	250000	
LV3003047080	250000	462
LV3003047081	250000	541
LV3003047082	250000	
LV3003047083	250000	443
LV3003047084	250000	655
LV3003047085	250000	606
LV3003047087	250000	
LV3003047088	250000	
LV3003047089	250000	
LV3003047090	250000	
LV3003047091	250000	
LV3003047093	250000	441
LV3003047094	250000	453
LV3003047095	250000	423
LV3003047096	250000	569
LV3003047097	250000	522
LV3003047098	250000	
LV3003047099	250000	626
LV3003047100	250000	448
LV3003047101	250000	
LV3003047104	250000	
LV3003047105	250000	
LV3003047106	250000	
LV3003047107	250000	443
LV3003047110	250000	
LV3003047112	250000	497
LV3003047113	250000	644
LV3003047114	250000	
LV3003047117	250000	500
LV3003047118	250000	863.99999999239
LV3003047122	250000	
LV3003047123	250000	
LV3003047124	250000	
LV3003047125	250000	
LV3003047126	250000	
LV3003047127	250000	
LV3003047128	250000	564
LV3003047129	250000	549
LV3003047130	250000	462
LV3003047131	250000	547
LV3003047132	250000	1076.99983789597
LV3003047133	250000	419
LV3003047134	250000	429
LV3003047136	250000	468
LV3003047137	250000	
LV3003047138	250000	
LV3003047139	250000	
LV3003047140	250000	
LV3003047141	250000	
LV3003047142	250000	
LV3003047143	250000	541
LV3003047144	250000	744
LV3003047145	250000	706
LV3003047146	250000	588
LV3003047147	250000	
LV3003047148	250000	
LV3003047149	250000	
LV3003047150	250000	509
LV3003047152	250000	479
LV3003047153	250000	542
LV3003047154	250000	
LV3003047155	250000	416
LV3003047156	250000	666
LV3003047158	250000	
LV3003047159	250000	
LV3003047160	250000	
LV3003047161	250000	
LV3003047162	250000	
LV3003047164	250000	
LV3003047166	250000	538
LV3003047167	250000	
LV3003047168	250000	625
LV3003047169	250000	673
LV3003061473	250000	
LV3003061474	250000	658
LV3003061475	250000	471
LV3003061476	250000	677
LV3003061477	250000	977.999859160835
LV3003061485	250000	929.999999380636
LV3003061486	250000	
LV3003061488	250000	806
LV3003061489	250000	295
LV3003061492	250000	1060.9998748697
LV3003061500	250000	501
LV3003061501	250000	572
LV3003061503	250000	768.999999999617
LV3003061504	250000	450
LV3003061505	250000	529
LV3003061506	250000	467
LV3003061513	250000	
LV3003061514	250000	944.999999980825
LV3003061515	250000	983.99999853011
LV3003061516	250000	464
LV3003061517	250000	861.999999999993
LV3003061518	250000	877.999999991784
LV3003061527	250000	
LV3003061528	250000	824.999999999996
LV3003061529	250000	868.999999999993
LV3003061530	250000	417
LV3003061531	250000	923.999999999999
LV3003061533	250000	576
LV3003061539	250000	374
LV3003061541	250000	596
LV3003061543	250000	801
LV3003061544	250000	567
LV3003061545	250000	790
LV3003061546	250000	461
LV3003061555	250000	
LV3003061556	250000	539
LV3003061557	250000	531
LV3003061558	250000	637
LV3003061559	250000	721
LV3003061568	250000	
LV3003061569	250000	710
LV3003061570	250000	594
LV3003061571	250000	558
LV3003061572	250000	942.99999262341
LV7001898064	250000	669
LV7001898076	250000	1082.99980148597
LV7001898088	250000	733.999575273225
LV7001898100	250000	561.993927907693
LV7008886221	250000	472
LV7008886222	250000	366
LV7008886226	250000	428
LV7008886228	250000	
LV7008886229	250000	902.999999994157
LV7008886690	250000	302
LV7008886692	250000	
LV7008886695	250000	647
LV7008886702	250000	599.999999999993
LV7008886703	250000	750
LV7008886704	250000	383
LV7008886705	250000	
LV7008886706	250000	766.999999999997
LV7008886707	250000	560
LV7008886708	250000	539
LV7008886709	250000	
LV7008886714	250000	504.982389920216
LV7008886715	250000	780
LV7008886717	250000	
LV7008886718	250000	691
LV7008886719	250000	432
LV7008886720	250000	639
LV7008886721	250000	473
LV7008886726	250000	449.999755780665
LV7008886727	250000	944.999999998772
LV7008886728	250000	449
LV7008886730	250000	836.999999999982
LV7008886731	250000	444
LV7008886739	250000	1046.9999969709
LV7008886740	250000	528
LV7008886741	250000	
LV7008886742	250000	957.99999999045
LV7008886743	250000	512
LV7008886744	250000	430
LV7008886745	250000	
LV7008886751	250000	552
LV7008886752	250000	491
LV7008886753	250000	
LV7008886754	250000	932.999999999758
LV7008886755	250000	630
LV7008886756	250000	493
LV7008886757	250000	
LV7008886763	250000	323
LV7008886765	250000	549
LV7008886766	250000	899.999999999591
LV7008886768	250000	669
LV7008886769	250000	
LV7008886776	250000	829
LV7008886778	250000	839.99999999997
LV7008886780	250000	789
LV7008886781	250000	
LV3003046936	5e+05	1044
LV3003046937	5e+05	592
LV3003046938	5e+05	658
LV3003046939	5e+05	541
LV3003046949	5e+05	916
LV3003046950	5e+05	835
LV3003046952	5e+05	591
LV3003046953	5e+05	518.999999999978
LV3003046965	5e+05	1081.99999999999
LV3003046966	5e+05	787
LV3003046978	5e+05	952
LV3003046979	5e+05	708
LV3003046980	5e+05	540
LV3003046993	5e+05	966
LV3003046994	5e+05	497
LV3003046995	5e+05	482
LV3003047009	5e+05	596
LV3003047010	5e+05	586
LV3003047013	5e+05	477
LV3003047026	5e+05	849
LV3003047027	5e+05	717
LV3003047028	5e+05	
LV3003047041	5e+05	945
LV3003047044	5e+05	
LV3003047045	5e+05	507
LV3003047059	5e+05	
LV3003047060	5e+05	
LV3003047061	5e+05	
LV3003047062	5e+05	
LV3003047063	5e+05	
LV3003047064	5e+05	
LV3003047065	5e+05	
LV3003047067	5e+05	
LV3003047068	5e+05	
LV3003047069	5e+05	
LV3003047070	5e+05	
LV3003047071	5e+05	
LV3003047073	5e+05	
LV3003047074	5e+05	
LV3003047077	5e+05	
LV3003047078	5e+05	
LV3003047079	5e+05	
LV3003047080	5e+05	
LV3003047081	5e+05	
LV3003047082	5e+05	
LV3003047083	5e+05	
LV3003047084	5e+05	655
LV3003047085	5e+05	
LV3003047087	5e+05	
LV3003047088	5e+05	
LV3003047089	5e+05	
LV3003047090	5e+05	
LV3003047091	5e+05	
LV3003047093	5e+05	
LV3003047094	5e+05	
LV3003047095	5e+05	
LV3003047096	5e+05	569
LV3003047097	5e+05	
LV3003047098	5e+05	
LV3003047099	5e+05	626
LV3003047100	5e+05	
LV3003047101	5e+05	
LV3003047104	5e+05	
LV3003047105	5e+05	
LV3003047106	5e+05	
LV3003047107	5e+05	
LV3003047110	5e+05	
LV3003047112	5e+05	
LV3003047113	5e+05	644
LV3003047114	5e+05	
LV3003047117	5e+05	
LV3003047118	5e+05	864
LV3003047122	5e+05	
LV3003047123	5e+05	
LV3003047124	5e+05	
LV3003047125	5e+05	
LV3003047126	5e+05	
LV3003047127	5e+05	
LV3003047128	5e+05	
LV3003047129	5e+05	
LV3003047130	5e+05	
LV3003047131	5e+05	
LV3003047132	5e+05	1076.9999999998
LV3003047133	5e+05	
LV3003047134	5e+05	
LV3003047136	5e+05	
LV3003047137	5e+05	
LV3003047138	5e+05	
LV3003047139	5e+05	
LV3003047140	5e+05	
LV3003047141	5e+05	
LV3003047142	5e+05	
LV3003047143	5e+05	
LV3003047144	5e+05	744
LV3003047145	5e+05	706
LV3003047146	5e+05	
LV3003047147	5e+05	
LV3003047148	5e+05	
LV3003047149	5e+05	
LV3003047150	5e+05	
LV3003047152	5e+05	
LV3003047153	5e+05	
LV3003047154	5e+05	
LV3003047155	5e+05	
LV3003047156	5e+05	666
LV3003047158	5e+05	
LV3003047159	5e+05	
LV3003047160	5e+05	
LV3003047161	5e+05	
LV3003047162	5e+05	
LV3003047164	5e+05	
LV3003047166	5e+05	
LV3003047167	5e+05	
LV3003047168	5e+05	
LV3003047169	5e+05	673
LV3003061473	5e+05	
LV3003061474	5e+05	658
LV3003061475	5e+05	
LV3003061476	5e+05	677
LV3003061477	5e+05	977.999999999858
LV3003061485	5e+05	930
LV3003061486	5e+05	
LV3003061488	5e+05	806
LV3003061489	5e+05	
LV3003061492	5e+05	1060.99999999989
LV3003061500	5e+05	501
LV3003061501	5e+05	572
LV3003061503	5e+05	769
LV3003061504	5e+05	
LV3003061505	5e+05	
LV3003061506	5e+05	
LV3003061513	5e+05	
LV3003061514	5e+05	945
LV3003061515	5e+05	984
LV3003061516	5e+05	
LV3003061517	5e+05	862
LV3003061518	5e+05	878
LV3003061527	5e+05	
LV3003061528	5e+05	825
LV3003061529	5e+05	869
LV3003061530	5e+05	417
LV3003061531	5e+05	924
LV3003061533	5e+05	576
LV3003061539	5e+05	
LV3003061541	5e+05	596
LV3003061543	5e+05	801
LV3003061544	5e+05	
LV3003061545	5e+05	790
LV3003061546	5e+05	461
LV3003061555	5e+05	
LV3003061556	5e+05	
LV3003061557	5e+05	
LV3003061558	5e+05	637
LV3003061559	5e+05	721
LV3003061568	5e+05	
LV3003061569	5e+05	710
LV3003061570	5e+05	
LV3003061571	5e+05	558
LV3003061572	5e+05	943
LV7001898064	5e+05	669
LV7001898076	5e+05	1082.9999999997
LV7001898088	5e+05	733.999999997774
LV7001898100	5e+05	561.999999325989
LV7008886221	5e+05	
LV7008886222	5e+05	
LV7008886226	5e+05	428
LV7008886228	5e+05	
LV7008886229	5e+05	903
LV7008886690	5e+05	302
LV7008886692	5e+05	
LV7008886695	5e+05	647
LV7008886702	5e+05	600
LV7008886703	5e+05	750
LV7008886704	5e+05	
LV7008886705	5e+05	
LV7008886706	5e+05	767
LV7008886707	5e+05	560
LV7008886708	5e+05	539
LV7008886709	5e+05	
LV7008886714	5e+05	504.999993909319
LV7008886715	5e+05	780
LV7008886717	5e+05	
LV7008886718	5e+05	691
LV7008886719	5e+05	
LV7008886720	5e+05	639
LV7008886721	5e+05	
LV7008886726	5e+05	449.999999999465
LV7008886727	5e+05	945
LV7008886728	5e+05	
LV7008886730	5e+05	837
LV7008886731	5e+05	
LV7008886739	5e+05	1047
LV7008886740	5e+05	
LV7008886741	5e+05	
LV7008886742	5e+05	958
LV7008886743	5e+05	512
LV7008886744	5e+05	
LV7008886745	5e+05	
LV7008886751	5e+05	552
LV7008886752	5e+05	
LV7008886753	5e+05	
LV7008886754	5e+05	933
LV7008886755	5e+05	630
LV7008886756	5e+05	
LV7008886757	5e+05	
LV7008886763	5e+05	
LV7008886765	5e+05	
LV7008886766	5e+05	900
LV7008886768	5e+05	669
LV7008886769	5e+05	
LV7008886776	5e+05	829
LV7008886778	5e+05	840
LV7008886780	5e+05	789
LV7008886781	5e+05	
