sample	total_reads_from_counts	observed_taxa	singleton_taxa	doubleton_taxa	shannon_vegan	phyloseq_observed	phyloseq_shannon	phyloseq_chao1	vegan_observed	vegan_chao1	vegan_chao1_se	iNEXT_sample_coverage	richness_at_80pct_depth	rarefaction_slope_per_10k	chao1_gap	singleton_fraction	doubleton_fraction	core	flowcell	depth_in_core_cm	log_total_reads	total_reads	library_concentration	log_initial	log_derep	avg_leng_initial	avg_len_derep	detected_taxa	shannon_raw	age_kyr	mis	sst	low_reads_50k	low_reads_100k	low_taxa_150	low_taxa_250	low_reads_or_taxa	low_reads_and_taxa	PC1	PC2	PC3	site_group	focus_age_band	qc_depth_class	chao1_caution
LV3003061513	213784	347	0	0	5.07662835696749	347	5.07662835696749	347	347	347	0	1	347	0	0	0	0	ST13		244.8	5.32997723012551	213784	185.59	7.91332818799457	7.40856690328815	85	146.1	347	5.07662835696749	138.493	4.88014	10.3255171456423	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	23.1636397909296	-5.85300919782469	-7.90586460011863	ST13	other	adequate_depth	TRUE
LV3003061514	1392493	945	0	0	5.62120800692466	945	5.62120800692466	945	945	945	0	1	945	0	0	0	0	ST13		204.8	6.14379333255492	1392493	311.64	7.98116089367673	7.71269697487024	64.4	66.3	945	5.62120800692466	100.6726	3.883986	7.39288790099721	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-82.449263335661	55.9351026163422	30.5099844744795	ST13	90-110 kya	adequate_depth	TRUE
LV3003061515	1712411	984	0	0	5.68112348535857	984	5.68112348535857	984	984	984	0	1	984	0	0	0	0	ST13		164.8	6.23360826256073	1712411	490.61	7.99446936227009	7.83020944812158	71.1	73.4	984	5.68112348535857	71.0012	4.219988	9.97144024824405	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-93.8751258680172	50.9325982139308	38.329156294106	ST13	other	adequate_depth	TRUE
LV3003061516	448781	464	0	0	4.95092403884079	464	4.95092403884079	464	464	464	0	1	464	0	0	0	0	ST13		121	5.65203542967092	448781	61.03	7.73440060710596	7.42902518905518	75.6	76.7	464	4.95092403884079	48.537	4.45537	8.80675928823849	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-3.29350054889059	-3.09429944641163	-22.1483349271151	ST13	40-60 kya	adequate_depth	TRUE
LV3003061517	1029848	862	0	0	5.42351690508695	862	5.42351690508695	862	862	862	0	1	862	0	0	0	0	ST13		81	6.01277355162342	1029848	343.69	8.22228086343806	7.89926703157413	74.7	86	862	5.42351690508695	30.678	4.62	8.34038156140496	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-74.9297929925425	-2.1720592078644	7.58702734962591	ST13	other	adequate_depth	TRUE
LV3003061518	1323453	878	0	0	5.7125683571885	878	5.7125683571885	878	878	878	0	1	878	0	0	0	0	ST13		35	6.12170885089362	1323453	303.98	8.05896712792754	7.89745537909105	68.5	69.5	878	5.7125683571885	9.804	3.49256	6.47040385254158	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-87.3209800315937	-22.4986859221559	36.6748009230525	ST13	other	adequate_depth	TRUE
LV3003061527	14647	49	0	0	3.11848903246255	49	3.11848903246255	49	49	49	0	1	49	0	0	0	0	ST13		239.8	4.16577833129364	14647	28.59	6.42703356445769	5.96033518799448	57.9	60.4	49	3.11848903246255	133.7754	4.634866	11.4223768846317	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	93.5438715889454	-14.0777127666892	31.1732775778271	ST13	other	low_diversity_but_saturated	TRUE
LV3003061528	1017781	825	0	0	5.526465262771	825	5.526465262771	825	825	825	0	1	825	0	0	0	0	ST13		199.8	6.00765476588312	1017781	368.13	7.91732445977001	7.68825868487917	65	67.2	825	5.526465262771	95.118	3.76764	6.56201237466214	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-64.8582799243469	47.2952766277726	15.2427399898982	ST13	90-110 kya	adequate_depth	TRUE
LV3003061529	1022208	869	0	0	5.59464357617135	869	5.59464357617135	869	869	869	0	1	869	0	0	0	0	ST13		156	6.00953970036519	1022208	177.08	7.96359665794011	7.63311715109313	75.1	98.8	869	5.59464357617135	66.015	4.56805	8.02667098129265	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-77.7641053159702	11.4830901527162	20.4604018917925	ST13	other	adequate_depth	TRUE
LV3003061530	628860	417	0	0	3.61461902467479	417	3.61461902467479	417	417	417	0	1	417	0	0	0	0	ST13		116	5.79855466197296	628860	117.63	7.96462210299415	7.65168379277124	82.1	91.8	417	3.61461902467479	47.046	4.38322	8.66837868071839	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8.19022635819426	3.52054956074258	-19.4613229650091	ST13	40-60 kya	adequate_depth	TRUE
LV3003061531	983144	924	0	0	5.46514438496183	924	5.46514438496183	924	924	924	0	1	924	0	0	0	0	ST13		76	5.99261757485742	983144	99.27	7.96551924097558	7.55234125301261	61.2	62.1	924	5.46514438496183	28.445	4.7411	7.98634449117112	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-79.0764872029072	-20.9086890004571	-1.70402518935079	ST13	other	adequate_depth	TRUE
LV3003061533	723360	576	0	0	4.96619196862672	576	4.96619196862672	576	576	576	0	1	576	0	0	0	0	ST13		30	5.85935509007479	723360	290.8	8.01356145799077	7.80211896562223	59.1	59.5	576	4.96619196862672	7.912	3.4156	6.23449698261132	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-12.1789016108886	-27.2887198673592	0.859798233990819	ST13	other	adequate_depth	TRUE
LV3003061539	281351	374	0	0	4.98019913701503	374	4.98019913701503	374	374	374	0	1	374	0	0	0	0	ST13		234.8	5.44925000669768	281351	45.25	7.89767130461597	7.05509973540713	72.6	80.9	374	4.98019913701503	130.0556	3.677784	12.6881606418456	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	18.6497500238336	-7.33808467527838	-9.33988704280817	ST13	other	adequate_depth	TRUE
LV3003061541	648194	596	0	0	5.13451570132319	596	5.13451570132319	596	596	596	0	1	596	0	0	0	0	ST13		194.8	5.81170567667955	648194	185.23	7.82045640288682	7.60194564825453	67.5	69.2	596	5.13451570132319	91.09	4.0255	7.62752397756975	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-20.8107264080939	23.0024362530574	-23.8272646798362	ST13	90-110 kya	adequate_depth	TRUE
LV3003061543	850907	801	0	0	5.67305450848581	801	5.67305450848581	801	801	801	0	1	801	0	0	0	0	ST13		151	5.92988260679173	850907	184.56	7.95566310111767	7.64923307970996	80.7	82.9	801	5.67305450848581	62.293	4.57949	7.91259892566273	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-63.7349147501253	15.6246132002632	7.76848536472998	ST13	other	adequate_depth	TRUE
LV3003061544	419887	567	0	0	5.56085223781026	567	5.56085223781026	567	567	567	0	1	567	0	0	0	0	ST13		111	5.62313346309173	419887	154.76	7.99340304207658	7.56417459566305	76.2	81.2	567	5.56085223781026	45.122	4.33366	8.48981108255027	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-23.1623661438592	-2.37982499229537	-17.0201898948304	ST13	40-60 kya	adequate_depth	TRUE
LV3003061545	853834	790	0	0	5.51780688699794	790	5.51780688699794	790	790	790	0	1	790	0	0	0	0	ST13		65	5.93137395322656	853834	284.94	8.04411298971126	7.73301279929259	77.3	90.3	790	5.51780688699794	23.172	4.8514	7.63783856522009	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-62.9110281833978	-37.0814366336911	-3.37874531941876	ST13	other	adequate_depth	TRUE
LV3003061546	662119	461	0	0	4.64139205752603	461	4.64139205752603	461	461	461	0	1	461	0	0	0	0	ST13		25	5.82093670638072	662119	267.14	7.76199494600907	7.61502715816127	62.4	62.7	461	4.64139205752603	7.197	3.37985	6.14534613060279	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15.0510290825131	-25.8405737267913	4.79508487058047	ST13	other	adequate_depth	TRUE
LV3003061555	37477	99	0	0	3.70525750262951	99	3.70525750262951	99	99	99	0	1	99	0	0	0	0	ST13		229.8	4.57377640686517	37477	21.95	7.49529258191944	6.42722717553126	66.5	82.3	99	3.70525750262951	126.443	3.25303	13.9174660887275	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	83.0487964257158	-14.5767827179	22.7800321284205	ST13	other	low_diversity_but_saturated	TRUE
LV3003061556	481812	539	0	0	4.94371271124659	539	4.94371271124659	539	539	539	0	1	539	0	0	0	0	ST13		189.8	5.68287851370321	481812	171.57	7.82409723595304	7.53697867160441	68.8	71.6	539	4.94371271124659	86.6174	4.134088	8.5404217959206	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-9.41590908348844	31.2224996817502	-12.3909762663005	ST13	other	adequate_depth	TRUE
LV3003061557	444799	531	0	0	5.24559229183399	531	5.24559229183399	531	531	531	0	1	531	0	0	0	0	ST13		146	5.648164778574	444799	188.06	7.77478979212725	7.58628305697417	82.9	90.5	531	5.24559229183399	58.082	4.48508	7.14615019137165	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-12.2185055330199	29.5812087079892	-0.18678394741421	ST13	40-60 kya	adequate_depth	TRUE
LV3003061558	584697	637	0	0	5.36766724903603	637	5.36766724903603	637	637	637	0	1	637	0	0	0	0	ST13		106	5.76693160830547	584697	207.2	7.87748202501941	7.58060657014333	85.6	102.9	637	5.36766724903603	42.626	4.47496	8.37469053564879	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-37.8795458984745	-9.29400832959521	-17.9172882117863	ST13	40-60 kya	adequate_depth	TRUE
LV3003061559	674707	721	0	0	5.53625778144854	721	5.53625778144854	721	721	721	0	1	721	0	0	0	0	ST13		60	5.82911585960729	674707	362.3	7.98309771829531	7.75854402389123	67.5	75.1	721	5.53625778144854	21.069	4.90793	7.53156383007576	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-51.5188791738561	-17.4843527291562	-6.2183421799291	ST13	other	adequate_depth	TRUE
LV3003061568	22478	53	0	0	2.87660974165963	53	2.87660974165963	53	53	53	0	1	53	0	0	0	0	ST13		224.8	4.35177698731776	22478	14.6	6.68711078495385	6.10922138099256	58.4	66.6	53	2.87660974165963	121.6354	3.209168	15.0912241071525	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	93.0831011467949	-13.8793949639724	30.7095163370867	ST13	other	low_diversity_but_saturated	TRUE
LV3003061569	720079	710	0	0	5.33168804583661	710	5.33168804583661	710	710	710	0	1	710	0	0	0	0	ST13		184.8	5.85738074869307	720079	141.44	7.83267038913678	7.60825774714212	68.4	70.4	710	5.33168804583661	81.6946	3.806108	7.84255695133946	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-43.4247951348679	40.5685101433719	-3.7353845363275	ST13	other	adequate_depth	TRUE
LV3003061570	485560	594	0	0	5.4487830646287	594	5.4487830646287	594	594	594	0	1	594	0	0	0	0	ST13		141	5.68624379716732	485560	127.35	7.90112855745608	7.4926115303805	71.1	73.9	594	5.4487830646287	55.466	4.32864	6.57988298438419	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-25.5926140038448	17.4700973089863	-13.5275991066333	ST13	40-60 kya	adequate_depth	TRUE
LV3003061571	632984	558	0	0	4.54543217996211	558	4.54543217996211	558	558	558	0	1	558	0	0	0	0	ST13		101	5.80139341855698	632984	159.84	7.95516423269531	7.65017102439958	63	68.8	558	4.54543217996211	40.457	4.53172	8.70107494147892	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-18.5315852536608	-22.5832517314176	-24.66934532201	ST13	40-60 kya	adequate_depth	TRUE
LV3003061572	1903659	943	0	0	5.69602535409543	943	5.69602535409543	943	943	943	0	1	943	0	0	0	0	ST13		55	6.27958938453724	1903659	341.81	8.17274037475319	7.88052112792429	75.5	100.4	943	5.69602535409543	19.099	4.96297	7.43201022654066	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-103.910369336249	-37.9305067388369	44.5817009755278	ST13	other	adequate_depth	TRUE
LV7001898064	953475	669	0	0	5.2210024470266	669	5.2210024470266	669	669	669	0	1	669	0	0	0	0	ST13		20	5.97930976586787	953475	117.6	8.01964367737722	7.72809033296939	54	54.8	669	5.2210024470266	6.808	3.36232	6.18967560972194	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-41.1448201297664	-22.7642281816736	10.8222551758471	ST13	other	adequate_depth	TRUE
LV7001898076	2366636	1083	0	0	5.67977203951547	1083	5.67977203951547	1083	1083	1083	0	1	1083	0	0	0	0	ST13		15	6.37413164999221	2366636	184.76	8.06200291128518	7.89553023882251	55.3	56	1083	5.67977203951547	6.429	3.34716	6.25051014241062	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-115.704220457423	-30.874054970657	58.5286171630197	ST13	other	adequate_depth	TRUE
LV7001898088	2576046	734	0	0	4.42971484494853	734	4.42971484494853	734	734	734	0	1	734	0	0	0	0	ST13		10	6.41095378246667	2576046	202.91	8.06823931750857	7.95101708657308	60.1	61.3	734	4.42971484494853	6.031	3.33124	6.31439442739767	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-64.9758266158333	17.292901112454	18.2903401802926	ST13	other	adequate_depth	TRUE
LV7001898100	3291174	562	0	0	3.8688474116529	562	3.8688474116529	562	562	562	0	1	562	0	0	0	0	ST13		5	6.51735097543132	3291174	187.66	8.23775659582496	8.18558650558652	66.3	67.1	562	3.8688474116529	5.659	3.30613	6.37410536713431	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-27.7059234920953	55.7234826013604	24.8985291365555	ST13	other	adequate_depth	TRUE
LV7008886221	438595	472	0	0	4.44667045666844	472	4.44667045666844	472	472	472	0	1	472	0	0	0	0	GeoB25202_R1		129.5	5.64206466658945	438595	94.36	7.99112741316529	7.4809102988144	44.9	47	472	4.44667045666844	50.3555	4.336445	8.9755353679	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5.78257085826697	-3.26540360954156	-29.646050050856	GeoB25202	40-60 kya	adequate_depth	TRUE
LV7008886222	282824	366	0	0	4.79812812981102	366	4.79812812981102	366	366	366	0	1	366	0	0	0	0	GeoB25202_R1		240.5	5.45151779579732	282824	16.76	8.03799318914898	6.99004700677388	47.1	50.6	366	4.79812812981102	136.2775	4.81445	10.5709554267778	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	27.6246232700349	4.57167145053283	-10.8880576631559	GeoB25202	other	adequate_depth	TRUE
LV7008886226	640010	428	0	0	4.39917967578849	428	4.39917967578849	428	428	428	0	1	428	0	0	0	0	GeoB25202_R2		105.5	5.80618743835615	640010	46.28	8.28660076672425	7.41814596182794	41.2	42.8	428	4.39917967578849	36.607	4.45607	9.28041102375	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	12.9838577986524	-4.80292021221839	-22.5302809841506	GeoB25202	other	adequate_depth	TRUE
LV7008886228	41750	85	0	0	3.59322076253541	85	3.59322076253541	85	85	85	0	1	85	0	0	0	0	GeoB25202_R2		223.5	4.62066688195808	41750	6.39	7.9481233395712	6.42502643174099	47.1	51.7	85	3.59322076253541	120.0235	3.269765	15.13774048625	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	89.3907393224125	-13.1006226507368	24.2717754648476	GeoB25202	other	low_diversity_but_saturated	TRUE
LV7008886229	1307891	903	0	0	5.360615992873	903	5.360615992873	903	903	903	0	1	903	0	0	0	0	GeoB25202_R2		167.5	6.11657188333034	1307891	132.24	8.06811553746586	7.62138217997419	44.2	45.4	903	5.360615992873	68.149	4.42745	8.09207392775	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-61.2460271846208	55.1796256605697	-12.8401164297886	GeoB25202	other	adequate_depth	TRUE
LV7008886690	656787	302	0	0	4.14348171984848	302	4.14348171984848	302	302	302	0	1	302	0	0	0	0	GeoB25202_R1		20.5	5.81742520930415	656787	49.49	8.69039887301412	7.66539168929721	43.4	44.7	302	4.14348171984848	2.324	3.21564	6.90941715213889	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	47.4046966351361	-21.2827564000277	11.1560841743458	GeoB25202	other	adequate_depth	TRUE
LV7008886692	226186	325	0	0	4.61920384688473	325	4.61920384688473	325	325	325	0	1	325	0	0	0	0	GeoB25202_R1		139.5	5.3544676404192	226186	51.47	8.01224468755067	7.33270176453461	52.6	56	325	4.61920384688473	53.875	4.3875	6.235490352	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	34.1400529762377	-3.77573755305184	-18.2548763809454	GeoB25202	40-60 kya	adequate_depth	TRUE
LV7008886695	745595	647	0	0	5.01886600343781	647	5.01886600343781	647	647	647	0	1	647	0	0	0	0	GeoB25202_R1		201.5	5.87250356943366	745595	81.19	7.91446671510045	7.48737966016993	42.3	43.5	647	5.01886600343781	95.3875	3.76225	6.490722559125	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-10.6533454843781	48.9513774885632	-29.3244594784964	GeoB25202	90-110 kya	adequate_depth	TRUE
LV7008886702	1035788	600	0	0	4.85682078410213	600	4.85682078410213	600	600	600	0	1	600	0	0	0	0	GeoB25202_R2		20.5	6.01527129453217	1035788	70.74	8.52111468349625	7.86287875442185	48.7	49.9	600	4.85682078410213	2.324	3.21564	6.90941715213889	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-25.4959578536559	-21.1044863100127	0.301534437589191	GeoB25202	other	adequate_depth	TRUE
LV7008886703	619230	750	0	0	5.54018440474066	750	5.54018440474066	750	750	750	0	1	750	0	0	0	0	GeoB25202_R1		84.5	5.79185268990988	619230	41.04	8.14481128013131	7.511104407116	55.3	57.3	750	5.54018440474066	27.6855	4.75	7.86592749392857	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-46.1846846379083	-32.2984136021489	-19.4182831167211	GeoB25202	other	adequate_depth	TRUE
LV7008886704	266844	383	0	0	4.84040681204463	383	4.84040681204463	383	383	383	0	1	383	0	0	0	0	GeoB25202_R2		139.5	5.42625906963631	266844	23.87	8.27107924566535	7.27689005089396	56.9	61.2	383	4.84040681204463	53.875	4.3875	6.235490352	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	20.4782983800406	3.36334949251177	-18.0522580523787	GeoB25202	40-60 kya	adequate_depth	TRUE
LV7008886705	82777	207	0	0	4.76097197354299	207	4.76097197354299	207	207	207	0	1	207	0	0	0	0	GeoB25202_R1		159.5	4.91791492919863	82777	23.86	7.97819463242036	7.09799862242348	43.4	45.3	207	4.76097197354299	59.738	4.55546	7.834293148625	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	62.5393391852582	-4.81621946005701	6.12814522348241	GeoB25202	40-60 kya	low_diversity_but_saturated	TRUE
LV7008886706	1015717	767	0	0	5.19771072379959	767	5.19771072379959	767	767	767	0	1	767	0	0	0	0	GeoB25202_R1		185.5	6.00677314884995	1015717	126.07	8.08193157725449	7.64711180355567	45.3	46.5	767	5.19771072379959	79.0255	4.046175	8.49363513875	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-42.3231746685961	51.3883453229376	-14.5378548534706	GeoB25202	other	adequate_depth	TRUE
LV7008886707	568907	560	0	0	4.92558542007848	560	4.92558542007848	560	560	560	0	1	560	0	0	0	0	GeoB25202_R2		201.5	5.7550420408717	568907	68.75	7.84402521225956	7.39977048396913	43.2	44.1	560	4.92558542007848	95.3875	3.76225	6.490722559125	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9.33041055516293	38.569889272783	-30.6370564488952	GeoB25202	90-110 kya	adequate_depth	TRUE
LV7008886708	534951	539	0	0	4.84714684284077	539	4.84714684284077	539	539	539	0	1	539	0	0	0	0	GeoB25202_R1		213.5	5.72831481553461	534951	133.59	7.72298328210781	7.37573488726542	42	43.3	539	4.84714684284077	109.6305	4.06956	10.5363336105	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	20.5612901903296	43.0517853146641	-19.6383919920144	GeoB25202	90-110 kya	adequate_depth	TRUE
LV7008886709	207636	388	0	0	5.24304754053314	388	5.24304754053314	388	388	388	0	1	388	0	0	0	0	GeoB25202_R1		249.5	5.31730474543867	207636	17.31	8.11074679212513	6.93353400489384	45.6	48.3	388	5.24304754053314	147.206	4.79734	9.36027059022222	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	24.4480439209798	-2.59652864419772	-15.1143874664101	GeoB25202	other	adequate_depth	TRUE
LV7008886714	3774170	505	0	0	4.013911297423	505	4.013911297423	505	505	505	0	1	505	0	0	0	0	GeoB25202_R1		4.5	6.576821573273	3774170	129.27	8.55709991946339	8.33818741065027	64.2	64.8	505	4.013911297423	0.692	3.23	8.77194686709375	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-20.6205554069442	36.5499307027724	13.5208951691251	GeoB25202	other	adequate_depth	TRUE
LV7008886715	811529	780	0	0	5.14776903344886	780	5.14776903344886	780	780	780	0	1	780	0	0	0	0	GeoB25202_R2		84.5	5.90930457911436	811529	77.28	8.21328494729575	7.6484871772082	53.6	55.5	780	5.14776903344886	27.6855	4.75	7.86592749392857	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-53.5116328686492	-33.6066987872044	-15.9033493561445	GeoB25202	other	adequate_depth	TRUE
LV7008886717	201068	373	0	0	5.13492191109937	373	5.13492191109937	373	373	373	0	1	373	0	0	0	0	GeoB25202_R2		159.5	5.30334511800236	201068	49.74	8.10894537215759	7.29879185621448	41.9	43.6	373	5.13492191109937	59.738	4.55546	7.834293148625	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	25.0205389212196	12.0531710797988	-10.0613492652794	GeoB25202	40-60 kya	adequate_depth	TRUE
LV7008886718	679496	691	0	0	5.19741940564576	691	5.19741940564576	691	691	691	0	1	691	0	0	0	0	GeoB25202_R2		185.5	5.83218754364935	679496	84.54	7.95144528235301	7.49316027247895	43.8	44.8	691	5.19741940564576	79.0255	4.046175	8.49363513875	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-30.3952954514645	32.3796558832387	-20.4019960781797	GeoB25202	other	adequate_depth	TRUE
LV7008886719	433496	432	0	0	4.7751798853992	432	4.7751798853992	432	432	432	0	1	432	0	0	0	0	GeoB25202_R1		195.5	5.63698609630368	433496	42.16	8.36940462312284	7.4285015207567	39.4	40.8	432	4.7751798853992	87.2825	4.160225	8.63470754958333	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	28.8000599488473	19.2893064893185	-28.9136519571551	GeoB25202	other	adequate_depth	TRUE
LV7008886720	914033	639	0	0	4.67968530605698	639	4.67968530605698	639	639	639	0	1	639	0	0	0	0	GeoB25202_R2		213.5	5.96096235080796	914033	81.94	7.98156540626257	7.56353649593675	40.9	42.2	639	4.67968530605698	109.6305	4.06956	10.5363336105	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5.40060071316817	58.7314864104179	-15.8889561467448	GeoB25202	90-110 kya	adequate_depth	TRUE
LV7008886721	282338	473	0	0	5.38215838445962	473	5.38215838445962	473	473	473	0	1	473	0	0	0	0	GeoB25202_R2		249.5	5.45077087217787	282338	26.71	7.9461790451966	7.08300497447324	46.7	49.8	473	5.38215838445962	147.206	4.79734	9.36027059022222	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.46240203352741	1.18279051532455	-19.6585389612278	GeoB25202	other	adequate_depth	TRUE
LV7008886726	2423502	450	0	0	3.9122140000224	450	3.9122140000224	450	450	450	0	1	450	0	0	0	0	GeoB25202_R2		4.5	6.38444356166251	2423502	204.6	8.32406833444972	8.14988034752459	63.5	64.2	450	3.9122140000224	0.692	3.23	8.77194686709375	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-4.61004229830314	43.1132748750812	14.1709662964496	GeoB25202	other	adequate_depth	TRUE
LV7008886727	1206819	945	0	0	5.77138928308655	945	5.77138928308655	945	945	945	0	1	945	0	0	0	0	GeoB25202_R1		59.5	6.08164249889909	1206819	79.12	8.2586548935589	7.75909459811802	47.9	48.6	945	5.77138928308655	16.4375	4.806875	7.29751179212	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-92.7853789210796	-39.4349460241111	41.5143856062207	GeoB25202	other	adequate_depth	TRUE
LV7008886728	330465	449	0	0	4.93136718610584	449	4.93136718610584	449	449	449	0	1	449	0	0	0	0	GeoB25202_R2		129.5	5.51912678372496	330465	42.73	8.18254974779563	7.44325179738464	58.3	61.8	449	4.93136718610584	50.3555	4.336445	8.9755353679	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6.50339785444154	-12.4428623696306	-25.5224185275013	GeoB25202	40-60 kya	adequate_depth	TRUE
LV7008886730	1065055	837	0	0	5.33979750738577	837	5.33979750738577	837	837	837	0	1	837	0	0	0	0	GeoB25202_R1		179.5	6.02737244331616	1065055	65.59	7.949785771079	7.50191547110233	43.4	44.5	837	5.33979750738577	75.351	3.98861	7.8788526045	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-52.4017728165537	48.9188435663636	-15.8775325659921	GeoB25202	other	adequate_depth	TRUE
LV7008886731	482271	444	0	0	4.65922763269075	444	4.65922763269075	444	444	444	0	1	444	0	0	0	0	GeoB25202_R2		195.5	5.68329204815765	482271	63.44	7.90116941676874	7.4074115563396	39.2	40.6	444	4.65922763269075	87.2825	4.160225	8.63470754958333	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	26.7996017333644	18.8598989072227	-28.5233776895205	GeoB25202	other	adequate_depth	TRUE
LV7008886739	1759696	1047	0	0	5.80722293982221	1047	5.80722293982221	1047	1047	1047	0	1	1047	0	0	0	0	GeoB25202_R2		59.5	6.24543789363425	1759696	82.56	8.30381708210945	7.8309824023023	49.7	50.8	1047	5.80722293982221	16.4375	4.806875	7.29751179212	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-112.00415909621	-35.1200022491347	51.5049434272698	GeoB25202	other	adequate_depth	TRUE
LV7008886740	390482	528	0	0	5.1948438527589	528	5.1948438527589	528	528	528	0	1	528	0	0	0	0	GeoB25202_R1		119.5	5.59160213125582	390482	37.22	8.1023142033718	7.44969869954058	46	47.8	528	5.1948438527589	43.105	4.4621	8.3026120984	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-12.3578122619029	-7.2216651727633	-19.8754548894118	GeoB25202	40-60 kya	adequate_depth	TRUE
LV7008886741	36360	90	0	0	3.97868853906934	90	3.97868853906934	90	90	90	0	1	90	0	0	0	0	GeoB25202_R1		155.5	4.56063581867836	36360	11.14	7.92521834701676	6.63544594546492	45.8	50.5	90	3.97868853906934	58.997	4.43018	9.918947659625	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	84.8191404817895	-10.8589331272577	25.3199937615389	GeoB25202	40-60 kya	low_diversity_but_saturated	TRUE
LV7008886742	1336420	958	0	0	5.50869370121997	958	5.50869370121997	958	958	958	0	1	958	0	0	0	0	GeoB25202_R2		179.5	6.12594329135435	1336420	108.77	7.9674595920427	7.59728283818888	43.1	43.9	958	5.50869370121997	75.351	3.98861	7.8788526045	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-72.957367948023	46.8534322970204	-7.87629290884455	GeoB25202	other	adequate_depth	TRUE
LV7008886743	536346	512	0	0	4.8288529817183	512	4.8288529817183	512	512	512	0	1	512	0	0	0	0	GeoB25202_R1		189.5	5.72944585578515	536346	85.87	7.73362488675602	7.38706847195066	42.7	43.7	512	4.8288529817183	81.6705	3.80659	7.83914049266667	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	14.8749801021594	40.7370001366602	-26.5926617238212	GeoB25202	other	adequate_depth	TRUE
