sample	total_reads_from_counts	observed_taxa	singleton_taxa	doubleton_taxa	shannon_vegan	phyloseq_observed	phyloseq_shannon	phyloseq_chao1	vegan_observed	vegan_chao1	vegan_chao1_se	iNEXT_sample_coverage	richness_at_80pct_depth	rarefaction_slope_per_10k	chao1_gap	singleton_fraction	doubleton_fraction	core	flowcell	depth_in_core_cm	log_total_reads	total_reads	library_concentration	log_initial	log_derep	avg_leng_initial	avg_len_derep	detected_taxa	shannon_raw	age_kyr	mis	sst	low_reads_50k	low_reads_100k	low_taxa_150	low_taxa_250	low_reads_or_taxa	low_reads_and_taxa	PC1	PC2	PC3	site_group	focus_age_band	qc_depth_class	chao1_caution
LV3003047107	276159	443	0	0	5.30970065257404	443	5.30970065257404	443	443	443	0	1	443	0	0	0	0	ST8		464.2	5.44116077403512	276159	80.3	7.71242554446954	7.16802934824254	66.1	69.8	443	5.30970065257404	71.517	4.21483	10.3113102251429	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9.99281649936213	14.2363478744443	-20.886875625912	ST8	other	adequate_depth	TRUE
LV3003047110	176521	345	0	0	5.16170858479725	345	5.16170858479725	345	345	345	0	1	345	0	0	0	0	ST8		359.5	5.24679883937363	176521	66.07	7.6760081087901	7.20249856127586	62.5	65.4	345	5.16170858479725	49.1548	4.441424	8.86409767812845	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	28.8399930475326	-5.69995878553061	-18.6926615278337	ST8	40-60 kya	adequate_depth	TRUE
LV3003047112	326098	497	0	0	5.50602321306988	497	5.50602321306988	497	497	497	0	1	497	0	0	0	0	ST8		319.5	5.51334946702078	326098	82.07	7.56186761886652	7.19633583010049	69.6	72.5	497	5.50602321306988	40.0335	4.54866	8.76480191052874	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-9.39218950153748	-10.3569568089237	-20.856568478822	ST8	40-60 kya	adequate_depth	TRUE
LV3003047113	524909	644	0	0	5.3789235017444	644	5.3789235017444	644	644	644	0	1	644	0	0	0	0	ST8		279.5	5.72008484654115	524909	109.94	7.86508552413984	7.39027842015736	60.2	62.8	644	5.3789235017444	36.48927	4.4548927	9.26174520006947	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-32.466723647861	-29.469671484599	-21.9805275637763	ST8	other	adequate_depth	TRUE
LV3003047114	219614	419	0	0	5.47795210329336	419	5.47795210329336	419	419	419	0	1	419	0	0	0	0	ST8		234.5	5.34166199968858	219614	41.03	7.32315893865599	7.10018275833049	64.8	66.9	419	5.47795210329336	32.3855	4.59229	8.61110180207863	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11.4030465523879	-4.75633088066448	-22.2596131949185	ST8	other	adequate_depth	TRUE
LV3003047117	291425	500	0	0	5.5875547526667	500	5.5875547526667	500	500	500	0	1	500	0	0	0	0	ST8		194.5	5.4645282953846	291425	158.61	8.08161149166656	7.20539904885333	62.4	66.1	500	5.5875547526667	28.7616666666667	4.73476666666667	8.03655127079825	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-4.14305742620628	-15.1252790026012	-26.4116257165523	ST8	other	adequate_depth	TRUE
LV3003047118	1319922	864	0	0	5.53722412969276	864	5.53722412969276	864	864	864	0	1	864	0	0	0	0	ST8		154.5	6.12054859662214	1319922	236.52	7.96102904589606	7.62802646483084	63.5	65.7	864	5.53722412969276	24.528	4.81528	7.70636378673969	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-84.4194791400257	-30.2999623677682	24.7232170996581	ST8	other	adequate_depth	TRUE
LV3003047122	43633	126	0	0	4.35054935931093	126	4.35054935931093	126	126	126	0	1	126	0	0	0	0	ST8		484.2	4.63982502729579	43633	31.46	7.39135380518593	6.43936317233712	58.2	61.2	126	4.35054935931093	76.951	4.07902	8.14654944891421	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	80.5242898067353	-11.8266311742377	17.67505999576	ST8	other	low_diversity_but_saturated	TRUE
LV3003047123	25995	82	0	0	4.00340158156778	82	4.00340158156778	82	82	82	0	1	82	0	0	0	0	ST8		479.2	4.41490652829503	25995	0.85	8.14291682611608	6.42825680067488	61.2	68.5	82	4.00340158156778	75.589	4.01479	7.91867251010661	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	87.93057874227	-11.7856146755761	27.1571412090697	ST8	other	low_diversity_but_saturated	TRUE
LV3003047124	69484	145	0	0	4.13578570092987	145	4.13578570092987	145	145	145	0	1	145	0	0	0	0	ST8		474.2	4.84189106185163	69484	25.72	7.75519610995641	6.62984571348159	56.2	59.8	145	4.13578570092987	74.227	4.01184	8.74840765343023	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	77.7497168965714	-11.4726578812681	17.6187060582486	ST8	other	low_diversity_but_saturated	TRUE
LV3003047125	107697	232	0	0	4.70571671587336	232	4.70571671587336	232	232	232	0	1	232	0	0	0	0	ST8		469.2	5.03220763833021	107697	32.35	7.56593544762643	6.78315935553136	62	66	232	4.70571671587336	72.872	4.22744	9.79667019017442	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	57.4998260356677	7.02014182910707	3.01189052847082	ST8	other	low_diversity_but_saturated	TRUE
LV3003047126	159066	356	0	0	5.31623130687781	356	5.31623130687781	356	356	356	0	1	356	0	0	0	0	ST8		429.5	5.20158009036671	159066	52.91	7.59979005980597	6.90863790651537	69.2	73.6	356	5.31623130687781	64.210824	4.38529888	7.97137649847746	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	25.8650136753587	-6.03952909391697	-17.4351727270344	ST8	other	adequate_depth	TRUE
LV3003047127	96803	240	0	0	4.83893507451689	240	4.83893507451689	240	240	240	0	1	240	0	0	0	0	ST8		354.5	4.98589330299059	96803	56.2	7.70321853093494	7.05624544244435	60.3	63	240	4.83893507451689	47.6248	4.423736	8.72209745713196	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	55.3027863367211	-5.98613128672123	-2.15577373921251	ST8	40-60 kya	low_diversity_but_saturated	TRUE
LV3003047128	391438	564	0	0	5.41632924149646	564	5.41632924149646	564	564	564	0	1	564	0	0	0	0	ST8		314.5	5.59266409327141	391438	73.06	7.78600517865414	7.22400376589215	57.4	59.4	564	5.41632924149646	39.57797	4.55	8.83334865482924	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-13.3702861957996	-31.2949763954198	-23.8574322210124	ST8	other	adequate_depth	TRUE
LV3003047129	331944	549	0	0	5.54821954277851	549	5.54821954277851	549	549	549	0	1	549	0	0	0	0	ST8		274.5	5.52106613136895	331944	75.83	7.53102644035134	7.21239657499225	62.9	64.1	549	5.54821954277851	36.0373	4.450373	9.19008638473871	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-11.6003278100333	-32.5686552694942	-25.3618160419461	ST8	other	adequate_depth	TRUE
LV3003047130	253221	462	0	0	5.50765234177344	462	5.50765234177344	462	462	462	0	1	462	0	0	0	0	ST8		229.5	5.40350143461365	253221	108.94	7.64247893383119	7.21237518975985	63.3	66.4	462	5.50765234177344	31.936	4.60128	8.53983459962896	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4.0760852685137	-14.4270001688629	-24.8470762855616	ST8	other	adequate_depth	TRUE
LV3003047131	352895	547	0	0	5.56580113818394	547	5.56580113818394	547	547	547	0	1	547	0	0	0	0	ST8		189.5	5.54764673575364	352895	102.07	7.72368508147251	7.26635302811126	62	64.2	547	5.56580113818394	28.2453333333333	4.74509333333333	7.95468779538517	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-14.7987725894	-10.8736062975763	-28.0029087416354	ST8	other	adequate_depth	TRUE
LV3003047132	2357051	1077	0	0	5.63678693973761	1077	5.63678693973761	1077	1077	1077	0	1	1077	0	0	0	0	ST8		149.5	6.3723691637988	2357051	252.49	8.00938939755575	7.74444212788334	63	64.2	1077	5.63678693973761	23.987	4.81065	7.67902444688563	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-119.443168124179	-47.0898724216498	36.6288919910642	ST8	other	adequate_depth	TRUE
LV3003047133	265736	419	0	0	5.26595177726051	419	5.26595177726051	419	419	419	0	1	419	0	0	0	0	ST8		459.2	5.4244520277904	265736	57.68	7.76835646578814	7.12268531804608	62.9	66	419	5.26595177726051	70.162	4.3038	9.41847614468938	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	17.1260422313239	14.3911528422805	-23.3463907253416	ST8	other	adequate_depth	TRUE
LV3003047134	265089	429	0	0	5.40650507748349	429	5.40650507748349	429	429	429	0	1	429	0	0	0	0	ST8		454.2	5.42339334513508	265089	41.22	8.03350448252362	7.21115280498788	64.7	70.5	429	5.40650507748349	68.807	4.46035	8.5256420642359	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	21.139473964341	45.2791826031817	4.96840237583511	ST8	other	adequate_depth	TRUE
LV3003047136	273614	468	0	0	5.50615912341595	468	5.50615912341595	468	468	468	0	1	468	0	0	0	0	ST8		449.2	5.43713990239991	273614	70.92	7.68984973835744	7.10017913762949	67.8	74.4	468	5.50615912341595	67.8766	4.422468	8.08372539793979	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6.87748391743134	29.9373599766922	-11.1826284513666	ST8	other	adequate_depth	TRUE
LV3003047137	199065	339	0	0	4.92714821170992	339	4.92714821170992	339	339	339	0	1	339	0	0	0	0	ST8		444.2	5.29899708989525	199065	44.94	7.76024108235845	6.9367951384598	58.1	61.2	339	4.92714821170992	66.9462	4.446994	8.05521044883768	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	36.9531091329982	-11.0152015530093	-13.7629658855027	ST8	other	adequate_depth	TRUE
LV3003047138	238312	413	0	0	5.36128106600003	413	5.36128106600003	413	413	413	0	1	413	0	0	0	0	ST8		439.2	5.37714773380374	238312	67.91	7.64199466423826	7.0484774235601	62.5	66.1	413	5.36128106600003	66.0158	4.567946	8.02669549973556	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	20.5143733184362	25.3535855053309	-10.3176716588204	ST8	other	adequate_depth	TRUE
LV3003047139	193122	350	0	0	5.20326346145349	350	5.20326346145349	350	350	350	0	1	350	0	0	0	0	ST8		399.5	5.28583399919759	193122	44.97	7.18058064220131	6.93092347170147	77.9	83.7	350	5.20326346145349	58.6141266666667	4.4531524	8.62798528680874	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	24.2218484629539	-23.0329534247827	-12.4864300587441	ST8	40-60 kya	adequate_depth	TRUE
LV3003047140	29261	108	0	0	4.44454768385953	108	4.44454768385953	108	108	108	0	1	108	0	0	0	0	ST8		349.5	4.46630400597521	29261	83.7	6.38770759937478	6.31283338189959	64.6	65.5	108	4.44454768385953	46.0948	4.361896	8.58009723613548	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	79.7786386313183	-14.2316864727486	19.0281762851952	ST8	40-60 kya	low_diversity_but_saturated	TRUE
LV3003047141	6891	27	0	0	3.05927080149058	27	3.05927080149058	27	27	27	0	1	27	0	0	0	0	ST8		309.5	3.83834526877599	6891	61.93	5.98048151434607	5.92929679515375	61.3	61.8	27	3.05927080149058	39.15347	4.55	8.89722610078355	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	96.1245698113584	-13.7005741711592	33.1444707320853	ST8	other	low_diversity_but_saturated	TRUE
LV3003047142	202061	434	0	0	5.55451837115845	434	5.55451837115845	434	434	434	0	1	434	0	0	0	0	ST8		269.5	5.30548464730047	202061	78.67	7.82823827809652	7.18297200066899	64.9	67.1	434	5.55451837115845	35.5823	4.487593	9.11794716980078	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	13.3079127792476	-27.1873777863724	-17.6395815572716	ST8	other	adequate_depth	TRUE
LV3003047143	385370	541	0	0	5.44572382676621	541	5.44572382676621	541	541	541	0	1	541	0	0	0	0	ST8		224.5	5.58587902995138	385370	133.26	8.13074125753881	7.38222583216061	57.5	60.5	541	5.44572382676621	31.398	4.61204	8.45453592350455	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-11.0014743482802	-11.3940417547896	-28.1479651592657	ST8	other	adequate_depth	TRUE
LV3003047144	655177	744	0	0	5.80465245382836	744	5.80465245382836	744	744	744	0	1	744	0	0	0	0	ST8		184.5	5.81635930596999	655177	145.85	7.96406053057055	7.42387280465992	60.2	62.3	744	5.80465245382836	27.729	4.75	7.87282431997209	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-51.5680635110273	-39.3802931119301	-15.2588953458517	ST8	other	adequate_depth	TRUE
LV3003047145	644011	706	0	0	5.50425383845745	706	5.50425383845745	706	706	706	0	1	706	0	0	0	0	ST8		144.5	5.80889395972818	644011	279.12	7.52470404390631	7.40704414638498	69.7	71.1	706	5.50425383845745	23.446	4.8377	7.65168510703157	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-38.8111238025047	-32.4662589454524	-2.50648813561941	ST8	other	adequate_depth	TRUE
LV3003047146	383035	588	0	0	5.67847857408079	588	5.67847857408079	588	588	588	0	1	588	0	0	0	0	ST8		424.5	5.58323959346369	383035	97.4	7.76385250356214	7.24584997866504	65	68	588	5.67847857408079	63.2667	4.484661	7.94244093548725	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-22.6772525168054	-18.2884994728873	-20.9705951409554	ST8	other	adequate_depth	TRUE
LV3003047147	230733	427	0	0	5.41067423600899	427	5.41067423600899	427	427	427	0	1	427	0	0	0	0	ST8		419.5	5.36311159506033	230733	48.14	7.71966418201053	6.96489688215443	63.1	66.9	427	5.41067423600899	62.3217	4.577481	7.91347852480206	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10.4850108693636	-15.9487226330096	-18.7840131105414	ST8	other	adequate_depth	TRUE
LV3003047148	231255	399	0	0	5.19254468739444	399	5.19254468739444	399	399	399	0	1	399	0	0	0	0	ST8		414.5	5.36409300944604	231255	47.48	7.72859181568263	7.05886696628526	65.5	69.9	399	5.19254468739444	61.3767	4.543903	7.88451611411687	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	18.4069197942484	-7.99261728052715	-20.1328641940066	ST8	other	adequate_depth	TRUE
LV3003047149	174745	360	0	0	5.23576748314559	360	5.23576748314559	360	360	360	0	1	360	0	0	0	0	ST8		409.5	5.2424072433716	174745	45.56	7.79414352776541	6.96238974750459	65.1	69.9	360	5.23576748314559	60.4317	4.561147	7.85555370343168	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	26.3926399504437	-6.97472913613121	-15.9910702336385	ST8	other	adequate_depth	TRUE
LV3003047150	369577	509	0	0	5.38008623698788	509	5.38008623698788	509	509	509	0	1	509	0	0	0	0	ST8		404.5	5.56770611091665	369577	73.51	7.8268550212585	7.18830518250931	74.5	80.5	509	5.38008623698788	59.5217933333333	4.51870486666667	8.44254713374637	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-9.00566558033979	-25.3552063321812	-20.5098651719955	ST8	40-60 kya	adequate_depth	TRUE
LV3003047152	280073	479	0	0	5.50885636982524	479	5.50885636982524	479	479	479	0	1	479	0	0	0	0	ST8		344.5	5.44727279400518	280073	114.81	7.93794216994759	7.43764773063596	67.2	69.9	479	5.50885636982524	45.00002	4.3300006	8.47849004532337	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.74415690133468	-3.44471769847348	-23.7520988220777	ST8	40-60 kya	adequate_depth	TRUE
LV3003047153	404947	542	0	0	5.35735533716607	542	5.35735533716607	542	542	542	0	1	542	0	0	0	0	ST8		304.5	5.60739925836781	404947	119.12	7.79046451102999	7.33859058622477	65.2	67.7	542	5.35735533716607	38.71393	4.5099502	8.96336671938132	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-14.3198201763213	-10.8166517449495	-29.4195652166049	ST8	other	adequate_depth	TRUE
LV3003047154	221684	420	0	0	5.41100325225749	420	5.41100325225749	420	420	420	0	1	420	0	0	0	0	ST8		264.5	5.34573630819064	221684	109.23	7.39021177549831	7.09949935955701	57.6	58.9	420	5.41100325225749	35.13012	4.5282892	9.04625505944773	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10.0692163161059	-2.69111592257426	-21.8363404528255	ST8	other	adequate_depth	TRUE
LV3003047155	275074	416	0	0	5.2051646135034	416	5.2051646135034	416	416	416	0	1	416	0	0	0	0	ST8		219.5	5.43945112163136	275074	72.49	7.76922743168544	7.19514068932708	51.8	53.7	416	5.2051646135034	30.9475	4.62	8.38311017332974	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	23.4142425985007	-26.9762293188888	-24.146821510915	ST8	other	adequate_depth	TRUE
LV3003047156	510882	666	0	0	5.72755935962286	666	5.72755935962286	666	666	666	0	1	666	0	0	0	0	ST8		179.5	5.70832145146083	510882	175.93	7.76098215141717	7.30271733511231	59.1	61	666	5.72755935962286	27.1996666666667	4.75	7.84137599187233	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-36.7064338759018	-38.6789484250992	-14.015407007932	ST8	other	adequate_depth	TRUE
LV3003047158	197348	372	0	0	5.29771000398298	372	5.29771000398298	372	372	372	0	1	372	0	0	0	0	ST8		394.5	5.29523493009519	197348	70.06	7.64631925116243	7.10187002647307	79.6	86.6	372	5.29771000398298	57.70646	4.4723876	7.06485967649701	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	23.9248211878839	-24.4711953568026	-13.6360310081952	ST8	40-60 kya	adequate_depth	TRUE
LV3003047159	168854	362	0	0	5.35133315950927	362	5.35133315950927	362	362	362	0	1	362	0	0	0	0	ST8		389.5	5.22751392514472	168854	81.65	7.59253397593484	7.15534420698372	80.8	84.8	362	5.35133315950927	56.7987933333333	4.41390346666667	6.86838342718166	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	25.6372970807752	4.33676347724693	-12.9628427230197	ST8	40-60 kya	adequate_depth	TRUE
LV3003047160	6403	24	0	0	2.91733029854508	24	2.91733029854508	24	24	24	0	1	24	0	0	0	0	ST8		384.5	3.80645132324726	6403	36.23	6.28012061773137	5.99632556862128	56.6	66.2	24	2.91733029854508	55.8911266666667	4.34564506666667	6.67190717786631	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	98.1552381579436	-14.1021333104136	34.9551457581799	ST8	40-60 kya	insufficient_for_call	TRUE
LV3003047161	7628	30	0	0	3.22311961846448	30	3.22311961846448	30	30	30	0	1	30	0	0	0	0	ST8		379.5	3.88246761489537	7628	31.63	6.0432754104377	5.89954857303288	59.1	62	30	3.22311961846448	54.98346	4.3111578	6.47543092855096	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	96.121970199066	-14.4388684368415	33.5824952349643	ST8	40-60 kya	low_diversity_but_saturated	TRUE
LV3003047162	24615	53	0	0	3.25027453727623	53	3.25027453727623	53	53	53	0	1	53	0	0	0	0	ST8		584.2	4.3912174832394	24615	24.03	7.28420540628884	6.35481829529252	49.7	51.8	53	3.25027453727623	102.698	3.87396	7.78994871915485	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	96.9801114701211	-12.6469761751388	33.6826168475381	ST8	90-110 kya	low_diversity_but_saturated	TRUE
LV3003047164	192338	381	0	0	5.36862652228102	381	5.36862652228102	381	381	381	0	1	381	0	0	0	0	ST8		339.5	5.28406735375224	192338	61.8	7.66119983187531	7.32178476225851	73.5	75.5	381	5.36862652228102	43.93302	4.4786604	8.37946113303367	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	20.7512239870454	-10.3361396195019	-23.0472921064579	ST8	40-60 kya	adequate_depth	TRUE
LV3003047166	363360	538	0	0	5.36680330483405	538	5.36680330483405	538	538	538	0	1	538	0	0	0	0	ST8		299.5	5.56033831209221	363360	109.28	7.67822321344316	7.16515098582543	67.1	69.9	538	5.36680330483405	38.27343	4.4482802	9.0296517958074	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-12.7871795453298	-11.5739093050501	-26.1627035084891	ST8	other	adequate_depth	TRUE
LV3003047167	191213	385	0	0	5.32479048232079	385	5.32479048232079	385	385	385	0	1	385	0	0	0	0	ST8		259.5	5.28151968658108	191213	171.35	7.7423922147904	7.1535435055381	57.2	59.7	385	5.32479048232079	34.67812	4.556094	8.97459148768522	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	22.9347566396252	-22.4550086281747	-19.37111759892	ST8	other	adequate_depth	TRUE
LV3003047168	498307	625	0	0	5.6285276263935	625	5.6285276263935	625	625	625	0	1	625	0	0	0	0	ST8		214.5	5.69749785953302	498307	193.15	7.7514322658807	7.37424306115769	53.7	55.4	625	5.6285276263935	30.497	4.62	8.31168442315493	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-19.7735964242863	-39.8169240192326	-21.1336241896399	ST8	other	adequate_depth	TRUE
LV3003047169	561645	673	0	0	5.68762737702749	673	5.68762737702749	673	673	673	0	1	673	0	0	0	0	ST8		174.5	5.74946267021869	561645	195.44	7.89648977490586	7.40460556660882	55.3	57.5	673	5.68762737702749	26.6703333333333	4.72362666666667	7.81462622496645	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-33.5020599887056	-43.3028137398046	-22.7076415732368	ST8	other	adequate_depth	TRUE
LV3003061473	119389	164	0	0	3.42147912005359	164	3.42147912005359	164	164	164	0	1	164	0	0	0	0	ST13		219.8	5.07696795219792	119389	32.31	7.70382346267375	6.81963368046147	67	79.3	164	3.42147912005359	117.088	3.5312	13.8380743760062	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	69.7067437419306	-7.26137868623121	16.1119411187293	ST13	other	low_diversity_but_saturated	TRUE
LV3003061474	633449	658	0	0	5.21459367894609	658	5.21459367894609	658	658	658	0	1	658	0	0	0	0	ST13		179.8	5.80171234048059	633449	196.45	7.79172767122205	7.56751821733182	70.5	72.6	658	5.21459367894609	77.7798	4.056606	8.28521641432076	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-34.8289059574337	26.7756519018492	-11.6706857883514	ST13	other	adequate_depth	TRUE
LV3003061475	339939	471	0	0	5.28070860866663	471	5.28070860866663	471	471	471	0	1	471	0	0	0	0	ST13		136	5.5314022700764	339939	108.69	8.05297508831583	7.47141489530218	69.7	73.6	471	5.28070860866663	53.844	4.38936	6.25962485846197	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0145043943704769	2.85820708190953	-21.488993594874	ST13	40-60 kya	adequate_depth	TRUE
LV3003061476	530612	677	0	0	5.4892140348747	677	5.4892140348747	677	677	677	0	1	677	0	0	0	0	ST13		96	5.72477788597632	530612	137.29	7.9247886834773	7.53438617989142	70.2	72.2	677	5.4892140348747	37.16	4.452	9.19719729556924	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-37.2010598267625	2.74117006239152	-14.3585800278713	ST13	other	adequate_depth	TRUE
LV3003061477	2265796	978	0	0	5.46886547715788	978	5.46886547715788	978	978	978	0	1	978	0	0	0	0	ST13		50	6.35522099743865	2265796	301.74	8.09862755799564	7.92905972808118	67.8	70.8	978	5.46886547715788	16.726	4.84438	7.31209108888136	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-109.681274807334	-34.2505878086752	52.797644734325	ST13	other	adequate_depth	TRUE
LV3003061485	1607425	930	0	0	5.39004938223744	930	5.39004938223744	930	930	930	0	1	930	0	0	0	0	ST13		174.8	6.20613098873069	1607425	260.72	8.02018817268353	7.78071929857696	70.5	72.6	930	5.39004938223744	75.7796	4.035756	7.95056189669746	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-86.2865123311766	40.4656215520635	21.5708198495941	ST13	other	adequate_depth	TRUE
LV3003061486	207288	312	0	0	4.62984373907256	312	4.62984373907256	312	312	312	0	1	312	0	0	0	0	ST13		131	5.31657625643031	207288	128.79	7.44224598673612	7.30358342221931	68.7	70.3	312	4.62984373907256	52.105	4.32365	7.61349281773178	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	34.6570163435509	-3.92891128969906	-12.8873663139064	ST13	40-60 kya	adequate_depth	TRUE
LV3003061488	908601	806	0	0	5.44431927593475	806	5.44431927593475	806	806	806	0	1	806	0	0	0	0	ST13		91	5.95837368844164	908601	245.05	8.10463469173004	7.82176620379417	79.7	85.6	806	5.44431927593475	35.041	4.53631	9.03212528618341	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-66.2354026445406	-19.0789281530739	0.605982459685722	ST13	other	adequate_depth	TRUE
LV3003061489	288010	295	0	0	3.88482623338444	295	3.88482623338444	295	295	295	0	1	295	0	0	0	0	ST13		214.8	5.45940907507892	288010	63.7	7.58665575128882	7.2734627223932	72.6	78.6	295	3.88482623338444	112.6068	3.96932	11.8540635522199	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	47.3914548564817	23.6401655459161	19.2592579300175	ST13	other	adequate_depth	TRUE
LV3003061492	2256543	1061	0	0	5.72454821371316	1061	5.72454821371316	1061	1061	1061	0	1	1061	0	0	0	0	ST13		45	6.35344380617919	2256543	376.09	8.07642517975842	7.90576603440975	67.3	68	1061	5.72454821371316	14.437	4.37177	7.04807643625558	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-117.879040435226	-40.2850578507781	54.7844417840041	ST13	other	adequate_depth	TRUE
LV3003061500	511586	501	0	0	5.01688536354573	501	5.01688536354573	501	501	501	0	1	501	0	0	0	0	ST13		254.4	5.70891950003649	511586	431.27	8.13866386516462	7.70767397710451	67.8	104.6	501	5.01688536354573	148.086	4.71344	9.56141856461617	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-1.72211257658819	-16.0946398680468	-14.4091574527298	ST13	other	adequate_depth	TRUE
LV3003061501	603306	572	0	0	4.62904913860665	572	4.62904913860665	572	572	572	0	1	572	0	0	0	0	ST13		209.8	5.78053836434133	603306	182.94	7.83877559433936	7.54974745135985	65.5	68.4	572	4.62904913860665	105.5872	3.93808	8.6530138730751	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-8.96754114192062	41.4617745197485	-5.43076274495458	ST13	90-110 kya	adequate_depth	TRUE
LV3003061503	1167454	769	0	0	5.10528060282559	769	5.10528060282559	769	769	769	0	1	769	0	0	0	0	ST13		169.8	6.06724014951367	1167454	217.76	7.9887679119367	7.69605288825459	68.6	71.4	769	5.10528060282559	73.1472	4.20056	9.58376845577441	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-60.3706831598151	30.9437842610056	-1.163065416613	ST13	other	adequate_depth	TRUE
LV3003061504	396789	450	0	0	4.99036769547687	450	4.99036769547687	450	450	450	0	1	450	0	0	0	0	ST13		126	5.59856071842281	396789	187.42	7.98335363780004	7.62952837157611	74.4	77.1	450	4.99036769547687	50.268	4.33732	8.96741444022863	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.202646198730994	-3.28699618780833	-19.6628255926274	ST13	40-60 kya	adequate_depth	TRUE
LV3003061505	454584	529	0	0	5.1400833314026	529	5.1400833314026	529	529	529	0	1	529	0	0	0	0	ST13		86	5.65761510115423	454584	188.85	7.91759845542965	7.66095324782461	80.4	89.7	529	5.1400833314026	32.81	4.5838	8.67840531139984	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-16.7840569659559	-17.2277899641869	-21.2954324341341	ST13	other	adequate_depth	TRUE
LV3003061506	484905	467	0	0	5.02473693220785	467	5.02473693220785	467	467	467	0	1	467	0	0	0	0	ST13		40	5.68565755790552	484905	164.07	7.80338436522968	7.6821135189027	59.2	60.6	467	5.02473693220785	11.95	3.904	6.73798109507347	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	-0.595466087880631	-21.9800052337202	-5.53862885779921	ST13	other	adequate_depth	TRUE
