label	core	flowcell	depth_in_core_cm	y_bp	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst
LV7001898099	ST5	NA	585.5	34403.5	89.14	5.156173660650897	mgca_jonkers_2013	4.569825	174316267	72.7	72130327	75.5	8.931051111407735
LV3003047167	ST8	NA	259.5	34678.12	171.35	5.574952417586924	mgca_jonkers_2013	4.556094	55257624	57.2	14241098	59.7	8.974591487685219
LV7001898087	ST5	NA	590.5	34726	53.69	3.3438640136841	mgca_jonkers_2013	4.5537	141631019	74.5	45475683	81.7	8.98218275276484
LV3003061488	ST13	NA	91	35041	245.05	6.015639207989597	mgca_jonkers_2013	4.53631	127243231	79.7	66338584	85.6	9.032125286183408
LV7001898075	ST5	NA	595.5	35048.5	63.3	NA	NA	4.535635	145749875	73	50950869	78.1	9.033314394121945
LV3003047154	ST8	NA	264.5	35130.12	109.23	5.754661615796871	mgca_jonkers_2013	4.5282892	24559061	57.6	12574749	58.9	9.046255059447734
LV3003047142	ST8	NA	269.5	35582.3	78.67	5.884718929015709	mgca_jonkers_2013	4.4875929999999995	67334598	64.9	15239544	67.1	9.117947169800775
LV3003047129	ST8	NA	274.5	36037.3	75.83	5.236896710707206	mgca_jonkers_2013	4.450373	33964594	62.9	16307844	64.1	9.190086384738706
LV3003047113	ST8	NA	279.5	36489.27	109.94	4.620536113235644	mgca_jonkers_2013	4.4548927	73296885	60.2	24562830	62.8	9.261745200069466
LV7008886226	GeoB25202_R2	NA	105.5	36607	46.28	9.28041102375	uk37_alkenone	4.45607	193464268	41.2	26190630	42.8	9.28041102375
LV7008886776	GeoB25202_R1	NA	105.5	36607	70.05	9.28041102375	uk37_alkenone	4.45607	152962664	56	41404251	58.3	9.28041102375
LV3003047096	ST8	NA	284.5	36893.77	135.25	4.497074242209477	mgca_jonkers_2013	4.4589377	56084885	55.6	20029588	57.5	9.237258761850551
LV3003061476	ST13	NA	96	37160	137.29	5.794768730231766	mgca_jonkers_2013	4.452	84098583	70.2	34228366	72.2	9.197197295569245
LV3003047083	ST8	NA	289.5	37303.19	129.5	4.363349770837046	mgca_jonkers_2013	4.4448405	66017005	60.6	17923283	63	9.175650507615895
LV3003047068	ST8	NA	294.5	37789.69	99.85	4.068844560706502	mgca_jonkers_2013	4.4205155	45243801	64.9	16258007	69	9.102443493583458
LV3003047166	ST8	NA	299.5	38273.43	109.28	3.8207307115639257	mgca_jonkers_2013	4.4482802	47667591	67.1	14626855	69.9	9.029651795807402
LV3003047153	ST8	NA	304.5	38713.93	119.12	4.299414851232806	mgca_jonkers_2013	4.5099502	61725484	65.2	21806731	67.7	8.963366719381321
LV3003047141	ST8	NA	309.5	39153.47	61.93	4.702335430229871	mgca_jonkers_2013	4.55	956051	61.3	849760	61.8	8.897226100783547
LV3003047128	ST8	NA	314.5	39577.97	73.06	3.9182935587019	mgca_jonkers_2013	4.55	61094930	57.4	16749573	59.4	8.83334865482924
LV3003047112	ST8	NA	319.5	40033.5	82.07	3.2197866108937285	mgca_jonkers_2013	4.54866	36464277	69.6	15715775	72.5	8.764801910528735
LV3003061571	ST13	NA	101	40457	159.84	6.076776568495434	mgca_jonkers_2013	4.53172	90191213	63	44685952	68.8	8.701074941478916
LV3003047095	ST8	NA	324.5	40975.16666666667	76.96	3.8613268013623783	mgca_jonkers_2013	4.5109933333333325	55822169	58.7	15927657	60.6	8.623102825471088
LV3003047082	ST8	NA	329.5	41916.833333333336	61.65	4.502866991831028	mgca_jonkers_2013	4.500831666666667	37053519	59.3	19269518	60.4	8.481403740413443
LV3003061558	ST13	NA	106	42626	207.2	6.358784406759101	mgca_jonkers_2013	4.47496	75419217	85.6	38072076	102.9	8.37469053564879
LV3003047067	ST8	NA	334.5	42866.02	178.82	5.076118141859317	mgca_jonkers_2013	4.4653592	83694347	60.2	30143452	61.8	8.338573069034062
LV7008886740	GeoB25202_R1	NA	119.5	43105	37.22	8.3026120984	uk37_alkenone	4.4621	126565168	46	28164282	47.8	8.3026120984
LV7008886752	GeoB25202_R2	NA	119.5	43105	26.14	8.3026120984	uk37_alkenone	4.4621	223261934	57.3	26874573	61.2	8.3026120984
LV3003047164	ST8	NA	339.5	43933.02	61.8	4.579507658322	mgca_jonkers_2013	4.478660400000001	45835273	73.5	20978998	75.5	8.379461133033665
LV3003047152	ST8	NA	344.5	45000.02	114.81	4.082897174784683	mgca_jonkers_2013	4.3300006	86684643	67.2	27393512	69.9	8.478490045323369
LV3003061544	ST13	NA	111	45122	154.76	6.6407922450227685	mgca_jonkers_2013	4.33366	98492472	76.2	36658491	81.2	8.489811082550265
LV3003047140	ST8	NA	349.5	46094.8	83.7	3.623655271240097	mgca_jonkers_2013	4.361896000000001	2441785	64.6	2055101	65.5	8.580097236135481
LV3003061530	ST13	NA	116	47046	117.63	6.922800083286436	mgca_jonkers_2013	4.38322	92176900	82.1	44841877	91.8	8.668378680718392
LV3003047127	ST8	NA	354.5	47624.8	56.2	3.7498544542482746	mgca_jonkers_2013	4.423736	50491529	60.3	11382703	63	8.722097457131964
LV3003061516	ST13	NA	121	48537	61.03	7.2048079215501035	mgca_jonkers_2013	4.45537	54250107	75.6	26855001	76.7	8.806759288238494
LV3003047110	ST8	NA	359.5	49154.8	66.07	3.876053637256452	mgca_jonkers_2013	4.441424	47425083	62.5	15940375	65.4	8.864097678128447
LV3003061504	ST13	NA	126	50268	187.42	7.486815759813771	mgca_jonkers_2013	4.33732	96239561	74.4	42611651	77.1	8.967414440228634
LV7008886221	GeoB25202_R1	NA	129.5	50355.5	94.36	8.975535367900001	uk37_alkenone	4.336445	97977738	44.9	30262882	47	8.975535367900001
LV7008886728	GeoB25202_R2	NA	129.5	50355.5	42.73	8.975535367900001	uk37_alkenone	4.336445	152247351	58.3	27749284	61.8	8.975535367900001
LV3003047094	ST8	NA	364.5	50684.8	129.24	4.002252820264629	mgca_jonkers_2013	4.333152	80270443	61.2	21674703	64.2	8.719164626676566
LV3003061486	ST13	NA	131	52105	128.79	7.7688235980774385	mgca_jonkers_2013	4.32365	27685092	68.7	20117935	70.3	7.613492817731781
LV3003047081	ST8	NA	369.5	52207.18	90.06	4.128452003272807	mgca_jonkers_2013	4.3369333999999995	57423869	57.2	15919889	58.8	7.533942370303264
LV3003047065	ST8	NA	374.5	53610.18	140.39	4.254651186280984	mgca_jonkers_2013	4.4033892	57784676	58.3	11483201	61.5	6.441661319782536
LV3003061475	ST13	NA	136	53844	108.69	8.050831436341106	mgca_jonkers_2013	4.38936	112973110	69.7	29608396	73.6	6.259624858461969
LV7008886692	GeoB25202_R1	NA	139.5	53875	51.47	6.235490352	uk37_alkenone	4.3875	102859565	52.6	21513038	56	6.235490352
LV7008886704	GeoB25202_R2	NA	139.5	53875	23.87	6.235490352	uk37_alkenone	4.3875	186672027	56.9	18918645	61.2	6.235490352
LV3003047161	ST8	NA	379.5	54983.46	31.63	4.380850369289162	mgca_jonkers_2013	4.311157799999999	1104778	59.1	793502	62	6.4754309285509635
LV3003061570	ST13	NA	141	55466	127.35	8.040386666888491	mgca_jonkers_2013	4.32864	79639505	71.1	31089341	73.9	6.579882984384193
LV3003047160	ST8	NA	384.5	55891.12666666667	36.23	4.507049552297339	mgca_jonkers_2013	4.345645066666666	1905989	56.6	991574	66.2	6.671907177866313
LV3003047159	ST8	NA	389.5	56798.793333333335	81.65	4.633248735305517	mgca_jonkers_2013	4.4139034666666666	39132173	80.8	14300268	84.8	6.86838342718166
LV3003047158	ST8	NA	394.5	57706.46	70.06	4.759447918313694	mgca_jonkers_2013	4.4723876	44291383	79.6	12643578	86.6	7.064859676497008
LV3003061557	ST13	NA	146	58082	188.06	8.029941897435876	mgca_jonkers_2013	4.48508	59537389	82.9	38572967	90.5	7.146150191371652
LV7008886765	GeoB25202_R1	NA	149.5	58181	42.2	7.167580028333334	uk37_alkenone	4.47914	133978185	51.4	29219035	54.5	7.167580028333334
LV7008886777	GeoB25202_R2	NA	149.5	58181	0.08	7.167580028333334	uk37_alkenone	4.47914	NA	NA	NA	NA	7.167580028333334
LV3003047139	ST8	NA	399.5	58614.12666666667	44.97	4.885647101321871	mgca_jonkers_2013	4.4531524	15155861	77.9	8529497	83.7	8.627985286808741
LV7008886741	GeoB25202_R1	NA	155.5	58997	11.14	9.918947659625	uk37_alkenone	4.43018	84181826	45.8	4319623	50.5	9.918947659625
LV7008886753	GeoB25202_R2	NA	155.5	58997	24.03	9.918947659625	uk37_alkenone	4.43018	129194349	43.9	9629685	47.9	9.918947659625
LV3003047150	ST8	NA	404.5	59521.793333333335	73.51	5.0118462843300495	mgca_jonkers_2013	4.518704866666667	67120474	74.5	15427841	80.5	8.442547133746372
LV7008886705	GeoB25202_R1	NA	159.5	59738	23.86	7.834293148625	uk37_alkenone	4.55546	95103090	43.4	12531371	45.3	7.834293148625
LV7008886717	GeoB25202_R2	NA	159.5	59738	49.74	7.834293148625	uk37_alkenone	4.55546	128512499	41.9	19897194	43.6	7.834293148625
LV3003047149	ST8	NA	409.5	60431.7	45.56	5.123351139651516	mgca_jonkers_2013	4.561146999999999	62250597	65.1	9170430	69.9	7.855553703431683
LV3003047148	ST8	NA	414.5	61376.7	47.48	5.004644861214516	mgca_jonkers_2013	4.543903	53529330	65.5	11451620	69.9	7.884516114116872
LV3003061543	ST13	NA	151	62293	184.56	8.01949712798326	mgca_jonkers_2013	4.57949	90294874	80.7	44589548	82.9	7.912598925662733
LV3003047147	ST8	NA	419.5	62321.7	48.14	4.885938582777516	mgca_jonkers_2013	4.577481	52440180	63.1	9223523	66.9	7.913478524802061
LV3003047146	ST8	NA	424.5	63266.7	97.4	4.767232304340517	mgca_jonkers_2013	4.484660999999999	58056720	65	17613674	68	7.942440935487251
LV3003047126	ST8	NA	429.5	64210.824	52.91	4.670672793876713	mgca_jonkers_2013	4.385298880000001	39791476	69.2	8102851	73.6	7.971376498477455
LV3003061529	ST13	NA	156	66015	177.08	8.009052358530646	mgca_jonkers_2013	4.56805	91959511	75.1	42965230	98.8	8.026670981292654
LV3003047138	ST8	NA	439.2	66015.8	67.91	5.156461444842231	mgca_jonkers_2013	4.567946	43852530	62.5	11180916	66.1	8.026695499735562
LV3003047137	ST8	NA	444.2	66946.2	44.94	5.406867965958478	mgca_jonkers_2013	4.446994000000001	57575945	58.1	8645599	61.2	8.055210448837677
LV3003047136	ST8	NA	449.2	67876.6	70.92	5.657274487074725	mgca_jonkers_2013	4.422468	48960938	67.8	12594447	74.4	8.083725397939794
LV7008886229	GeoB25202_R2	NA	167.5	68149	132.24	8.09207392775	uk37_alkenone	4.42745	116981055	44.2	41819821	45.4	8.09207392775
LV7008886778	GeoB25202_R1	NA	167.5	68149	72.83	8.09207392775	uk37_alkenone	4.42745	72287871	47.2	32290184	48	8.09207392775
LV3003047134	ST8	NA	454.2	68807	41.22	5.907681008190971	mgca_jonkers_2013	4.46035	108020076	64.7	16261207	70.5	8.525642064235898
LV3003047133	ST8	NA	459.2	70162	57.68	5.780648954060924	mgca_jonkers_2013	4.3038	58661945	62.9	13264329	66	9.41847614468938
LV3003061515	ST13	NA	164.8	71001.20000000001	490.61	7.990669564294043	mgca_jonkers_2013	4.219988	98734597	71.1	67640910	73.4	9.971440248244047
LV3003047107	ST8	NA	464.2	71517	80.3	5.653616899930878	mgca_jonkers_2013	4.21483	51573373	66.1	14724119	69.8	10.311310225142863
LV7008886754	GeoB25202_R1	NA	173.5	71889.5	93.18	10.5567572325	uk37_alkenone	4.211105	95700354	45.2	38747528	46.3	10.5567572325
LV7008886766	GeoB25202_R2	NA	173.5	71889.5	126.44	10.5567572325	uk37_alkenone	4.211105	78971219	43.7	39085954	44.9	10.5567572325
LV3003047125	ST8	NA	469.2	72872	32.35	5.526584845800831	mgca_jonkers_2013	4.2274400000000005	36807425	62	6069589	66	9.796670190174419
LV3003061503	ST13	NA	169.8	73147.20000000001	217.76	7.642085146086325	mgca_jonkers_2013	4.200559999999998	97446873	68.6	49665279	71.4	9.58376845577441
LV3003047124	ST8	NA	474.2	74227	25.72	5.399552791670784	mgca_jonkers_2013	4.01184	56910985	56.2	4264279	59.8	8.748407653430233
LV7008886730	GeoB25202_R1	NA	179.5	75351	65.59	7.8788526045	uk37_alkenone	3.98861	89081140	43.4	31762557	44.5	7.8788526045
LV7008886742	GeoB25202_R2	NA	179.5	75351	108.77	7.8788526045	uk37_alkenone	3.98861	92781115	43.1	39562418	43.9	7.8788526045
LV3003047123	ST8	NA	479.2	75589	0.85	5.272520737540737	mgca_jonkers_2013	4.01479	138968645	61.2	2680752	68.5	7.918672510106613
LV3003061485	ST13	NA	174.8	75779.6	260.72	7.293500727878608	mgca_jonkers_2013	4.035756	104758234	70.5	60355839	72.6	7.950561896697456
LV3003047122	ST8	NA	484.2	76951	31.46	5.14548868341069	mgca_jonkers_2013	4.07902	24623727	58.2	2750192	61.2	8.146549448914206
LV3003061474	ST13	NA	179.8	77779.8	196.45	6.944916309670891	mgca_jonkers_2013	4.0566059999999995	61905276	70.5	36941813	72.6	8.2852164143207645
LV3003047121	ST8	NA	489.2	78313	0.18	5.018456629280644	mgca_jonkers_2013	4.05	160513	81.8	27477	92.5	8.374426387721797
LV7008886706	GeoB25202_R1	NA	185.5	79025.5	126.07	8.49363513875	uk37_alkenone	4.046175	120762355	45.3	44372285	46.5	8.49363513875
LV7008886718	GeoB25202_R2	NA	185.5	79025.5	84.54	8.49363513875	uk37_alkenone	4.046175	89422185	43.8	31128648	44.8	8.49363513875
LV3003047093	ST8	NA	494.2	79675	113.42	4.891424575150597	mgca_jonkers_2013	3.94875	32053168	64.3	15287314	67.4	8.33291896762292
LV3003047106	ST8	NA	499.2	81063.75	62.43	5.17810449410702	mgca_jonkers_2013	3.818725	64245615	57.3	11079779	60.7	7.9892783476803
LV7008886743	GeoB25202_R1	NA	189.5	81670.5	85.87	7.839140492666666	uk37_alkenone	3.80659	54153294	42.7	24381951	43.7	7.839140492666666
LV7008886755	GeoB25202_R2	NA	189.5	81670.5	58.83	7.839140492666666	uk37_alkenone	3.80659	55364060	44.5	24465147	45.1	7.839140492666666
LV3003061569	ST13	NA	184.8	81694.6	141.44	6.596331891463173	mgca_jonkers_2013	3.806108	68025287	68.4	40574926	70.4	7.842556951339456
LV3003047105	ST8	NA	504.2	82452.49999999999	68.23	5.464784413063443	mgca_jonkers_2013	3.813575	16496033	62.3	4172799	66.1	7.949998197318987
LV3003047104	ST8	NA	509.2	83841.24999999999	1	5.751464332019865	mgca_jonkers_2013	3.8215875	113383177	60.2	4784193	65.9	8.146869856316318
LV3003047101	ST8	NA	514.2	85230	13.39	6.038144250976291	mgca_jonkers_2013	3.9753	127819917	64.4	11082300	71.1	8.343741515313651
LV3003047100	ST8	NA	519.2	86611.75	84.21	6.324824169932714	mgca_jonkers_2013	4.13341	95184735	62.5	20731269	66.1	8.539620841916395
LV3003061556	ST13	NA	189.8	86617.40000000001	171.57	7.555433702712813	mgca_jonkers_2013	4.134088000000001	66695607	68.8	34433301	71.6	8.540421795920599
LV7008886719	GeoB25202_R1	NA	195.5	87282.5	42.16	8.634707549583334	uk37_alkenone	4.160225	234101729	39.4	26822639	40.8	8.634707549583334
LV7008886731	GeoB25202_R2	NA	195.5	87282.5	63.44	8.634707549583334	uk37_alkenone	4.160225	79646998	39.2	25551214	40.6	8.634707549583334
LV3003047080	ST8	NA	524.2	87993.5	86.42	6.611504088889136	mgca_jonkers_2013	4.110455	48772380	63.9	19379963	67.4	8.446629409149542
LV3003047091	ST8	NA	529.2	89375.25	64.75	6.898184007845559	mgca_jonkers_2013	4.072495	58200278	56.8	10983574	61.4	8.081120308524522
LV3003047090	ST8	NA	534.2	90757	58.67	7.184863926801982	mgca_jonkers_2013	4.0372900000000005	54585489	70.8	9274012	80.3	7.715611207899499
LV3003061541	ST13	NA	194.8	91090	185.23	8.514535513962453	mgca_jonkers_2013	4.025499999999999	66138813	67.5	39989469	69.2	7.62752397756975
LV3003047089	ST8	NA	539.2	92138.5	1.23	7.471543845758404	mgca_jonkers_2013	3.96892	470599457	65.4	14420088	86.5	7.350168238828779
LV3003047088	ST8	NA	544.2	93520	46.2	7.7582237647148276	mgca_jonkers_2013	3.8688	27343593	58.7	3769785	62.9	6.984725269758059
LV3003047087	ST8	NA	549.2	94901.5	1.28	8.044903683671249	mgca_jonkers_2013	3.776895	97312152	62.8	5067910	70.1	6.619282300687338
LV3003061528	ST13	NA	199.8	95118	368.13	9.473637325212096	mgca_jonkers_2013	3.76764	82665530	65	48781896	67.2	6.562012374662141
LV7008886695	GeoB25202_R1	NA	201.5	95387.5	81.19	6.490722559125	uk37_alkenone	3.76225	82123360	42.3	30717060	43.5	6.490722559125
LV7008886707	GeoB25202_R2	NA	201.5	95387.5	68.75	6.490722559125	uk37_alkenone	3.76225	69827293	43.2	25105592	44.1	6.490722559125
LV3003047064	ST8	NA	554.2	96283	31.71	8.331583602627672	mgca_jonkers_2013	3.77264	37955526	51.3	1581576	57.8	6.643584201032734
LV3003047079	ST8	NA	559.2	97520	59.02	7.1163951604211775	mgca_jonkers_2013	3.8664	51410020	73	14691354	78.1	6.854739813584232
LV3003047078	ST8	NA	564.2	98757	23.95	5.901206718214683	mgca_jonkers_2013	3.80916	28784307	48.2	1579128	51.4	7.0658954261357305
LV3003047077	ST8	NA	569.2	99714.5	39.39	4.686018276008187	mgca_jonkers_2013	3.801435	34817460	60	3990510	64.6	7.2293404536361825
LV3003047074	ST8	NA	574.2	100672	71.25	3.470829833801692	mgca_jonkers_2013	3.88392	3239870	51.6	919900	52.8	7.392785481136635
LV3003061514	ST13	NA	204.8	100672.60000000002	311.64	10.432739136461736	mgca_jonkers_2013	3.8839860000000024	95754874	64.4	51605616	66.3	7.392887900997213
LV3003047073	ST8	NA	579.2	101685	16.41	3.391448213841912	mgca_jonkers_2013	3.8789	8394072	50.9	674057	55.5	7.565704345740246
LV7008886768	GeoB25202_R1	NA	205.5	102295.5	82.16	7.669916553875	uk37_alkenone	3.86591	70034523	44	24756324	45.4	7.669916553875
LV7008886780	GeoB25202_R2	NA	205.5	102295.5	96.96	7.669916553875	uk37_alkenone	3.86591	90635071	44.1	32708902	45.2	7.669916553875
LV3003047162	ST8	NA	584.2	102698	24.03	3.3120665938821325	mgca_jonkers_2013	3.87396	19240014	49.7	2263696	51.8	7.78994871915485
LV3003047063	ST8	NA	589.2	103695	26.33	3.232684973922353	mgca_jonkers_2013	3.9078	36052618	54.5	1895929	59.4	8.087270629177238
LV3003047062	ST8	NA	594.2	104692	74.51	3.153303353962573	mgca_jonkers_2013	3.87156	12465076	64.7	2870399	66.7	8.384592539199627
LV7008886744	GeoB25202_R1	NA	209.5	105578.5	52.79	8.648961519375	uk37_alkenone	3.936775	48866737	42	21324633	43	8.648961519375
LV7008886756	GeoB25202_R2	NA	209.5	105578.5	62.05	8.648961519375	uk37_alkenone	3.936775	52490713	43.1	18754669	44.3	8.648961519375
LV3003061501	ST13	NA	209.8	105587.2	182.94	8.796683987594049	mgca_jonkers_2013	3.9380800000000016	68988323	65.5	35460711	68.4	8.653013873075095
LV3003047061	ST8	NA	599.2	105689	43.21	3.073921734002793	mgca_jonkers_2013	3.95335	28071056	61.9	2895889	66	8.700431069244031
LV3003047060	ST8	NA	604.2	106686	70.8	2.9945401140430135	mgca_jonkers_2013	4.02744	14545489	58.9	3426624	62	9.164821487519358
LV3003047059	ST8	NA	609.2	107683	57.46	2.915158494083234	mgca_jonkers_2013	4.08781	50404610	52.1	4862774	54.7	9.629211905794685
LV7008886708	GeoB25202_R1	NA	213.5	109630.5	133.59	10.5363336105	uk37_alkenone	4.06956	52842490	42	23753897	43.3	10.5363336105
LV7008886720	GeoB25202_R2	NA	213.5	109630.5	81.94	10.5363336105	uk37_alkenone	4.06956	95844104	40.9	36604669	42.2	10.5363336105
LV3003061489	ST13	NA	214.8	112606.80000000002	63.7	7.160628838726364	mgca_jonkers_2013	3.9693199999999984	38606083	72.6	18769932	78.6	11.854063552219888
LV3003061473	ST13	NA	219.8	117088	32.31	5.524573689858677	mgca_jonkers_2013	3.531199999999999	50561908	67	6601363	79.3	13.838074376006169
LV7008886228	GeoB25202_R2	NA	223.5	120023.5	6.39	15.13774048625	uk37_alkenone	3.269765	88740799	47.1	2660886	51.7	15.13774048625
LV7008886781	GeoB25202_R1	NA	223.5	120023.5	10.9	15.13774048625	uk37_alkenone	3.269765	10414526	51.1	1644170	53.5	15.13774048625
LV3003061568	ST13	NA	224.8	121635.4	14.6	3.888518540990991	mgca_jonkers_2013	3.209167999999999	4865312	58.4	1285941	66.6	15.091224107152533
LV7008886757	GeoB25202_R1	NA	227.5	123119.5	7.44	15.048395793846154	uk37_alkenone	3.120315	60956974	49.7	2845166	54	15.048395793846154
LV7008886769	GeoB25202_R2	NA	227.5	123119.5	14.6	15.048395793846154	uk37_alkenone	3.120315	82179786	49.9	6050113	54.2	15.048395793846154
LV3003061555	ST13	NA	229.8	126443	21.95	4.181919019636594	mgca_jonkers_2013	3.253030000000003	31281860	66.5	2674404	82.3	13.917466088727464
LV3003061539	ST13	NA	234.8	130055.6	45.25	4.4753194982821976	mgca_jonkers_2013	3.677784000000001	79008042	72.6	11352714	80.9	12.688160641845624
LV3003061527	ST13	NA	239.8	133775.4	28.59	4.768719976927802	mgca_jonkers_2013	4.634865999999999	2673212	57.9	912714	60.4	11.422376884631696
LV7008886222	GeoB25202_R1	NA	240.5	136277.5	16.76	10.57095542677778	uk37_alkenone	4.81445	109142321	47.1	9773429	50.6	10.57095542677778
LV7008886745	GeoB25202_R2	NA	240.5	136277.5	11.25	10.57095542677778	uk37_alkenone	4.81445	89746442	46.7	5660422	49.6	10.57095542677778
LV3003061513	ST13	NA	244.8	138493	185.59	5.062120455573405	mgca_jonkers_2013	4.88014	81908351	85	25619278	146.1	10.325517145642323
LV7008886709	GeoB25202_R1	NA	249.5	147206	17.31	9.36027059022222	uk37_alkenone	4.79734	129046666	45.6	8580922	48.3	9.36027059022222
LV7008886721	GeoB25202_R2	NA	249.5	147206	26.71	9.36027059022222	uk37_alkenone	4.79734	88344403	46.7	12106119	49.8	9.36027059022222
LV3003061500	ST13	NA	254.4	148086	431.27	5.625449374572963	mgca_jonkers_2013	4.71344	137614394	67.8	51012190	104.6	9.561418564616165
LV3003061487	ST13	NA	259.4	152759.59999999998	129.63	5.918849853218564	mgca_jonkers_2013	4.624808000000001	118371806	71.3	47071165	77.5	10.62969717044291
LV7008886770	GeoB25202_R1	NA	258.5	156777	11.18	11.547983389	uk37_alkenone	4.74892	110618469	54.9	8577787	60	11.547983389
LV7008886782	GeoB25202_R2	NA	258.5	156777	14.01	11.547983389	uk37_alkenone	4.74892	128170970	52.7	7735721	57.8	11.547983389
LV3003061472	ST13	NA	264.4	158527.59999999998	80.03	6.212250331864168	mgca_jonkers_2013	4.674172000000001	83143954	73	20370895	78.5	11.478295530774574
LV3003047025	ST13	NA	269.4	163331.99999999997	79.51	6.5056508105097715	mgca_jonkers_2013	4.69336	3701257	64.4	2403183	69.4	11.287042048506644
LV3003047007	ST13	NA	274.4	168001.19999999998	30.53	6.466844666853272	mgca_jonkers_2013	4.480024	2043015	70.5	980326	109.6	11.101170605786338
LV3003046992	ST13	NA	279.4	171830.4	25.4	6.428038523196773	mgca_jonkers_2013	4.471872	24751555	65.9	3323437	89.9	10.948737870314611
LV3003046977	ST13	NA	284.4	176308.8	35.68	6.389232379540274	mgca_jonkers_2013	4.411615999999999	6596010	70.8	3668179	75.1	10.770461791097913
LV3003046964	ST13	NA	289.4	180321.8	69.44	6.350426235883774	mgca_jonkers_2013	4.412525999999999	39548540	70.1	7425032	76.8	10.61071234801632
LV3003046947	ST13	NA	294.4	184182.99999999997	58.56	5.8734848986757395	mgca_jonkers_2013	4.434769999999995	21274504	63.9	7058615	69.3	10.457005757030363
LV7008886746	GeoB25202_R1	NA	273.5	184971.5	11.24	10.425617161	uk37_alkenone	4.584585	70999167	51.4	3662700	55.8	10.425617161
LV7008886758	GeoB25202_R2	NA	273.5	184971.5	7.6	10.425617161	uk37_alkenone	4.584585	59155571	42.8	3207492	45.6	10.425617161
LV3003047056	ST13	NA	299.4	187921.6	47.91	5.396543561467705	mgca_jonkers_2013	4.455295999999999	74780031	60.8	7760311	68.5	10.302468979993925
LV7008886223	GeoB25202_R2	NA	283.5	191464.5	13.98	10.154575115214286	uk37_alkenone	3.958135	79591378	47.3	6530890	49.6	10.154575115214286
LV7008886722	GeoB25202_R1	NA	283.5	191464.5	24.52	10.154575115214286	uk37_alkenone	3.958135	75969435	45.5	11284322	47.5	10.154575115214286
LV3003047039	ST13	NA	304.4	193006.2	97.12	4.91960222425967	mgca_jonkers_2013	3.919504000000001	51798973	65.5	15675136	69	9.327392160962177
LV3003047024	ST13	NA	309.4	196689.8	60.82	4.442660887051635	mgca_jonkers_2013	3.764816000000001	1182047	60	1078504	60.5	7.3509952417930595
LV7008886698	GeoB25202_R1	NA	297.5	197845	25.36	6.731184806071428	uk37_alkenone	3.8076	94401428	50	10901293	52.8	6.731184806071428
LV7008886710	GeoB25202_R2	NA	297.5	197845	26.38	6.731184806071428	uk37_alkenone	3.8076	75031913	42.3	10434962	44	6.731184806071428
LV3003047005	ST13	NA	314.4	200468.8	50.02	3.965719549843599	mgca_jonkers_2013	3.53	35120546	56.5	12676636	59.3	7.235743613586114
LV7008886771	GeoB25202_R1	NA	311.5	201358.5	42.67	7.40683362465625	uk37_alkenone	3.5658499999999997	101019079	44.7	18567984	46.8	7.40683362465625
LV7008886783	GeoB25202_R2	NA	311.5	201358.5	16.75	7.40683362465625	uk37_alkenone	3.5658499999999997	96013081	46.3	6893015	49	7.40683362465625
LV3003046991	ST13	NA	319.4	202082	39.53	3.4887782126355646	mgca_jonkers_2013	3.62836	70004185	58	14022398	62.4	7.552762722298534
LV3003046976	ST13	NA	324.4	203191.8	54.64	3.0118368754275293	mgca_jonkers_2013	3.642605999999998	41915932	68.2	10168002	73.7	7.776608074839523
LV3003046963	ST13	NA	329.4	204236.6	82.41	2.534895538219495	mgca_jonkers_2013	3.789464	42974682	66.6	14421011	69.7	7.987343003957231
LV3003046946	ST13	NA	334.4	205292.2	97.95	2.0579542010114595	mgca_jonkers_2013	3.805390000000001	24961933	65.4	7119418	72.3	8.200256280351422
LV7008884666	GeoB25202_R1	NA	327.5	205616	12.64	8.26556635888158	uk37_alkenone	3.7892	135026458	46.6	10981046	49	8.26556635888158
LV7008886747	GeoB25202_R2	NA	327.5	205616	18.15	8.26556635888158	uk37_alkenone	3.7892	127813594	52.2	9357323	56.1	8.26556635888158
LV3003047055	ST13	NA	344.6	207319.8	77.86	7.3069530694642895	mgca_jonkers_2013	3.7576139999999985	40287005	78.3	14215145	83.1	8.342591530001398
LV3003047037	ST13	NA	349.6	208787	56.66	7.375630155587888	mgca_jonkers_2013	3.65491	60967509	77.1	14577608	82.1	8.408920518771794
LV3003047023	ST13	NA	354.6	210507.4	62.45	7.444307241711487	mgca_jonkers_2013	3.585222	51407867	60	8566492	66.4	8.486696140555182
LV3003047003	ST13	NA	359.6	212193.2	29.12	7.512984327835085	mgca_jonkers_2013	3.617728000000001	37159790	76	11037370	80.2	8.562907569991614
LV3003046990	ST13	NA	364.6	214207.6	29.36	7.581661413958683	mgca_jonkers_2013	3.555848	8368625	63.3	5938230	64.6	8.653974305937007
LV7008886711	GeoB25202_R1	NA	365.5	215920	28.8	8.73138826475	uk37_alkenone	3.5307999999999997	89916719	50.3	12309381	52.3	8.73138826475
LV7008886723	GeoB25202_R2	NA	365.5	215920	30.53	8.73138826475	uk37_alkenone	3.5307999999999997	90977193	48.7	16320549	50.1	8.73138826475
