sample	core	age_kyr	d18O	sst	PC1	PC2	PC3	state	label
LV3003047084	ST8	33.276	4.58276	8.75228855131429	-1.14385804741753	1.35365172438872	0.181290924997083	1	IG-E
LV3003047138	ST8	66.0158	4.567946	8.02669549973556	0.0148416104578189	1.20509476569421	0.631920568532375	1	IG-E
LV3003047136	ST8	67.8766	4.422468	8.08372539793979	-0.451614833058683	1.54540728797901	0.720358424370827	1	IG-E
LV3003047134	ST8	68.807	4.46035	8.5256420642359	-0.00108597367761726	1.81825720279645	1.42215727480406	1	IG-E
LV3003047133	ST8	70.162	4.3038	9.41847614468938	-0.0521359283322999	0.666747749445001	-0.127534175375871	1	IG-E
LV3003047107	ST8	71.517	4.21483	10.3113102251429	-0.255641161793358	0.697175071894155	-0.206484122088464	1	IG-E
LV3003047093	ST8	79.675	3.94875	8.33291896762292	-0.0954765045276387	1.52029806965673	0.952793187191274	1	IG-E
LV3003047100	ST8	86.61175	4.13341	8.5396208419164	0.00840536171656043	1.28151622931788	0.725342704409151	1	IG-E
LV3003047080	ST8	87.9935	4.110455	8.44662940914954	0.0106442106856973	0.779831256779652	0.0704232291351957	1	IG-E
LV3003047091	ST8	89.37525	4.072495	8.08112030852452	0.791150221035569	0.828341039443465	0.779253415977391	1	IG-E
LV3003047079	ST8	97.52	3.8664	6.85473981358423	0.847552014714533	0.756221574893119	1.01964000796985	1	IG-E
LV7001898100	ST13	5.659	3.30613	6.37410536713431	-0.237655944477798	1.67269660016437	0.971086295728992	1	IG-E
LV7001898088	ST13	6.031	3.33124	6.31439442739767	-1.23594656390209	1.19142078959834	0.0773107322471814	1	IG-E
LV3003061570	ST13	55.466	4.32864	6.57988298438419	0.0441015149040276	0.920771365003663	-0.0789048536967804	1	IG-E
LV3003061557	ST13	58.082	4.48508	7.14615019137165	0.164524754082992	1.19042364689505	0.405747987117557	1	IG-E
LV3003061543	ST13	62.293	4.57949	7.91259892566273	-0.884491375463758	0.983903115667747	0.00239776578736328	1	IG-E
LV3003061529	ST13	66.015	4.56805	8.02667098129265	-1.40814867054153	0.864352453097495	0.30114986710261	1	IG-E
LV3003061515	ST13	71.0012	4.219988	9.97144024824405	-1.69629812431842	1.71520898654258	0.87383691780409	1	IG-E
LV3003061503	ST13	73.1472	4.20056	9.58376845577441	-0.674385397315296	1.37492148932985	0.242785592775754	1	IG-E
LV3003061485	ST13	75.7796	4.035756	7.95056189669746	-1.52982759235563	1.50363376226089	0.586278445662219	1	IG-E
LV3003061474	ST13	77.7798	4.056606	8.28521641432076	-0.072004283161298	1.19306924355195	0.19403171043971	1	IG-E
LV3003061569	ST13	81.6946	3.806108	7.84255695133946	-0.356041964517186	1.59597765492034	0.606544079234311	1	IG-E
LV3003061556	ST13	86.6174	4.134088	8.5404217959206	0.441371779841512	1.04918594939867	0.410913473230092	1	IG-E
LV3003061541	ST13	91.09	4.0255	7.62752397756975	0.23010914800847	0.731639895966368	-0.163346574377931	1	IG-E
LV3003061528	ST13	95.118	3.76764	6.56201237466214	-0.847822235800981	1.54801168561823	0.522607614271775	1	IG-E
LV3003061514	ST13	100.6726	3.883986	7.39288790099721	-1.48642701404878	1.57748756974653	0.753890847404105	1	IG-E
LV3003061501	ST13	105.5872	3.93808	8.6530138730751	0.626347244185727	0.87352726504532	0.39958970196201	1	IG-E
LV7008886714	GeoB25202_R1	0.692	3.23	8.77194686709375	-0.893177223712267	1.36749520979789	0.505950019502036	1	IG-E
LV7008886778	GeoB25202_R1	68.149	4.42745	8.09207392775	-1.45052180588167	1.69044332259467	0.501634660688183	1	IG-E
LV7008886754	GeoB25202_R1	71.8895	4.211105	10.5567572325	-1.74163368999836	1.72825477214158	0.77754913437846	1	IG-E
LV7008886730	GeoB25202_R1	75.351	3.98861	7.8788526045	-1.30705523367007	1.32267094342521	0.140702302660234	1	IG-E
LV7008886706	GeoB25202_R1	79.0255	4.046175	8.49363513875	-1.29352595395766	1.53562589881425	0.548693861182105	1	IG-E
LV7008886743	GeoB25202_R1	81.6705	3.80659	7.83914049266667	0.357903282352439	0.599695560128945	0.297553194242326	1	IG-E
LV7008886695	GeoB25202_R1	95.3875	3.76225	6.490722559125	-0.248249984127464	0.980219105739264	0.182273408957515	1	IG-E
LV7008886768	GeoB25202_R1	102.2955	3.86591	7.669916553875	-0.724530810342726	1.28385276554391	0.162031681475302	1	IG-E
LV7008886708	GeoB25202_R1	109.6305	4.06956	10.5363336105	0.717436142022269	0.514092492321604	0.387764236715025	1	IG-E
LV7008886726	GeoB25202_R2	0.692	3.23	8.77194686709375	-0.243803516449131	1.14018850533527	0.513608767317981	1	IG-E
