module	proxy	beta_full	p_full	beta_leave_ST8	p_leave_ST8	beta_leave_ST13	p_leave_ST13	beta_leave_GeoB25202_R1	p_leave_GeoB25202_R1	q_full	sign_preserved_all	all_leave_p_lt_010	stability_flag
MEblue	mn_fe_z	-0.0828504547644083	0.234246738160895	-0.0635901904182587	0.585997245683139	-0.123053578823391	0.128339941877025	-0.05907297224464	0.424050334993981	0.254616019740103	TRUE	FALSE	unstable_or_mixed
MEbrown	ba_ti_z	-0.203676912893584	0.000631175307074316	-0.192888747433369	0.0813577049301128	-0.222748591238603	0.000825432791290106	-0.192351438131416	0.00134242906671345	0.00157793826768579	TRUE	TRUE	stable
MEbrown	ca_ti_z	-0.0118363527769253	0.843397333160801	0.20994003447644	0.0659816675991775	-0.0786216397885679	0.23823760802214	-0.0579146145771817	0.333166103554665	0.843397333160801	FALSE	FALSE	unstable_or_mixed
MEbrown	zr_rb_z	-0.268975994124813	2.01374256768986e-06	-0.191434395868946	0.0650289279559837	-0.347632197222741	3.16023763511596e-08	-0.236210486631734	3.63506352174198e-05	8.39059403204109e-06	TRUE	TRUE	stable
MEbrown	ti_al_z	0.163841557276438	0.00724234333144302	0.0941868780380956	0.415760630136173	0.206790745877084	0.00199861398632423	0.158789216573044	0.0102715085968924	0.0147247844953538	TRUE	FALSE	unstable_or_mixed
MEbrown	mn_fe_z	-0.136689926647615	0.0203894049639761	-0.172575877772146	0.117819072854842	-0.121573205557859	0.0673615310111474	-0.147408906556203	0.0122073447555612	0.0339823416066269	TRUE	FALSE	unstable_or_mixed
MEturquoise	ba_ti_z	-0.231276005061283	0.000170641867394631	-0.222531760549685	0.0459566937164845	-0.256868880498473	0.000235197816412766	-0.213324330249626	0.000630383462438026	0.000474005187207308	TRUE	TRUE	stable
MEturquoise	ca_ti_z	0.184680031362916	0.00259167196147444	0.404319801202766	0.000286381872594112	0.13516261513334	0.0531329072968404	0.128264674329328	0.0387969744168126	0.00589016354880554	TRUE	TRUE	stable
MEturquoise	zr_rb_z	-0.134884844244439	0.0241047644926937	-0.0620326174186752	0.557375810299006	-0.219176316572103	0.00129590357765119	-0.0945839879081604	0.121152941439145	0.0376636945198339	TRUE	FALSE	unstable_or_mixed
MEturquoise	ti_al_z	0.157881303180427	0.0126043342277069	0.181659368320998	0.118122124135306	0.217822162613273	0.00199181134805797	0.0974826077876198	0.133394870247656	0.0225077396923338	TRUE	FALSE	unstable_or_mixed
MEturquoise	mn_fe_z	0.0186751640609225	0.761384438736095	0.0270628197640497	0.809936759664874	0.0515411130398709	0.463758858472457	-0.0236737549645027	0.702249481205392	0.793108790350099	FALSE	FALSE	unstable_or_mixed
