timestamp	script	repo_root	seed	training_cores	validation_core	main_max_age_kyr	prevalence_min_samples	clr_pseudocount	exclude_deep_sediment_taxa	deep_sediment_display_category	deep_sediment_signal_sources	deep_sediment_confidence_min	deep_sediment_candidates_total	deep_sediment_excluded_selected_samples	deep_sediment_excluded_prevalent_main_window	deep_sediment_manifest
2026-05-04 19:07:52	01_data_prep.R	/maps/projects/caeg/people/ngm902/apps/repos/rocs	42	ST8;ST13;GeoB25202_R1	GeoB25202_R2	150	10	0.5	TRUE	Diagenetic	diagenetic_in_situ;benthic_resident	0.85	425	425	200	/maps/projects/caeg/people/ngm902/apps/repos/rocs/results/wgcna_hmm/main/deep_sediment_excluded_taxa.tsv
