variant	setting_id	power	deepSplit	mergeCutHeight	minModuleSize	non_grey_modules	grey_pct	mean_ref_best_jaccard	median_ref_best_jaccard	min_ref_best_jaccard	grey_delta_pct	same_grey_fraction	bio_pres_strong	bio_pres_moderate	mean_concordance_pearson	mean_concordance_spearman	mean_concordance_rmse	cor_PC1_log_total	cor_PC2_log_total	cor_PC3_log_total	drastic_change
alr_panel_reference	exp3	12	3	0.25	20	10	10.5731775180857	0.246978985813258	0.226458556733786	0.0603085553997195	-18.0856983861992	0.696716750139121	3	6	0.862140367183395	0.795319531953195	0.126482614720075	0.141947850704682	-0.780730219045645	-0.345916223015634	TRUE
alr_single_reference	exp3	12	3	0.25	20	1	0.0556792873051225	0.0892061281337047	0.0629526462395543	0.0245125348189415	-28.619153674833	0.71380846325167	1	0	0.765813503782609	0.792319231923192	0.140882750467161	0.114495877052669	0.81930492301838	0.00581826961747301	TRUE
alr_panel_reference	exp4	12	3	0.2	20	12	10.5731775180857	0.333968888994564	0.270491803278689	0.0725126475548061	-18.0856983861992	0.696716750139121	3	8	0.869410259597301	0.801891189118912	0.125671157158457	0.141947850704682	-0.780730219045645	-0.345916223015634	TRUE
alr_single_reference	exp4	12	3	0.2	20	1	0.0556792873051225	0.0792943361188487	0.0662952646239554	0.0245125348189415	-28.619153674833	0.71380846325167	1	0	0.765813503782609	0.792319231923192	0.140882750467161	0.114495877052669	0.81930492301838	0.00581826961747301	TRUE
alr_panel_reference	opt5	12	1	0.2	20	4	15.6928213689483	0.332883799858186	0.322175732217573	0.141779788838612	-18.3639398998331	0.657206455203116	3	1	0.907403384903046	0.869051905190519	0.125444517930456	0.141947850704682	-0.780730219045645	-0.345916223015634	TRUE
alr_single_reference	opt5	12	1	0.2	20	1	0.0556792873051225	0.131922005571031	0.143732590529248	0.0596100278551532	-34.0200445434299	0.659799554565702	1	0	0.765813503782609	0.792319231923192	0.140882750467161	0.114495877052669	0.81930492301838	0.00581826961747301	TRUE
