sample	core	flowcell	depth_in_core_cm	log_total_reads	total_reads	library_concentration	log_initial	log_derep	avg_leng_initial	avg_len_derep	detected_taxa	shannon_raw	age_kyr	mis	sst
LV7001898076	ST13		15	6.37413164999221	2366636	184.76	8.06200291128518	7.89553023882251	55.3	56	1083	5.67977203951547	6.429	3.34716	6.25051014241062
LV7001898088	ST13		10	6.41095378246667	2576046	202.91	8.06823931750857	7.95101708657308	60.1	61.3	734	4.42971484494853	6.031	3.33124	6.31439442739767
LV7001898100	ST13		5	6.51735097543132	3291174	187.66	8.23775659582496	8.18558650558652	66.3	67.1	562	3.8688474116529	5.659	3.30613	6.37410536713431
LV7008886221	GeoB25202_R1		129.5	5.64206466658945	438595	94.36	7.99112741316529	7.4809102988144	44.9	47	472	4.44667045666844	50.3555	4.336445	8.9755353679
LV7008886222	GeoB25202_R1		240.5	5.45151779579732	282824	16.76	8.03799318914898	6.99004700677388	47.1	50.6	366	4.79812812981102	136.2775	4.81445	10.5709554267778
LV7008886226	GeoB25202_R2		105.5	5.80618743835615	640010	46.28	8.28660076672425	7.41814596182794	41.2	42.8	428	4.39917967578849	36.607	4.45607	9.28041102375
LV7008886228	GeoB25202_R2		223.5	4.62066688195808	41750	6.39	7.9481233395712	6.42502643174099	47.1	51.7	85	3.59322076253541	120.0235	3.269765	15.13774048625
LV7008886229	GeoB25202_R2		167.5	6.11657188333034	1307891	132.24	8.06811553746586	7.62138217997419	44.2	45.4	903	5.360615992873	68.149	4.42745	8.09207392775
LV7008886690	GeoB25202_R1		20.5	5.81742520930415	656787	49.49	8.69039887301412	7.66539168929721	43.4	44.7	302	4.14348171984848	2.324	3.21564	6.90941715213889
LV7008886692	GeoB25202_R1		139.5	5.3544676404192	226186	51.47	8.01224468755067	7.33270176453461	52.6	56	325	4.61920384688473	53.875	4.3875	6.235490352
LV7008886695	GeoB25202_R1		201.5	5.87250356943366	745595	81.19	7.91446671510045	7.48737966016993	42.3	43.5	647	5.01886600343781	95.3875	3.76225	6.490722559125
LV7008886702	GeoB25202_R2		20.5	6.01527129453217	1035788	70.74	8.52111468349625	7.86287875442185	48.7	49.9	600	4.85682078410213	2.324	3.21564	6.90941715213889
LV7008886703	GeoB25202_R1		84.5	5.79185268990988	619230	41.04	8.14481128013131	7.511104407116	55.3	57.3	750	5.54018440474066	27.6855	4.75	7.86592749392857
LV7008886704	GeoB25202_R2		139.5	5.42625906963631	266844	23.87	8.27107924566535	7.27689005089396	56.9	61.2	383	4.84040681204463	53.875	4.3875	6.235490352
LV7008886705	GeoB25202_R1		159.5	4.91791492919863	82777	23.86	7.97819463242036	7.09799862242348	43.4	45.3	207	4.76097197354299	59.738	4.55546	7.834293148625
LV7008886706	GeoB25202_R1		185.5	6.00677314884995	1015717	126.07	8.08193157725449	7.64711180355567	45.3	46.5	767	5.19771072379959	79.0255	4.046175	8.49363513875
LV7008886707	GeoB25202_R2		201.5	5.7550420408717	568907	68.75	7.84402521225956	7.39977048396913	43.2	44.1	560	4.92558542007848	95.3875	3.76225	6.490722559125
LV7008886708	GeoB25202_R1		213.5	5.72831481553461	534951	133.59	7.72298328210781	7.37573488726542	42	43.3	539	4.84714684284077	109.6305	4.06956	10.5363336105
LV7008886709	GeoB25202_R1		249.5	5.31730474543867	207636	17.31	8.11074679212513	6.93353400489384	45.6	48.3	388	5.24304754053314	147.206	4.79734	9.36027059022222
LV7008886714	GeoB25202_R1		4.5	6.576821573273	3774170	129.27	8.55709991946339	8.33818741065027	64.2	64.8	505	4.013911297423	0.692	3.23	8.77194686709375
LV7008886715	GeoB25202_R2		84.5	5.90930457911436	811529	77.28	8.21328494729575	7.6484871772082	53.6	55.5	780	5.14776903344886	27.6855	4.75	7.86592749392857
LV7008886717	GeoB25202_R2		159.5	5.30334511800236	201068	49.74	8.10894537215759	7.29879185621448	41.9	43.6	373	5.13492191109937	59.738	4.55546	7.834293148625
LV7008886718	GeoB25202_R2		185.5	5.83218754364935	679496	84.54	7.95144528235301	7.49316027247895	43.8	44.8	691	5.19741940564576	79.0255	4.046175	8.49363513875
LV7008886719	GeoB25202_R1		195.5	5.63698609630368	433496	42.16	8.36940462312284	7.4285015207567	39.4	40.8	432	4.7751798853992	87.2825	4.160225	8.63470754958333
LV7008886720	GeoB25202_R2		213.5	5.96096235080796	914033	81.94	7.98156540626257	7.56353649593675	40.9	42.2	639	4.67968530605698	109.6305	4.06956	10.5363336105
LV7008886721	GeoB25202_R2		249.5	5.45077087217787	282338	26.71	7.9461790451966	7.08300497447324	46.7	49.8	473	5.38215838445962	147.206	4.79734	9.36027059022222
LV7008886726	GeoB25202_R2		4.5	6.38444356166251	2423502	204.6	8.32406833444972	8.14988034752459	63.5	64.2	450	3.9122140000224	0.692	3.23	8.77194686709375
LV7008886727	GeoB25202_R1		59.5	6.08164249889909	1206819	79.12	8.2586548935589	7.75909459811802	47.9	48.6	945	5.77138928308655	16.4375	4.806875	7.29751179212
LV7008886728	GeoB25202_R2		129.5	5.51912678372496	330465	42.73	8.18254974779563	7.44325179738464	58.3	61.8	449	4.93136718610584	50.3555	4.336445	8.9755353679
LV7008886730	GeoB25202_R1		179.5	6.02737244331616	1065055	65.59	7.949785771079	7.50191547110233	43.4	44.5	837	5.33979750738577	75.351	3.98861	7.8788526045
LV7008886731	GeoB25202_R2		195.5	5.68329204815765	482271	63.44	7.90116941676874	7.4074115563396	39.2	40.6	444	4.65922763269075	87.2825	4.160225	8.63470754958333
LV7008886739	GeoB25202_R2		59.5	6.24543789363425	1759696	82.56	8.30381708210945	7.8309824023023	49.7	50.8	1047	5.80722293982221	16.4375	4.806875	7.29751179212
LV7008886740	GeoB25202_R1		119.5	5.59160213125582	390482	37.22	8.1023142033718	7.44969869954058	46	47.8	528	5.1948438527589	43.105	4.4621	8.3026120984
LV7008886741	GeoB25202_R1		155.5	4.56063581867836	36360	11.14	7.92521834701676	6.63544594546492	45.8	50.5	90	3.97868853906934	58.997	4.43018	9.918947659625
LV7008886742	GeoB25202_R2		179.5	6.12594329135435	1336420	108.77	7.9674595920427	7.59728283818888	43.1	43.9	958	5.50869370121997	75.351	3.98861	7.8788526045
LV7008886743	GeoB25202_R1		189.5	5.72944585578515	536346	85.87	7.73362488675602	7.38706847195066	42.7	43.7	512	4.8288529817183	81.6705	3.80659	7.83914049266667
LV7008886744	GeoB25202_R1		209.5	5.62029120681951	417148	52.79	7.68901334954828	7.32888158599926	42	43	430	4.62624744378642	105.5785	3.936775	8.648961519375
LV7008886745	GeoB25202_R2		240.5	5.17573499149085	149876	11.25	7.95301724481487	6.75284888696593	46.7	49.6	265	4.44350428943579	136.2775	4.81445	10.5709554267778
LV7008886751	GeoB25202_R1		38.5	5.74471298921875	555536	84.76	8.22362761632251	7.60395583138504	43.1	44.4	552	4.90063183188987	7.1335	3.376675	6.13742853745238
LV7008886752	GeoB25202_R2		119.5	5.58041743238211	380554	26.14	8.34881468443	7.42934158879657	57.3	61.2	491	5.05264546243521	43.105	4.4621	8.3026120984
LV7008886753	GeoB25202_R2		155.5	5.26367630109068	183516	24.03	8.11124352126373	6.98361212609747	43.9	47.9	313	4.97200014016842	58.997	4.43018	9.918947659625
LV7008886754	GeoB25202_R1		173.5	6.05530798220513	1135815	93.18	7.98091354879309	7.58824401198085	45.2	46.3	933	5.59716456725788	71.8895	4.211105	10.5567572325
LV7008886755	GeoB25202_R2		189.5	5.80364417706739	636273	58.83	7.74322793847916	7.38854784733442	44.5	45.1	630	5.03278574728939	81.6705	3.80659	7.83914049266667
LV7008886756	GeoB25202_R2		209.5	5.61769528539364	414662	62.05	7.72008248025816	7.27310942687438	43.1	44.3	493	4.96069583130431	105.5785	3.936775	8.648961519375
LV7008886757	GeoB25202_R1		227.5	4.61532918738783	41240	7.44	7.78502340693055	6.45410776284002	49.7	54	97	3.84135451533403	123.1195	3.120315	15.0483957938462
LV7008886763	GeoB25202_R2		38.5	5.46275876170626	290240	37.96	8.18696504950524	7.54666717216855	44.3	46.4	323	4.36617471261151	7.1335	3.376675	6.13742853745238
LV7008886765	GeoB25202_R1		149.5	5.60798014831692	405489	42.2	8.12703409335713	7.46566588350838	51.4	54.5	549	5.21668099168653	58.181	4.47914	7.16758002833333
LV7008886766	GeoB25202_R2		173.5	6.07432300955226	1186650	126.44	7.89746884733528	7.59202072768276	43.7	44.9	900	5.4589647578697	71.8895	4.211105	10.5567572325
LV7008886768	GeoB25202_R1		205.5	5.79634533166474	625669	82.16	7.84531218124984	7.39368617545801	44	45.4	669	5.29570283054352	102.2955	3.86591	7.669916553875
LV7008886769	GeoB25202_R2		227.5	5.05232834986261	112804	14.6	7.9147650112889	6.78176355797553	49.9	54.2	187	4.38099130928001	123.1195	3.120315	15.0483957938462
LV7008886776	GeoB25202_R1		105.5	5.90345409881058	800670	70.05	8.18458544151618	7.61704494318164	56	58.3	829	5.70399081923291	36.607	4.45607	9.28041102375
LV7008886777	GeoB25202_R2		149.5			0.08							58.181	4.47914	7.16758002833333
LV7008886778	GeoB25202_R1		167.5	6.02920434047086	1069557	72.83	7.85906544023652	7.50907053322555	47.2	48	840	5.36535063361141	68.149	4.42745	8.09207392775
LV7008886780	GeoB25202_R2		205.5	5.95032200706702	891911	96.96	7.95729628408626	7.5146659788839	44.1	45.2	789	5.38299105738129	102.2955	3.86591	7.669916553875
LV7008886781	GeoB25202_R1		223.5	4.39557099712082	24863	10.9	7.01763955023627	6.21594698382105	51.1	53.5	66	3.63057435440158	120.0235	3.269765	15.13774048625
