taxon	prevalence	mean_count	median_count	var_log	cor_depth	cor_age	core_eta2	neutral_score	selected
S__GCA_003644175.1	0.303738317757009	509.92523364486	0	11.6868090962877	0.234811755627416	0.014589769706003	0.0290501500907277	0.278451675424147	not_selected
S__TARA_ARC_108_MAG_00104	0.0841121495327103	24.9859813084112	0	2.95986123370445	0.182739540832312	-0.0897470055782377	0.00633094142487806	0.278817487835428	not_selected
S__TARA_PSE_93_MAG_00155	0.0467289719626168	19.8084112149533	0	1.85581983864142	0.169014692136073	-0.101167892459743	0.00867325296036955	0.278855837556185	not_selected
S__TARA_MED_95_MAG_00207	0.214953271028037	131.196261682243	0	7.55358256453615	0.227036961400041	-0.0131688554127179	0.0387194207406286	0.278925237553388	not_selected
S__GCA_003354025.1	0.0607476635514019	18.1635514018692	0	2.25239979837281	0.112711657546199	-0.155983075735443	0.011170679437736	0.279865412719378	not_selected
S__GCF_014076985.1	0.0841121495327103	28.2476635514019	0	3.06329148690751	0.142400451510913	-0.132662031188733	0.0054175391141884	0.280480021813834	not_selected
S__TARA_PSE_93_MAG_00076	0.102803738317757	29.2242990654206	0	3.50348129369652	0.224120046254988	0.0478491588533803	0.0085266231204087	0.280495828228777	not_selected
S__GCA_011049595.1	0.088785046728972	42.3457943925234	0	3.49823469479992	-0.0667812133660571	0.163203255941469	0.0510774322136468	0.281061901521173	not_selected
S__3300024060_33	0.0607476635514019	9.75700934579439	0	1.87703048798956	0.205518317410086	-0.0649154344008727	0.0106661999483814	0.28109995175934	not_selected
S__GCA_902556205.1	0.0514018691588785	9.30373831775701	0	1.67297529732917	0.213459979953394	-0.0402583180167576	0.0280661225825336	0.281784420552685	not_selected
S__GCA_018608545.1	0.0934579439252336	36.1448598130841	0	3.54252574704674	0.222878374494607	0.0515592108948055	0.00762226895197792	0.282059854341391	not_selected
S__GCF_017948265.1	0.0467289719626168	6.39252336448598	0	1.39739645348228	0.1199835748245	-0.158502583719376	0.00535122890962872	0.283837387453504	not_selected
S__Moniruzzaman_LP01_SRX672316_10_dc	0.0467289719626168	19.8364485981308	0	1.94110266587392	0.189081629989856	-0.0829511349599245	0.0119975362936968	0.284030301243477	not_selected
S__GCA_013349685.1	0.41588785046729	359.158878504673	0	12.4053350301773	0.0192117398101949	0.0465122028165035	0.220953233180538	0.286677175807236	not_selected
S__GCA_002498985.1	0.0794392523364486	23.411214953271	0	2.89416447469514	0.209885147659204	-0.070424593730827	0.00641158707255777	0.286721328462589	not_selected
S__GCA_004124295.1	0.233644859813084	199.957943925234	0	8.28141015078525	0.209597605635343	-0.0449358351554195	0.032403745864038	0.2869371866548	not_selected
S__3300026264_27	0.0747663551401869	27.4065420560748	0	2.78243784437874	0.144346988354745	-0.119898211085986	0.0236381383258429	0.287883337766573	not_selected
S__IMGVR_UViG_3300046171_000252	0.0514018691588785	9.91588785046729	0	1.70729483556365	0.241187393805599	0.0214149144462401	0.0260695427236706	0.28867185097551	not_selected
S__IMGVR_UViG_3300046168_000042	0.102803738317757	20.1261682242991	0	3.21431613230618	0.262192374250846	-0.00452549533112798	0.0228703978967942	0.289588267478768	not_selected
S__3300025665_31	0.0794392523364486	20.8971962616822	0	2.70915310772774	0.217912502444167	0.0505161197507443	0.0218561170633119	0.290284739258223	not_selected
S__GCF_000424645.1	0.0747663551401869	15.2897196261682	0	2.45529898280209	0.156148476519248	-0.131444996851482	0.00271635026958194	0.290309823640312	not_selected
S__3300020307_16	0.0654205607476636	40.4719626168224	0	2.93036505822977	0.142669960852493	-0.137878535004991	0.0102728739359256	0.290821369793409	not_selected
S__GCA_016649905.1	0.116822429906542	81.5794392523364	0	5.16582958433648	0.205316845101419	-0.0340384028999874	0.0523208131738071	0.291676061175213	not_selected
S__GCA_018263505.1	0.0467289719626168	15.4158878504673	0	1.81637047570418	0.12898400254658	0.0762880819566917	0.0865986108445394	0.291870695347811	not_selected
S__GCA_003208835.1	0.0981308411214953	30.5514018691589	0	3.47262199230785	0.238891852512252	0.0379130577037104	0.0156322547392478	0.29243716495521	not_selected
S__TARA_MED_MAG_00108	0.0747663551401869	38.3504672897196	0	2.74872452701818	0.187844359870342	0.0970866282866835	0.00875246194131903	0.293683450098344	not_selected
S__GCA_000383735.1	0.0514018691588785	12.7523364485981	0	1.80201383027766	0.186732971860929	-0.0877282398207926	0.0200752459929109	0.294536457674633	not_selected
S__GCA_013139265.1	0.0607476635514019	19.7336448598131	0	2.11145001420463	0.172979172358153	-0.0886973703004261	0.0338380986831101	0.295514641341689	not_selected
S__GCA_002295285.1	0.0467289719626168	8.11682242990654	0	1.50968960442837	0.181356879471335	-0.107441070847179	0.00737096269809417	0.296168913016608	not_selected
S__3300025707_32	0.0607476635514019	16.8224299065421	0	2.2216752459843	0.242139962553195	0.0190089719266729	0.0367693514484206	0.297918285928288	not_selected
S__IMGVR_UViG_3300037585_000783	0.0467289719626168	9.10747663551402	0	1.55808190914426	0.19828132948197	-0.0816021406767369	0.0181979917183606	0.298081461877067	not_selected
S__GCF_000384395.1	0.0467289719626168	12.5981308411215	0	1.67494487721352	0.188861033374606	-0.0205758982195583	0.0897588328193427	0.299195764413507	not_selected
S__GCA_002457395.1	0.0700934579439252	17.0046728971963	0	2.41801494664977	0.20615808965423	-0.0930066136707557	0.000227463376418795	0.299392166701404	not_selected
S__Moniruzzaman_LP01_ERX556034_38_dc	0.0747663551401869	16.8271028037383	0	2.46241142030853	0.255855476559263	0.0111309811380887	0.0327926585099751	0.299779116207327	not_selected
S__GCA_902555825.1	0.0841121495327103	22.6401869158879	0	2.87859026247952	0.252587384234555	-0.0260962474848802	0.0215982261487997	0.300281857868235	not_selected
S__GCF_003719305.1	0.135514018691589	38.3130841121495	0	4.57573108175837	0.0592944443863359	-0.225410879814056	0.0158080225225556	0.300513346722948	not_selected
