sample	total_reads_retained_taxa	OAP	MGI	MFI	DCI	MII	SRPI	tea_mode	n_taxa_input	n_taxa_with_comp	n_taxa_with_ko	n_taxa_with_oap	weight_supported_comp	weight_supported_ko	weight_supported_oap	core	age_kyr	state	state_label
LV3003061503	1167454	360.643304851247	-13.8155105579643	0	-1.41907990907759	-2.73139896908409	-0.705364350878749	ko	769	715	676	585	0.984312872284475	0.939171907415624	0.861536300359586	ST13	73.1472	4	IG-B
LV3003061504	396789	395.833145947036	-13.8155105579643	0	-1.12945630762102	-2.66565509800713	-0.890636232594163	ko	450	424	402	348	0.983552971478544	0.929322637472309	0.861714916492141	ST13	50.268	1	G-A
LV3003061505	454584	410.878767624376	-13.8155105579643	0	-1.75618173743817	-2.26290213903962	-0.858105674450898	ko	529	509	484	419	0.989757668549707	0.946905302430354	0.845423508086514	ST13	32.81	1	G-A
LV3003061506	484905	430.472046504425	-5.10554341411197	-2.74441784527308	-3.12378770189361	-2.13478798971144	-0.823254816211393	ko	467	454	415	373	0.99415143172374	0.933034305688743	0.880941627741516	ST13	11.95	3	IG-A
LV3003061513	213784	464.228352127494	-13.8155105579643	0	-0.890820254240019	-2.4918312250307	-0.99599192274952	ko	347	336	322	270	0.987492048048498	0.959005351195599	0.848187890581147	ST13	138.493	2	IG-D
LV3003061514	1392493	424.836614793754	-13.8155105579643	5.51244875115467	-1.38824151055289	-2.90861348702743	-0.791995472804124	ko	945	871	828	705	0.977790193559321	0.929879719323544	0.81653552297929	ST13	100.6726	4	IG-B
LV3003061515	1712411	448.708525170168	-13.8155105579643	4.62973672390513	-1.58113430018658	-3.14331920390242	-0.852043862611493	ko	984	899	851	731	0.964568085582258	0.911755413858005	0.785586520992916	ST13	71.0012	4	IG-B
LV3003061516	448781	366.771060402477	-13.8155105579643	0	-1.47352905903067	-2.54043601292359	-0.820742042857296	ko	464	442	419	358	0.988733925901498	0.934484748685885	0.870613952016685	ST13	48.537	1	G-A
LV3003061517	1029848	434.423600006369	-5.29855820778433	-8.51695235017995	-2.01887493066393	-2.41016081751478	-0.84291892026322	ko	862	796	756	651	0.981898299554886	0.937131499017331	0.832652003014037	ST13	30.678	4	IG-B
LV3003061518	1323453	501.812194442165	-13.8155105579643	4.75994986618361	-1.84221279140721	-2.88685071832292	-1.09430986679887	ko	878	800	751	658	0.977045652546785	0.89812860751383	0.773207662077913	ST13	9.804	3	IG-A
LV3003061527	14647	265.651457084597	-13.8155105579643	0	0	-2.74862401120835	-0.479023033220935	ko	49	49	47	43	1	0.971325186044924	0.936642315832594	ST13	133.7754	2	IG-D
LV3003061528	1017781	416.588321315107	-13.8155105579643	5.39847563492075	-1.69641895701381	-2.96452667462008	-0.785715059809556	ko	825	767	724	616	0.982287938171375	0.938974101501207	0.820309084174297	ST13	95.118	4	IG-B
LV3003061529	1022208	435.12230657637	-13.8155105579643	5.12843224289291	-1.36265386117953	-2.79037965878138	-0.83241500374966	ko	869	807	761	653	0.979542324067117	0.925561138241923	0.814102413598798	ST13	66.015	4	IG-B
LV3003061530	628860	258.445820289202	-13.8155105579643	0	-2.07828584331685	-1.70420208294142	-0.683110019137912	ko	417	402	381	332	0.995215151226028	0.964128740896225	0.92469230035302	ST13	47.046	1	G-A
LV3003061531	983144	403.355773497175	-5.9476282139265	-1.95235611336114	-1.8347358529332	-2.37648848380016	-0.780006183321284	ko	924	875	829	724	0.987509459448463	0.942777456812023	0.866125409909433	ST13	28.445	1	G-A
LV3003061533	723360	317.85090308064	-4.25448527659869	-2.63323320132927	-2.65425442795602	-1.44850306223633	-0.619454672224085	ko	576	540	481	443	0.987714277814643	0.884551260783013	0.910712508294625	ST13	7.912	3	IG-A
LV3003061539	281351	400.366536508939	-13.8155105579643	0	-1.53515563315078	-2.73183128519131	-0.994358680320517	ko	374	358	344	291	0.987723519731581	0.953232794623086	0.829220439948676	ST13	130.0556	2	IG-D
LV3003061541	648194	338.175668962721	-13.8155105579643	0	-1.43329637838539	-2.18745113790502	-0.744213450384805	ko	596	570	538	471	0.989351953273248	0.931397081737875	0.871441266040722	ST13	91.09	4	IG-B
LV3003061543	850907	500.736876710928	-13.8155105579643	0	-1.06711377161529	-3.06653893331648	-0.989512997248127	ko	801	722	684	590	0.969117659156641	0.930905492609651	0.825315810070901	ST13	62.293	4	IG-B
LV3003061544	419887	512.016461620744	-13.8155105579643	0	-1.39039086206936	-2.46643625458862	-1.07939143930415	ko	567	541	514	437	0.984374367389321	0.933729789205191	0.839104330450812	ST13	45.122	1	G-A
LV3003061545	853834	440.07383056796	-13.8155105579643	5.56069586535107	-1.5971219307398	-2.44519827697731	-0.804390495884477	ko	790	757	721	632	0.989556518011698	0.949508920937794	0.863309495756787	ST13	23.172	1	G-A
LV3003061546	662119	287.153652434994	-3.85012192689667	-4.05386334126112	-2.56922587595627	-1.3999913297373	-0.542745828892502	ko	461	438	386	367	0.990773561852175	0.890472860618711	0.933717352922964	ST13	7.197	3	IG-A
LV3003061555	37477	230.713190937884	-13.8155105579643	0	-11.1112687692577	-2.5438479432132	-0.670941584661002	ko	99	96	92	80	0.991194599354271	0.959708621287723	0.896709982122368	ST13	126.443	2	IG-D
LV3003061556	481812	331.999238037148	-13.8155105579643	0	-1.48224348255796	-2.66657099235614	-0.728201653031137	ko	539	511	483	411	0.988211169501797	0.925848671265971	0.855549467427129	ST13	86.6174	4	IG-B
LV3003061557	444799	430.159187936307	-13.8155105579643	0	-0.919857580664643	-3.19300811555174	-0.834998537676803	ko	531	483	463	394	0.968237338663081	0.933851020348517	0.845914671570754	ST13	58.082	4	IG-B
LV3003061558	584697	429.695693518945	-13.8155105579643	0	-1.52766824507835	-2.48194540846583	-0.922000228132684	ko	637	605	577	500	0.985351387128718	0.937023791810117	0.859253596307147	ST13	42.626	1	G-A
LV3003061559	674707	460.116312985196	-5.49904784283198	-8.3164627151323	-1.80741536630061	-2.53159578886043	-0.776339059280332	ko	721	687	655	562	0.986453379022302	0.935612050860596	0.847351517028873	ST13	21.069	1	G-A
LV3003061568	22478	223.360686232224	-13.8155105579643	0	-8.53161383028263	-2.1456973374569	-0.552544706949278	ko	53	53	50	45	1	0.968724975531631	0.940564107126969	ST13	121.6354	2	IG-D
LV3003061569	720079	377.410800315856	-13.8155105579643	0	-1.36379714272065	-2.99789043687046	-0.731699425585932	ko	710	660	618	527	0.980285496452472	0.924074997326682	0.834495937251329	ST13	81.6946	4	IG-B
LV3003061570	485560	440.294857989319	-13.8155105579643	6.07667741343887	-1.23583797708103	-2.77946241946382	-0.855618821315391	ko	594	557	533	458	0.978768844221106	0.944066644698904	0.842023642804185	ST13	55.466	4	IG-B
LV3003061571	632984	321.033989218674	-13.8155105579643	0	-2.3430919859301	-2.11616408802228	-0.669205403165552	ko	558	544	514	459	0.995889311578176	0.958809385387308	0.909015077790276	ST13	40.457	1	G-A
LV3003061572	1903659	488.488439490672	-5.58246461847447	-2.92228257017722	-0.838303279451375	-2.5718641427921	-0.941828467215292	ko	943	862	813	711	0.97979470062653	0.93783918233255	0.775939388304313	ST13	19.099	3	IG-A
LV7001898064	953475	433.006125494634	-5.15391162463789	-3.21805916496164	-2.30164011066961	-2.09400505466333	-0.752991059058528	ko	669	647	589	532	0.994409921602559	0.924890532001363	0.884010592831485	ST13	6.808	3	IG-A
LV7001898076	2366636	438.601989902503	-6.21572253642707	-1.33677929659251	-1.45838066318438	-2.15162713287137	-0.809503388797667	ko	1083	990	908	820	0.983317248617869	0.925630303941966	0.817982148501079	ST13	6.429	3	IG-A
LV7001898088	2576046	277.926510520608	-13.8155105579643	0	-1.95151567181392	-2.55243436324969	-0.643194155209997	ko	734	680	648	548	0.989847619180713	0.916430451940687	0.896788721940524	ST13	6.031	3	IG-A
LV7001898100	3291174	313.393112603492	-13.8155105579643	0	-2.77697877639923	-2.59546736674347	-0.381406435198135	ko	562	544	514	418	0.997552545079659	0.877281176868801	0.927136942622906	ST13	5.659	5	IG-C
LV7008886221	438595	306.90122456496	-13.8155105579643	0	-2.06264109360982	-2.54523272262969	-0.555899069666366	ko	472	462	437	384	0.996721348852586	0.958569979137929	0.897201290484388	GeoB25202_R1	50.3555	1	G-A
LV7008886222	282824	376.172408720504	-13.8155105579643	0	-1.40206103562249	-2.62276610740358	-0.681834437298865	ko	366	357	342	291	0.994144768477923	0.912274064435833	0.880476904364552	GeoB25202_R1	136.2775	1	G-A
LV7008886226	640010	310.983577047026	-13.8155105579643	0	-2.36228146820155	-1.85836688989872	-0.420605118297009	ko	428	424	401	359	0.998207840502492	0.970467648942985	0.891382947141451	GeoB25202_R2	36.607	1	G-A
LV7008886228	41750	327.346761887905	-13.8155105579643	0	-2.08477638516222	-2.71274065818797	-0.30337134474715	ko	85	85	79	74	1	0.907568862275449	0.925580838323353	GeoB25202_R2	120.0235	2	IG-D
LV7008886229	1307891	368.486495262843	-13.8155105579643	0	-1.67411145532002	-2.19718478995995	-0.558128442864668	ko	903	844	801	709	0.983979551812804	0.934914300962389	0.876430834067977	GeoB25202_R2	68.149	4	IG-B
LV7008886690	656787	262.984431204014	-5.26123415603982	-8.55427640192445	-3.09756932646232	-0.833874812886706	-0.246643119129245	ko	302	298	256	256	0.997061452190741	0.916067157236669	0.967733831516154	GeoB25202_R1	2.324	3	IG-A
LV7008886692	226186	288.295684598179	-13.8155105579643	0	-1.95587055891106	-2.81625467507601	-0.822991128612686	ko	325	321	307	265	0.997112995499279	0.824922851104843	0.908535453122651	GeoB25202_R1	53.875	1	G-A
LV7008886695	745595	344.166371159031	-13.8155105579643	0	-1.55465912953719	-2.07756221030244	-0.443544619936838	ko	647	629	592	529	0.995807375317699	0.955883556086079	0.906683923577814	GeoB25202_R1	95.3875	4	IG-B
LV7008886702	1035788	343.483289802383	-5.52803595070276	-8.28747460726151	-1.95451952174898	-1.87577659472766	-0.577239691614116	ko	600	580	521	471	0.995235511513939	0.917863501025306	0.91820333890719	GeoB25202_R2	2.324	3	IG-A
LV7008886703	619230	461.769951511324	-13.8155105579643	0	-1.72565175607285	-2.34781123822127	-0.70094972154551	ko	750	724	694	599	0.991282722090338	0.950990746572356	0.852331120908225	GeoB25202_R1	27.6855	1	G-A
LV7008886704	266844	295.13543268343	-13.8155105579643	0	-1.92963823830764	-2.73113265249696	-0.929183732245919	ko	383	373	354	302	0.992452519074815	0.82572963978954	0.867203309798984	GeoB25202_R2	53.875	1	G-A
LV7008886705	82777	415.087923306121	-13.8155105579643	0	-1.65111728282047	-2.31438646772041	-0.831287539379244	ko	207	205	197	174	0.997257692354156	0.970644019474008	0.894161421650942	GeoB25202_R1	59.738	2	IG-D
LV7008886706	1015717	384.838540741302	-13.8155105579643	0	-1.29101499959218	-2.59784606993015	-0.500844008686709	ko	767	731	689	601	0.991707335803181	0.936995245722972	0.87780257689888	GeoB25202_R1	79.0255	4	IG-B
LV7008886707	568907	337.306642306539	-13.8155105579643	0	-1.57567047000976	-2.17541464044231	-0.416217104407856	ko	560	553	525	471	0.997540898600299	0.952957161715359	0.919343583397638	GeoB25202_R2	95.3875	4	IG-B
LV7008886708	534951	348.948227406646	-13.8155105579643	0	-1.45692400412694	-1.99636055036876	-0.384129092357349	ko	539	532	500	451	0.997403500507523	0.945626795725216	0.913059326929008	GeoB25202_R1	109.6305	4	IG-B
LV7008886709	207636	457.508771661532	-13.8155105579643	0	-1.5326443449582	-2.78282288486971	-0.785246215322384	ko	388	384	369	322	0.995309098614884	0.961841877131133	0.840865745824424	GeoB25202_R1	147.206	1	G-A
LV7008886714	3774170	348.48402345807	-13.8155105579643	0	-2.48686830445375	-1.93247531938739	-0.432886888686186	ko	505	494	468	384	0.999407551859084	0.87651059703193	0.923354008960911	GeoB25202_R1	0.692	5	IG-C
LV7008886715	811529	379.095844900918	-13.8155105579643	0	-1.81729438776033	-2.07223878202205	-0.724213576433727	ko	780	749	713	631	0.991878293936507	0.956824709899461	0.88918572226008	GeoB25202_R2	27.6855	1	G-A
LV7008886717	201068	439.200351806878	-13.8155105579643	0	-1.72058319076016	-2.52494430514571	-0.828939789509769	ko	373	366	350	304	0.994031869815187	0.953692283207671	0.89137008375276	GeoB25202_R2	59.738	2	IG-D
LV7008886718	679496	394.263134399443	-13.8155105579643	0	-1.46401731146296	-2.45821382075872	-0.500054461344044	ko	691	672	635	557	0.994354639320908	0.952539823633988	0.886724866665882	GeoB25202_R2	79.0255	4	IG-B
LV7008886719	433496	356.641515442499	-13.8155105579643	0	-1.52132464947892	-2.45727576215755	-0.445969667433761	ko	432	430	406	371	0.999079576282134	0.950793086902763	0.91293345267315	GeoB25202_R1	87.2825	2	IG-D
LV7008886720	914033	281.986246749135	-13.8155105579643	0	-1.57060785124515	-2.11540975652252	-0.467966355632879	ko	639	627	592	524	0.995950912056786	0.826940602800993	0.919066379441442	GeoB25202_R2	109.6305	4	IG-B
LV7008886721	282338	457.860789364411	-13.8155105579643	0	-1.81117571885992	-3.01696106085442	-0.785163074145866	ko	473	465	440	383	0.992544397141015	0.95579057725138	0.841332020486084	GeoB25202_R2	147.206	1	G-A
LV7008886726	2423502	358.591832158161	-13.8155105579643	0	-4.32607110167299	-2.42758218057498	-0.384326836578991	ko	450	444	418	346	0.999401279635833	0.858175483246971	0.931321698929896	GeoB25202_R2	0.692	5	IG-C
LV7008886727	1206819	535.752006573208	-6.10249147826736	-1.57933988127682	-1.65093641406563	-2.62713094418909	-0.98234364004233	ko	945	891	830	730	0.98422050034015	0.934343095360613	0.761704116358791	GeoB25202_R1	16.4375	3	IG-A
LV7008886728	330465	326.234486835815	-13.8155105579643	0	-1.59668582524026	-2.51284076577714	-0.917662312632418	ko	449	437	413	358	0.992798027022529	0.850289743240585	0.88285294963158	GeoB25202_R2	50.3555	1	G-A
LV7008886730	1065055	385.091230762765	-13.8155105579643	0	-1.40219233194895	-2.34321048479604	-0.582584417968997	ko	837	796	755	662	0.988699175159968	0.952496349953758	0.876612944871392	GeoB25202_R1	75.351	4	IG-B
LV7008886731	482271	337.657457528381	-13.8155105579643	0	-1.34170686729673	-2.0056536914751	-0.397762578805992	ko	444	442	419	380	0.999299149233522	0.95478061090134	0.920179732971711	GeoB25202_R2	87.2825	2	IG-D
LV7008886739	1759696	526.92219918829	-13.8155105579643	6.32952897257522	-1.52972835487068	-2.67740702381411	-1.02103762994544	ko	1047	969	907	802	0.981370077558851	0.933221988343441	0.757908752420873	GeoB25202_R2	16.4375	3	IG-A
LV7008886740	390482	403.589610672155	-13.8155105579643	0	-1.87606657568805	-2.73771555484858	-0.48759198930554	ko	528	515	486	416	0.992788399977464	0.950486834220271	0.874104312106576	GeoB25202_R1	43.105	1	G-A
LV7008886741	36360	320.592279105236	-13.8155105579643	0	-0.774386078074295	-1.81860909405818	-0.831248229219872	ko	90	89	84	77	0.992601760176018	0.922304730473047	0.903630363036304	GeoB25202_R1	58.997	2	IG-D
LV7008886742	1336420	391.635694022236	-13.8155105579643	0	-1.45881670926275	-2.45342301706957	-0.610644084960234	ko	958	900	856	756	0.987076667514703	0.950571676568743	0.868453031232696	GeoB25202_R2	75.351	4	IG-B
LV7008886743	536346	349.683114417479	-13.8155105579643	0	-1.46083775762208	-1.99415353655817	-0.381677832964252	ko	512	499	476	431	0.995484258295951	0.94969851551051	0.916936082305079	GeoB25202_R1	81.6705	4	IG-B
LV7008886744	417148	310.611708523415	-13.8155105579643	0	-1.69551108976676	-1.98324282001802	-0.29907960798468	ko	430	424	395	359	0.99673976622206	0.933093290630664	0.924988253569477	GeoB25202_R1	105.5785	2	IG-D
LV7008886745	149876	376.899171756065	-13.8155105579643	0	-3.02262995870268	-2.83479502344477	-0.519826704493726	ko	265	264	257	217	0.999252715578211	0.986048466732499	0.890616242760682	GeoB25202_R2	136.2775	2	IG-D
LV7008886751	555536	355.301399540759	-5.04233846926393	-1.92768263529605	-3.01849869815567	-1.68035455110348	-0.349185238509975	ko	552	533	476	441	0.993130958209729	0.920422798882521	0.916487860372685	GeoB25202_R1	7.1335	3	IG-A
LV7008886752	380554	356.78217846986	-13.8155105579643	0	-2.17106827710112	-2.59036187648741	-0.652730978906389	ko	491	482	459	402	0.996000567593561	0.894038690961073	0.894443364148058	GeoB25202_R2	43.105	1	G-A
LV7008886753	183516	466.927520483875	-13.8155105579643	0	-1.0383426128266	-3.21732440897077	-0.808023794220988	ko	313	308	293	255	0.99461627324048	0.960624686675821	0.799783125177096	GeoB25202_R2	58.997	2	IG-D
LV7008886754	1135815	413.019507662354	-13.8155105579643	0	-2.02191185542728	-2.59897426208722	-0.642600692453862	ko	933	877	832	731	0.979670985151631	0.908819658130946	0.853977100143949	GeoB25202_R1	71.8895	4	IG-B
LV7008886755	636273	360.186460714879	-13.8155105579643	0	-1.24797026113797	-2.50998032767217	-0.51011466542905	ko	630	604	567	502	0.991629379213011	0.930492100089113	0.883289091317721	GeoB25202_R2	81.6705	4	IG-B
LV7008886756	414662	371.406908190864	-13.8155105579643	0	-1.73025909911512	-2.04714644743539	-0.421437441689854	ko	493	487	458	412	0.997356883437595	0.957922356039377	0.901430562723375	GeoB25202_R2	105.5785	4	IG-B
LV7008886757	41240	355.130986366134	-13.8155105579643	0	-1.68069401608489	-2.24676579067985	-0.396829332563339	ko	97	97	92	83	1	0.942119301648885	0.913627546071775	GeoB25202_R1	123.1195	2	IG-D
LV7008886763	290240	296.187433215104	-4.7369705214489	-1.9429663730113	-2.52300058580588	-0.977018042798636	-0.589819676449209	ko	323	316	278	261	0.99694046306505	0.913475055126792	0.904089718853363	GeoB25202_R2	7.1335	3	IG-A
LV7008886765	405489	402.459881668536	-13.8155105579643	0	-2.10149401232503	-2.76102588476099	-0.712635301020384	ko	549	534	511	446	0.99352140255346	0.886485206750368	0.873690778294849	GeoB25202_R1	58.181	1	G-A
LV7008886766	1186650	416.737628161581	-13.8155105579643	0	-1.9071856009253	-2.57660206166188	-0.587955132438921	ko	900	835	788	685	0.977666540260397	0.935829435806683	0.848003202292167	GeoB25202_R2	71.8895	4	IG-B
LV7008886768	625669	401.093252127431	-13.8155105579643	0	-1.50894504204895	-2.39113103374218	-0.537939709827588	ko	669	654	617	534	0.994957397601607	0.955951149889159	0.873773512831865	GeoB25202_R1	102.2955	4	IG-B
LV7008886769	112804	467.454639633562	-13.8155105579643	0	0.039763369858718	-2.23413096926833	-0.804388465947676	ko	187	186	177	166	0.998235878160349	0.964433885323215	0.92949718095103	GeoB25202_R2	123.1195	2	IG-D
LV7008886776	800670	454.812586550568	-13.8155105579643	0	-1.79423369729441	-2.62758962853707	-0.927835878928865	ko	829	787	751	646	0.983852273720759	0.921960358200008	0.837862040541047	GeoB25202_R1	36.607	1	G-A
LV7008886778	1069557	383.034324581171	-13.8155105579643	0	-1.3662512881328	-2.57674691557445	-0.665280895467204	ko	840	782	737	642	0.979608379918041	0.931061177665146	0.864618715973062	GeoB25202_R1	68.149	4	IG-B
LV7008886780	891911	385.476244169429	-13.8155105579643	0	-1.81666217902753	-2.31766208357202	-0.584159831670174	ko	789	760	721	624	0.991570907859641	0.945143629801628	0.870085692406529	GeoB25202_R2	102.2955	4	IG-B
LV7008886781	24863	356.838285911918	-13.8155105579643	0	-0.716407101243091	-2.57004246633125	-0.433503648499965	ko	66	66	63	57	1	0.95004625346901	0.931062220970921	GeoB25202_R1	120.0235	2	IG-D
