sample	total_reads_retained_taxa	OAP	MGI	MFI	DCI	MII	SRPI	tea_mode	n_taxa_input	n_taxa_with_comp	n_taxa_with_ko	n_taxa_with_oap	weight_supported_comp	weight_supported_ko	weight_supported_oap	core	age_kyr	state	state_label
LV3003047113	524909	391.31251469008	-13.8155105579643	0	-1.67099150177892	-2.31452997258822	-0.711589646345751	ko	644	626	597	522	0.991901453394779	0.955127460188337	0.851513309926102	ST8	36.48927	1	G-A
LV3003047114	219614	521.457123216669	-13.8155105579643	0	-1.76052402593273	-2.95823478990408	-0.95223127239043	ko	419	402	384	326	0.983612155873487	0.943578278251842	0.827192255502837	ST8	32.3855	1	G-A
LV3003047117	291425	491.512581467265	-13.8155105579643	0	-2.03529827623816	-2.63193312082737	-0.848220780974077	ko	500	485	463	395	0.98907780732607	0.947104743930685	0.815163421120357	ST8	28.7616666666667	1	G-A
LV3003047118	1319922	457.705643334595	-6.13590587844805	-7.67960467951622	-2.12428591242996	-2.71613672460182	-0.72129674148623	ko	864	818	772	673	0.98666966684395	0.954425337254777	0.794426488837977	ST8	24.528	3	IG-A
LV3003047122	43633	343.786694705115	-13.8155105579643	0	-3.25235441763796	-2.64957583380648	-0.512010135646267	ko	126	125	120	109	0.997685238237114	0.934384525473839	0.912978708775468	ST8	76.951	2	IG-D
LV3003047123	25995	317.552780974712	-13.8155105579643	0	-11.4309895769915	-3.12995826123462	-0.423179047165626	ko	82	82	78	68	1	0.969032506251202	0.896403154452779	ST8	75.589	2	IG-D
LV3003047124	69484	290.764392247117	-13.8155105579643	0	-1.29585465422427	-2.60378507452099	-0.253364469990552	ko	145	145	139	123	1	0.973634217949456	0.937222957803235	ST8	74.227	2	IG-D
LV3003047125	107697	335.300775257887	-13.8155105579643	0	-1.97004163653563	-2.74460319869998	-0.580075071678723	ko	232	229	216	184	0.995403771692805	0.938809809001179	0.880720911446001	ST8	72.872	2	IG-D
LV3003047126	159066	454.349407136929	-13.8155105579643	0	-2.00650052675916	-2.92457554104988	-0.788814536889874	ko	356	348	331	279	0.986728779248865	0.949693837778029	0.816032338777614	ST8	64.210824	1	G-A
LV3003047127	96803	412.121620178135	-13.8155105579643	0	-1.89704975770091	-2.23784406630989	-0.656746283684495	ko	240	238	228	202	0.994989824695516	0.962428850345547	0.866388438374844	ST8	47.6248	2	IG-D
LV3003047128	391438	439.764968442372	-4.36680979299676	-9.44870076496751	-1.74700730564018	-2.37469696115794	-0.74964229703238	ko	564	552	521	448	0.993166223003388	0.942670359035147	0.824327224234745	ST8	39.57797	1	G-A
LV3003047129	331944	469.877949442605	-5.20393438833838	-8.6115761696259	-1.52054807632062	-2.34172322349198	-0.836515961793103	ko	549	537	516	445	0.992908442387873	0.951461692333647	0.852926999734895	ST8	36.0373	1	G-A
LV3003047130	253221	483.100502627062	-13.8155105579643	0	-1.96143869286375	-2.67980421426866	-0.905876802204597	ko	462	448	430	363	0.989787576859739	0.954336330715067	0.823462509033611	ST8	31.936	1	G-A
LV3003047131	352895	471.962803624513	-13.8155105579643	0	-1.62406660230675	-2.4098622818825	-0.779288418488446	ko	547	528	510	438	0.988789866674223	0.947998696496125	0.83858654840675	ST8	28.2453333333333	1	G-A
LV3003047132	2357051	464.106673223207	-6.31027938779155	-7.50523117017273	-1.41348465466211	-2.57545714103351	-0.910236601400379	ko	1077	987	939	827	0.981854444388348	0.927203951038819	0.801556266707848	ST8	23.987	3	IG-A
