state	module	index	analysis_set	n	median_centered	mean_centered	p_value	status	q_value	direction
3	green	MGI	include_grey	30	-1.96738397745884	-1.78352308413185	2.8888470075022e-05	ok	0.000138664656360106	depleted
3	turquoise	MGI	include_grey	32	-1.99125427873689	-1.83091499088153	1.30706054780131e-05	ok	0.000116534843503879	depleted
3	yellow	MGI	include_grey	32	-1.99125427873689	-1.83091499088153	1.30706054780131e-05	ok	0.000116534843503879	depleted
3	blue	MGI	include_grey	31	-1.97174367898983	-1.79596300772414	1.94224739173131e-05	ok	0.000116534843503879	depleted
3	brown	MGI	include_grey	32	9.28591447831714	6.81520842697003	1.8841157194807e-05	ok	0.000116534843503879	enriched
5	green	MGI	include_grey	13	0	0		ok		no_call
5	turquoise	MGI	include_grey	13	0	0		ok		no_call
5	grey	MGI	include_grey	13	0	0		ok		no_call
5	yellow	MGI	include_grey	13	0	0		ok		no_call
5	blue	MGI	include_grey	13	0	0		ok		no_call
5	brown	MGI	include_grey	4	0	0		insufficient_n		no_call
2	turquoise	MGI	include_grey	51	0	-0.455444873714396	0.0224942712224497	ok	0.0449885424448993	no_call
2	grey	MGI	include_grey	51	0	-0.455444873714396	0.0224942712224497	ok	0.0449885424448993	no_call
2	green	MGI	include_grey	26	0	-0.192841024335057	0.371093369522698	ok	0.445312043427237	no_call
1	grey	MGI	include_grey	75	0	0.108582168957296	1	ok	1	no_call
1	turquoise	MGI	include_grey	75	0	-0.307747918957114	0.00588927004181748	ok	0.0176678101254524	no_call
1	yellow	MGI	include_grey	75	0	-0.307747918957114	0.00588927004181748	ok	0.0176678101254524	no_call
1	green	MGI	include_grey	67	0	-0.225930931233444	0.0222541248230991	ok	0.0449885424448993	no_call
1	blue	MGI	include_grey	66	0	-0.349713544269448	0.00588927004181748	ok	0.0176678101254524	no_call
1	brown	MGI	include_grey	60	0	1.2706165247699	0.0322007647525047	ok	0.0594475656969318	no_call
