sample	MEblack	MEgreen	MEbrown	MEturquoise	MEred	MEblue	MEyellow	MEgrey
LV3003061546	0.301302606279475	0.298588222953177	-0.048340091515205	-0.0357570250885959	-0.0254785871274178	-0.0201689159263885	-0.0055862407701259	0.00819040178713249
LV3003061533	0.362372233725237	0.284018591500177	-0.0412780815945573	-0.0180587481199712	0.0306565448543863	0.0249069438247718	0.0222651767099746	0.0010685335815583
LV3003061518	0.0214154326826505	0.0427315154050856	0.00909321232297556	0.175383287512165	0.0654931486700979	0.0484962171843868	0.0275071582555205	-0.0280605565033994
LV3003061506	0.154482394362837	0.15665321954649	-0.0462839728015827	-0.0238829735555461	0.0417598741215448	0.0300162414467545	0.0373636646233241	-0.0158116043834479
LV3003061492	0.125957983818541	0.0933910068501543	-0.000217940561273797	0.232221512382174	0.073646438952037	0.0474703242141524	0.0199112679737233	-0.0328597919126438
LV3003061477	0.0226514128191205	0.0249258360993311	0.0127013138721891	0.237842371813289	0.0736698518483532	0.0461978349383264	0.0246319447513613	-0.0372747385688124
LV3003061572	0.0369965736125529	0.0468759162722191	-0.0142545206401454	0.224792121530877	0.080102587551271	0.0408483358072055	0.0250995250579369	-0.0222687147650956
LV3003061559	-0.0141809381732929	0.00144839820265129	-0.0144462377693909	0.0605528018218914	0.0740110896158972	0.0532026776990381	0.0394957151816327	-0.0385732669241157
LV3003061545	-0.013137465653246	0.00038645918002953	-0.0359766189629096	0.0953469972782017	0.0695016824361595	0.04691750265626	0.0228882497735345	-0.0576684805618182
LV3003061531	-0.00802275273802363	0.0107937735444568	0.00660480892199963	0.0998065508118539	0.070237984991283	0.0519673930738552	0.0265514842862008	-0.0441085618505167
LV3003061517	-0.00935702495629541	-0.0196024176718	0.0574081491413542	0.0981834215062105	0.0645896636503411	0.048683120426491	0.0292596965939034	-0.0380019445346185
LV3003061505	-0.0184957334104192	-0.0263779396825608	-0.040429737513892	-0.00165371784149462	0.0801388165156751	0.068696237582877	0.0539074455088553	-0.038594544718762
LV3003061488	0.00178445908703856	-0.0219540214548058	-0.0112506623457401	0.0961303003135519	0.0680255490630272	0.0552238766472755	0.0327178027251911	-0.0464050759667854
LV3003061476	-0.0218772558279109	-0.024111647361945	0.0214125198684045	0.0145972007175765	0.0641471446580184	0.0484807873727946	0.0324915171275576	-0.036288873078135
LV3003061571	-0.0079986389965867	-0.00092599415912234	-0.0506275937755143	0.00323098411554617	0.0526995690515594	0.0577872275763996	0.0392476871940024	-0.0133364936580364
LV3003061558	-0.0232209182071202	-0.0177669784211595	-0.00970985116749398	0.0209122804387869	0.0697634743700965	0.070582449456291	0.0507908027466561	-0.040422321592021
LV3003061544	-0.0222761734295132	-0.0302329406819179	-0.00739969159484261	-0.00698230116426556	0.0676298080027062	0.0655873178963209	0.0495334973596681	-0.0261932748600765
