sample	MEblack	MEgreen	MEbrown	MEturquoise	MEred	MEblue	MEyellow	MEgrey
LV7008886703	-0.0228945910255495	-0.0147214330674479	-0.0390286911492587	0.0504457496223386	0.074189649741297	0.0324630843959955	0.0217358399167249	-0.0305941283361038
LV7008886776	-0.0171255739363971	-0.0264752711625626	0.00141619417068199	0.0894517946790822	0.0711672067492375	0.049649208472611	0.0284210339058162	-0.0315462555699714
LV7008886740	-0.0280571635757174	-0.0300154849083829	-0.034488517304134	-0.00926781807354918	0.0643525801287666	0.0611612483295047	0.0394645423795659	-0.00436294244739263
LV7008886221	-0.0156708022750795	-0.0217660402055326	-0.0486711298305503	-0.0441032140987253	0.0248722340953829	0.0600460649625737	0.0479085987592096	0.0632418293051181
LV7008886692	-0.0280571635757174	-0.0257301859769033	-0.0492096320570012	-0.0558655870027845	-0.0839009237471964	0.029222702798892	0.0594222210784561	0.0155340808704786
LV7008886765	-0.0135792324137182	-0.0180447616062183	-0.0295449127984228	-0.0358169585148377	0.0500884841288604	0.0653545481988868	0.0496820423557806	0.0314156349234702
LV7008886741	-0.0280571635757174	-0.0344244154071149	-0.0503120754686597	-0.0555419464228637	-0.107297010554732	-0.147362030953246	-0.141574888084592	-0.00981639036644268
LV7008886705	-0.0157876896715473	-0.0271312004677713	-0.0511832506454988	-0.0572625804148557	-0.118159165919223	-0.152265930158045	0.0724948584759119	-0.012554610953435
LV7008886778	-0.0194553476975057	-0.0207372518868425	0.147600004780612	0.0178118733784297	0.0300322052832753	0.0386917614223037	0.0233377007891621	0.252710142348968
LV7008886754	-0.0107550615164932	-0.00465271775719922	0.208438104954838	0.0504348281766377	0.0363550440192187	0.0391306525201743	0.0158657211009652	0.181798277854881
LV7008886730	-0.0280571635757174	-0.013646128488612	0.0792608923245339	0.0143623407815733	0.040137616573285	0.0515623704546586	0.0233086257998916	0.24996502022079
LV7008886706	-0.00650983878329078	-0.0229205809632367	0.0947097288889418	0.00526961145271611	0.0320672268032632	0.0484895454355982	0.0267289444972846	0.252511073531887
LV7008886743	-0.0280571635757174	-0.0239592385034783	0.0197205673333236	-0.0494213379210141	-0.0934586507055417	0.0312623733394898	0.0264630044172249	0.324901645393268
LV7008886719	-0.0184821257076499	-0.019127655753945	-0.0429967622874305	-0.0540089640516253	-0.110421263878582	0.00311790114316036	0.0200011866823034	0.274371870269253
LV7008886695	-0.0233114154878679	-0.0232586488934348	0.0332771289639604	-0.0329662996758644	-0.032377123506446	0.0375723760666364	0.0248965839358894	0.351884908442501
LV7008886768	-0.0232484028520615	-0.024138507853465	0.0602401058517222	-0.0282361311607762	0.0266096618275266	0.0537782044611776	0.0316654558712105	0.292937793518803
LV7008886744	-0.0127480256756951	-0.0266570731079833	-0.0177653406484369	-0.0554586757552747	-0.117465458013697	-0.0408534040926676	-0.0180556397640189	0.32801112986949
LV7008886708	-0.012082187538208	-0.0271556343897834	0.0154094584426195	-0.0474931672414754	-0.104487429176531	-0.00301393534709661	-0.00696335944175338	0.370186236844004
LV7008886781	-0.0280571635757174	-0.0360933707551427	-0.0539204114997123	-0.0581193476621479	-0.125172035795637	-0.159136775201549	-0.189411275324632	-0.0129361648436428
LV7008886757	-0.0256591871179213	-0.0343777368036947	-0.0531303618242385	-0.0581193476621479	-0.120038752888464	-0.150442041877113	-0.181481694926733	0.014075248275879
LV7008886222	-0.0280571635757174	-0.0319722362277108	-0.0230433900836137	-0.0508700921178587	0.0144797206699778	0.00904163865985309	0.0319738060697716	0.0273206809962129
LV7008886709	-0.0280571635757174	-0.0292723213024818	-0.0455635820448457	-0.0398191770944458	0.0179688443670282	0.0146873193965272	0.0381193839941767	0.0359567705735303
LV7008886726	-0.00784536324777825	-0.07562799876977	0.00344329335700317	-0.000537270783274478	-0.0371964149383175	0.0204383947021587	0.031349494581442	-0.000154769668641074
LV7008886702	0.0632180487806354	0.787350214035058	-0.00291283334864731	-0.000523228244372451	0.222662459660606	0.108014028110986	0.0792288368622446	-0.000152484977316531
LV7008886763	0.0914022230480129	0.513247868889639	-0.00300133787481986	-0.000542487887809077	-0.185220086151878	-0.31394467958019	-0.144253223245973	-0.000154064441500975
LV7008886739	0.017121790407077	0.116862211191142	-0.0013041584893355	0.0125454909906196	0.319296355796983	0.106538566308115	0.0258846760702713	-0.00109419989259386
LV7008886715	-0.00784290244687761	-0.0246426471277866	-0.00283717621986151	-0.000228026614394368	0.288006836839042	0.10124809765332	0.0206539642017872	0.0051545776935524
LV7008886226	-0.00784398461140493	-0.0381300364639389	-0.00298795073611451	-0.000542036190721705	-0.00188318984884619	0.0250230935739152	0.12723226297505	-0.000153551844365074
LV7008886752	-0.00784536324777825	-0.073019682147903	-0.00299253902308208	-0.000542070604186572	0.166592316968343	0.178997850779072	0.14696985696378	-0.000132218038284474
LV7008886728	-0.00784373391523979	-0.0867426212446854	-0.00299960170227635	-0.000542166463325485	0.146791648717411	0.135034786839713	0.11222759042608	-0.000134862101022434
LV7008886704	-0.00784536324777825	-0.0902775735592005	-0.00292066540574743	-0.000542483948000092	-0.0211511237149213	0.126769279629382	0.175728730577637	-0.000154125853549736
LV7008886753	-0.00784536324777825	-0.0796051514736154	-0.00287575177956624	-0.000542414945428396	-0.190409944185392	-0.131056595237599	0.0581154697139607	-0.000154042183534107
LV7008886717	-0.00784374055332526	-0.0643746559733617	-0.00265866189086858	-0.000542471081068542	-0.221042347865435	0.039372855571462	0.170001218199721	-0.000154055708262325
LV7008886229	-0.0078302158400134	-0.0226601861391155	0.00896619078600229	-0.000517132872379029	0.187482987608469	0.118736801644179	0.0278976349162445	-0.000216956237049954
LV7008886766	-0.0078413862403528	-0.0251109570947965	0.0160494023808973	-0.000511439358035538	0.158547875294059	0.0974656634951627	0.0149717613043902	-0.000200220500281028
LV7008886742	-0.00716647594049292	-0.0308389483548749	0.00781024767614114	-0.000482511226708999	0.20342964398527	0.142196662428538	0.0315524722424919	-0.000225284822302778
LV7008886718	-0.00784411698258114	-0.047536178740613	0.00166605834837641	-0.000538544192285456	0.173991389433551	0.141683545605565	0.065988002633562	-0.000188115020820412
LV7008886755	-0.00784421936553327	-0.0794185229836788	0.0030255675170835	-0.000542297188058822	-0.0725330312902815	0.0868890213810366	0.0336715662762977	-0.000214256125879757
LV7008886731	-0.00784400732116588	-0.0736508564440636	-0.00278158992861033	-0.000542495198342252	-0.272157400859907	0.0082706508046403	-0.0101978557514224	-0.00019803279535087
LV7008886707	-0.00784403403308986	-0.0866406906414396	-0.00175430837912879	-0.000542461420335562	-0.153240529260947	0.0757178333555754	0.0267690810668456	-0.000218925336538981
LV7008886780	-0.00779020248039956	-0.0635610262357894	0.00462937763210316	-0.000530820247801612	0.17119012596067	0.146733655999333	0.0451482560805695	-0.000194136454975694
LV7008886756	-0.00784385604335305	-0.0860162074646904	-0.00231919652615368	-0.000542427236848548	-0.168544745750541	0.0312511901268429	0.0458043236089689	-0.000218363027457472
LV7008886720	-0.00784150128744546	-0.073742979589296	0.000380302767946048	-0.000541153494409703	-0.204565073491083	-0.0710318034203415	-0.105242665182999	-0.000220806936249497
LV7008886228	-0.0078438103214655	-0.0849596504747371	-0.00300324686091338	-0.000542498049389018	-0.311409362837055	-0.576108251651215	-0.74381178714225	-0.000153758153342388
LV7008886769	-0.00776169536631536	-0.0718711631944583	-0.00300004981564452	-0.000542471024390484	-0.284815788745101	-0.537905906031034	-0.496333173391389	-0.000155481826727504
LV7008886745	-0.00784536324777825	-0.0941422566092113	-0.00297849334432536	-0.000542496678984367	-0.155455089984735	-0.194780728173278	0.120235026657503	-0.000154526893300252
LV7008886721	-0.00784536324777825	-0.0448903033888134	-0.00264287914045763	-0.000542086040069092	0.241632488660037	0.13444598608466	0.140408479355186	-0.000157338854205227
