sample	core	flowcell	depth_in_core_cm	log_total_reads	total_reads	library_concentration	log_initial	log_derep	avg_leng_initial	avg_len_derep	detected_taxa	shannon_raw	age_kyr	mis	sst	PC1	PC2	PC3	site_group	glacial_class	dedup_fraction	low_reads_50k	low_reads_100k	low_reads_q10	low_reads_q20	low_taxa_150	low_taxa_250	low_taxa_q10	low_taxa_q20	low_reads_or_taxa	low_reads_and_taxa	total_reads_from_counts	observed_taxa	shannon_vegan	vegan_chao1	chao1_gap	rarefaction_slope_per_10k	qc_depth_class	PC1_pc	PC2_pc	PC3_pc	age_bin_10k	focus_age_bin	age_bin_quantile	sequencing_attention
LV3003061556	ST13		189.8	5.68287851370321	481812	171.57	7.82409723595304	7.53697867160441	68.8	71.6	539	4.94371271124659	86.6174	4.134088	8.5404217959206	-9.41590908348844	31.2224996817502	-12.3909762663005	ST13	glacial_like	0.51627539726866	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	481812	539	4.94371271124659	539	0	0	adequate_depth	-9.41590908348844	31.2224996817502	-12.3909762663005	[80,90)	other	(71.3,95.4]	FALSE
LV3003061557	ST13		146	5.648164778574	444799	188.06	7.77478979212725	7.58628305697417	82.9	90.5	531	5.24559229183399	58.082	4.48508	7.14615019137165	-12.2185055330199	29.5812087079892	-0.18678394741421	ST13	glacial_like	0.647878041813362	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	444799	531	5.24559229183399	531	0	0	adequate_depth	-12.2185055330199	29.5812087079892	-0.18678394741421	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV3003061558	ST13		106	5.76693160830547	584697	207.2	7.87748202501941	7.58060657014333	85.6	102.9	637	5.36766724903603	42.626	4.47496	8.37469053564879	-37.8795458984745	-9.29400832959521	-17.9172882117863	ST13	glacial_like	0.504806036371339	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	584697	637	5.36766724903603	637	0	0	adequate_depth	-37.8795458984745	-9.29400832959521	-17.9172882117863	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003061559	ST13		60	5.82911585960729	674707	362.3	7.98309771829531	7.75854402389123	67.5	75.1	721	5.53625778144854	21.069	4.90793	7.53156383007576	-51.5188791738561	-17.4843527291562	-6.2183421799291	ST13	glacial_like	0.596274590112547	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	674707	721	5.53625778144854	721	0	0	adequate_depth	-51.5188791738561	-17.4843527291562	-6.2183421799291	[20,30)	other	(19.1,33.4]	FALSE
LV3003061568	ST13		224.8	4.35177698731776	22478	14.6	6.68711078495385	6.10922138099256	58.4	66.6	53	2.87660974165963	121.6354	3.209168	15.0912241071525	93.0831011467949	-13.8793949639724	30.7095163370867	ST13	interglacial_like	0.264308023822521	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	22478	53	2.87660974165963	53	0	0	low_diversity_but_saturated	93.0831011467949	-13.8793949639724	30.7095163370867	[120,130)	other	(95.4,148]	FALSE
LV3003061569	ST13		184.8	5.85738074869307	720079	141.44	7.83267038913678	7.60825774714212	68.4	70.4	710	5.33168804583661	81.6946	3.806108	7.84255695133946	-43.4247951348679	40.5685101433719	-3.7353845363275	ST13	interglacial_like	0.596468280979097	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	720079	710	5.33168804583661	710	0	0	adequate_depth	-43.4247951348679	40.5685101433719	-3.7353845363275	[80,90)	other	(71.3,95.4]	FALSE
LV3003061570	ST13		141	5.68624379716732	485560	127.35	7.90112855745608	7.4926115303805	71.1	73.9	594	5.4487830646287	55.466	4.32864	6.57988298438419	-25.5926140038448	17.4700973089863	-13.5275991066333	ST13	glacial_like	0.390375869362828	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	485560	594	5.4487830646287	594	0	0	adequate_depth	-25.5926140038448	17.4700973089863	-13.5275991066333	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV3003061571	ST13		101	5.80139341855698	632984	159.84	7.95516423269531	7.65017102439958	63	68.8	558	4.54543217996211	40.457	4.53172	8.70107494147892	-18.5315852536608	-22.5832517314176	-24.66934532201	ST13	glacial_like	0.495457933357655	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	632984	558	4.54543217996211	558	0	0	adequate_depth	-18.5315852536608	-22.5832517314176	-24.66934532201	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003061572	ST13		55	6.27958938453724	1903659	341.81	8.17274037475319	7.88052112792429	75.5	100.4	943	5.69602535409543	19.099	4.96297	7.43201022654066	-103.910369336249	-37.9305067388369	44.5817009755278	ST13	glacial_like	0.510247341201103	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1903659	943	5.69602535409543	943	0	0	adequate_depth	-103.910369336249	-37.9305067388369	44.5817009755278	[10,20)	other	(19.1,33.4]	FALSE
LV7001898064	ST13		20	5.97930976586787	953475	117.6	8.01964367737722	7.72809033296939	54	54.8	669	5.2210024470266	6.808	3.36232	6.18967560972194	-41.1448201297664	-22.7642281816736	10.8222551758471	ST13	interglacial_like	0.511030300636808	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	953475	669	5.2210024470266	669	0	0	adequate_depth	-41.1448201297664	-22.7642281816736	10.8222551758471	[0,10)	other	[0.692,19.1]	FALSE
LV7001898076	ST13		15	6.37413164999221	2366636	184.76	8.06200291128518	7.89553023882251	55.3	56	1083	5.67977203951547	6.429	3.34716	6.25051014241062	-115.704220457423	-30.874054970657	58.5286171630197	ST13	interglacial_like	0.681596459379157	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2366636	1083	5.67977203951547	1083	0	0	adequate_depth	-115.704220457423	-30.874054970657	58.5286171630197	[0,10)	other	[0.692,19.1]	FALSE
LV7001898088	ST13		10	6.41095378246667	2576046	202.91	8.06823931750857	7.95101708657308	60.1	61.3	734	4.42971484494853	6.031	3.33124	6.31439442739767	-64.9758266158333	17.292901112454	18.2903401802926	ST13	interglacial_like	0.763445022463516	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2576046	734	4.42971484494853	734	0	0	adequate_depth	-64.9758266158333	17.292901112454	18.2903401802926	[0,10)	other	[0.692,19.1]	FALSE
LV7001898100	ST13		5	6.51735097543132	3291174	187.66	8.23775659582496	8.18558650558652	66.3	67.1	562	3.8688474116529	5.659	3.30613	6.37410536713431	-27.7059234920953	55.7234826013604	24.8985291365555	ST13	interglacial_like	0.886808627203493	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3291174	562	3.8688474116529	562	0	0	adequate_depth	-27.7059234920953	55.7234826013604	24.8985291365555	[0,10)	other	[0.692,19.1]	FALSE
LV7008886221	GeoB25202_R1		129.5	5.64206466658945	438595	94.36	7.99112741316529	7.4809102988144	44.9	47	472	4.44667045666844	50.3555	4.336445	8.9755353679	5.78257085826697	-3.26540360954156	-29.646050050856	GeoB25202	glacial_like	0.30887508343987	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	438595	472	4.44667045666844	472	0	0	adequate_depth	5.78257085826697	-3.26540360954156	-29.646050050856	[50,60)	40-60 kya	(33.4,50.5]	FALSE
LV7008886222	GeoB25202_R1		240.5	5.45151779579732	282824	16.76	8.03799318914898	6.99004700677388	47.1	50.6	366	4.79812812981102	136.2775	4.81445	10.5709554267778	27.6246232700349	4.57167145053283	-10.8880576631559	GeoB25202	glacial_like	0.0895475642303771	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	282824	366	4.79812812981102	366	0	0	adequate_depth	27.6246232700349	4.57167145053283	-10.8880576631559	[130,140)	other	(95.4,148]	FALSE
LV7008886226	GeoB25202_R2		105.5	5.80618743835615	640010	46.28	8.28660076672425	7.41814596182794	41.2	42.8	428	4.39917967578849	36.607	4.45607	9.28041102375	12.9838577986524	-4.80292021221839	-22.5302809841506	GeoB25202	glacial_like	0.135377091959947	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	640010	428	4.39917967578849	428	0	0	adequate_depth	12.9838577986524	-4.80292021221839	-22.5302809841506	[30,40)	other	(33.4,50.5]	FALSE
LV7008886228	GeoB25202_R2		223.5	4.62066688195808	41750	6.39	7.9481233395712	6.42502643174099	47.1	51.7	85	3.59322076253541	120.0235	3.269765	15.13774048625	89.3907393224125	-13.1006226507368	24.2717754648476	GeoB25202	interglacial_like	0.0299849227185798	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	41750	85	3.59322076253541	85	0	0	low_diversity_but_saturated	89.3907393224125	-13.1006226507368	24.2717754648476	[120,130)	other	(95.4,148]	FALSE
LV7008886229	GeoB25202_R2		167.5	6.11657188333034	1307891	132.24	8.06811553746586	7.62138217997419	44.2	45.4	903	5.360615992873	68.149	4.42745	8.09207392775	-61.2460271846208	55.1796256605697	-12.8401164297886	GeoB25202	glacial_like	0.35749225376708	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1307891	903	5.360615992873	903	0	0	adequate_depth	-61.2460271846208	55.1796256605697	-12.8401164297886	[60,70)	other	(50.5,71.3]	FALSE
LV7008886690	GeoB25202_R1		20.5	5.81742520930415	656787	49.49	8.69039887301412	7.66539168929721	43.4	44.7	302	4.14348171984848	2.324	3.21564	6.90941715213889	47.4046966351361	-21.2827564000277	11.1560841743458	GeoB25202	interglacial_like	0.0944045242118422	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	656787	302	4.14348171984848	302	0	0	adequate_depth	47.4046966351361	-21.2827564000277	11.1560841743458	[0,10)	other	[0.692,19.1]	FALSE
LV7008886692	GeoB25202_R1		139.5	5.3544676404192	226186	51.47	8.01224468755067	7.33270176453461	52.6	56	325	4.61920384688473	53.875	4.3875	6.235490352	34.1400529762377	-3.77573755305184	-18.2548763809454	GeoB25202	glacial_like	0.20914961092826	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	226186	325	4.61920384688473	325	0	0	adequate_depth	34.1400529762377	-3.77573755305184	-18.2548763809454	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV7008886695	GeoB25202_R1		201.5	5.87250356943366	745595	81.19	7.91446671510045	7.48737966016993	42.3	43.5	647	5.01886600343781	95.3875	3.76225	6.490722559125	-10.6533454843781	48.9513774885632	-29.3244594784964	GeoB25202	interglacial_like	0.37403559717966	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	745595	647	5.01886600343781	647	0	0	adequate_depth	-10.6533454843781	48.9513774885632	-29.3244594784964	[90,100)	90-110 kya	(71.3,95.4]	FALSE
LV7008886702	GeoB25202_R2		20.5	6.01527129453217	1035788	70.74	8.52111468349625	7.86287875442185	48.7	49.9	600	4.85682078410213	2.324	3.21564	6.90941715213889	-25.4959578536559	-21.1044863100127	0.301534437589191	GeoB25202	interglacial_like	0.21966661932576	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1035788	600	4.85682078410213	600	0	0	adequate_depth	-25.4959578536559	-21.1044863100127	0.301534437589191	[0,10)	other	[0.692,19.1]	FALSE
LV7008886703	GeoB25202_R1		84.5	5.79185268990988	619230	41.04	8.14481128013131	7.511104407116	55.3	57.3	750	5.54018440474066	27.6855	4.75	7.86592749392857	-46.1846846379083	-32.2984136021489	-19.4182831167211	GeoB25202	glacial_like	0.232430500134801	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	619230	750	5.54018440474066	750	0	0	adequate_depth	-46.1846846379083	-32.2984136021489	-19.4182831167211	[20,30)	other	(19.1,33.4]	FALSE
LV7008886704	GeoB25202_R2		139.5	5.42625906963631	266844	23.87	8.27107924566535	7.27689005089396	56.9	61.2	383	4.84040681204463	53.875	4.3875	6.235490352	20.4782983800406	3.36334949251177	-18.0522580523787	GeoB25202	glacial_like	0.101346973641638	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	266844	383	4.84040681204463	383	0	0	adequate_depth	20.4782983800406	3.36334949251177	-18.0522580523787	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV7008886705	GeoB25202_R1		159.5	4.91791492919863	82777	23.86	7.97819463242036	7.09799862242348	43.4	45.3	207	4.76097197354299	59.738	4.55546	7.834293148625	62.5393391852582	-4.81621946005701	6.12814522348241	GeoB25202	glacial_like	0.131766181309146	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	82777	207	4.76097197354299	207	0	0	low_diversity_but_saturated	62.5393391852582	-4.81621946005701	6.12814522348241	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV7008886706	GeoB25202_R1		185.5	6.00677314884995	1015717	126.07	8.08193157725449	7.64711180355567	45.3	46.5	767	5.19771072379959	79.0255	4.046175	8.49363513875	-42.3231746685961	51.3883453229376	-14.5378548534706	GeoB25202	glacial_like	0.367434744047517	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1015717	767	5.19771072379959	767	0	0	adequate_depth	-42.3231746685961	51.3883453229376	-14.5378548534706	[70,80)	other	(71.3,95.4]	FALSE
LV7008886707	GeoB25202_R2		201.5	5.7550420408717	568907	68.75	7.84402521225956	7.39977048396913	43.2	44.1	560	4.92558542007848	95.3875	3.76225	6.490722559125	9.33041055516293	38.569889272783	-30.6370564488952	GeoB25202	interglacial_like	0.359538382792532	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	568907	560	4.92558542007848	560	0	0	adequate_depth	9.33041055516293	38.569889272783	-30.6370564488952	[90,100)	90-110 kya	(71.3,95.4]	FALSE
LV7008886708	GeoB25202_R1		213.5	5.72831481553461	534951	133.59	7.72298328210781	7.37573488726542	42	43.3	539	4.84714684284077	109.6305	4.06956	10.5363336105	20.5612901903296	43.0517853146641	-19.6383919920144	GeoB25202	glacial_like	0.449522666324013	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	534951	539	4.84714684284077	539	0	0	adequate_depth	20.5612901903296	43.0517853146641	-19.6383919920144	[100,110)	90-110 kya	(95.4,148]	FALSE
LV7008886709	GeoB25202_R1		249.5	5.31730474543867	207636	17.31	8.11074679212513	6.93353400489384	45.6	48.3	388	5.24304754053314	147.206	4.79734	9.36027059022222	24.4480439209798	-2.59652864419772	-15.1143874664101	GeoB25202	glacial_like	0.066494720599756	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	207636	388	5.24304754053314	388	0	0	adequate_depth	24.4480439209798	-2.59652864419772	-15.1143874664101	[140,150]	other	(95.4,148]	FALSE
LV7008886714	GeoB25202_R1		4.5	6.576821573273	3774170	129.27	8.55709991946339	8.33818741065027	64.2	64.8	505	4.013911297423	0.692	3.23	8.77194686709375	-20.6205554069442	36.5499307027724	13.5208951691251	GeoB25202	interglacial_like	0.60407030955119	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3774170	505	4.013911297423	505	0	0	adequate_depth	-20.6205554069442	36.5499307027724	13.5208951691251	[0,10)	other	[0.692,19.1]	FALSE
LV7008886715	GeoB25202_R2		84.5	5.90930457911436	811529	77.28	8.21328494729575	7.6484871772082	53.6	55.5	780	5.14776903344886	27.6855	4.75	7.86592749392857	-53.5116328686492	-33.6066987872044	-15.9033493561445	GeoB25202	glacial_like	0.272396938895251	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	811529	780	5.14776903344886	780	0	0	adequate_depth	-53.5116328686492	-33.6066987872044	-15.9033493561445	[20,30)	other	(19.1,33.4]	FALSE
LV7008886717	GeoB25202_R2		159.5	5.30334511800236	201068	49.74	8.10894537215759	7.29879185621448	41.9	43.6	373	5.13492191109937	59.738	4.55546	7.834293148625	25.0205389212196	12.0531710797988	-10.0613492652794	GeoB25202	glacial_like	0.154826916874443	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	201068	373	5.13492191109937	373	0	0	adequate_depth	25.0205389212196	12.0531710797988	-10.0613492652794	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV7008886718	GeoB25202_R2		185.5	5.83218754364935	679496	84.54	7.95144528235301	7.49316027247895	43.8	44.8	691	5.19741940564576	79.0255	4.046175	8.49363513875	-30.3952954514645	32.3796558832387	-20.4019960781797	GeoB25202	glacial_like	0.348108783072121	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	679496	691	5.19741940564576	691	0	0	adequate_depth	-30.3952954514645	32.3796558832387	-20.4019960781797	[70,80)	other	(71.3,95.4]	FALSE
LV7008886719	GeoB25202_R1		195.5	5.63698609630368	433496	42.16	8.36940462312284	7.4285015207567	39.4	40.8	432	4.7751798853992	87.2825	4.160225	8.63470754958333	28.8000599488473	19.2893064893185	-28.9136519571551	GeoB25202	glacial_like	0.114576851331159	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	433496	432	4.7751798853992	432	0	0	adequate_depth	28.8000599488473	19.2893064893185	-28.9136519571551	[80,90)	other	(71.3,95.4]	FALSE
LV7008886720	GeoB25202_R2		213.5	5.96096235080796	914033	81.94	7.98156540626257	7.56353649593675	40.9	42.2	639	4.67968530605698	109.6305	4.06956	10.5363336105	5.40060071316817	58.7314864104179	-15.8889561467448	GeoB25202	glacial_like	0.381918839785911	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	914033	639	4.67968530605698	639	0	0	adequate_depth	5.40060071316817	58.7314864104179	-15.8889561467448	[100,110)	90-110 kya	(95.4,148]	FALSE
LV7008886721	GeoB25202_R2		249.5	5.45077087217787	282338	26.71	7.9461790451966	7.08300497447324	46.7	49.8	473	5.38215838445962	147.206	4.79734	9.36027059022222	3.46240203352741	1.18279051532455	-19.6585389612278	GeoB25202	glacial_like	0.137033231182736	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	282338	473	5.38215838445962	473	0	0	adequate_depth	3.46240203352741	1.18279051532455	-19.6585389612278	[140,150]	other	(95.4,148]	FALSE
LV7008886726	GeoB25202_R2		4.5	6.38444356166251	2423502	204.6	8.32406833444972	8.14988034752459	63.5	64.2	450	3.9122140000224	0.692	3.23	8.77194686709375	-4.61004229830314	43.1132748750812	14.1709662964496	GeoB25202	interglacial_like	0.669594707097204	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2423502	450	3.9122140000224	450	0	0	adequate_depth	-4.61004229830314	43.1132748750812	14.1709662964496	[0,10)	other	[0.692,19.1]	FALSE
LV7008886727	GeoB25202_R1		59.5	6.08164249889909	1206819	79.12	8.2586548935589	7.75909459811802	47.9	48.6	945	5.77138928308655	16.4375	4.806875	7.29751179212	-92.7853789210796	-39.4349460241111	41.5143856062207	GeoB25202	glacial_like	0.316548091448664	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1206819	945	5.77138928308655	945	0	0	adequate_depth	-92.7853789210796	-39.4349460241111	41.5143856062207	[10,20)	other	[0.692,19.1]	FALSE
LV7008886728	GeoB25202_R2		129.5	5.51912678372496	330465	42.73	8.18254974779563	7.44325179738464	58.3	61.8	449	4.93136718610584	50.3555	4.336445	8.9755353679	6.50339785444154	-12.4428623696306	-25.5224185275013	GeoB25202	glacial_like	0.182264478283105	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	330465	449	4.93136718610584	449	0	0	adequate_depth	6.50339785444154	-12.4428623696306	-25.5224185275013	[50,60)	40-60 kya	(33.4,50.5]	FALSE
LV7008886730	GeoB25202_R1		179.5	6.02737244331616	1065055	65.59	7.949785771079	7.50191547110233	43.4	44.5	837	5.33979750738577	75.351	3.98861	7.8788526045	-52.4017728165537	48.9188435663636	-15.8775325659921	GeoB25202	interglacial_like	0.356557594570524	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1065055	837	5.33979750738577	837	0	0	adequate_depth	-52.4017728165537	48.9188435663636	-15.8775325659921	[70,80)	other	(71.3,95.4]	FALSE
LV7008886731	GeoB25202_R2		195.5	5.68329204815765	482271	63.44	7.90116941676874	7.4074115563396	39.2	40.6	444	4.65922763269075	87.2825	4.160225	8.63470754958333	26.7996017333644	18.8598989072227	-28.5233776895205	GeoB25202	glacial_like	0.320805738340574	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	482271	444	4.65922763269075	444	0	0	adequate_depth	26.7996017333644	18.8598989072227	-28.5233776895205	[80,90)	other	(71.3,95.4]	FALSE
LV7008886739	GeoB25202_R2		59.5	6.24543789363425	1759696	82.56	8.30381708210945	7.8309824023023	49.7	50.8	1047	5.80722293982221	16.4375	4.806875	7.29751179212	-112.00415909621	-35.1200022491347	51.5049434272698	GeoB25202	glacial_like	0.336639688240749	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1759696	1047	5.80722293982221	1047	0	0	adequate_depth	-112.00415909621	-35.1200022491347	51.5049434272698	[10,20)	other	[0.692,19.1]	FALSE
LV7008886740	GeoB25202_R1		119.5	5.59160213125582	390482	37.22	8.1023142033718	7.44969869954058	46	47.8	528	5.1948438527589	43.105	4.4621	8.3026120984	-12.3578122619029	-7.2216651727633	-19.8754548894118	GeoB25202	glacial_like	0.222527907520338	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	390482	528	5.1948438527589	528	0	0	adequate_depth	-12.3578122619029	-7.2216651727633	-19.8754548894118	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV7008886741	GeoB25202_R1		155.5	4.56063581867836	36360	11.14	7.92521834701676	6.63544594546492	45.8	50.5	90	3.97868853906934	58.997	4.43018	9.918947659625	84.8191404817895	-10.8589331272577	25.3199937615389	GeoB25202	glacial_like	0.0513130114331322	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	36360	90	3.97868853906934	90	0	0	low_diversity_but_saturated	84.8191404817895	-10.8589331272577	25.3199937615389	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV7008886742	GeoB25202_R2		179.5	6.12594329135435	1336420	108.77	7.9674595920427	7.59728283818888	43.1	43.9	958	5.50869370121997	75.351	3.98861	7.8788526045	-72.957367948023	46.8534322970204	-7.87629290884455	GeoB25202	interglacial_like	0.426405934009307	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1336420	958	5.50869370121997	958	0	0	adequate_depth	-72.957367948023	46.8534322970204	-7.87629290884455	[70,80)	other	(71.3,95.4]	FALSE
LV7008886743	GeoB25202_R1		189.5	5.72944585578515	536346	85.87	7.73362488675602	7.38706847195066	42.7	43.7	512	4.8288529817183	81.6705	3.80659	7.83914049266667	14.8749801021594	40.7370001366602	-26.5926617238212	GeoB25202	interglacial_like	0.450239481276987	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	536346	512	4.8288529817183	512	0	0	adequate_depth	14.8749801021594	40.7370001366602	-26.5926617238212	[80,90)	other	(71.3,95.4]	FALSE
LV7008886744	GeoB25202_R1		209.5	5.62029120681951	417148	52.79	7.68901334954828	7.32888158599926	42	43	430	4.62624744378642	105.5785	3.936775	8.648961519375	39.1582520057539	33.7600714658716	-15.6962258127462	GeoB25202	interglacial_like	0.436383403295375	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	417148	430	4.62624744378642	430	0	0	adequate_depth	39.1582520057539	33.7600714658716	-15.6962258127462	[100,110)	90-110 kya	(95.4,148]	FALSE
LV7008886745	GeoB25202_R2		240.5	5.17573499149085	149876	11.25	7.95301724481487	6.75284888696593	46.7	49.6	265	4.44350428943579	136.2775	4.81445	10.5709554267778	49.6625290764413	-2.30274721882236	-2.63731759669024	GeoB25202	glacial_like	0.0630712691651896	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	149876	265	4.44350428943579	265	0	0	adequate_depth	49.6625290764413	-2.30274721882236	-2.63731759669024	[130,140)	other	(95.4,148]	FALSE
LV7008886751	GeoB25202_R1		38.5	5.74471298921875	555536	84.76	8.22362761632251	7.60395583138504	43.1	44.4	552	4.90063183188987	7.1335	3.376675	6.13742853745238	-2.57526390578406	-23.2614125701556	-6.83839351085836	GeoB25202	interglacial_like	0.24006464602775	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	555536	552	4.90063183188987	552	0	0	adequate_depth	-2.57526390578406	-23.2614125701556	-6.83839351085836	[0,10)	other	[0.692,19.1]	FALSE
LV7008886752	GeoB25202_R2		119.5	5.58041743238211	380554	26.14	8.34881468443	7.42934158879657	57.3	61.2	491	5.05264546243521	43.105	4.4621	8.3026120984	-1.08868707405842	-8.22982918216202	-30.0218499883353	GeoB25202	glacial_like	0.12037239182923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	380554	491	5.05264546243521	491	0	0	adequate_depth	-1.08868707405842	-8.22982918216202	-30.0218499883353	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV7008886753	GeoB25202_R2		155.5	5.26367630109068	183516	24.03	8.11124352126373	6.98361212609747	43.9	47.9	313	4.97200014016842	58.997	4.43018	9.918947659625	37.5054146507159	11.9458853090344	2.62861327499195	GeoB25202	glacial_like	0.0745364257379404	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	183516	313	4.97200014016842	313	0	0	adequate_depth	37.5054146507159	11.9458853090344	2.62861327499195	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV7008886754	GeoB25202_R1		173.5	6.05530798220513	1135815	93.18	7.98091354879309	7.58824401198085	45.2	46.3	933	5.59716456725788	71.8895	4.211105	10.5567572325	-66.9232872805893	56.4195071932224	5.54422552553808	GeoB25202	glacial_like	0.40488385236276	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1135815	933	5.59716456725788	933	0	0	adequate_depth	-66.9232872805893	56.4195071932224	5.54422552553808	[70,80)	other	(71.3,95.4]	FALSE
LV7008886755	GeoB25202_R2		189.5	5.80364417706739	636273	58.83	7.74322793847916	7.38854784733442	44.5	45.1	630	5.03278574728939	81.6705	3.80659	7.83914049266667	-6.43577495486233	55.6015726515102	-23.8208940162903	GeoB25202	interglacial_like	0.441895825559038	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	636273	630	5.03278574728939	630	0	0	adequate_depth	-6.43577495486233	55.6015726515102	-23.8208940162903	[80,90)	other	(71.3,95.4]	FALSE
