sample	core	flowcell	depth_in_core_cm	log_total_reads	total_reads	library_concentration	log_initial	log_derep	avg_leng_initial	avg_len_derep	detected_taxa	shannon_raw	age_kyr	mis	sst	PC1	PC2	PC3	site_group	glacial_class	dedup_fraction	low_reads_50k	low_reads_100k	low_reads_q10	low_reads_q20	low_taxa_150	low_taxa_250	low_taxa_q10	low_taxa_q20	low_reads_or_taxa	low_reads_and_taxa	total_reads_from_counts	observed_taxa	shannon_vegan	vegan_chao1	chao1_gap	rarefaction_slope_per_10k	qc_depth_class	PC1_pc	PC2_pc	PC3_pc	age_bin_10k	focus_age_bin	age_bin_quantile	sequencing_attention
LV3003047081	ST8		369.5	5.45435238047121	284676	90.06	7.75909245780536	7.20194006261283	57.2	58.8	541	5.60903610129061	52.20718	4.3369334	7.53394237030326	-8.04198606048374	-10.5319972716807	-20.7408429609683	ST8	glacial_like	0.277234698344694	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	284676	541	5.60903610129061	541	0	0	adequate_depth	-8.04198606048374	-10.5319972716807	-20.7408429609683	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV3003047082	ST8		329.5	5.30780827537013	203145	61.65	7.56882947126168	7.28487087406111	59.3	60.4	375	5.16017941651787	41.9168333333333	4.50083166666667	8.48140374041344	20.3032742434367	-3.74848560261616	-18.4336534255018	ST8	glacial_like	0.520045558965669	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	203145	375	5.16017941651787	375	0	0	adequate_depth	20.3032742434367	-3.74848560261616	-18.4336534255018	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003047083	ST8		289.5	5.43246098115644	270682	129.5	7.81965582433899	7.2534175863758	60.6	63	443	5.34534843089527	37.30319	4.4448405	9.1756505076159	4.52604956827751	-6.92838986938404	-26.2492953947608	ST8	glacial_like	0.271494942856009	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	270682	443	5.34534843089527	443	0	0	adequate_depth	4.52604956827751	-6.92838986938404	-26.2492953947608	[30,40)	other	(33.4,50.5]	FALSE
LV3003047084	ST8		244.5	5.72758679863126	534055	4.13	8.59152293107538	7.49240918071306	56.1	58.4	655	5.6943990814829	33.276	4.58276	8.75228855131429	-33.3653041967269	10.9166256120898	-13.2904391020942	ST8	glacial_like	0.0795950824180405	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	534055	655	5.6943990814829	655	0	0	adequate_depth	-33.3653041967269	10.9166256120898	-13.2904391020942	[30,40)	other	(19.1,33.4]	FALSE
LV3003047085	ST8		204.5	5.64592603378036	442512	130.79	7.86293163449928	7.37509877369652	58.5	60.7	606	5.61417197739752	29.703	4.65267	8.18579752939511	-17.6138382949433	-42.3865969007897	-22.0854267571609	ST8	glacial_like	0.325212422780466	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	442512	606	5.61417197739752	606	0	0	adequate_depth	-17.6138382949433	-42.3865969007897	-22.0854267571609	[20,30)	other	(19.1,33.4]	FALSE
LV3003047086	ST8		164.5			357.79							25.588	4.7318	7.75993070031695				ST8	glacial_like																						[20,30)	other	(19.1,33.4]	FALSE
LV3003047087	ST8		549.2	4.66098873187183	45812	1.28	7.98816708128839	6.70482897942603	62.8	70.1	142	4.52561848398975	94.9015	3.776895	6.61928230068734	77.6507269111109	-9.76758286040575	19.3486190305708	ST8	interglacial_like	0.0520789017182565	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	45812	142	4.52561848398975	142	0	0	low_diversity_but_saturated	77.6507269111109	-9.76758286040575	19.3486190305708	[90,100)	90-110 kya	(71.3,95.4]	FALSE
LV3003047088	ST8		544.2	4.66278615431119	46002	46.2	7.43685559698328	6.57631669724637	58.7	62.9	112	4.01048551842412	93.52	3.8688	6.98472526975806	84.5166636030656	0.16239137506452	28.1845191703194	ST8	interglacial_like	0.137867214451297	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	46002	112	4.01048551842412	112	0	0	low_diversity_but_saturated	84.5166636030656	0.16239137506452	28.1845191703194	[90,100)	90-110 kya	(71.3,95.4]	FALSE
LV3003047089	ST8		539.2	5.15214151579703	141951	1.23	8.67265142265355	7.15896794083345	65.4	86.5	206	4.29148093111365	92.1385	3.96892	7.35016823882878	71.0268152654871	16.7125371034192	25.4237180346938	ST8	interglacial_like	0.0306419563080794	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	141951	206	4.29148093111365	206	0	0	low_diversity_but_saturated	71.0268152654871	16.7125371034192	25.4237180346938	[90,100)	90-110 kya	(71.3,95.4]	FALSE
LV3003047090	ST8		534.2	5.04243768180528	110264	58.67	7.73707721321004	6.96726770033963	70.8	80.3	161	3.89653074070307	90.757	4.03729	7.7156112078995	77.0345160334591	0.646800709866555	16.6927630031845	ST8	glacial_like	0.169898853521307	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	110264	161	3.89653074070307	161	0	0	low_diversity_but_saturated	77.0345160334591	0.646800709866555	16.6927630031845	[90,100)	90-110 kya	(71.3,95.4]	FALSE
LV3003047091	ST8		529.2	5.36852303224776	233626	64.75	7.76492506657205	7.04074371990188	56.8	61.4	357	4.87885666827335	89.37525	4.072495	8.08112030852452	38.3700721309127	30.7420978951859	-0.294464023242409	ST8	glacial_like	0.188720301301654	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	233626	357	4.87885666827335	357	0	0	adequate_depth	38.3700721309127	30.7420978951859	-0.294464023242409	[80,90)	other	(71.3,95.4]	FALSE
LV3003047093	ST8		494.2	5.57257887734242	373747	113.42	7.50587097336113	7.18433121444563	64.3	67.4	441	5.00035730301572	79.675	3.94875	8.33291896762292	16.7062349915819	38.5933905879178	-6.61910289197266	ST8	interglacial_like	0.476936133114826	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	373747	441	5.00035730301572	441	0	0	adequate_depth	16.7062349915819	38.5933905879178	-6.61910289197266	[70,80)	other	(71.3,95.4]	FALSE
LV3003047094	ST8		364.5	5.50024333783212	316404	129.24	7.90455566519699	7.33595317525808	61.2	64.2	453	4.94388661357424	50.6848	4.333152	8.71916462667657	7.66512186860583	9.54545571981847	-21.5524561727141	ST8	glacial_like	0.270020971480124	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	316404	453	4.94388661357424	453	0	0	adequate_depth	7.66512186860583	9.54545571981847	-21.5524561727141	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV3003047095	ST8		324.5	5.50125102185586	317139	76.96	7.74680671500299	7.20215192191216	58.7	60.6	423	4.60806374422421	40.9751666666667	4.51099333333333	8.62310282547109	10.4576064198962	1.42447722423504	-23.8262094884299	ST8	glacial_like	0.285328522437027	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	317139	423	4.60806374422421	423	0	0	adequate_depth	10.4576064198962	1.42447722423504	-23.8262094884299	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003047096	ST8		284.5	5.74394854103382	554559	135.25	7.74884584144943	7.30167203781762	55.6	57.5	569	4.75448708179157	36.89377	4.4589377	9.23725876185055	-16.3377754568915	-28.9119410251555	-29.3038844329601	ST8	glacial_like	0.357129875544895	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	554559	569	4.75448708179157	569	0	0	adequate_depth	-16.3377754568915	-28.9119410251555	-29.3038844329601	[30,40)	other	(33.4,50.5]	FALSE
LV3003047097	ST8		239.5	5.51263504176721	325562	93.56	7.92469999629634	7.23999516951785	56.6	59.5	522	5.54099554522637	32.835	4.5833	8.6823690045283	-7.59199030669356	-10.8257861928234	-28.5843128922761	ST8	glacial_like	0.20667842978991	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	325562	522	5.54099554522637	522	0	0	adequate_depth	-7.59199030669356	-10.8257861928234	-28.5843128922761	[30,40)	other	(19.1,33.4]	FALSE
LV3003047098	ST8		199.5	5.39069670934575	245864	110.66	7.89520685920103	7.15577857969499	57.5	59.5	424	5.32076780299958	29.278	4.69942	8.11841474621133	19.0815212105232	-26.0933196070312	-26.63433547548	ST8	glacial_like	0.182209785003555	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	245864	424	5.32076780299958	424	0	0	adequate_depth	19.0815212105232	-26.0933196070312	-26.63433547548	[20,30)	other	(19.1,33.4]	FALSE
LV3003047099	ST8		159.5	5.70066738023003	501957	89.55	7.46067927302278	7.23470837153319	59.3	60.8	626	5.61611493489588	25.058	4.8113	7.73314724352832	-32.6458434098086	-31.31267072657	-11.1757376687595	ST8	glacial_like	0.594331964547694	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	501957	626	5.61611493489588	626	0	0	adequate_depth	-32.6458434098086	-31.31267072657	-11.1757376687595	[20,30)	other	(19.1,33.4]	FALSE
LV3003047100	ST8		519.2	5.50124280532202	317133	84.21	7.97856730970308	7.31662590783904	62.5	66.1	448	5.19834172670938	86.61175	4.13341	8.5396208419164	15.1116470734664	31.7649660167852	-11.9162532971231	ST8	glacial_like	0.217800354226969	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	317133	448	5.19834172670938	448	0	0	adequate_depth	15.1116470734664	31.7649660167852	-11.9162532971231	[80,90)	other	(71.3,95.4]	FALSE
LV3003047101	ST8		514.2	5.31875806775269	208332	13.39	8.10659853460075	7.04462994160658	64.4	71.1	340	4.89123934700211	85.23	3.9753	8.34374151531365	35.3851469769623	10.6912380722185	-10.563599332163	ST8	interglacial_like	0.0867024502918431	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	208332	340	4.89123934700211	340	0	0	adequate_depth	35.3851469769623	10.6912380722185	-10.563599332163	[80,90)	other	(71.3,95.4]	FALSE
LV3003047104	ST8		509.2	4.94633925514029	88376	1	8.0545486256001	6.67980878206339	60.2	65.9	138	3.78248993207737	83.84125	3.8215875	8.14686985631632	78.5606865314302	-3.58190614156977	16.3496252945705	ST8	interglacial_like	0.0421949104495459	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	88376	138	3.78248993207737	138	0	0	low_diversity_but_saturated	78.5606865314302	-3.58190614156977	16.3496252945705	[80,90)	other	(71.3,95.4]	FALSE
LV3003047105	ST8		504.2	4.79250375103465	62015	68.23	7.21737954306536	6.62042756971581	62.3	66.1	114	3.96472112842204	82.4525	3.813575	7.94999819731899	83.042975000635	-4.8908596507109	18.5255722508443	ST8	interglacial_like	0.252957726260613	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	62015	114	3.96472112842204	114	0	0	low_diversity_but_saturated	83.042975000635	-4.8908596507109	18.5255722508443	[80,90)	other	(71.3,95.4]	FALSE
LV3003047106	ST8		499.2	5.25692450364952	180685	62.43	7.80784349757581	7.04453113713117	57.3	60.7	275	4.57578479313663	81.06375	3.818725	7.9892783476803	52.5427575210669	10.275916931382	-6.73085226428797	ST8	interglacial_like	0.172459692385234	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	180685	275	4.57578479313663	275	0	0	adequate_depth	52.5427575210669	10.275916931382	-6.73085226428797	[80,90)	other	(71.3,95.4]	FALSE
LV3003047107	ST8		464.2	5.44116077403512	276159	80.3	7.71242554446954	7.16802934824254	66.1	69.8	443	5.30970065257404	71.517	4.21483	10.3113102251429	9.99281649936213	14.2363478744443	-20.886875625912	ST8	glacial_like	0.285498468366612	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	276159	443	5.30970065257404	443	0	0	adequate_depth	9.99281649936213	14.2363478744443	-20.886875625912	[70,80)	other	(71.3,95.4]	FALSE
LV3003047110	ST8		359.5	5.24679883937363	176521	66.07	7.6760081087901	7.20249856127586	62.5	65.4	345	5.16170858479725	49.1548	4.441424	8.86409767812845	28.8399930475326	-5.69995878553061	-18.6926615278337	ST8	glacial_like	0.336116965783697	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	176521	345	5.16170858479725	345	0	0	adequate_depth	28.8399930475326	-5.69995878553061	-18.6926615278337	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003047112	ST8		319.5	5.51334946702078	326098	82.07	7.56186761886652	7.19633583010049	69.6	72.5	497	5.50602321306988	40.0335	4.54866	8.76480191052874	-9.39218950153748	-10.3569568089237	-20.856568478822	ST8	glacial_like	0.430990994281873	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	326098	497	5.50602321306988	497	0	0	adequate_depth	-9.39218950153748	-10.3569568089237	-20.856568478822	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003047113	ST8		279.5	5.72008484654115	524909	109.94	7.86508552413984	7.39027842015736	60.2	62.8	644	5.3789235017444	36.48927	4.4548927	9.26174520006947	-32.466723647861	-29.469671484599	-21.9805275637763	ST8	glacial_like	0.335114241212297	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	524909	644	5.3789235017444	644	0	0	adequate_depth	-32.466723647861	-29.469671484599	-21.9805275637763	[30,40)	other	(33.4,50.5]	FALSE
LV3003047114	ST8		234.5	5.34166199968858	219614	41.03	7.32315893865599	7.10018275833049	64.8	66.9	419	5.47795210329336	32.3855	4.59229	8.61110180207863	11.4030465523879	-4.75633088066448	-22.2596131949185	ST8	glacial_like	0.598444397857515	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	219614	419	5.47795210329336	419	0	0	adequate_depth	11.4030465523879	-4.75633088066448	-22.2596131949185	[30,40)	other	(19.1,33.4]	FALSE
LV3003047117	ST8		194.5	5.4645282953846	291425	158.61	8.08161149166656	7.20539904885333	62.4	66.1	500	5.5875547526667	28.7616666666667	4.73476666666667	8.03655127079825	-4.14305742620628	-15.1252790026012	-26.4116257165523	ST8	glacial_like	0.132980369001503	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	291425	500	5.5875547526667	500	0	0	adequate_depth	-4.14305742620628	-15.1252790026012	-26.4116257165523	[20,30)	other	(19.1,33.4]	FALSE
LV3003047118	ST8		154.5	6.12054859662214	1319922	236.52	7.96102904589606	7.62802646483084	63.5	65.7	864	5.53722412969276	24.528	4.81528	7.70636378673969	-84.4194791400257	-30.2999623677682	24.7232170996581	ST8	glacial_like	0.464512508702254	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1319922	864	5.53722412969276	864	0	0	adequate_depth	-84.4194791400257	-30.2999623677682	24.7232170996581	[20,30)	other	(19.1,33.4]	FALSE
LV3003047121	ST8		489.2			0.18	5.20551291747351	4.43898511919634	81.8	92.5			78.313	4.05	8.3744263877218				ST8	glacial_like	0.171182396441409																					[70,80)	other	(71.3,95.4]	FALSE
LV3003047122	ST8		484.2	4.63982502729579	43633	31.46	7.39135380518593	6.43936317233712	58.2	61.2	126	4.35054935931093	76.951	4.07902	8.14654944891421	80.5242898067353	-11.8266311742377	17.67505999576	ST8	glacial_like	0.111688697653283	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	43633	126	4.35054935931093	126	0	0	low_diversity_but_saturated	80.5242898067353	-11.8266311742377	17.67505999576	[70,80)	other	(71.3,95.4]	FALSE
LV3003047123	ST8		479.2	4.41490652829503	25995	0.85	8.14291682611608	6.42825680067488	61.2	68.5	82	4.00340158156778	75.589	4.01479	7.91867251010661	87.93057874227	-11.7856146755761	27.1571412090697	ST8	glacial_like	0.0192903370396971	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	25995	82	4.00340158156778	82	0	0	low_diversity_but_saturated	87.93057874227	-11.7856146755761	27.1571412090697	[70,80)	other	(71.3,95.4]	FALSE
LV3003047124	ST8		474.2	4.84189106185163	69484	25.72	7.75519610995641	6.62984571348159	56.2	59.8	145	4.13578570092987	74.227	4.01184	8.74840765343023	77.7497168965714	-11.4726578812681	17.6187060582486	ST8	glacial_like	0.0749289262872548	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	69484	145	4.13578570092987	145	0	0	low_diversity_but_saturated	77.7497168965714	-11.4726578812681	17.6187060582486	[70,80)	other	(71.3,95.4]	FALSE
LV3003047125	ST8		469.2	5.03220763833021	107697	32.35	7.56593544762643	6.78315935553136	62	66	232	4.70571671587336	72.872	4.22744	9.79667019017442	57.4998260356677	7.02014182910707	3.01189052847082	ST8	glacial_like	0.164901212187486	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	107697	232	4.70571671587336	232	0	0	low_diversity_but_saturated	57.4998260356677	7.02014182910707	3.01189052847082	[70,80)	other	(71.3,95.4]	FALSE
LV3003047126	ST8		429.5	5.20158009036671	159066	52.91	7.59979005980597	6.90863790651537	69.2	73.6	356	5.31623130687781	64.210824	4.38529888	7.97137649847746	25.8650136753587	-6.03952909391697	-17.4351727270344	ST8	glacial_like	0.203632833323399	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	159066	356	5.31623130687781	356	0	0	adequate_depth	25.8650136753587	-6.03952909391697	-17.4351727270344	[60,70)	other	(50.5,71.3]	FALSE
LV3003047127	ST8		354.5	4.98589330299059	96803	56.2	7.70321853093494	7.05624544244435	60.3	63	240	4.83893507451689	47.6248	4.423736	8.72209745713196	55.3027863367211	-5.98613128672123	-2.15577373921251	ST8	glacial_like	0.225437874935414	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	96803	240	4.83893507451689	240	0	0	low_diversity_but_saturated	55.3027863367211	-5.98613128672123	-2.15577373921251	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003047128	ST8		314.5	5.59266409327141	391438	73.06	7.78600517865414	7.22400376589215	57.4	59.4	564	5.41632924149646	39.57797	4.55	8.83334865482924	-13.3702861957996	-31.2949763954198	-23.8574322210124	ST8	glacial_like	0.274156513478289	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	391438	564	5.41632924149646	564	0	0	adequate_depth	-13.3702861957996	-31.2949763954198	-23.8574322210124	[30,40)	other	(33.4,50.5]	FALSE
LV3003047129	ST8		274.5	5.52106613136895	331944	75.83	7.53102644035134	7.21239657499225	62.9	64.1	549	5.54821954277851	36.0373	4.450373	9.19008638473871	-11.6003278100333	-32.5686552694942	-25.3618160419461	ST8	glacial_like	0.480142468359842	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	331944	549	5.54821954277851	549	0	0	adequate_depth	-11.6003278100333	-32.5686552694942	-25.3618160419461	[30,40)	other	(33.4,50.5]	FALSE
LV3003047130	ST8		229.5	5.40350143461365	253221	108.94	7.64247893383119	7.21237518975985	63.3	66.4	462	5.50765234177344	31.936	4.60128	8.53983459962896	4.0760852685137	-14.4270001688629	-24.8470762855616	ST8	glacial_like	0.371446473210359	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	253221	462	5.50765234177344	462	0	0	adequate_depth	4.0760852685137	-14.4270001688629	-24.8470762855616	[30,40)	other	(19.1,33.4]	FALSE
LV3003047131	ST8		189.5	5.54764673575364	352895	102.07	7.72368508147251	7.26635302811126	62	64.2	547	5.56580113818394	28.2453333333333	4.74509333333333	7.95468779538517	-14.7987725894	-10.8736062975763	-28.0029087416354	ST8	glacial_like	0.348873459108085	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	352895	547	5.56580113818394	547	0	0	adequate_depth	-14.7987725894	-10.8736062975763	-28.0029087416354	[20,30)	other	(19.1,33.4]	FALSE
LV3003047132	ST8		149.5	6.3723691637988	2357051	252.49	8.00938939755575	7.74444212788334	63	64.2	1077	5.63678693973761	23.987	4.81065	7.67902444688563	-119.443168124179	-47.0898724216498	36.6288919910642	ST8	glacial_like	0.543316290345935	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2357051	1077	5.63678693973761	1077	0	0	adequate_depth	-119.443168124179	-47.0898724216498	36.6288919910642	[20,30)	other	(19.1,33.4]	FALSE
LV3003047133	ST8		459.2	5.4244520277904	265736	57.68	7.76835646578814	7.12268531804608	62.9	66	419	5.26595177726051	70.162	4.3038	9.41847614468938	17.1260422313239	14.3911528422805	-23.3463907253416	ST8	glacial_like	0.226114715425814	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	265736	419	5.26595177726051	419	0	0	adequate_depth	17.1260422313239	14.3911528422805	-23.3463907253416	[70,80)	other	(50.5,71.3]	FALSE
LV3003047134	ST8		454.2	5.42339334513508	265089	41.22	8.03350448252362	7.21115280498788	64.7	70.5	429	5.40650507748349	68.807	4.46035	8.5256420642359	21.139473964341	45.2791826031817	4.96840237583511	ST8	glacial_like	0.150538748000879	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	265089	429	5.40650507748349	429	0	0	adequate_depth	21.139473964341	45.2791826031817	4.96840237583511	[60,70)	other	(50.5,71.3]	FALSE
LV3003047136	ST8		449.2	5.43713990239991	273614	70.92	7.68984973835744	7.10017913762949	67.8	74.4	468	5.50615912341595	67.8766	4.422468	8.08372539793979	6.87748391743134	29.9373599766922	-11.1826284513666	ST8	glacial_like	0.257234593830699	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	273614	468	5.50615912341595	468	0	0	adequate_depth	6.87748391743134	29.9373599766922	-11.1826284513666	[60,70)	other	(50.5,71.3]	FALSE
LV3003047137	ST8		444.2	5.29899708989525	199065	44.94	7.76024108235845	6.9367951384598	58.1	61.2	339	4.92714821170992	66.9462	4.446994	8.05521044883768	36.9531091329982	-11.0152015530093	-13.7629658855027	ST8	glacial_like	0.150159914874174	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	199065	339	4.92714821170992	339	0	0	adequate_depth	36.9531091329982	-11.0152015530093	-13.7629658855027	[60,70)	other	(50.5,71.3]	FALSE
LV3003047138	ST8		439.2	5.37714773380374	238312	67.91	7.64199466423826	7.0484774235601	62.5	66.1	413	5.36128106600003	66.0158	4.567946	8.02669549973556	20.5143733184362	25.3535855053309	-10.3176716588204	ST8	glacial_like	0.254966269905067	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	238312	413	5.36128106600003	413	0	0	adequate_depth	20.5143733184362	25.3535855053309	-10.3176716588204	[60,70)	other	(50.5,71.3]	FALSE
LV3003047139	ST8		399.5	5.28583399919759	193122	44.97	7.18058064220131	6.93092347170147	77.9	83.7	350	5.20326346145349	58.6141266666667	4.4531524	8.62798528680874	24.2218484629539	-23.0329534247827	-12.4864300587441	ST8	glacial_like	0.562785380520441	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	193122	350	5.20326346145349	350	0	0	adequate_depth	24.2218484629539	-23.0329534247827	-12.4864300587441	[50,60)	40-60 kya	(50.5,71.3]	FALSE
LV3003047140	ST8		349.5	4.46630400597521	29261	83.7	6.38770759937478	6.31283338189959	64.6	65.5	108	4.44454768385953	46.0948	4.361896	8.58009723613548	79.7786386313183	-14.2316864727486	19.0281762851952	ST8	glacial_like	0.841638801122943	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	29261	108	4.44454768385953	108	0	0	low_diversity_but_saturated	79.7786386313183	-14.2316864727486	19.0281762851952	[40,50)	40-60 kya	(33.4,50.5]	FALSE
LV3003047141	ST8		309.5	3.83834526877599	6891	61.93	5.98048151434607	5.92929679515375	61.3	61.8	27	3.05927080149058	39.15347	4.55	8.89722610078355	96.1245698113584	-13.7005741711592	33.1444707320853	ST8	glacial_like	0.888822876603861	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	6891	27	3.05927080149058	27	0	0	low_diversity_but_saturated	96.1245698113584	-13.7005741711592	33.1444707320853	[30,40)	other	(33.4,50.5]	FALSE
LV3003047142	ST8		269.5	5.30548464730047	202061	78.67	7.82823827809652	7.18297200066899	64.9	67.1	434	5.55451837115845	35.5823	4.487593	9.11794716980078	13.3079127792476	-27.1873777863724	-17.6395815572716	ST8	glacial_like	0.226325610498182	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	202061	434	5.55451837115845	434	0	0	adequate_depth	13.3079127792476	-27.1873777863724	-17.6395815572716	[30,40)	other	(33.4,50.5]	FALSE
LV3003047143	ST8		224.5	5.58587902995138	385370	133.26	8.13074125753881	7.38222583216061	57.5	60.5	541	5.44572382676621	31.398	4.61204	8.45453592350455	-11.0014743482802	-11.3940417547896	-28.1479651592657	ST8	glacial_like	0.178436854897231	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	385370	541	5.44572382676621	541	0	0	adequate_depth	-11.0014743482802	-11.3940417547896	-28.1479651592657	[30,40)	other	(19.1,33.4]	FALSE
LV3003047144	ST8		184.5	5.81635930596999	655177	145.85	7.96406053057055	7.42387280465992	60.2	62.3	744	5.80465245382836	27.729	4.75	7.87282431997209	-51.5680635110273	-39.3802931119301	-15.2588953458517	ST8	glacial_like	0.288278505850666	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	655177	744	5.80465245382836	744	0	0	adequate_depth	-51.5680635110273	-39.3802931119301	-15.2588953458517	[20,30)	other	(19.1,33.4]	FALSE
LV3003047145	ST8		144.5	5.80889395972818	644011	279.12	7.52470404390631	7.40704414638498	69.7	71.1	706	5.50425383845745	23.446	4.8377	7.65168510703157	-38.8111238025047	-32.4662589454524	-2.50648813561941	ST8	glacial_like	0.762676032102063	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	644011	706	5.50425383845745	706	0	0	adequate_depth	-38.8111238025047	-32.4662589454524	-2.50648813561941	[20,30)	other	(19.1,33.4]	FALSE
LV3003047146	ST8		424.5	5.58323959346369	383035	97.4	7.76385250356214	7.24584997866504	65	68	588	5.67847857408079	63.2667	4.484661	7.94244093548725	-22.6772525168054	-18.2884994728873	-20.9705951409554	ST8	glacial_like	0.303387342584974	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	383035	588	5.67847857408079	588	0	0	adequate_depth	-22.6772525168054	-18.2884994728873	-20.9705951409554	[60,70)	other	(50.5,71.3]	FALSE
