core	module	index	n	age_min_kyr	age_max_kyr	mean	median	sd	iqr	spearman_rho_age	spearman_p_age	scope	group_level	state	state_label	spearman_q_age
""	brown	MII	18	47.6248	148.086	-4.17681672400254	-0.446978648711754	9.61490428456022	14.1128825258154	0.123057916768737	0.626637507127646	sample_module	state	2	IG-D	0.698941834873143
""	green	MII	43	30.678	109.6305	-14.7554044607104	-14.7707169223064	0.0802124298333246	0.102510066375601	0.342371616833163	0.0246193286006261	sample_module	state	4	IG-B	0.0996697061914469
""	turquoise	MII	43	30.678	109.6305	-3.0201660790902	-3.02984130677892	0.342613936557403	0.418242978208415	0.361253792921469	0.0173082713099069	sample_module	state	4	IG-B	0.0919530810509657
""	grey	MII	43	30.678	109.6305	-2.17241249971143	-2.15315355293105	0.273514218614194	0.27517656565026	0.24765862157422	0.109330891065227	sample_module	state	4	IG-B	0.226471131492256
""	yellow	MII	43	30.678	109.6305	-3.07539947544304	-3.07236793643503	0.262528874106765	0.273969061355365	0.457628419676182	0.00203217128599562	sample_module	state	4	IG-B	0.0294664836469365
""	blue	MII	33	30.678	109.6305	-10.8541786491046	-14.6633177648709	5.43738387370852	10.7950288197207	-0.3220409971744	0.0675963378726187	sample_module	state	4	IG-B	0.150791830638919
""	brown	MII	24	30.678	109.6305	-8.0262700309736	-8.57631857267243	7.26788166556339	13.947181035454	-0.132548534997721	0.536956594596589	sample_module	state	4	IG-B	0.648822551804211
""	grey	SRPI	32	2.324	24.528	-0.522336286646728	-0.598152775658696	0.294559611289756	0.406357668186628	-0.060683841326638	0.741455722602684	sample_module	state	3	IG-A	0.864132937173947
""	green	SRPI	30	2.324	24.528	-2.02981837766528	-1.54569563031351	1.98702099116351	0.302973457883045	-0.111036938139742	0.559123977594276	sample_module	state	3	IG-A	0.772123588106381
""	turquoise	SRPI	32	2.324	24.528	-0.812146053440298	-0.787684828139713	0.156993396236889	0.191085996458815	-0.287285738244235	0.110870616541937	sample_module	state	3	IG-A	0.214349858647744
""	yellow	SRPI	32	2.324	24.528	-1.0827399256054	-1.07736651696551	0.176323167044232	0.223198955800225	0.46530389512691	0.00728493693773479	sample_module	state	3	IG-A	0.0422526342388618
""	blue	SRPI	31	2.324	24.528	-2.56762317455419	-1.5736155264403	2.64001023600822	0.76483438805295	0.421174945526299	0.0182951174781424	sample_module	state	3	IG-A	0.0811444642388244
""	brown	SRPI	32	2.324	24.528	-0.71522215897519	-0.743280604702628	0.266297302024876	0.309278701618238	0.141167848403357	0.440905119071634	sample_module	state	3	IG-A	0.63931242265387
""	green	SRPI	13	0.692	13.676	-1.31105743738892	-1.2923677778418	0.15544676247667	0.12684710039274	-0.522696505486693	0.0668485713209747	sample_module	state	5	IG-C	0.149123736023713
""	turquoise	SRPI	13	0.692	13.676	-0.872497381234789	-0.860474266297072	0.117606854970857	0.144321225913388	-0.558459950598941	0.0472915156099893	sample_module	state	5	IG-C	0.114287829390807
""	grey	SRPI	13	0.692	13.676	-0.587510512333712	-0.586872857231704	0.624758540036964	1.19131165221627	-0.921596470200222	7.58699686475227e-06	sample_module	state	5	IG-C	0.000220022909077816
""	yellow	SRPI	13	0.692	13.676	-0.807880627209261	-0.862097496851778	0.192225410976072	0.222109633612086	-0.489684094613849	0.0894050287235164	sample_module	state	5	IG-C	0.185196130927284
""	blue	SRPI	13	0.692	13.676	-2.6540387016697	-2.0683686829775	2.04190272246703	0.82517035741782	0.635488909302243	0.019586594816268	sample_module	state	5	IG-C	0.0811444642388244
""	brown	SRPI	4	0.692	13.676	-4.45230295033779	-4.80564905253636	5.52432524284962	9.16272874107821			sample_module	state	5	IG-C	
""	turquoise	SRPI	51	4.753	148.086	-0.81876820894536	-0.794757376057056	0.240479580457886	0.377721617423772	-0.406163734297049	0.00310331501401663	sample_module	state	2	IG-D	0.0224990338516205
""	grey	SRPI	51	4.753	148.086	-0.325224740221378	-0.326458661682434	0.275857613175608	0.225402314775914	-0.184500510288124	0.194943772990731	sample_module	state	2	IG-D	0.3533355885457
""	green	SRPI	26	4.753	148.086	-4.86440770879289	-2.54548477175578	3.8571709086627	7.56185994873863	0.0604679410286314	0.769192106278504	sample_module	state	2	IG-D	0.864132937173947
""	grey	SRPI	75	12.078	147.206	-0.557315095989593	-0.50348678746612	0.231054594746395	0.256972460368316	0.241475454364451	0.0368783164193531	sample_module	state	1	G-A	0.106947117616124
""	turquoise	SRPI	75	12.078	147.206	-0.885579603855127	-0.897357268731065	0.11463947926082	0.117422039399119	0.0336002959180462	0.774739874707677	sample_module	state	1	G-A	0.864132937173947
""	yellow	SRPI	75	12.078	147.206	-1.06392614873787	-1.04661962214503	0.160986272985848	0.198848517584512	-0.1368337199135	0.24174869988508	sample_module	state	1	G-A	0.41239484098043
