state	sample	module	core	age_kyr	state_label	index	centered	state_label_ref	state_label_source
1	LV3003047094	grey	ST8	50.6848	state_03	OAP	-135.702052275476	state_03	G-A
1	LV3003047094	green	ST8	50.6848	state_03	OAP	93.494656976157	state_03	G-A
1	LV3003047094	yellow	ST8	50.6848	state_03	OAP	-2.49581494117706	state_03	G-A
1	LV3003047094	blue	ST8	50.6848	state_03	OAP	275.660727044702	state_03	G-A
1	LV3003047095	turquoise	ST8	40.9751666666667	state_03	OAP	-189.640899357775	state_03	G-A
1	LV3003047095	grey	ST8	40.9751666666667	state_03	OAP	-56.6266736957414	state_03	G-A
1	LV3003047095	green	ST8	40.9751666666667	state_03	OAP	256.408622695397	state_03	G-A
1	LV3003047095	yellow	ST8	40.9751666666667	state_03	OAP	89.7756808507462	state_03	G-A
1	LV3003047095	blue	ST8	40.9751666666667	state_03	OAP	244.986240055101	state_03	G-A
1	LV3003047095	brown	ST8	40.9751666666667	state_03	OAP	-344.902970547729	state_03	G-A
1	LV3003047096	grey	ST8	36.89377	state_03	OAP	-62.1897056463521	state_03	G-A
1	LV3003047096	turquoise	ST8	36.89377	state_03	OAP	-223.705514390186	state_03	G-A
1	LV3003047096	yellow	ST8	36.89377	state_03	OAP	64.7514576419115	state_03	G-A
1	LV3003047096	blue	ST8	36.89377	state_03	OAP	201.840389478468	state_03	G-A
1	LV3003047096	brown	ST8	36.89377	state_03	OAP	-298.204076310738	state_03	G-A
1	LV3003047096	green	ST8	36.89377	state_03	OAP	317.507449226896	state_03	G-A
1	LV3003047097	grey	ST8	32.835	state_03	OAP	68.1555191456045	state_03	G-A
1	LV3003047097	turquoise	ST8	32.835	state_03	OAP	63.0681112644846	state_03	G-A
1	LV3003047097	yellow	ST8	32.835	state_03	OAP	163.18423796635	state_03	G-A
1	LV3003047097	green	ST8	32.835	state_03	OAP	429.369252207853	state_03	G-A
1	LV3003047097	blue	ST8	32.835	state_03	OAP	-607.630747792147	state_03	G-A
1	LV3003047097	brown	ST8	32.835	state_03	OAP	-116.146372792147	state_03	G-A
1	LV3003047098	turquoise	ST8	29.278	state_03	OAP	-1.70343729218507	state_03	G-A
1	LV3003047098	grey	ST8	29.278	state_03	OAP	78.3610773165482	state_03	G-A
1	LV3003047098	yellow	ST8	29.278	state_03	OAP	155.769852109806	state_03	G-A
1	LV3003047098	blue	ST8	29.278	state_03	OAP	415.786253932915	state_03	G-A
1	LV3003047098	brown	ST8	29.278	state_03	OAP	-648.213746067085	state_03	G-A
1	LV3003047099	turquoise	ST8	25.058	state_03	OAP	-100.410183132084	state_03	G-A
1	LV3003047099	grey	ST8	25.058	state_03	OAP	-30.8368462480351	state_03	G-A
1	LV3003047099	yellow	ST8	25.058	state_03	OAP	28.1624465234066	state_03	G-A
1	LV3003047099	brown	ST8	25.058	state_03	OAP	-261.428522565657	state_03	G-A
1	LV3003047099	blue	ST8	25.058	state_03	OAP	135.83285543648	state_03	G-A
1	LV3003047099	green	ST8	25.058	state_03	OAP	228.680249985889	state_03	G-A
1	LV3003047110	grey	ST8	49.1548	state_03	OAP	-178.351080347188	state_03	G-A
1	LV3003047110	turquoise	ST8	49.1548	state_03	OAP	-125.639471125306	state_03	G-A
1	LV3003047110	yellow	ST8	49.1548	state_03	OAP	39.088403435069	state_03	G-A
1	LV3003047110	green	ST8	49.1548	state_03	OAP	264.902148037425	state_03	G-A
1	LV3003047112	turquoise	ST8	40.0335	state_03	OAP	-20.9371747214416	state_03	G-A
1	LV3003047112	yellow	ST8	40.0335	state_03	OAP	49.8631239700634	state_03	G-A
