sample	MEblue	MEyellow	MEturquoise	MEred	MEblack	MEpink	MEbrown	MEgreen	MEgrey
LV3003047159	0.0375694749572606	-0.018483869040935	0.019674191976949	0.00213502916644913	0.015278215003352	0.00682445186534812	0.0044095795259052	0.000787432228147659	0.0428732783193812
LV3003047158	-0.0126893726216629	0.0397186876182497	0.0177449537134798	-0.0424087435991422	0.00927233813556432	0.0015212024241832	0.00517042913575194	-0.000891339065935132	0.0446762966420232
LV3003047139	-0.00155443625091749	0.0499161724376292	0.0185667999837575	-0.0441332183763799	0.0152539114387529	0.00522147926137603	0.011641346783695	0.00225417736734661	0.0358224241908463
LV3003047150	0.0241554191912895	0.0877635591729665	-0.0188724466853622	-0.0628748302233827	-0.0252811788518983	-0.0214341273152343	-0.024790641173379	-0.0241926030847565	0.0105495220542084
LV3003047149	0.0307646166344618	-0.0202884496297222	0.0200925951520108	-0.0309193308001521	0.00927293971612245	0.00426167049363238	0.00797033541681142	0.00208347263316321	0.0432982653022074
LV3003047148	0.0379921499344822	0.0082376002165527	0.0166395088591229	-0.0445881736874101	0.00268742541421562	-0.00399815744701403	-0.00384025198446628	-0.00321187666951484	0.0401069105597939
LV3003047147	0.0268578434873266	0.0390263320774297	0.00618973553794956	-0.0477134432905347	-0.00401940990685572	-0.0124955377315859	-0.0130055289122262	-0.0087685161930412	0.0285025427747565
LV3003047146	0.0345697963657308	0.0829980133544164	-0.0324023665387632	-0.0656394761848032	-0.0354583841140323	-0.041818611656071	-0.0466598133352773	-0.0366552686363239	-0.0179512169868321
LV3003047126	0.0354424206758244	5.10263578134824e-06	0.0206686210797797	-0.03267138820551	0.0121355926961996	0.00214426607629562	0.00894923745247399	0.000171677844323353	0.0400288800299092
LV3003047138	0.0476828113807728	-0.0422713151602007	0.0164208424992549	0.0667887346966808	-0.00120027838126813	0.00928019214073853	-0.0113648907879684	-0.00921106834190467	0.043350284518506
LV3003047137	-0.0315463449012976	-0.0206009131275734	0.0321897000499597	-0.036772743949274	0.020214786070033	0.00754350750376862	0.0141298739819632	0.00671281793617855	0.0520966595960113
LV3003047136	0.0458961508512856	0.00063681977574836	0.000932706116391538	0.11129269592708	-0.00641655680332165	0.00828240022721973	-0.0270890446160164	-0.0219163516043368	0.0222626273586237
LV3003047134	0.0319807123464102	-0.066941315201802	0.0154665533236441	0.150120373876924	0.0208803852872022	0.0692041699514289	-0.0152698058974324	-0.015878773579606	0.0330320531797633
LV3003047133	0.0479666670768281	-0.0184525884115322	0.0170153795353327	-0.00314027691967391	0.00530411991948878	-0.00832152438490913	-0.0145207375080522	-0.0140398063604068	0.0433257733208157
LV3003047107	0.0542192096648313	0.0133780942584135	0.0089029585708797	0.00325116558109069	-0.00295896263922069	-0.0160121293987098	-0.020780865276609	-0.0165075532115811	0.0354008592143139
LV3003047125	-0.00525621790852014	-0.113315631781429	0.0538142577601383	0.00571449899515172	0.0406622229492836	0.0253642896446662	0.042901556465279	0.0232928366137073	0.0512176279287046
LV3003047124	-0.118509315395913	-0.111006272629093	0.0724067512755945	-0.0104606001976973	0.0667281485592316	0.0413574710416686	0.0661775750003968	0.0442213728790543	0.0610080745797405
LV3003047123	-0.146073334799322	-0.115157880227992	0.0833287751059267	-0.000380761805012921	0.0718313776818487	0.0561234232707948	0.0850734411928833	0.053736853213072	0.0607753962075985
LV3003047122	-0.115107359332744	-0.1055839815798	0.0736549963236496	-0.00715850896302209	0.0666521505913963	0.048646293421604	0.0720273301599896	0.0445715870795416	0.061037904874794
LV3003047093	0.0517666361628194	-0.0592558072334395	0.0232077359316988	0.100292330677325	-0.00694160867403727	-0.00135612855946219	-0.0185299618264184	-0.01623227469749	0.0302524269821461
LV3003047106	0.00377833480590722	-0.109907021904152	0.0557533662868665	-0.00196529696132806	0.0327908120511473	0.0161707535833966	0.0280006023693056	0.0155909231078794	0.0575425236933265
