consensus_mode	k_neighbors	graph_symmetrization	min_module_size	merge_mode	merge_eigengene_cor	resolution	n_taxa	n_modules_non_grey	grey_size	grey_fraction	min_non_grey_size	median_non_grey_size	max_non_grey_size	module_sizes_non_grey	recommended_reason
dissimilarity	25	union	20	none		1.0	1797	6	148	0.0823594880356149	82	320	425	82,141,298,342,361,425	Interprets consensusDissTOMandTree matrix as dissimilarity, fixes the k-sized module artifact, and selects a conservative resolution from the corrected sweep that yields few interpretable modules with low grey burden while preserving downstream runnability.
