sample	core	age_kyr	d18O	sst	PC1	PC2	PC3	state	label
LV3003061530	ST13	47.046	4.38322	8.66837868071839	-1.32497132651816	0.269205929098747	0.0248854995045414	4	IG-B
LV3003061516	ST13	48.537	4.45537	8.80675928823849	-0.916280256971929	0.458620021576894	0.192419966227662	4	IG-B
LV3003061504	ST13	50.268	4.33732	8.96741444022863	-1.02168753270449	0.405199502443836	0.145247609684419	4	IG-B
LV3003061486	ST13	52.105	4.32365	7.61349281773178	-2.11791937009014	-0.028996246338586	0.232395854492175	4	IG-B
LV3003061475	ST13	53.844	4.38936	6.25962485846197	-1.1054944594138	0.118383333660902	-0.00181573588130131	4	IG-B
LV3003061570	ST13	55.466	4.32864	6.57988298438419	-0.254107109111803	0.298473222969484	-0.45336276324906	4	IG-B
LV3003061539	ST13	130.0556	3.677784	12.6881606418456	-1.57501652119301	0.124477523646779	0.204103629812906	4	IG-B
LV3003061513	ST13	138.493	4.88014	10.3255171456423	-1.75055229688394	0.000463529663453373	0.184383993577866	4	IG-B
LV7008886740	GeoB25202_R1	43.105	4.4621	8.3026120984	0.222496520982657	0.719150222568804	0.153948549204085	4	IG-B
LV7008886221	GeoB25202_R1	50.3555	4.336445	8.9755353679	-0.301646894314068	0.419918326368712	0.218704801933406	4	IG-B
LV7008886692	GeoB25202_R1	53.875	4.3875	6.235490352	-1.14181648580984	0.282619191317985	0.181084975502509	4	IG-B
LV7008886765	GeoB25202_R1	58.181	4.47914	7.16758002833333	0.197843317890625	0.650434601773853	0.27316461321193	4	IG-B
LV7008886705	GeoB25202_R1	59.738	4.55546	7.834293148625	-1.82942165573829	0.314744274558874	0.428310335858747	4	IG-B
LV7008886222	GeoB25202_R1	136.2775	4.81445	10.5709554267778	-0.899029656878208	0.214049515352062	0.0652523167522572	4	IG-B
LV7008886709	GeoB25202_R1	147.206	4.79734	9.36027059022222	-0.846084984712235	0.0654936272851855	0.166297009953358	4	IG-B
LV7008886226	GeoB25202_R2	36.607	4.45607	9.28041102375	-0.662657351506061	0.107278961668805	0.267019900587294	4	IG-B
LV7008886704	GeoB25202_R2	53.875	4.3875	6.235490352	-0.951045320494067	0.336999398804521	0.0884689522091118	4	IG-B
LV7008886753	GeoB25202_R2	58.997	4.43018	9.918947659625	-1.57316561626167	0.0177171027565048	0.0149780532150547	4	IG-B
LV7008886717	GeoB25202_R2	59.738	4.55546	7.834293148625	-1.10363836582517	0.143014943897651	0.0226177615081608	4	IG-B
