timestamp	script	repo_root	seed	xrf_half_width_cm	q_threshold	training_cores	harmonization
2026-05-06 21:47:51	04_xrf_loco_main.R	/maps/projects/caeg/people/ngm902/apps/repos/rocs	42	0.5	0.1	ST8;ST13;GeoB25202_R1	corewise_z
