timestamp	script	repo_root	seed	training_cores	validation_core	module_method	leiden_backend	leiden_resolution	leiden_resolution_strict	leiden_resolution_used	leiden_resolution_auto_adjusted	leiden_graph_source	leiden_graph_representation	leiden_graph_k_neighbors	leiden_graph_symmetrization	leiden_consensus_matrix_interpretation	leiden_merge_eigengene_cor	soft_power	min_module_size	results_root
2026-05-06 21:45:58	02_wgcna_main.R	/maps/projects/caeg/people/ngm902/apps/repos/rocs	42	ST8;ST13;GeoB25202_R1	GeoB25202_R2	leiden	igraph::cluster_leiden	1	TRUE	1	FALSE	WGCNA consensus network	union kNN consensus TOM graph	25	union	dissimilarity		20	20	/maps/projects/caeg/people/ngm902/apps/repos/rocs/results/wgcna_hmm_leiden
