sample	MEleiden6	MEleiden5	MEleiden3	MEleiden1	MEleiden2	MEleiden4	MEgrey
LV3003047009	-0.0454257686856935	0.284955257078377	-0.039344900165326	0.00734804945525351	0.0128422712006834	0.0142286690981232	-0.00544271006611397
LV3003046993	-0.0411345137243602	0.331511159899355	0.175983718803236	0.0804872143471987	0.0701798430577494	0.0565414455737016	-0.0359610817802295
LV3003046978	-0.0214220789551997	0.108048213063644	0.0353163235797362	0.192580418854899	0.110756726296003	0.0781660105287833	-0.0150951305138172
LV3003046965	0.028220610953237	0.114539486792551	0.0638316685412304	0.291199999952753	0.138679104674185	0.0908091066153325	-0.0359386969413079
LV3003046949	-0.0150372025145183	0.0232434167558247	0.0344102188025525	0.196561407936985	0.107594159914048	0.0702401313402841	-0.0204661691873008
LV3003046936	0.00225004516506056	0.0793164241077044	0.0511438687430448	0.261891773830465	0.133805892139708	0.0895687895242743	-0.0309775213736046
LV3003047145	-0.0473857724742114	0.191386418648769	-0.0172183150073059	0.0145773952678428	0.0636425417451602	0.0454164711548721	-0.0144472893555947
LV3003047132	0.0988921361379982	0.0427761671398183	0.0685521877306355	0.280408618652893	0.143199254226003	0.095368609815059	-0.0429662496799226
LV3003047118	-0.0217029614498584	0.0186564064087972	0.0346222852901742	0.167503033419908	0.108119711271763	0.0713769577255937	-0.0184801522092707
LV3003047099	-0.00465164605457798	-0.0152528183009088	-0.0198362905872807	0.0251961778342474	0.0541467377082153	0.0380028861299109	-0.0229862484379784
LV3003047071	0.111454998781119	-0.0208834757232595	-0.0442213548660046	0.00679877462357472	0.0684071768470019	0.0258882297870334	-0.0217352284678881
LV3003047169	0.196598838068331	-0.0126518709796846	-0.0403723446972762	0.0352713202148126	0.0756677150764487	0.0367221829375729	-0.024043456064244
LV3003047156	0.118987933718432	-0.0211671651090305	-0.0270391085525919	0.0377847997335087	0.0831040612533978	0.0294687134178177	-0.0223328671531892
LV3003047144	0.195911194923629	-0.020337431766438	-0.0159674215005064	0.0545227140902013	0.0905109597448768	0.0483271004589583	-0.020778823299801
LV3003047131	0.072275027350304	-0.0233702147635415	-0.0285156535077919	-0.027514543508447	0.0404326190603816	0.0326691385819084	-0.0182023842376852
LV3003047117	0.0686983431943559	-0.0261130603721036	-0.0449394942312285	-0.0281658826350843	0.0265905624146688	0.0216979845439099	-0.0178461580843838
LV3003047098	0.141569415135522	-0.0233145447210936	-0.0589651683568702	-0.0292002075850174	-0.0170167175400531	-0.00678451447922662	-0.0187070552115348
LV3003047085	0.226265148469657	-0.00871397046406597	-0.0413702929540599	0.00468170416716496	0.0515023571819892	0.0166780782653838	-0.0181883317739008
