sample	core	age_kyr	d18O	sst	MEleiden6	MEleiden5	MEleiden3	MEleiden1	MEleiden2	MEleiden4	analysis_partition	harmonization_mode
LV3003061505	ST13	32.81	4.5838	8.67840531139984	0.494962643265251	-0.452545733933322	-0.881250305634522	-0.522388542041415	0.146847545387118	0.034075500377566	training	corewise_z
LV3003061488	ST13	35.041	4.53631	9.03212528618341	1.98505270209454	-0.298559392241361	-0.000144044450376333	0.502563518313605	0.920829406922141	0.478358973724859	training	corewise_z
LV3003061476	ST13	37.16	4.452	9.19719729556924	0.865403371118831	-0.446222981233547	-0.122969131036654	-0.298500804801242	0.382547038862241	0.223644000235259	training	corewise_z
LV3003061571	ST13	40.457	4.53172	8.70107494147892	0.468182498375819	-0.204750983641931	-0.916448100139851	-0.400237690434802	0.0954988708711097	0.0442002030466237	training	corewise_z
LV3003061558	ST13	42.626	4.47496	8.37469053564879	0.887343823124658	-0.425943655458137	-0.505110886361516	-0.326042506032632	0.618745390954627	0.26846696474908	training	corewise_z
LV3003061544	ST13	45.122	4.33366	8.48981108255027	0.0701241827070177	-0.499717432928161	-0.581861806626563	-0.544674628776529	0.331597990019009	0.102402423238608	training	corewise_z
LV3003061530	ST13	47.046	4.38322	8.66837868071839	-0.389647215761444	-0.556896796849482	-0.829320251463919	-0.744885357233786	-0.677443235837473	-0.177812822856988	training	corewise_z
LV3003061516	ST13	48.537	4.45537	8.80675928823849	-0.225358578892228	-0.517963464078629	-0.919170691434715	-0.679925242756013	-0.146529643545226	-0.0433732381533561	training	corewise_z
LV3003061504	ST13	50.268	4.33732	8.96741444022863	-0.297077095598838	-0.556896796849482	-0.898620416104147	-0.666570691237701	-0.225205499064576	-0.137211806286965	training	corewise_z
LV3003061486	ST13	52.105	4.32365	7.61349281773178	-0.619361434023209	-0.479318804228888	-1.10845321906854	-0.772153461008494	-1.37100309958367	-0.70299049788807	training	corewise_z
LV3003061475	ST13	53.844	4.38936	6.25962485846197	-0.617899722779839	-0.491378349635652	-0.837034410952309	-0.701912117434912	-0.356721169868073	-0.0350188866180095	training	corewise_z
LV3003061570	ST13	55.466	4.32864	6.57988298438419	-0.277627024973305	-0.511429767457482	-0.0635653862323704	-0.579206927903716	0.19979555383234	0.244848240678321	training	corewise_z
LV3003061557	ST13	58.082	4.48508	7.14615019137165	-0.40776855743869	-0.528369134234656	0.31582291704289	-0.650307927580866	-0.374288669357166	-0.0958422116402694	training	corewise_z
LV3003061543	ST13	62.293	4.57949	7.91259892566273	0.0497737730398848	-0.444451748460476	0.837499266136623	0.197257242904116	0.852536772114779	0.571071616255169	training	corewise_z
LV3003061529	ST13	66.015	4.56805	8.02667098129265	-0.481544160077531	-0.11028697853149	1.08943100576136	0.631174196628645	0.920995885158332	0.670411631395226	training	corewise_z
LV3003061515	ST13	71.0012	4.219988	9.97144024824405	0.18241173907584	-0.321798796096137	2.78047259171501	0.833783025140424	0.880199813996845	0.938748398514089	training	corewise_z
LV3003061503	ST13	73.1472	4.20056	9.58376845577441	-0.0619342897167547	-0.423724393280676	1.00781362258104	-0.15077891092578	0.695290761631812	0.69402685909842	training	corewise_z
LV3003061485	ST13	75.7796	4.035756	7.95056189669746	-0.260054478655884	-0.420645823570731	2.0094472738042	0.734632790623639	0.953813905738162	0.945000369042791	training	corewise_z
LV3003061474	ST13	77.7798	4.056606	8.28521641432076	-0.495167608158182	-0.439295025961961	0.276908556765305	-0.510141325964099	0.210043563599124	0.384958445141709	training	corewise_z
LV3003061569	ST13	81.6946	3.806108	7.84255695133946	-0.661396426260465	-0.4842791483516	0.901088877066792	-0.536950649913221	0.371324409974298	0.491534291651509	training	corewise_z
LV3003061556	ST13	86.6174	4.134088	8.5404217959206	-0.439655845703952	-0.500953668915604	0.0148225401601058	-0.687312381103472	-0.515880928818131	0.111004384367329	training	corewise_z
LV3003061541	ST13	91.09	4.0255	7.62752397756975	-0.281652379387956	-0.443648424191843	-0.186701860241983	-0.650170531512694	-0.00484335400398422	0.349711821591006	training	corewise_z
LV3003061528	ST13	95.118	3.76764	6.56201237466214	-0.625857257233726	-0.49845470426277	1.7409861703973	0.0109923921588727	0.468987110041657	0.720182176580955	training	corewise_z
