eigengene	PC1	PC2	PC3
MEleiden6	0.262586245698287	0.710524738482874	0.325138354078339
MEleiden5	0.241818537984682	-0.621684819819592	0.550742906069623
MEleiden3	0.341638097381275	-0.203597247478799	-0.726088255569323
MEleiden1	0.45865320772313	-0.19499564353041	0.168022867781282
MEleiden2	0.541097813780624	0.148683173725026	0.0734006090489818
MEleiden4	0.502698776248606	0.0841472191103034	-0.173619738910368
