label	core	core_group	y_bp	flowcell	depth_in_core_cm	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst	age_kyr	MEleiden6	MEleiden5	MEleiden3	MEleiden1	MEleiden2	MEleiden4	MEgrey	ba	ti	ca	zr	rb	sr	al	fe	mn	br	p	si	match_n_points	match_quality	match_min_abs_depth_cm	ba_ti_ratio	ba_ti_log	ba_ti_z	ca_ti_ratio	ca_ti_log	ca_ti_z	zr_rb_ratio	zr_rb_log	zr_rb_z	ti_al_ratio	ti_al_log	ti_al_z	mn_fe_ratio	mn_fe_log	mn_fe_z
LV3003046978	ST8	ST8	21296		124.5	113.8	3.60551161749441	mgca_jonkers_2013	4.90112	72686612	55.3	49044465	56.1	7.54303523515316	21.296	-0.315782788156311	1.63874782952944	0.787742922902124	3.00300319379608	1.71078467461526	1.27264276599822	-0.0150951305138172	13.5952380952381	750.428571428571	2021.70952380952	93.2380952380952	44.752380952381	184.847619047619	9.42380952380952	15230.0523809524	175.371428571429	54.6333333333333	0.923809523809524	50.4095238095238	7	interval	0	0.018116631765975	-4.01092488052601	-0.823090976683567	2.6940732279967	0.991054259503198	-0.50367730411835	2.08342200468185	0.73401173642174	-0.00994779042684058	79.6311268317332	4.37740505701355	0.716106174130212	0.0115148276699796	-4.46411971152017	-0.454666433195077
LV3003046979	ST8	ST8	16461		84.5	131.92	4.74778270644487	mgca_jonkers_2013	4.80993	62932113	71.5	35885630	73.7	7.29869936048704	16.461	-0.0801798125106865	1.33701119905059	0.9876248588252	0.0532785314372133	0.957920841869259	0.755010171150756	-0.0164588678433252	15.7888888888889	792.318518518519	1957.0962962963	96.7481481481482	40.0925925925926	178.277777777778	9.11851851851852	17084.6518518519	199.551851851852	58.6037037037037	1.32962962962963	49.9037037037037	9	interval	0	0.0199274515486664	-3.91565702304559	-0.544470953746298	2.47008778736572	0.904253691451917	-0.595338420365913	2.41311778290993	0.880919597266776	0.396135531568326	86.8911454102356	4.4646561330664	1.02958195706038	0.0116801825159944	-4.44986167533476	-0.407640137633299
LV3003046980	ST8	ST8	8056		40	95.39	5.42145708999487	mgca_jonkers_2013	3.41776	84644758	80.9	70313255	82.7	6.25245183951933	8.056	-0.661819385281031	-0.402984856004499	2.75582527008572	-0.234859360873625	-0.375732616041046	0.437791128880013	-0.033789403266047	11.8606060606061	369.124242424242	5786.07272727273	76.3181818181818	27.3121212121212	452.775757575758	6.89090909090909	8720.54848484849	133.930303030303	73.9424242424243	0	25.6181818181818	11	interval	0	0.0321317450804935	-3.43791079421089	0.852743896639907	15.675136071455	2.75207576727588	1.35595565407894	2.79429712637302	1.02758059962334	0.801536486299521	53.5668425681618	3.98093026785643	-0.708348979498163	0.0153580136917993	-4.17611787656491	0.495230118954385
LV3003046993	ST8	ST8	20719		119.5	108.7	3.36525344975272	mgca_jonkers_2013	4.93248	230108757	68.3	100382437	69.6	7.51387664163044	20.719	-0.594613267559777	4.87212073940597	2.97728818831079	1.32459074176027	1.14702763262228	0.979751814428889	-0.0359610817802295	12.1242424242424	1044.65454545455	1538.55757575758	90.2848484848485	25.0909090909091	142.178787878788	10.3606060606061	20831.8424242424	252.324242424242	69.830303030303	1.9969696969697	50.9030303030303	11	interval	0	0.011605982548965	-4.45623457683668	-2.1254420642555	1.47279077322937	0.38715908613531	-1.14138863401095	3.59830917874396	1.28046406256023	1.50055800983377	100.829482304768	4.61343079605462	1.56409976555315	0.0121124304459316	-4.41352304411969	-0.287786941189647
LV3003046994	ST8	ST8	15549		79.5	87.72	4.99039754502124	mgca_jonkers_2013	4.63274	71148178	57.2	33076881	57.9	7.18672783126745	15.549	-0.683036716743389	3.59359621957182	-0.454836148941594	-0.299138760853131	-0.0742868355364185	0.134611192093487	-0.0197463423313719	11.1424242424242	911.406060606061	1233.84545454545	80.5969696969697	30.6151515151515	142.269696969697	8.22121212121212	21108.4	215.778787878788	74.1363636363636	0.960606060606061	25.2575757575758	11	interval	0	0.0122255323110479	-4.40422870174316	-1.97334587468381	1.35378236757059	0.302902428609995	-1.23036338905514	2.63258438087697	0.967966018026808	0.636749611078405	110.860302248433	4.7082708703855	1.90484131166338	0.0102224132515391	-4.58317259179336	-0.847330321994752
LV3003046995	ST8	ST8	6970.5		35	117	5.81821372224369	mgca_jonkers_2013	3.36882	178414482	82.8	152189789	85.2	6.16359220190688	6.9705	-0.512921275325653	-0.406246888112226	1.96512601772742	-0.269222564050676	-0.210699268638596	0.438478734635625	-0.021655555337187	9.86666666666667	276.936363636364	9044.02727272727	58.7515151515152	15.5151515151515	663.036363636364	6.24242424242424	5437.64242424243	112.587878787879	69.3363636363636	0	20.5	11	interval	0	0.0356279202092156	-3.33462567296775	1.15481117946675	32.6574204773003	3.48607210332395	2.13105338666566	3.78671875	1.33149987893171	1.64163142642056	44.3635922330097	3.79241913830655	-1.38563201828736	0.0207052744560644	-3.87736680652721	1.48058013043563
LV3003047009	ST8	ST8	20142		114.5	99.94	3.12499528201102	mgca_jonkers_2013	4.97864	78281501	64.3	50491740	64.7	7.48471804810772	20.142	-0.655312653106154	4.19848514519327	-0.37438941558955	0.229451338570948	0.350405089796564	0.406652221849108	-0.00544271006611397	11.169696969697	1081.50909090909	1486.27272727273	88.8242424242424	29.8333333333333	153.154545454545	9.27575757575758	22561.8363636364	257.548484848485	69.2393939393939	2.02424242424242	40.9484848484849	11	interval	0	0.0103278807950731	-4.57290816742219	-2.46666521490512	1.37425819141603	0.317914088385609	-1.2145111253816	2.97734890807517	1.09103327640063	0.976932640235678	116.59523031689	4.75870836670655	2.08605321601514	0.0114152270541056	-4.47280710834357	-0.483319473864027
LV3003047010	ST8	ST8	13676		70	131.81	5.45136573831635	mgca_jonkers_2013	4.20872	124044083	83.1	98890535	85.9	6.95319000495699	13.676	-0.392845407979559	-0.409333749568528	3.04260307976178	-0.0173726315053064	-0.0908948809921423	0.468346323180743	-0.0324915757848952	14.2454545454545	564.372727272727	4788.90606060606	95.6393939393939	44.7545454545455	315.030303030303	7.95151515151515	11722.5848484848	176.269696969697	58.1424242424242	0	36.2212121212121	11	interval	0	0.0252412171195696	-3.67927702061877	0.146845125358456	8.485360523617	2.13834238730823	0.707855210162616	2.13697609858487	0.759391791709593	0.0602078643109547	70.9767530487805	4.26235240157892	0.302744839552269	0.0150367601726065	-4.1972573977208	0.425507097004923
LV3003047013	ST8	ST8	5885		30	131.96	6.21497035449252	mgca_jonkers_2013	3.32195	106947849	79.8	86684502	81.7	6.33782936611152	5.885	-0.544860183453942	-0.416168284402295	2.11021577362308	-0.307652749272822	-0.496031993999104	0.381173139352084	-0.0286686722596747	8.9969696969697	289.439393939394	6942.77575757576	62.3454545454545	19.4151515151515	581.915151515152	6.43939393939394	6686.62121212121	112.118181818182	64.3333333333333	0	18.5818181818182	11	interval	0	0.0310841229126315	-3.47105810743399	0.75580138722715	23.9869758676648	3.17751101086747	1.80521388123271	3.21117527704074	1.16663700005195	1.18591676864742	44.9482352941176	3.80551150083924	-1.33859376064051	0.0167675389799169	-4.08831046526269	0.784839236417524
LV3003047026	ST8	ST8	19565		109.5	12.35	2.88473711426933	mgca_jonkers_2013	4.97695	948154669	61.9	126124116	64.1	7.455559454585	19.565	-0.611862029503162	5.00048106161913	0.468302508049956	1.22223457461239	1.1862582020003	1.03130994495119	-0.0139494190914853	12.0727272727273	1118.53333333333	1789.95151515152	84.5484848484849	28.9212121212121	160.751515151515	10.5333333333333	22159.3151515152	256.154545454545	59.0333333333333	1.32727272727273	45.3454545454545	11	interval	0	0.0107933549344921	-4.52882461806007	-2.3377386298084	1.60026658286284	0.470170229656391	-1.05372913768561	2.92340737636211	1.07274984568329	0.926393504749952	106.189873417722	4.66522875037927	1.75019952524284	0.0115596778918066	-4.46023228015668	-0.44184478693902
LV3003047027	ST8	ST8	12877		65	149.32	5.04178088906654	mgca_jonkers_2013	4.04278	166139455	84.4	112662581	86.9	6.85356548641879	12.877	0.241842112924682	-0.351248172558088	3.21467837589067	0.206787937942262	0.726599046780211	0.700456994233676	-0.0324433542096364	14.2060606060606	527.384848484849	4034.84242424242	92.1818181818182	38.1	334.466666666667	7.61515151515152	10836.0333333333	149.954545454545	60.2	0.0727272727272727	36.9212121212121	11	interval	0	0.0269368007952332	-3.61426186801252	0.336988199733219	7.65066049173452	2.03479198290029	0.59850632145131	2.41947029348604	0.883548629220103	0.403402712664677	69.2546756864306	4.23779066172577	0.214499387703309	0.0138385090597001	-4.28030006149586	0.151613217080566
LV3003047028	ST8	ST8	4753		25	124.79		""	3.26988	3059207	78.3	2878411	79.3	6.51953039778323	4.753	-0.683036716743389	-0.433019748857837	-0.62756756462232	-0.54675531653838	-1.52531577921196	-2.00630355097666	-0.0183216844454355	8.54848484848485	282.066666666667	7589.74242424243	61.7242424242424	11.7	567.821212121212	6.51818181818182	6038.90606060606	97.1818181818182	58.3333333333333	0	20.9787878787879	11	interval	0	0.0303066113749167	-3.49638939307639	0.681717603111766	26.9076190885456	3.29240948399603	1.926546293434	5.27557627557628	1.6630879199499	2.55820847312178	43.2738261273826	3.76754797481065	-1.47498916781453	0.0160926196245658	-4.12939452050504	0.649334535799579
LV3003047041	ST8	ST8	19097		104.5	105.88	3.47082983380169	mgca_jonkers_2013	4.96291	92918951	73.6	51583899	75.3	7.4319091568924	19.097	-0.289331829171379	2.28678728735834	0.88891005037443	2.71526238590617	1.77263630217543	1.32085739356812	-0.0261007144663009	13.7060606060606	987.824242424242	1830.77272727273	88.9	36.1333333333333	166.463636363636	10.9060606060606	20819.7787878788	228.00303030303	62.4909090909091	1.08181818181818	48.7606060606061	11	interval	0	0.0138749992330865	-4.27766667462269	-1.60320303918924	1.85333852789418	0.616988622411053	-0.898689394655187	2.46033210332103	0.900296342182423	0.449696810723421	90.5757154765213	4.5061861360215	1.17879100731389	0.0109512705502795	-4.51429979746183	-0.620171943359448
LV3003047044	ST8	ST8	12078		60	46.49	4.63219603981674	mgca_jonkers_2013	3.93092	63682406	81.2	26806847	83.3	6.75394096788059	12.078	1.18489460765362	-0.329486565291217	-0.262287297687944	0.0685888920209067	0.635602365394216	0.356038757274596	-0.0216744649676923	14.8909090909091	733.909090909091	1836.28787878788	97.1515151515152	54.0363636363636	217.463636363636	7.2969696969697	16508.2121212121	166.251515151515	69.4333333333333	0.096969696969697	27.3151515151515	11	interval	0	0.0202898550724638	-3.89763426797605	-0.49176167105984	2.50206449481812	0.917116189017893	-0.581755664963524	1.79789143113504	0.586614551097839	-0.417383705188441	100.577242524917	4.61092601462846	1.55510058348967	0.0100708371040309	-4.59811144720309	-0.896602116561476
LV3003047045	ST8	ST8	3586.5		20	111.57		""	3.295865	151675055	80.4	128523596	81.5	6.70676913757569	3.5865	-0.359559493187803	-0.418546654262209	2.17941526727974	-0.276915250532826	-0.0775341804209387	0.648410257044706	-0.0237265538651036	6.83636363636364	252.351515151515	8921.14545454546	62.8060606060606	15.2545454545455	721	6.90909090909091	5437.50606060606	92.5424242424243	75.2454545454546	0	17.569696969697	11	interval	0	0.0270906383591911	-3.60856705877771	0.353643217717116	35.3520582160527	3.56535661458123	2.21477757149693	4.11720301946762	1.4151740540489	1.87292393045229	36.5245614035088	3.59798494944718	-2.08419543249862	0.0170192774428116	-4.0734086101569	0.833988995438376
LV3003047059	ST8	ST8	107683		609.2	57.46	2.91515849408323	mgca_jonkers_2013	4.08781	50404610	52.1	4862774	54.7	9.62921190579469	107.683	-0.683036716743389	-0.335903596838651	-0.657569359431192	-0.537487005503158	-1.16045123098607	-1.19687302249214	-0.000704081081933522	16.069696969697	556.027272727273	2770.42424242424	107.021212121212	68.2757575757576	218.918181818182	10.7818181818182	12397.4575757576	162.466666666667	44.3757575757576	0.972727272727273	70.330303030303	11	interval	0	0.0289009150412286	-3.54388202203874	0.542820836449808	4.98253301287816	1.60593839884867	0.145638337940932	1.56748479872176	0.449472295692754	-0.79647289987457	51.570826306914	3.94295613095009	-0.844782509448018	0.0131048374776744	-4.33477384383465	-0.0280538952286192
LV3003047060	ST8	ST8	106686		604.2	70.8	2.99454011404301	mgca_jonkers_2013	4.02744	14545489	58.9	3426624	62	9.16482148751936	106.686	-0.683036716743389	-0.395190333296733	-0.63896751535375	-0.525254297754274	-1.18066549980757	-1.07005892390759	-0.0174437486243363	14.9666666666667	583.812121212121	3334.33939393939	87.0151515151515	50.5212121212121	230.330303030303	9.64848484848485	12035.5393939394	170.027272727273	48.4636363636364	0.0696969696969697	59.5636363636364	11	interval	0	0.0256361012779122	-3.66375371473507	0.192244528218625	5.71132265465229	1.74245063513678	0.289794813417295	1.72234884836852	0.543688968745304	-0.536038779056014	60.5081658291457	4.10277832831142	-0.270573104659523	0.0141271003452402	-4.25966031599578	0.219687863517479
LV3003047061	ST8	ST8	105689		599.2	43.21	3.07392173400279	mgca_jonkers_2013	3.95335	28071056	61.9	2895889	66	8.70043106924403	105.689	-0.683036716743389	-0.375685344180903	-0.705483646621738	-0.543449823402012	-1.3102490571958	-1.49517763532256	-0.016347482577563	14.4090909090909	664.393939393939	3262.37272727273	93.2151515151515	50.5	236.169696969697	10.169696969697	13677.2606060606	177.933333333333	60.9363636363636	0.506060606060606	62.5848484848485	11	interval	0	0.0216875712656785	-3.83101593525494	-0.296929942062337	4.91029874572406	1.59133478429847	0.130216968692175	1.84584458445845	0.612936942102236	-0.344623242130604	65.3307508939213	4.17946284264733	0.00493912117836286	0.0130094277252046	-4.34208097472692	-0.052154500149244
LV3003047062	ST8	ST8	104692		594.2	74.51	3.15330335396257	mgca_jonkers_2013	3.87156	12465076	64.7	2870399	66.7	8.38459253919963	104.692	-0.661425566065428	-0.252047943650251	-0.702124184285034	-0.530402595093435	-1.27823167892856	-1.65845416814087	-0.0162860224259088	20.7424242424242	587.20303030303	1204.81212121212	160.584848484848	79.5484848484849	184.675757575758	12.5757575757576	14184.2212121212	122.630303030303	39.2606060606061	1.45151515151515	94.7545454545454	11	interval	0	0.0353241096724585	-3.34318955462277	1.12976528291507	2.05178117114002	0.718708279877259	-0.791273768732512	2.01870404936955	0.702455745807568	-0.0971749913658599	46.6932530120482	3.84359967912058	-1.20175050268578	0.00864554360767502	-4.75071128065841	-1.39991160304551
LV3003047063	ST8	ST8	103695		589.2	26.33	3.23268497392235	mgca_jonkers_2013	3.9078	36052618	54.5	1895929	59.4	8.08727062917724	103.695	-0.683036716743389	-0.394512437022959	-0.704690491071838	-0.543900485229888	-1.34698058612562	-2.13759119186146	-0.0178002672483683	13.9090909090909	537.99696969697	2874.09090909091	120.421212121212	70.8484848484849	180.066666666667	11.069696969697	11666.3	172.469696969697	40.2969696969697	0.615151515151515	77.2181818181818	11	interval	0	0.0258534744478678	-3.65531027901834	0.216938169025508	5.3422065011068	1.67563877008193	0.219241702222323	1.6997005988024	0.53045211719998	-0.572628139335051	48.6008759923351	3.88364155527765	-1.05788799638581	0.0147835815099643	-4.21423807143933	0.369500914193928
LV3003047064	ST8	ST8	96283		554.2	31.71	8.33158360262767	mgca_jonkers_2013	3.77264	37955526	51.3	1581576	57.8	6.64358420103273	96.283	-0.683036716743389	-0.379210056585941	-0.698775318157949	-0.547569578673877	-1.52937125399808	-2.2807610825618	-0.00438298087761396	28.8444444444444	545.92962962963	1052.28888888889	113.533333333333	63.6185185185185	128.974074074074	10.0703703703704	13460.5518518519	274.603703703704	59.1814814814815	2.06666666666667	63.0259259259259	9	interval	0	0.0528354624459807	-2.94057267648279	2.30725711267887	1.92751745239178	0.656232880832917	-0.857247585989481	1.78459568027013	0.579191879921828	-0.43790148382802	54.2114748069143	3.99289259834241	-0.665370702502611	0.0204006274576272	-3.89218962087815	1.43169106607498
LV3003047065	ST8	ST8	53610.18		374.5	140.39	4.25465118628098	mgca_jonkers_2013	4.4033892	57784676	58.3	11483201	61.5	6.44166131978254	53.61018	-0.683036716743389	-0.0953027140982608	-0.63812122937095	-0.346474540877882	-0.739781447187671	-0.616404934900085	-0.0163914946804736	17.0545454545455	351.445454545455	387.663636363636	473.493939393939	89.3727272727273	68.6151515151515	7.11515151515152	9934.40606060606	150.309090909091	64.8878787878788	1.4	61.6242424242424	11	interval	0	0.048526863084922	-3.0256377563329	2.05847609538906	1.10305491606094	0.0980835269385556	-1.4466514799892	5.2979690095955	1.6673235413793	2.56991659555218	49.3939522998296	3.89982799361919	-0.999733339027881	0.015130153729585	-4.19106559065285	0.445929106421404
LV3003047067	ST8	ST8	42866.02		334.5	178.82	5.07611814185932	mgca_jonkers_2013	4.4653592	83694347	60.2	30143452	61.8	8.33857306903406	42.86602	0.21874694051697	-0.163716947128927	-0.0637877660259107	-0.304930341704722	0.945642042726745	0.696121023790816	-0.0200757007985293	12.6212121212121	592.184848484849	2110.33636363636	94.3090909090909	58.2454545454545	217.072727272727	7.9969696969697	13590.9909090909	244.945454545455	67.1212121212121	0.796969696969697	41.9181818181818	11	interval	0	0.0213129602243362	-3.8484399300678	-0.347888092721033	3.5636446441273	1.2707837976025	-0.208283825881566	1.61916653660059	0.481911533272324	-0.706804223988005	74.0511557408109	4.30475614816542	0.45509307709521	0.0180226339774543	-4.01612686781364	1.02291740820851
LV3003047068	ST8	ST8	37789.69		294.5	99.85	4.0688445607065	mgca_jonkers_2013	4.4205155	45243801	64.9	16258007	69	9.10244349358346	37.78969	-0.248903446989808	-0.348887832772821	-0.641462135693709	-0.352369459916053	0.318942067401277	0.467323405957562	-0.0183216844454355	16.0272727272727	668.027272727273	3504.91212121212	92.2636363636364	45.8030303030303	264.539393939394	9.56363636363636	13529.8212121212	185.021212121212	50.169696969697	0.218181818181818	54.8393939393939	11	interval	0	0.0239919437148728	-3.73003718353381	-0.00160785899249975	5.24666022526752	1.65759172660772	0.200184083280968	2.01435659940457	0.700299838903369	-0.103134358227057	69.8507604562738	4.24636097263403	0.245290812215859	0.0136750670404612	-4.29218102827578	0.112427045290353
LV3003047069	ST8	ST8	33743.6870748299		249.5	233.37	6.20212176047846	mgca_jonkers_2013	4.5874368707483	66820935	59	22512581	61.8	8.82643927310517	33.7436870748299	-0.0708622186865922	-0.262159500642026	-0.54804900083694	-0.419544078431997	0.475917066080254	0.43929811812495	-0.014542380459288	11.2909090909091	529.551515151515	1954.42727272727	89.5757575757576	38.6636363636364	195.133333333333	7.68787878787879	10922.4151515152	135.39696969697	40.9484848484848	0.878787878787879	44.8787878787879	11	interval	0	0.0213216443874748	-3.84803255379035	-0.346696681569673	3.6907217084783	1.30582202388166	-0.171283573415642	2.31679598714633	0.840185191140395	0.283537316168881	68.8813559322034	4.2323855453526	0.195079878356707	0.0123962482490136	-4.39036141271524	-0.21139453272926
LV3003047070	ST8	ST8	30128		209.5	151.38	3.08426072101253	mgca_jonkers_2013	4.62	68056678	53.6	17883228	56.6	8.25318031257889	30.128	2.09116438559287	-0.227949203679764	-0.623289049621618	-0.327963951205062	0.515335539892732	0.366498196113933	-0.0206660031095026	18.7333333333333	910.327272727273	1600.92121212121	97.5636363636364	83.7363636363636	160.257575757576	12.4575757575758	18802.696969697	197.660606060606	46.2939393939394	1.55454545454545	77.8939393939394	11	interval	0	0.0205786796623259	-3.88349970698391	-0.450423786363027	1.75862160794653	0.564530324903387	-0.954085185419582	1.16512865052654	0.152831510557279	-1.61644859602969	73.0741911943566	4.29147524277809	0.407377422427609	0.0105123539659849	-4.55520414524354	-0.755083927277225
