sample	MEgrey	MEleiden1	MEleiden2	MEleiden3	MEleiden4	MEleiden5	MEleiden6
LV3003061543	-2.16164546398796	7.41675174347876	13.4185881654259	14.2354468867271	11.3695187343168	-2.86116618909352	0.543441296610724
LV3003061529	-2.0344604162825	13.9257217226081	14.063284772976	17.1192378244564	12.3894695557427	0.200773010012631	-2.45366904370372
LV3003061515	-2.15731838959447	16.9649548545936	13.6790979567891	36.4761096825257	15.1445557680389	-1.73730180683003	1.29163855242738
LV3003061503	-1.07671762269603	2.19603644879922	11.9377631152292	16.1849868629572	12.6319334899396	-2.67124221436599	-0.0866925067413034
LV3003061485	-1.67389379469575	15.4776520553969	14.3723402893812	27.6504022593045	15.2087464415282	-2.64303339608134	-1.20426831189166
LV3003061474	0.111603975566012	-3.19457839359018	7.36806876064695	7.81852454947706	9.45864443569992	-2.81391533508979	-2.53051752663311
LV3003061569	1.15904021371599	-3.5967315780826	8.88689087063721	14.9633390689797	10.5528874961482	-3.2261031540256	-3.46819735736922
LV3003061556	-0.176860361147477	-5.85223228144663	0.531856066784806	4.81850049249465	6.64588394914428	-3.37889115783606	-2.21738132909415
LV3003061541	-0.253604051340903	-5.29508607667037	5.34442485662104	2.51170802372303	9.09675781234537	-2.85380535908076	-1.32609986994465
LV3003061528	-0.848463868555567	4.62268640157136	9.80660496885445	24.577404397698	12.9004772133662	-3.35599323885637	-3.26772452493297
LV3003061514	0.320091699238751	13.174246507402	11.7849789515218	32.4343214590284	14.7886652568258	-2.96429308845678	-2.54431258809199
LV3003061501	0.0418997198666787	-5.08518722985691	-2.43182070133741	8.15449009437904	7.10170137830396	-3.22230495210469	-1.59851857964147
LV3003061489	-0.846434300522187	-6.86852285221299	-13.2559131143036	1.34800127786109	-8.35978415273454	-3.32717708826761	-1.82682975525341
LV3003061473	-1.42079330399422	-7.34414158912219	-13.0236218595247	-7.16310323845632	-16.2286675507917	-3.51074568183589	-3.46819735736922
LV3003061568	-1.42079330399422	-7.38434315725877	-15.9459692785994	-8.59943762361285	-27.0935881805232	-3.78711768402181	-3.46819735736922
LV3003061555	-1.42079330399422	-7.44645103011843	-14.530793921775	-8.45329366376914	-22.0351182634422	-3.82752389748571	-3.33877015211042
LV3003061539	-1.42079330399422	-5.62458498809828	0.0358413419874064	-6.86986864138734	-1.1285011542128	-3.74366639081823	-2.98759687076053
