sample	MEblack	MEpink	MEred	MEgreen	MEturquoise	MEbrown	MEmagenta	MEblue	MEpurple	MEyellow	MEgrey
LV3003047069	-0.0463282609023974	-0.0236574590058718	-0.0114685092841978	-0.00770152811099227	-0.0143889697679077	0.0464340647951017	-0.031944896097689	-0.0226086953223282	-0.0508848224697492	0.026964243206131	-0.0203680164785935
LV3003047167	-0.0559673965305012	-0.0289665181540532	-0.0134035901919492	-0.00473589986708687	-0.0144086888865297	-0.00939370268772139	-0.0696453663540573	-0.0341802809140929	-0.00946637322117154	0.00200890211842229	-0.0338681371431476
LV3003047154	-0.0552463168115822	-0.0620965117829066	-0.0547212443230921	-0.0593624897667206	-0.0622066898354369	-0.00552691588873633	-0.0499775307072335	-0.0725191120918716	-0.0768217391559472	-0.0487129999294156	-0.0802392143848986
LV3003047142	-0.0695010611733805	-0.0458530369281125	-0.032449237363873	-0.0184577467369729	-0.0317870753814445	-0.0183813653123422	-0.0743927699600949	-0.04672290294621	0.0573857979508686	0.0250453007705697	-0.0558700796620921
LV3003047129	-0.0882772889472401	-0.0692809207405073	-0.0586643260785604	-0.0052222493605488	-0.05713127667651	-0.00852404261604345	-0.0878235493984364	-0.050583564782744	0.0397973137402242	0.0397221031488461	-0.0689219674904663
LV3003047113	-0.0543196283951728	-0.0206173925887055	-0.010907182678287	0.0925635780183172	-0.00219669689933123	0.0668991230950022	0.0150330957177641	0.0222961158297732	0.0472000676949781	0.0932624564944093	0.000462907252010579
LV3003047096	-0.0811643905284871	-0.0604058602261739	-0.0485191478964021	0.0501203493786974	-0.0463215628575253	0.00949477801701661	-0.0515767978162486	-0.0370954955195155	-0.00937710990991875	0.060541087903668	-0.0506807009584699
LV3003047083	-0.0438080366780287	-0.0411257813025468	-0.026865359370379	-0.0177851083219445	-0.0319385847532041	0.0282411284104306	-0.038159326566432	-0.0411930928231907	-0.0558576892977643	0.000127748227759292	-0.0426957862915639
LV3003047068	-0.0576919511342228	-0.031118316980246	-0.0115013893163117	-0.0134436903421726	-0.020739187611577	0.0404215521011396	-0.0308774101358558	-0.0279670680418989	-0.0543358966543337	0.00467411501754352	-0.0258067608445975
LV3003047166	-0.027647200648215	-0.0508102807194635	-0.0378205049965515	-0.0126873977039639	-0.0370056159126807	0.0257703594870852	-0.00883936317318334	-0.0398137773253322	-0.0222713778858568	0.0487462990263327	-0.0465826126212566
LV3003047153	-0.0496647922571812	-0.0517151905108058	-0.0437775720477263	-0.0200460563437157	-0.0434083137230494	0.0224878675314384	-0.0191807788812007	-0.04591658431059	-0.0187148469121469	0.0505121453226895	-0.0498798359514362
LV3003047141	0.0735890378560821	0.132686457540175	0.168097899586718	0.163755521364968	0.169055313595469	-0.0525525707878386	0.0195389485172034	0.115177139835884	0.0926823141428236	0.0215388804292141	0.179813276852418
LV3003047128	-0.0345679864256021	0.00224543342207911	0.0168937994037526	0.0672109009427411	0.0293711268810394	0.0664431587429634	-0.00285777394576566	0.0213546571472942	0.112095810312746	0.10906151244847	0.0197366835477386
LV3003047112	-0.0619474421431908	-0.0573697752915991	-0.0452019945496138	-0.0515226395032603	-0.0488308161108574	0.0237227904740592	-0.0329352253650274	-0.0416519612814707	-0.0524824521869548	0.0215024826872667	-0.0600725746243895
LV3003047095	-0.0598383936986818	-0.0787798970708323	-0.0692131000205622	-0.0759969671475569	-0.0773673474886594	-0.0247560271476318	-0.0592668752393312	-0.0848017429380293	-0.0971131615368651	-0.0757485865965519	-0.0901156377969738
LV3003047082	-0.0065204032233075	0.00616669911331796	0.0247417058644049	0.0191479295085214	0.0244901161033711	0.0594045441427098	-0.0393073507061832	-0.00318308485574429	-0.0208718149652154	0.00208033772935183	0.0255068800996562
LV3003047067	-0.0138052449459379	-0.0411432180051401	-0.0311952638047666	-0.0186373208027487	-0.0301511580597261	0.0400328431063916	0.0374861003012338	-0.021917417510624	-0.0200822665515955	0.0574353076272085	-0.0280822525409047
LV3003047164	-0.0902969144056914	-0.0718008917993919	-0.0551711816839197	-0.0546941381976162	-0.0697611685034057	-0.0351431571653858	-0.112357972206634	-0.0829299335035161	-0.0430275826600434	-0.0560972271490199	-0.0853610933157808
LV3003047152	-0.034256864457204	-0.0453293382804375	-0.0317872320583472	-0.0346113936328217	-0.0385117568489121	0.0218487120818121	-0.0162391750459958	-0.0514759735842035	-0.0481073430454828	0.00827959009958328	-0.0483250182229995
LV3003047140	0.0467159331185076	0.0991557620749916	0.130507723954789	0.125431126940082	0.129984572507067	-0.00972344986649611	-0.00583526861778931	0.08134833571701	0.0625878137321466	0.0146776513330734	0.13716918533161
LV3003047127	-0.040285402757713	-0.00939943937334777	0.0196150161462488	0.00135638588680324	0.00396516496487712	-0.0583563771863078	-0.0941190279921999	-0.0265715014751672	-0.0348427497931563	-0.0808203607604692	-0.00751911008926583
LV3003047110	-0.0554677995640312	-0.033319772697678	-0.0180956627978895	-0.0160066864768965	-0.024011256088611	-0.00664835915697964	-0.0894810967381922	-0.0478160597395689	-0.0332425765612815	-0.0456988245521733	-0.0289590542162245
LV3003047094	0.00885609835297288	-0.0212663224064036	-0.0100154978965002	-0.00807765447162587	-0.0107695506715911	0.0302067614553826	0.00272711190475808	-0.0269372499151215	-0.0346433332391532	-0.0339222385123152	0.000579775539264869
LV3003047081	-0.08355162056911	-0.0982138362246036	-0.101147649231048	-0.083185432931581	-0.0983915063469202	-0.0608814245578101	-0.0850741272170715	-0.0961779082732642	-0.0981976836043424	-0.0159109925950944	-0.119721841489063
LV3003047065	-0.0434027938556331	-0.0056294398687721	0.00638291841433152	-0.00308940209266556	0.00640568570365396	-0.0667684990857797	-0.0908207900979571	-0.02459146895277	-0.0297374472185341	-0.0777488876129903	-0.00907571296591003
LV3003047161	0.0735890378560821	0.132686457540175	0.167014026455339	0.163755521364968	0.170221516024323	-0.0568630297346476	0.0195389485172034	0.115177139835884	0.0926823141428236	0.0235087956246502	0.180228567584743
LV3003047160	0.0735890378560821	0.132686457540175	0.168021782161259	0.163755521364968	0.170256674775281	-0.0662661316607846	0.0195389485172034	0.115671879823632	0.0926823141428236	0.0215388804292141	0.181407827842773
LV3003047159	-0.0115017599291455	-0.00391852214349046	-0.0109724113043188	-0.0106037980681858	-0.0154138102684151	0.00805297147605677	-0.0188566293358876	-0.0405785464381554	-0.050492189552853	-0.0378535297438075	-0.0273670731207152
LV3003047158	-0.0670077691050888	-0.0427420522516469	-0.0290988505425664	-0.0320666378278583	-0.0311285680187974	-0.0330870241641224	-0.0937333710600714	-0.0477746293941893	0.00518148366938586	0.0142776917563629	-0.0606615256114273
LV3003047139	-0.0358327704888337	-0.00384370407278578	0.0145398187904573	0.00770639408153573	0.0119104463832163	0.020772312875298	-0.0437530977918151	-0.00984197363855844	0.0173576197876303	0.0479125539240806	-0.00277082435703698
LV3003047150	-0.103684694898387	-0.0980773506300497	-0.0913882259773065	-0.0999993182114206	-0.0943263957438193	-0.0434895335324189	-0.0757223844524664	-0.0802630139917103	-0.0196629875889029	0.00872895029380502	-0.121808737948097
LV3003047149	-0.0633305439172551	-0.039579010507631	-0.0294384046962387	-0.0296959676307589	-0.0349724802909064	-0.0159681471917179	-0.057067042758291	-0.0528704229708011	-0.0650734100836622	-0.0629151749721797	-0.0536361750830623
LV3003047148	-0.103692838020888	-0.0908281961556657	-0.0821432451854411	-0.100349369189816	-0.0999303955305987	-0.0682322170744629	-0.109187218465937	-0.106341717774702	-0.106860634911874	-0.0832622518274118	-0.124301529591464
LV3003047147	-0.0804320452530156	-0.0741116434043254	-0.0601852993246183	-0.067811565019251	-0.069574808292534	-0.0374182117965083	-0.0575364040861671	-0.0744576059160602	-0.0757096645096102	-0.0311195560650673	-0.0972393510654283
LV3003047146	-0.0851751811508175	-0.0900600545928078	-0.0869875630980425	-0.0892893183808594	-0.0843870224846103	-0.0225938931830704	-0.0449774996130976	-0.0633863160171923	-0.0183996092624803	0.0190293805090985	-0.108720204818568
LV3003047126	-0.0837191831845377	-0.0737951576118747	-0.0640254427126606	-0.0702769717109314	-0.0731024576726068	-0.0428573158613786	-0.0996418672037846	-0.0861108025668981	-0.0926392536261127	-0.0864563516489641	-0.104285201101626
LV3003047138	0.0340202092794299	-0.019414210597778	-0.050500425437661	-0.0576077183497346	-0.0554578324505486	-0.0278555523870403	-0.00341278603398542	-0.0742978540200224	-0.0837334196186624	-0.125427604034075	-0.066617125580815
LV3003047137	-0.0857495700594031	-0.0713055201408556	-0.0587276013347383	-0.062448418054822	-0.065107507183118	-0.106457566454445	-0.100316501612758	-0.0858143392571922	-0.0557554862446044	-0.0749021242414077	-0.0855237006155688
LV3003047136	0.0559876806751619	0.00514923749108436	-0.0702601412277139	-0.0811885977321454	-0.0770990526773393	-0.0332247514198399	0.0102970072499287	-0.087993665389689	-0.0996617790484948	-0.0860566432240721	-0.0882574564524261
LV3003047134	0.110282511926734	0.0742652054236728	-0.0182410818266477	-0.0352020506459134	-0.0194815928242861	-0.0160305990288829	0.0670501253468514	-0.0516814733249237	-0.0635505193419726	-0.12132991647801	-0.0352259175812409
LV3003047133	-0.0452517837085928	-0.0990062180841061	-0.0936530193956918	-0.107861907308735	-0.110387634411883	-0.0686117324386762	-0.0698794452032867	-0.120829240765095	-0.115328009068377	-0.132588081804204	-0.120595472480664
LV3003047107	-0.0216017531105987	-0.0805524477104335	-0.0687330461071466	-0.0847489450995384	-0.0814001473634334	-0.0352537275822465	-0.018761678653135	-0.0947027394684199	-0.102457566872883	-0.07213454470946	-0.0981744741937588
LV3003047125	0.00141717249167639	-0.00654783809427473	0.00892111809537436	-0.000385324347250285	0.00169433595009039	-0.0536466555981698	-0.0637659142249401	-0.0312524044681738	-0.0362104400108514	-0.101634200925999	-0.00802207279402621
LV3003047124	-0.010767169119193	0.0274316939277273	0.0519327029317556	0.0512356875268719	0.048287924485877	-0.108323527403226	-0.0567715493728301	0.0114664152174805	-0.00178603740239143	-0.0636648781076749	0.0462035956554092
LV3003047123	0.0461466123273887	0.098445396739262	0.130379765584599	0.127845497796074	0.132188607784559	-0.059024342706208	-0.00390849174171892	0.0819441369820024	0.0619502459873903	-0.00353367542027835	0.133574157446209
LV3003047122	-0.00745934480982591	0.0315590045102905	0.0563565301134198	0.0481704330352131	0.0520118694494349	-0.101711140028339	-0.0669423785018229	0.0120350516742676	0.00191831016030408	-0.053818304508303	0.0424336992440927
LV3003047093	0.0715814386420838	0.0262093499311793	-0.0266706970364001	-0.0639102740013499	-0.0550809344238117	-0.0258955135328968	0.0147513201200714	-0.0751224886380866	-0.0860938537514263	-0.135259736193191	-0.0559211013127445
LV3003047106	-0.0366733600117125	-0.066962236793483	-0.0388118691254484	-0.0691828637539271	-0.0684104422590547	-0.10819124273223	-0.147046534851887	-0.0933545087557917	-0.0902341919578203	-0.147569630311206	-0.0730920675847869
LV3003047105	0.00429586480423511	0.0414133539327391	0.0676755442348351	0.0594336045509576	0.0633292852909097	-0.0950583055043893	-0.0594602207826469	0.0211727917883938	0.0107627948519135	-0.0571769944390196	0.0601012958101738
LV3003047104	-0.0306481877650425	0.00521289741126237	0.0172434227421796	0.00927257158913732	0.0111810239229802	-0.137034247357415	-0.0916765046056646	-0.0223142796647382	-0.0286265092642467	-0.0989901770104759	0.00160765962165388
LV3003047101	-0.0420823579606607	-0.0660771150255144	-0.0479512421589469	-0.0597445699282129	-0.0610983603032869	-0.0618798940960444	-0.0781689601581182	-0.0805499680420171	-0.0857121489966839	-0.129193443208311	-0.0712084436539649
LV3003047100	0.0399079054893291	-0.0568532069554671	-0.0676886464564297	-0.0885053743422775	-0.0823188986882903	-0.0494774723892694	-0.0187348041422168	-0.0954721255783387	-0.105407329369715	-0.144412259146508	-0.0833777483683408
LV3003047080	-0.0226497979359925	-0.090693503970663	-0.0714886738892105	-0.103756134061592	-0.097788725401858	-0.0541563669068869	-0.0347918955602372	-0.109381956728787	-0.117383095758812	-0.14528635585638	-0.0884920534761995
LV3003047091	0.0191867449329934	-0.0252152610185242	-0.0355707123173021	-0.0624825125099801	-0.0594769325590004	-0.0830094656961727	-0.0242107201449543	-0.0843189186136652	-0.0884603923885183	-0.165811673121935	-0.0659482424378346
LV3003047090	-0.0131836031826982	0.00736034786401685	0.0457022487502442	0.020512227650624	0.0261618802116297	-0.121311237877753	-0.059704775078762	-0.012743173895657	-0.0102480933972985	-0.092102635149181	0.016622717909625
LV3003047089	0.00505804261332334	-0.0165590132091963	0.00683758025252649	-0.0180555031467769	-0.00766118409688263	-0.168957185628228	-0.0382821733958528	-0.0429106470402692	-0.0500860722581228	-0.130515236942309	-0.0244241167300471
LV3003047088	0.0197212175745759	0.0413810128861807	0.0768196955077981	0.0593966398829952	0.0642465685033664	-0.114706951087059	-0.0193425325907591	0.0223158808591669	0.0107337680862759	-0.0594712744977765	0.0559906710218226
LV3003047087	-0.0087364785808101	0.0224257367465508	0.0418260550742175	0.0330302997626467	0.0356942557107809	-0.11237303364245	-0.0724178404969547	-0.000515491755772117	0.00571269638578968	-0.0449882707573824	0.024560764905403
LV3003047064	0.0268034075493825	0.0743100720320598	0.112313202897978	0.0970333853557343	0.102494869552725	-0.143265429755788	-0.033206073187523	0.0548616446785252	0.0402882873182984	-0.0325466133579523	0.10469934071722
LV3003047079	0.0306103740938169	-0.0026041273563184	-0.020426285910033	-0.0359495805149944	-0.0190501124629617	-0.0998014881183169	0.0205940210525461	-0.0545972834313364	-0.0569507422801709	-0.0973661967062105	-0.0371405002320223
LV3003047078	0.0484794324920426	0.101356153917486	0.134432352306847	0.127946096692159	0.134727559893261	-0.0969123621568233	-0.00876903133133834	0.0828061261120176	0.0645627114277922	0.00481513133582146	0.13982567896321
LV3003047077	-0.00506523121900681	0.0345462400570105	0.0643422755293779	0.0515847372046989	0.055929590344582	-0.123609776778049	-0.0691340286841081	0.0149697066808594	0.0204116392014111	-0.0207417882842138	0.0496873898053587
LV3003047074	0.0735890378560821	0.132686457540175	0.167014026455339	0.163755521364968	0.171293916457822	-0.0742208842356649	0.0195389485172034	0.115177139835884	0.0926823141428236	0.0215388804292141	0.182827373365828
LV3003047073	0.0735890378560821	0.132686457540175	0.168487471712869	0.163755521364968	0.168920759704579	-0.0751978729625403	0.0195389485172034	0.115177139835884	0.0926823141428236	0.0215388804292141	0.180570029742556
LV3003047162	0.0374037382953183	0.0875365475563122	0.119093076592074	0.112150777280064	0.12090174683722	-0.112151596509075	-0.021255509059041	0.0688540459740484	0.0521593257078757	-0.0170921128014306	0.12510832192828
LV3003047063	0.0294192383202792	0.0775739533670942	0.106030669699756	0.100763885839083	0.107944209049871	-0.122586350167919	-0.0302570469612572	0.0584883418337607	0.0432176890743575	-0.00518879078779382	0.106360425627048
LV3003047062	0.0365721223752142	0.0864989056301814	0.11605017094983	0.110964789399493	0.120770762479291	-0.0586849305119689	-0.0221930533321083	0.0692289376512095	0.0512280203788675	-0.00356247893780211	0.122323091487445
LV3003047061	0.00725253664577432	0.0499156336242267	0.0769617164150088	0.0691514083688235	0.073364769254692	-0.0831575903008435	-0.0499545240788808	0.0302665190671142	0.0252053974066421	-0.0478952569071868	0.071271575849134
LV3003047060	-0.015715100188698	0.00617576244613328	0.0301804859699738	0.0191582885761399	0.020026275242843	-0.0846884630872904	-0.0740245379309164	-0.0134166604484421	-0.0208636804344713	-0.0826123502052868	0.0123706876582558
LV3003047059	-0.0115875682060207	0.0300853637283477	0.0611681777343009	0.0422830722983424	0.0490649730283776	-0.076032671470889	-0.067562040965378	0.00841352874871853	-0.00270478128764617	-0.0555992409632515	0.0461257617431923
LV7001898100	0.199661780098126	0.125919721837668	0.0439396998687484	0.0386610411939964	0.070178401725076	0.13637802117482	0.173629803352576	0.0721654952288976	-0.00554900670054518	-0.00415857393521143	0.0660857779621264
LV7001898088	0.111726621214208	0.0604636177566764	0.0120343497282045	-0.00017387669695896	0.0379361955676063	0.13107653173035	0.146179244330546	0.08021273455412	0.157206474421767	0.118842710314169	0.0308015851186262
LV7001898076	0.0431684926617748	0.0242208455278713	-0.00897584134337599	0.00163124850317505	0.104665984024065	0.143122966235854	0.121652221232003	0.192994495761625	0.130787619338623	0.151590913811831	0.0229509899921405
LV7001898064	0.00159303751085765	0.031736736716074	0.0534953853890515	0.0529908026782281	0.097824944878557	0.151210137981603	0.103390282160443	0.106166399863585	0.0465870285012532	0.125010032831568	0.0760431301198377
LV3003061546	0.00776164744174593	0.0445658677932293	0.0679218297026276	0.0673231369720293	0.11735658341703	0.0833230358516902	-0.0263600105886242	0.0536295862296753	0.0135922419705304	0.0259796183802456	0.0864741548708431
LV3003061533	-0.0299824385828452	0.00345599945702878	0.021693505841574	0.0194325118090957	0.0743335911908554	0.0871567608993269	-0.0271520162149904	0.0279217799705602	-0.0233047245958588	0.0558071308906478	0.03514835021833
LV3003061518	-0.00428743891589668	-0.0299609721430036	-0.0422640985884915	-0.0365731006413095	0.00023534089446009	0.0834891418068013	0.0892151841238713	0.124637038384301	0.0512311297170445	0.0965883051392064	-0.0282859895814239
LV3003061506	0.0222166855885112	0.0637280109716666	0.0894697887834071	0.0887423016366797	0.115360307833718	0.155038643727854	0.0224529436361115	0.0804681990910978	0.03079066621293	0.107468183279772	0.105812834909371
LV3003061492	0.00180258914992459	-0.019229839469483	-0.0280381229802997	0.0106495329800521	0.0669101494633486	0.125256939914547	0.0973497888482656	0.188460671829044	0.0805944797450617	0.135904890012831	-0.0018810315243434
LV3003061477	0.0432859908301371	0.0524635957265973	0.0225845920514733	0.0380826674101482	0.0955984512512344	0.178808439318932	0.153096154739477	0.227883547533952	0.150038829017777	0.176419944308963	0.036254275743174
LV3003061572	0.00359740373947006	-0.00232918497478965	0.0151880269788619	0.0221869241931017	0.0762738537305954	0.16209683507552	0.137277528727976	0.217217848902405	0.124444088203827	0.17117782885521	0.0417367646549117
