timestamp	script	repo_root	seed	training_cores	validation_core	selected_k	harmonization	feature_input
2026-05-06 09:39:36	03_hmm_main.R	/maps/projects/caeg/people/ngm902/apps/repos/rocs	42	ST8;ST13;GeoB25202_R1	GeoB25202_R2	5	corewise_z_only_no_pre_residualization	module_eigengenes_raw
