sample	core	age_kyr	d18O	sst	MEbrown	MEgreen	MEblue	MEturquoise	MEyellow	analysis_partition	harmonization_mode
LV7008886221	GeoB25202_R1	50.3555	4.336445	8.9755353679	-0.36105603009916	-0.855357473094164	-0.350871354049997	0.241429685839072	0.364285211366908	training	corewise_z
LV7008886692	GeoB25202_R1	53.875	4.3875	6.235490352	-0.387016180084767	-0.884511710378979	-0.350871354049997	-0.163019999402042	-0.544607399665057	training	corewise_z
LV7008886765	GeoB25202_R1	58.181	4.47914	7.16758002833333	-0.276708707198053	-0.385944757921682	-0.350871354049997	0.389204126157355	0.667877265118467	training	corewise_z
LV7008886741	GeoB25202_R1	58.997	4.43018	9.918947659625	-0.387016180084767	-0.943942823645282	-0.350871354049997	-2.19226867982049	-1.38722941169117	training	corewise_z
LV7008886705	GeoB25202_R1	59.738	4.55546	7.834293148625	-0.342462974340453	-0.921533561886429	-0.350871354049997	-1.09584899036383	-1.35888955267575	training	corewise_z
LV7008886778	GeoB25202_R1	68.149	4.42745	8.09207392775	-0.360090385459108	1.66538559462823	0.094661148370582	0.872110691467549	1.0016603906676	training	corewise_z
LV7008886754	GeoB25202_R1	71.8895	4.211105	10.5567572325	-0.243398517454716	1.96821992697443	0.350583085520763	0.922679793237741	1.03955641889565	training	corewise_z
LV7008886730	GeoB25202_R1	75.351	3.98861	7.8788526045	-0.304542286998124	1.38319272048574	-0.0970605601133065	0.898741669671132	0.979423767716894	training	corewise_z
LV7008886706	GeoB25202_R1	79.0255	4.046175	8.49363513875	-0.308586589004999	1.64426931997614	-0.156198797564634	0.81105687573765	0.865085637595791	training	corewise_z
LV7008886743	GeoB25202_R1	81.6705	3.80659	7.83914049266667	-0.340303534205246	0.393516305383698	-0.350871354049997	0.280973768575342	-0.620498833161302	training	corewise_z
LV7008886719	GeoB25202_R1	87.2825	4.160225	8.63470754958333	-0.361016527264326	-0.713388644725829	-0.334750758725467	0.0100512611725438	-1.12272565693517	training	corewise_z
LV7008886695	GeoB25202_R1	95.3875	3.76225	6.490722559125	-0.359512324388346	0.864437542864687	-0.326983186139434	0.514056936008407	0.0600134226100318	training	corewise_z
LV7008886768	GeoB25202_R1	102.2955	3.86591	7.669916553875	-0.387016180084767	1.08037422397499	-0.350871354049997	0.615739314086829	0.654252785168207	training	corewise_z
LV7008886744	GeoB25202_R1	105.5785	3.936775	8.648961519375	-0.339600531620383	-0.180428252508887	-0.350871354049997	-0.303749372470555	-1.38434636220182	training	corewise_z
LV7008886708	GeoB25202_R1	109.6305	4.06956	10.5363336105	-0.338103481811003	0.489207220346143	-0.273215293351381	0.0695079169821092	-0.966694488082308	training	corewise_z
LV7008886781	GeoB25202_R1	120.0235	3.269765	15.13774048625	-0.387016180084767	-0.97765425199002	-0.350871354049997	-2.38734386361587	-1.46838362546579	training	corewise_z
LV7008886757	GeoB25202_R1	123.1195	3.120315	15.0483957938462	-0.387016180084767	-0.97765425199002	-0.350871354049997	-2.27819185982336	-1.36896587425363	training	corewise_z
LV7008886222	GeoB25202_R1	136.2775	4.81445	10.5709554267778	-0.387016180084767	-0.39698661655424	-0.316931572640363	-0.174639780245147	0.194136656719814	training	corewise_z
LV7008886709	GeoB25202_R1	147.206	4.79734	9.36027059022222	-0.350962444149361	-0.861325428842682	-0.242556406345677	-0.117078449503391	0.152024650095042	training	corewise_z
LV7008886726	GeoB25202_R2	0.692	3.23	8.77194686709375	-0.401876161245725	1.30937358253663	-0.165797775327908	0.508095797189489	-0.169160190662948	validation	corewise_z
LV7008886702	GeoB25202_R2	2.324	3.21564	6.90941715213889	3.58966199771188	-0.655900724898788	-0.0513940046898125	0.630064293078151	0.810659959103836	validation	corewise_z
LV7008886763	GeoB25202_R2	7.1335	3.376675	6.13742853745238	2.63988161396612	-1.05411972577273	-0.359190628610698	-1.14113023420553	-1.06869723570648	validation	corewise_z
LV7008886739	GeoB25202_R2	16.4375	4.806875	7.29751179212	1.23379814031052	0.349727743808743	4.642399361498	1.36309747849811	1.91777542130367	validation	corewise_z
LV7008886715	GeoB25202_R2	27.6855	4.75	7.86592749392857	-0.261586796151062	-0.579799923998005	0.507567505881357	0.717430915286946	1.32266573398355	validation	corewise_z
LV7008886226	GeoB25202_R2	36.607	4.45607	9.28041102375	-0.22330034324983	-0.902862755770048	-0.230714503061728	-0.0214452233702554	-0.0641960209232997	validation	corewise_z
LV7008886752	GeoB25202_R2	43.105	4.4621	8.3026120984	-0.401876161245725	-0.857912376417737	-0.318821072575019	0.220811555574824	0.596603846637215	validation	corewise_z
LV7008886728	GeoB25202_R2	50.3555	4.336445	8.9755353679	-0.401876161245725	-0.963942894528845	-0.332360963236229	0.0191545437386608	0.330056416331622	validation	corewise_z
LV7008886704	GeoB25202_R2	53.875	4.3875	6.235490352	-0.401876161245725	-0.640693072217103	-0.337855355209585	-0.128462197463019	-0.185411027167135	validation	corewise_z
LV7008886753	GeoB25202_R2	58.997	4.43018	9.918947659625	-0.374297912148362	-0.640716538093854	-0.317414441309087	-0.672320954928112	-1.05232966806531	validation	corewise_z
LV7008886717	GeoB25202_R2	59.738	4.55546	7.834293148625	-0.375727886272583	-0.334728353837334	-0.339676187836114	-0.225148788845764	-0.897119129735011	validation	corewise_z
LV7008886229	GeoB25202_R2	68.149	4.42745	8.09207392775	-0.263322517394253	1.73306592813985	-0.0183238135058249	0.996956562020876	1.15426110469013	validation	corewise_z
LV7008886766	GeoB25202_R2	71.8895	4.211105	10.5567572325	-0.24823473542937	1.91858736127349	0.337808595850123	0.944794199231709	1.00119057652295	validation	corewise_z
LV7008886742	GeoB25202_R2	75.351	3.98861	7.8788526045	-0.228661510498333	1.40281812593201	0.444162777103645	1.11565545397233	1.27965392282772	validation	corewise_z
LV7008886718	GeoB25202_R2	79.0255	4.046175	8.49363513875	-0.319712562983971	0.894126206104722	-0.244632635868049	0.535508842248876	0.719200755126865	validation	corewise_z
LV7008886755	GeoB25202_R2	81.6705	3.80659	7.83914049266667	-0.401876161245725	1.13965320963573	-0.359190628610698	0.37273915959006	-0.115148104718889	validation	corewise_z
LV7008886731	GeoB25202_R2	87.2825	4.160225	8.63470754958333	-0.374048259012276	-0.701091749675922	-0.359190628610698	-0.163676691235465	-1.10070860700475	validation	corewise_z
LV7008886707	GeoB25202_R2	95.3875	3.76225	6.490722559125	-0.401876161245725	0.0168112251956666	-0.359190628610698	0.137851599474132	-0.49716944525203	validation	corewise_z
LV7008886780	GeoB25202_R2	102.2955	3.86591	7.669916553875	-0.31632034725221	1.30619434894842	-0.203910998841805	0.83748448492012	1.01696524210064	validation	corewise_z
LV7008886756	GeoB25202_R2	105.5785	3.936775	8.648961519375	-0.401876161245725	-0.294663114207903	-0.359190628610698	-0.0206404670252711	-0.811915820275751	validation	corewise_z
LV7008886720	GeoB25202_R2	109.6305	4.06956	10.5363336105	-0.343923503035595	0.876879277971516	-0.252308502320161	0.118586577818946	-0.878673651832126	validation	corewise_z
LV7008886228	GeoB25202_R2	120.0235	3.269765	15.13774048625	-0.360883013001421	-1.05411972577273	-0.359190628610698	-2.89302965686009	-1.68779167053226	validation	corewise_z
LV7008886769	GeoB25202_R2	123.1195	3.120315	15.0483957938462	-0.308212716851866	-1.05411972577273	-0.335125945982697	-2.32195637104136	-1.38648820797349	validation	corewise_z
LV7008886745	GeoB25202_R2	136.2775	4.81445	10.5709554267778	-0.401876161245725	-0.841251746269038	-0.359190628610698	-1.00769897627746	-0.860020960230423	validation	corewise_z
LV7008886721	GeoB25202_R2	147.206	4.79734	9.36027059022222	-0.250100358741593	-0.371314582314011	-0.269267640294216	0.0772780986090979	0.625796761451696	validation	corewise_z
