sample	MEbrown	MEgreen	MEblue	MEturquoise	MEyellow	MEgrey
LV3003061514	-0.025553061812094	0.170784732940329	0.0805726956650194	0.0820091255027122	0.0689746602559396	0.130803023321968
LV3003061501	-0.0294846378201382	0.0886466165652907	-0.0274026185274323	0.0346834061490043	-0.00991202400877667	-0.0108662844835424
LV3003061489	-0.0294846378201382	0.0359378127287937	-0.0329371160312346	-0.0532825294890882	-0.0917575764481293	-0.0550198768931767
LV3003061473	-0.0294846378201382	-0.0463401971357237	-0.0344572624621079	-0.0958432627029127	-0.0946346425723866	-0.06948433804649
LV3003061568	-0.0294846378201382	-0.0650349308829091	-0.0329582886535624	-0.161499590001961	-0.122727862255848	-0.0771670963089776
LV3003061555	-0.0294846378201382	-0.0650349308829091	-0.0344572624621079	-0.131213878312442	-0.107513514813274	-0.0731087323616261
LV3003061539	-0.0279236076496713	-0.0424034135199595	-0.0310376389541592	-0.00208696968717946	0.0226911770001557	-0.0426291586358051
LV3003061527	-0.0294846378201382	-0.0650349308829091	-0.0344572624621079	-0.165625333052197	-0.122662964276424	-0.0771714204755967
LV3003061513	-0.0248201941209834	-0.0344935722483305	-0.0292586800384365	-0.00724459268048986	0.00969522964779308	-0.0491901616711458
LV3003061500	0.0604820753569052	-0.0469879209971873	-0.0318049713925854	0.0267168812238108	0.0232629142707045	-0.0228294169086371
LV7008886714	-0.0248815233426044	0.118609099903466	-0.0080923868031825	0.0639869801922814	0.00493880666796874	-0.017839415383314
LV7008886690	0.180581575571116	-0.0650349308829091	-0.0325180920510029	-0.0546546438294372	-0.102567512840448	-0.0527670782672511
LV7008886751	0.250146868015207	-0.0579601181356673	-0.0278687204104656	0.0159563242559727	0.0150361506208138	-0.0167981661788436
LV7008886727	0.149890987276418	-0.00536627312821964	0.281036950603653	0.0771825514877297	0.0952379836788698	0.121838862219883
LV7008886703	-0.0228836051412079	-0.0346804260899493	0.00262706080450883	0.044748648726274	0.0678199082483256	0.0810192043080436
LV7008886776	-0.0275906438012512	0.0303922373044305	0.0166393221254214	0.0611332955589223	0.077210870994658	0.111107530676987
LV7008886740	-0.0294846378201382	-0.0332271102334597	-0.0244161954826239	0.02968848345745	0.0407383092642398	-0.00608452841040007
LV7008886221	-0.0275840024391857	-0.05588623742704	-0.0344572624621079	0.0204625339659827	0.0106941618497378	-0.026807658002511
LV7008886692	-0.0294846378201382	-0.0580671875899676	-0.0344572624621079	-0.00699266132260607	-0.0555966792146496	-0.0563372605563173
LV7008886765	-0.0214086334107574	-0.0207707333706549	-0.0344572624621079	0.0304938833912682	0.0328369016403111	-0.00909929210447874
LV7008886741	-0.0294846378201382	-0.0625130695005407	-0.0344572624621079	-0.144743834937158	-0.117054018837155	-0.0720491928805971
LV7008886705	-0.0262227383619514	-0.0608366928350632	-0.0344572624621079	-0.0703157471161951	-0.114987027570007	-0.0631574406992651
LV7008886778	-0.0275133041431694	0.132683779018265	-0.00695451133194563	0.0632749549078131	0.0571816524471518	0.065243311326017
LV7008886754	-0.0189698753447397	0.155338001799615	0.00884356694057091	0.0667077294044515	0.0599456308905293	0.110113113680189
LV7008886730	-0.0234464292854311	0.11157368826797	-0.0187895052011569	0.0650827414730805	0.0555598057955873	0.0709889502056015
LV7008886706	-0.0237425270926389	0.131104127244391	-0.0224401125486876	0.0591304481987064	0.0472204588590429	0.0452850269594349
LV7008886743	-0.0260646380302392	0.0375386546062706	-0.0344572624621079	0.0231468988045538	-0.0611318842487581	-0.0429091894173323
LV7008886719	-0.0275811102954356	-0.0452659308028006	-0.0334621370360799	0.00475590823082244	-0.0977622167533475	-0.0456780234768694
LV7008886695	-0.0274709822257671	0.0727670071636258	-0.0329826442615719	0.038969247328679	-0.0114981549806931	-0.00712114147930565
LV7008886768	-0.0294846378201382	0.088920650122924	-0.0344572624621079	0.0458717364377678	0.0318431888253921	-0.00875438346794152
LV7008886744	-0.0260131686979575	-0.00539659575952235	-0.0344572624621079	-0.0165457715398468	-0.11684374121672	-0.0550525609470083
LV7008886708	-0.0259035643298651	0.0446970348629457	-0.0296635486487739	0.00879199518063639	-0.0863819532436999	-0.0428769524003019
LV7008886781	-0.0294846378201382	-0.0650349308829091	-0.0344572624621079	-0.157986093399707	-0.122973069142703	-0.0774696645488809
LV7008886757	-0.0294846378201382	-0.0650349308829091	-0.0344572624621079	-0.150576544846152	-0.115721952493068	-0.0756161175959583
LV7008886222	-0.0294846378201382	-0.0215967451489237	-0.032362157488958	-0.0077814451043708	-0.00171576497389337	-0.0563490776080315
LV7008886709	-0.0268450149299645	-0.0563326841625495	-0.0277709735062994	-0.00387401821233646	-0.00478723931990607	-0.0496976259676611
LV7008886726	-3.0253069097154	9.59391882235769	-2.68048787618714	6.80983556434263	-2.07062341040082	-5.99641506144692
LV7008886702	24.1459551464937	-3.06739231235927	-1.76859167119998	7.93100926241916	3.74289375671565	0.688920466028434
LV7008886763	17.6805950084004	-5.63292458983592	-4.22199483873379	-8.35038130240579	-7.40780090676328	-10.116113163617
LV7008886739	8.10908121744158	3.41138516926891	35.6449685090907	14.6692863996591	10.3116857406433	38.3906432994305
LV7008886715	-2.07032691180859	-2.57711168631103	2.68681113048012	8.73411139298659	6.78075163566872	18.2865200915112
LV7008886226	-1.80970276052808	-4.65844914320086	-3.19792989169482	1.94212394767936	-1.44784482918996	-5.82532239387264
LV7008886752	-3.0253069097154	-4.36885560582548	-3.90021484196772	4.16902628631196	2.47284548831955	-3.93805296296476
LV7008886728	-3.0253069097154	-5.05195891333875	-4.00813938712067	2.31533008340232	0.891353147810757	-4.4490124940509
LV7008886704	-3.0253069097154	-2.96941676690842	-4.05193440507567	0.958389453568105	-2.16704367387426	-9.11930641370346
LV7008886753	-2.83757581372318	-2.96956794619442	-3.88900278395543	-4.04093541221574	-7.3106880483591	-9.99011297715775
LV7008886717	-2.84730995633074	-0.998234178810801	-4.06644800329702	0.0696151645585819	-6.38978523847573	-8.29231311195333
LV7008886229	-2.08214234106847	12.3235635303683	-1.50499387481025	11.3036011679691	5.78156499549582	16.54991980661
LV7008886766	-1.97943655164872	13.5187883283401	1.33368697244917	10.8241079286483	4.87335939930421	18.3051945752738
LV7008886742	-1.84619738351179	10.1959367866155	2.18142104387591	12.3947196135739	6.52555183945845	23.0321428847116
LV7008886718	-2.46600155650434	6.91868096320091	-3.3088693512581	7.06182510377934	3.20024350346511	5.75516580802092
LV7008886755	-3.0253069097154	8.50049260746831	-4.22199483873379	5.56559375558009	-1.75015624207172	-2.66741689352162
LV7008886731	-2.83587637092354	-3.35853621173007	-4.22199483873379	0.634686484854068	-7.59773235145723	-7.73682433044424
LV7008886707	-3.0253069097154	1.26656517742385	-4.22199483873379	3.40643164991844	-4.0167840736415	-5.23094563901129
LV7008886780	-2.44291001160904	9.57343655915503	-2.98428296692846	9.83768247215922	4.96695442198593	8.4931145350532
LV7008886756	-3.0253069097154	-0.740113232174506	-4.22199483873379	1.94952152720006	-5.88425276667012	-9.57604456782106
LV7008886720	-2.63081065279058	6.80756735306188	-3.37005259241028	3.22934136594555	-6.28034362057309	-3.70837341777286
LV7008886228	-2.74625769883528	-5.63292458983592	-4.22199483873379	-24.4544050508722	-11.0810424968476	-14.8916312458324
LV7008886769	-2.38771962096521	-5.63292458983592	-4.03017867183389	-19.2049154751496	-9.29333395409721	-11.9828969456184
LV7008886745	-3.0253069097154	-4.26151922982187	-4.22199483873379	-7.12383820371266	-6.16967255214768	-12.4966169093968
LV7008886721	-1.9921362523395	-1.23394154049383	-3.50523147219839	2.84962052032735	2.64605432819955	-6.79189864112714
