sample	MEpink	MEbrown	MEmagenta	MEblue	MEred	MEturquoise	MEyellow	MEgreen	MEblack	MEpurple	MEgrey
LV3003047110	-0.046363020415181	-0.0214029780016521	-0.018017587428497	-0.0238600144127503	-0.0134546559652379	-0.0384388594284842	-0.0283318846612391	0.0490247623392302	0.0980881824375546	0.0801428625904429	-0.0156052454083479
LV3003047094	-0.00595865148961376	-0.037087129827035	-0.0275581486714116	-0.0322133099066676	-0.0283764759902147	-0.0584293491428762	-0.0292079707629929	0.0186918446019379	0.0523943843572635	0.0511716321529745	-0.0120520913596302
LV3003047081	-0.0190092652589032	-0.0284816571642805	-0.0258306482053893	-0.0234488400093012	0.00438517694022198	-0.0159950476079353	0.00443482691801293	0.0668296790615549	0.0657548212779131	0.0545084155426952	-0.0274407511559356
LV3003047065	-0.0373121092275257	-0.016757808000603	-0.0141799119577891	0.00180276013349862	-0.00245764143949511	-0.0185048054684362	-0.0370540176001836	-0.0480139731334414	-0.0255843725493966	-0.0988650557725764	-0.00703918877064748
LV3003047161	0.0596358328721678	0.0513980741146081	0.0333407402603057	0.0423200340910697	0.0714277110083313	0.0944046927625517	0.00813042004896124	0.0304745654214059	-0.00128830332500449	0.0817148851572823	0.0313004494239077
LV3003047160	0.0653120537154698	0.0556866816362646	0.0362022665129532	0.0444478490337275	0.0765067995669516	0.102806477054338	0.0108512676911766	0.0244274997148905	-0.000374131030046947	0.101313230756161	0.0374982099684912
LV3003047159	0.00061973029103727	-0.0137025046152182	-0.0135965422777895	-0.0177158454316211	-0.014566135695486	-0.0354003821325708	-0.0343565405813028	0.0289996203512204	0.111206184519745	0.116774963312996	-0.0223656675306572
LV3003047158	-0.0533168313595516	-0.0250710504053376	-0.0198408958558136	-0.0207470583994102	-0.0229674528578682	-0.0158116780829137	-0.0364273199746951	0.0883565963754708	0.0641765878548291	-0.00496458024704636	-0.0358401654459729
LV3003047139	-0.0524233217111601	-0.0261574224604101	-0.0194870110506018	-0.0193462429220986	-0.0154589654088881	-0.0153531018295407	-0.0396109250489157	0.0836819285107903	0.0564875804927777	0.00292143940621683	-0.032780334181206
LV3003047150	-0.0725723617610898	-0.0389141284473914	-0.0300976897628319	-0.0228544636602115	-0.0312040953913487	-0.00796832750037809	-0.0427990345734666	0.0752178914048513	0.050111265803183	0.0452958368190022	-0.0417185220007236
LV3003047149	-0.0391296125330662	-0.0218025265647942	-0.0178522719812635	-0.0139487516785776	-0.0168973292031556	-0.0299497745077231	-0.0381126059980799	0.046893701145765	0.0772154647861989	0.0482622230374403	-0.0138759143017841
LV3003047148	-0.0455618150863188	-0.0303046957190942	-0.0197982511961173	-0.0194092284522183	-0.0247419506800986	-0.0381206022294818	-0.0426167641220807	0.0223522032346546	0.0659304475592819	0.0650476362161946	-0.0159304448578909
LV3003047147	-0.0527134551959574	-0.0321353471107467	-0.0195357993941154	-0.0180460152035466	-0.0193104840042642	-0.0237010937207223	-0.0381103975503994	0.0615342949336711	0.0829685805380932	0.0583405564290981	-0.0256956888314406
LV3003047146	-0.0578781359059836	-0.0430253679467733	-0.030682425839003	-0.0236532537122351	-0.0153946850242065	0.00193841193710521	-0.0222392336086651	0.0735569905388929	0.0567701520700426	0.058482100477037	-0.031251316924327
LV3003047126	-0.0285331124085703	-0.0230222318693405	-0.0136885454448803	-0.0199837796191275	-0.014020842660633	-0.0247139974338842	-0.0306833274069637	0.0419660387498393	0.115724061000753	0.117254351810665	-0.015457522712068
LV3003047138	0.0676194584337569	0.00273848480949533	-0.0122982360025064	-0.0269732422501755	-0.0284405215264444	-0.0512934848593896	-0.0415668419670304	-0.060286796079946	0.0693329909346114	0.0955816187426742	-0.00293128249510317
LV3003047137	-0.0417571797807533	-0.0270994643097219	-0.0199825170635984	-0.0159399562014063	-0.0205045868940943	-0.0349712204018754	-0.0197034604032533	0.0132988819468786	-0.0254361986151199	-0.161111894741572	-0.00824659094092067
