setting_id	power	deepSplit	mergeCutHeight	minModuleSize	non_grey_modules	grey_pct	bio_pres_strong	bio_pres_moderate	mean_concordance_pearson	mean_concordance_spearman	mean_concordance_rmse	mean_bootstrap_jaccard	mean_balanced_jaccard
opt5	12	1	0.2	20	9	37.4513077351141	5	4	0.767622645432348	0.606010426229618	0.103475233909853	0.276740878300727	0.375139426209934
