sample	MEblack	MEgreen	MEpink	MEyellow	MEred	MEturquoise	MEmagenta	MEblue	MEbrown	MEgrey
LV3003047131	0.0722844918927121	-0.0294889195202386	0.015737011432805	-0.0269466530688033	-0.0568489170382795	-0.0269881964616571	0.00383416258391612	0.0369079241080859	0.00182731236082129	-0.0265776577682473
LV3003047117	0.0684748746796303	-0.0315084745748402	-0.0140171242560814	-0.0447409750660189	-0.0546015001303179	-0.0306105550143491	-0.0281689279347844	0.0234720554354896	-0.0167172856922865	-0.0311049062576365
LV3003047098	0.149995297302328	-0.0282777811181735	-0.110589247559709	-0.0536948663940234	-0.0681926690980369	-0.0364482003578115	-0.0184292542364121	-0.0140173442200955	-0.0836531371358288	-0.0272707869340443
LV3003047085	0.228657130800519	-0.0150710013896441	-0.123500106394981	-0.0503776465314827	-0.0239602251546335	0.00834970564640251	0.0270577044407859	0.0460093524019027	-0.0187736825737682	-0.0314936471611602
LV3003047070	0.163201094062612	-0.027794836615771	-0.105134508728115	-0.0535189058979664	-0.0605597432001931	-0.0279307459152845	-0.00432502269730307	0.0195384911755629	-0.0332431011167881	-0.0246805352822599
LV3003047168	0.187337435199618	-0.00305569315046014	-0.116648613434429	-0.0491661040756059	-0.027330697149422	0.0127019203396097	0.0324815974712545	0.0460971478156261	-0.0163904235558537	-0.0191782969879349
LV3003047155	0.220986014583006	-0.0281705183052759	-0.149004175156977	-0.0534507300380291	-0.0704301534365639	-0.0385003922959997	-0.00129764066397373	-0.0284821470486608	-0.0943679380117792	-0.0185318766258791
LV3003047143	0.169792747999357	-0.0296541607307593	-0.00442677783394697	-0.0303347052057889	-0.0455571424863479	-0.0284908314994731	0.00885204073599775	0.0241704358207453	-0.00806264863820189	-0.0236235799826039
LV3003047130	0.099409453226304	-0.0353071859679898	-0.050785670339029	-0.0403082600717631	-0.0653751313232757	-0.0282910041691656	-0.062364461122979	0.00528117214441545	-0.0232366987950031	-0.0298428892264052
LV3003047114	0.0214048666742899	-0.0370496425168504	-0.0431490017029052	-0.0271779506600945	-0.0644095974383882	-0.0445908886477407	-0.0473401598445042	-0.010018313021166	-0.0262218917258539	-0.0289791053220184
LV3003047097	0.120338465668544	-0.0314134683884919	-0.0122367498592078	-0.0311700831761374	-0.0551844433345639	-0.0309358052001748	-0.0191791270325872	0.024307197517313	-0.0115033280266012	-0.0267849456847165
LV3003047084	0.00811157881556826	-0.0292571030513334	0.0472229303704168	0.0305527787359873	0.023222495643973	-0.0113871289630475	-0.00261768553650942	0.0455160392865299	0.0399138682424591	-0.0140371993506727
LV3003047069	-0.00515450464955103	-0.0257925976891536	-0.0264008987723424	-0.0489702603415745	-0.0462862648780772	-0.0409577620007001	-0.0365673283865282	0.0142006069646502	-0.012369366960273	-0.0276634362212577
LV3003047167	-0.0058738382693501	-0.0315800784770349	-0.124941824905333	-0.0535685717189926	-0.0663507593112189	-0.0360359111010422	-0.0572423047330062	-0.0141637568914648	-0.0882955897780219	-0.0299290203637196
LV3003047154	-0.044562551085658	-0.0310145705764527	-0.0110537078274645	-0.0403347158611543	-0.0606204115470324	-0.0497108752882575	-0.0482541140164215	0.00351204074975669	-0.0294498629492333	-0.0264418324463135
LV3003047142	-0.00198972519328051	-0.0289033301691789	-0.124264406935712	-0.0549027685063977	-0.0681298654192826	-0.0238346504819637	-0.0646354744078649	-0.00135264098078055	-0.0550993330062215	-0.0365022299656374
LV3003047129	0.104609972678975	-0.0230596901866356	-0.123113498359519	-0.055024764204563	-0.0426262419128112	-0.00494005727942797	-0.00844901725781443	0.0331768010899781	-0.00455700150055303	-0.0280979707131101
LV3003047113	0.139416975871769	-0.0190487681418489	-0.0310222212293081	-0.0534839663846767	0.00435619782088662	0.0108079379981413	0.026196417509997	0.0558414016026157	0.0237534776621897	-0.0294492724483166
LV3003047096	0.129188395406001	-0.0236111995841817	-0.0798334805375878	-0.0518348612161888	-0.0319560816047778	-0.00719858378540781	0.0140518421564291	0.0388882934736717	0.00174750138083125	-0.0238037430945795
LV3003047083	0.00371588649990251	-0.0344866048920826	-0.0292405486032757	-0.0435154546762138	-0.0544387261157348	-0.0436735735070219	-0.0426202768603314	0.00700439966457509	-0.0150913490897234	-0.0317242192913905
LV3003047068	-0.015164877116532	-0.031831535066013	-0.0364794866495706	-0.0499674025837262	-0.0624783305735131	-0.0388431290633778	-0.0491649099574057	0.010089332799319	-0.0146147062764617	-0.0288269816937259
LV3003047166	0.026802184314967	-0.033310008451349	-0.00817383706121687	-0.0341373898787522	-0.0522885251657362	-0.0166537976795251	-0.023231934386412	0.0280056228191671	0.00932012888730581	-0.0302726543445309
LV3003047153	0.0137745256699993	-0.0320143142492165	0.0203921113136613	-0.0389066429927725	-0.0589542736654784	-0.0242521059249427	-0.0248288439739765	0.0341450128650093	0.00708415609120903	-0.033157139177492
LV3003047128	0.0824515418272911	-0.0260875643527302	-0.1098797211301	-0.0514331225830464	-0.0292826194541939	0.00138299694597411	0.0114229568559231	0.0350415342597221	-0.0174531695234658	-0.0317388010377816
LV3003047112	-0.02586302777178	-0.0305407480319254	0.000186608279956166	-0.0472391889423968	-0.0338773815288672	-0.0277531544589632	-0.0590608191102681	0.0309335519498063	0.0130475783981322	-0.0333853938854474
LV3003047095	-0.0376298381267496	-0.0322497573123619	-0.00691874493229369	-0.0377184010670481	-0.0595722326690296	-0.051413062362216	-0.0604141798033769	-0.00793594751292848	-0.0212168308937212	-0.0249246270899254
LV3003047082	-0.0359695345694201	-0.0328483570917156	-0.0356958350486301	-0.0433291726193306	-0.0656251605199527	-0.0547884778621887	-0.0374739099751163	-0.0240552297938838	-0.0470852089365471	-0.0297531802930675
LV3003047067	0.00234357317938053	-0.0214915184026921	0.0186084958781658	-0.029041067376478	-0.0152788560221413	-0.0257044207497815	-0.00879163616196153	0.0373632085379726	0.0215417220426247	-0.0320794031593452
LV3003047164	-0.00772854818973822	-0.0358702031810787	-0.044752438331009	-0.0520947865310321	-0.0700406111107618	-0.0488835914301027	-0.055446292566133	-0.0178545132319028	-0.054003859105783	-0.0271779835723143
LV3003047152	-0.0153375367161579	-0.0337596631911662	0.00898797686180266	-0.0341993702016673	-0.0501870051867963	-0.0423887125569028	-0.0536596635444781	0.0158933742769112	-0.00759725986572831	-0.0281139952172597
LV3003047110	-0.0445137648072615	-0.0360948619750733	-0.0551792113866166	-0.0545283917730375	-0.065109799797111	-0.0563957885992273	-0.0706886830897903	-0.0424652273370016	-0.0593932275203123	-0.0282817148863338
LV3003047094	-0.0315529616343152	-0.0348417443566586	0.0154425615553866	-0.0276119001659708	-0.0535880666470799	-0.0532913782223319	-0.0394407827997104	-0.0220421785734572	-0.0139510736234352	-0.0194476630104977
LV3003047081	-0.00886544455454151	-0.0319144721213424	-0.0372679448902903	-0.0364759126451091	-0.0358080957047575	-0.0234594704719102	-0.00213877914768252	0.0184798343736055	-0.0165977187644486	-0.0306002706850183
LV3003047065	-0.0548393337854217	-0.0238220247482634	-0.138709267577115	-0.0498934834835677	-0.063239156925594	-0.0466102126330915	-0.0189489289193511	-0.121890853079739	-0.147735383962263	-0.026113905136611
LV3003047159	-0.051173294410525	-0.0317816809621443	-0.0247937556185531	-0.0290182879758066	-0.0695036274590332	-0.0540129419387056	-0.093286943810796	-0.0541717971445548	-0.0357206360508664	-0.0322471682078703
