timestamp	script	repo_root	seed	stages	leiden_resolution_requested	leiden_resolution_strict	results_root
2026-05-06 21:47:55	run_workflow_leiden.R	/maps/projects/caeg/people/ngm902/apps/repos/rocs	42	01_data_prep.R;02_wgcna_main.R;03_hmm_main.R;04a_tea_main.R;04b_tea_variability_and_nondamaged.R;08_tea_figures.R;04_xrf_loco_main.R;05_extended_projection.R;06_report.R;09_compare_baseline_vs_leiden.R	1	TRUE	results/wgcna_hmm_leiden
