sample	core	age_kyr	d18O	sst	MEbrown	MEgreen	MEblue	MEturquoise	MEyellow	harmonization_mode
LV3003046991	ST13	202.082	3.62836	7.55276272229853	-36.6156829645604	-67.6104275406309	-47.0369934889527	-57.1408502684454	-80.4548759310906	corewise_z
LV3003046992	ST13	171.8304	4.471872	10.9487378703146	-33.6905100309428	-75.139323064777	-47.0369934889527	-440.466588426473	-203.630877574181	corewise_z
LV3003046993	ST8	20.719	4.93248	7.51387664163044	500.043678255483	176.165251746983	134.804598089685	132.67583800401	82.6266341320175	corewise_z
LV3003046994	ST8	15.549	4.63274	7.18672783126745	363.348005928979	-68.4288930696389	-62.2251389213408	-20.6363120962279	-22.7524945001121	corewise_z
LV3003046995	ST8	6.9705	3.36882	6.16359220190688	-44.1394192440055	193.635561886758	-24.9775057131342	52.7581352333517	-11.4346929515264	corewise_z
LV3003046997	ST13	291.602	4.20632	5.44000103268183	-36.6156829645604	-26.4356071603334	-47.0369934889527	-107.017242013239	-116.117850138493	corewise_z
LV3003046999	ST13	280.418	4.16926	5.33056553316208	-36.6156829645604	-72.7047351466518	-47.0369934889527	-184.372395669988	-171.957246046705	corewise_z
LV3003047000	ST13	268.1115	4.351185	6.39672948860032	-36.6156829645604	-3.0826021733724	-47.0369934889527	27.6423444605084	36.0572972321942	corewise_z
LV3003047002	ST13	243.874	4.01598	9.39624280678961	-36.6156829645604	-72.0361251612893	-47.0369934889527	-166.378215233534	-132.075734409548	corewise_z
LV3003047003	ST13	212.1932	3.617728	8.56290756999161	-29.913969594389	-67.1932325554161	-45.0138117563296	11.344270026018	14.4121795802603	corewise_z
LV3003047005	ST13	200.4688	3.53	7.23574361358611	-36.6156829645604	-45.6390397986944	-47.0369934889527	17.4794075923768	-16.6478606162757	corewise_z
LV3003047006	ST13	226.4976	4.24024	6.43381620902443	-36.6156829645604	-75.139323064777	-47.0369934889527	-194.72578049492	-157.53745305839	corewise_z
LV3003047009	ST8	20.142	4.97864	7.48471804810772	432.356021735065	-74.5464683978383	12.1573886956467	33.4226767479899	21.7214690321119	corewise_z
LV3003047010	ST8	13.676	4.20872	6.95319000495699	-41.3090983187283	209.986929099579	9.57552157703506	66.3485681558666	-0.387618787446341	corewise_z
LV3003047013	ST8	5.885	3.32195	6.33782936611152	-44.1394192440055	189.244287142969	-34.5912874659001	36.2013967671136	-33.7436048110603	corewise_z
LV3003047014	ST13	299.738	4.07502	7.95684327914308	-36.6156829645604	-75.139323064777	-42.3406327446733	-158.852337053454	-64.7496305663169	corewise_z
LV3003047016	ST13	290.3862	4.103862	5.42810442321151	-36.6156829645604	-49.6103208577241	-47.0369934889527	-100.49380589334	-125.766996677714	corewise_z
LV3003047017	ST13	279.1155	4.219605	5.48196583163779	-36.6156829645604	-72.8298382354505	-47.0369934889527	-169.866272566528	-138.65084550534	corewise_z
LV3003047020	ST13	265.346	4.46076	6.4707219635057	-32.0264642566679	-50.7066708663368	-47.0369934889527	-68.4589265781142	-55.8464439927455	corewise_z
LV3003047021	ST13	240.9775	3.53775	10.0742043431472	-36.6156829645604	-75.139323064777	-47.0369934889527	-278.037543537282	-175.704474532921	corewise_z
LV3003047022	ST13	224.8334	4.298326	6.66980996201863	-36.6156829645604	-62.2213914430666	-47.0369934889527	-109.512286098114	-153.035081009284	corewise_z
LV3003047023	ST13	210.5074	3.585222	8.48669614055518	-34.4494354654346	-72.2218435080909	-47.0369934889527	-78.4761584614584	-76.7793921329225	corewise_z
LV3003047024	ST13	196.6898	3.764816	7.35099524179306	-36.6156829645604	-75.139323064777	-47.0369934889527	-413.944410093115	-213.399876102915	corewise_z
LV3003047025	ST13	163.332	4.69336	11.2870420485066	-36.6156829645604	-75.139323064777	-47.0369934889527	-293.157656424706	-154.791534830276	corewise_z
LV3003047026	ST8	19.565	4.97695	7.455559454585	490.943747919208	-24.1812416306805	102.879500382339	122.904355224594	81.5409031035646	corewise_z
LV3003047027	ST8	12.877	4.04278	6.85356548641879	-38.709015466386	186.568496565279	4.43520619365953	88.4700525876705	62.8473332065408	corewise_z
LV3003047028	ST8	4.753	3.26988	6.51953039778323	-44.1394192440055	-72.479223480195	-64.7213235304665	-360.366004353586	-181.40432678346	corewise_z
LV3003047029	ST13	298.5948	4.205688	7.54360179614953	-36.6156829645604	-75.139323064777	-47.0369934889527	-322.736523956596	-176.967942295655	corewise_z
LV3003047030	ST13	289.0782	4.063128	5.41530563625051	-36.6156829645604	32.1208900444022	-39.4558204635821	56.2814809808826	3.0782346925588	corewise_z
LV3003047033	ST13	262.3765	4.453765	5.98675883207389	-36.6156829645604	-40.1996729815252	-47.0369934889527	-47.1300755367771	-53.5314577764584	corewise_z
LV3003047035	ST13	238.84	3.4512	10.5745125716866	-36.6156829645604	-72.3523322750777	-47.0369934889527	-279.101039968962	-172.362047296303	corewise_z
LV3003047036	ST13	223.0918	4.43541	6.9167795090771	-36.6156829645604	-75.139323064777	-47.0369934889527	-330.225815377408	-204.65168150889	corewise_z
