sample	core	age_kyr	d18O	sst	MEbrown	MEgreen	MEblue	MEturquoise	MEyellow	harmonization_mode
LV3003046963	ST13	204.2366	3.789464	7.98734300395723	-34.1450127612362	-56.7207927883454	-45.3387475505364	-31.7601686242618	-25.7772488998666	corewise_z
LV3003046964	ST13	180.3218	4.412526	10.6107123480163	-36.6156829645604	-66.7216253381225	-41.9906395422508	-43.217796251048	-17.1110262738517	corewise_z
LV3003046965	ST8	21.8323333333333	4.88503	7.57013874582794	177.982064763961	22.7155154607934	557.363365967251	203.054270212488	146.906208604025	corewise_z
LV3003046966	ST8	17.373	4.93222	7.34478712009314	66.7017132752608	-48.3173106270089	58.2421484966784	120.602159271013	98.7673076946118	corewise_z
LV3003046970	ST13	283.9136	3.860864	5.3647699977652	-30.1358447359041	39.0876180034153	-29.4448949642398	120.027239551178	58.5478406301207	corewise_z
LV3003046971	ST13	274.416	4.38	6.14081415552583	-36.6156829645604	-75.139323064777	-47.0369934889527	-477.864163520817	-208.430419726643	corewise_z
LV3003046973	ST13	249.769	4.46766	7.73866202768644	-36.6156829645604	-72.5694766840954	-47.0369934889527	-135.301656551677	-93.8450830600572	corewise_z
LV3003046974	ST13	230.2928	4.276576	8.72432112598637	-36.6156829645604	-11.1873191990133	-44.8700724547901	17.6353520154127	-0.761103767013244	corewise_z
LV3003046975	ST13	216.0168	3.52916	8.67763653427235	-28.2902336509246	-27.5943434775223	-27.5444160390403	95.3653203705599	69.5680409192877	corewise_z
LV3003046976	ST13	203.1918	3.642606	7.77660807483952	-36.6156829645604	-59.6301454719195	-47.0369934889527	-57.5849911242384	-41.715331507099	corewise_z
LV3003046977	ST13	176.3088	4.411616	10.7704617910979	-36.6156829645604	-75.139323064777	-47.0369934889527	-169.539961839833	-101.791129509929	corewise_z
LV3003046978	ST8	21.296	4.90112	7.54303523515316	149.529611595712	-12.1502783055483	370.192992875249	164.834099594187	118.917560267408	corewise_z
LV3003046979	ST8	16.461	4.80993	7.29869936048704	140.160145712841	104.56489729167	-38.2225386828349	82.669333351444	67.5362224141035	corewise_z
LV3003046980	ST8	8.056	3.41776	6.25245183951933	-44.1394192440055	189.77357649447	-33.759553668358	50.9809397860158	-22.6321933412707	corewise_z
LV3003046982	ST13	292.7444	4.23278	5.45117942276153	-36.6156829645604	-63.2424601523966	-47.0369934889527	-329.89443938368	-210.203650377289	corewise_z
LV3003046983	ST13	282.5942	3.914638	5.35185966174353	-36.6156829645604	-24.6230145925201	-37.6084410958113	57.1942834641077	34.9339006361874	corewise_z
LV3003046984	ST13	271.401	4.47594	6.00711359118037	-30.1432078144057	30.0143938356249	-14.0463982873946	90.9593850131088	74.7274281735274	corewise_z
LV3003046987	ST13	228.3332	4.133356	7.46706093086875	-36.6156829645604	-21.7507898493159	-44.8443194604483	30.6554842719657	26.8313508381814	corewise_z
LV3003046988	ST13	246.624	4.33632	8.68404041978771	-36.6156829645604	-64.2195101427663	-45.4650468802081	-135.656464049954	-97.1085790027757	corewise_z
LV3003046990	ST13	214.2076	3.555848	8.65397430593701	-31.3568822170083	-70.8327026351689	-47.0369934889527	-32.0497159367521	-22.1656266102789	corewise_z
