timestamp	script	repo_root	seed	tested_modes	selected_mode	selection_criterion	overlap_state_policy	overlap_lock_threshold_kyr	overlap_state_origin_labels	n_inherited_main_window_states	n_newly_inferred_extended_states	n_missing_main_state_in_overlap	older_anchor_enabled	older_anchor_core	scaling_reference_window	scaling_fallback_rule	n_cores_with_scaling_fallback
2026-05-06 09:40:44	05_extended_projection.R	/maps/projects/caeg/people/ngm902/apps/repos/rocs	42	corewise_z	corewise_z	operational_corewise_z_single_mode	lock_main_window_states_to_main_analysis	150	inherited_main_window;inferred_extended_only;inferred_due_to_missing_main_state	214	201	0	TRUE	GeoB25202_R2	imported_main_corewise_z_scaling_parameters_main.tsv	if_missing_or_invalid_imported_param_use_core_main_window_then_global_main_window	0
