state	sample	core	age_kyr	d18O	sst	PC1	PC2	PC3	core_ord	state_inferred	harmonization_mode	state_main	state_origin	label
2	LV3003046959	ST13	296.2058	4.244406	6.68003120231506	-454.549177737344	-120.641843029442	159.642199529258	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003046961	ST13	217.8288	3.67891200000001	7.67145744723192	-129.908294085349	-21.3810208602072	-22.9645117592005	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003046971	ST13	274.416	4.38	6.14081415552583	-443.586572293133	-114.697091055585	148.086313605565	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003046973	ST13	249.769	4.46766	7.73866202768644	-183.691936856239	-34.5372530310348	4.32729039167155	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003046977	ST13	176.3088	4.411616	10.7704617910979	-208.438040557	-43.6257032254088	15.4071275666921	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003046982	ST13	292.7444	4.23278	5.45117942276153	-356.728196980509	-77.7500614676862	117.08411153098	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003046988	ST13	246.624	4.33632	8.68404041978771	-182.347152125804	-30.5568733907715	12.2762203598022	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003046991	ST13	202.082	3.62836	7.55276272229853	-130.168202565654	-14.6856447959113	-19.49212847121	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003046992	ST13	171.8304	4.471872	10.9487378703146	-418.859435139818	-108.766990913549	136.864647684426	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003046997	ST13	291.602	4.20632	5.44000103268183	-165.308602383294	-3.61433177929176	40.6498288964235	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003046999	ST13	280.418	4.16926	5.33056553316208	-255.600494634634	-50.6536186475237	52.9376832712177	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047002	ST13	243.874	4.01598	9.39624280678961	-222.701899374248	-43.514361694284	30.4969814796245	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047006	ST13	226.4976	4.24024	6.43381620902443	-254.14151014438	-53.0672304875962	47.4732328361946	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047014	ST13	299.738	4.07502	7.95684327914308	-179.431894397163	-40.258602941653	-3.58370859231551	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047016	ST13	290.3862	4.103862	5.42810442321151	-174.508768568825	-16.5342983422118	26.122948493085	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047017	ST13	279.1155	4.219605	5.48196583163779	-228.642131482649	-45.195884101003	33.8355703197275	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047020	ST13	265.346	4.46076	6.4707219635057	-116.04923896564	-8.47445434395385	-13.1446654172895	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047021	ST13	240.9775	3.53775	10.0742043431472	-311.682677154704	-71.4482026274012	78.5186751830467	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047022	ST13	224.8334	4.298326	6.66980996201863	-199.054422882879	-27.8280883008586	31.6012367634034	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047023	ST13	210.5074	3.585222	8.48669614055518	-141.115670192514	-22.9626691622784	-17.812895715172	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047024	ST13	196.6898	3.764816	7.35099524179306	-410.08975284923	-102.056188640956	132.800651370342	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047025	ST13	163.332	4.69336	11.2870420485066	-308.488176755421	-72.9126238417847	73.2265590281819	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047029	ST13	298.5948	4.205688	7.54360179614953	-337.77620931587	-80.6542736931668	91.3465443211314	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047035	ST13	238.84	3.4512	10.5745125716866	-309.505550065474	-69.7826206299534	79.357391526666	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047036	ST13	223.0918	4.43541	6.9167795090771	-357.623209436671	-84.3204198943088	105.894559908807	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047046	ST13	297.4084	4.246908	7.11474446985184	-355.513959497595	-91.3348914296567	101.9539855395	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047052	ST13	259.2385	4.50569	5.47533390988732	-306.391003425757	-69.5841381988439	75.9130745451138	2	2	corewise_z		inferred_extended_only	IG-D
2	LV3003047053	ST13	235.5074	3.68463	9.46019713867995	-370.58638588162	-89.1892741188011	111.843300734315	2	2	corewise_z		inferred_extended_only	IG-D
2	LV7008865054	GeoB25202_R2	341.0895	4.839105	6.29064102481818	-1.82353101106424	-0.582431544945293	-0.248135425535191	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008865063	GeoB25202_R2	381.109	4.1391	9.88112058363636	-1.8791391917466	-0.655328011531161	-0.12333405412202	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008865064	GeoB25202_R2	494.675	3.83	7.9068880863	-2.60765415716036	-0.968788760386133	0.718811174032325	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867111	GeoB25202_R2	378.5135	4.17973	8.14138121628571	-1.59983290146432	-0.0411024573688729	0.966733953895433	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867116	GeoB25202_R1	372.4415	4.362605	10.8683489517	-233.340678905038	-40.6767320562509	53.9224213148427	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867117	GeoB25202_R2	257.9805	4.51078	5.27030760265	-2.65490634879436	-0.739695297240855	0.281528699447787	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867121	GeoB25202_R1	356.238	4.48142	5.64662122408333	-153.489787824473	-23.5331877254454	-18.4120878863569	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867122	GeoB25202_R2	372.4415	4.362605	10.8683489517	-1.68354447364434	-0.481658480926045	0.485300297746041	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867124	GeoB25202_R1	390.443	3.97772	13.7995124594	-226.446712010256	-60.5659816351629	32.3732959308799	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867128	GeoB25202_R1	485.113	3.80435	9.9122025607	-202.881164395156	-63.7174693759366	97.5248781079926	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867129	GeoB25202_R1	245.594	4.29474	8.99365560066667	-278.283744571849	-50.4750833873154	44.2017117944896	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867132	GeoB25202_R1	339.566	4.52188	6.746106752625	-367.052064877212	-84.1016013825669	94.7977994316683	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867133	GeoB25202_R2	356.238	4.48142	5.64662122408333	-2.22912569999207	-0.675437245323958	0.0134726675629701	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867135	GeoB25202_R1	376.463	4.20537	13.2842023041667	-132.629060127848	18.6217602185102	109.415666650855	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867136	GeoB25202_R2	390.443	3.97772	13.7995124594	-2.71119639122493	-0.959547786875997	0.415827356730973	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867140	GeoB25202_R2	485.113	3.80435	9.9122025607	-1.51389612910869	-0.682294267623515	0.8990532333412	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867141	GeoB25202_R2	245.594	4.29474	8.99365560066667	-2.35793041364509	-0.681469713858338	0.0686798165345567	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867144	GeoB25202_R2	339.566	4.52188	6.746106752625	-3.51324207505449	-1.07611614437103	0.816325016444251	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867145	GeoB25202_R1	350.093	4.66721	9.45304382411765	-174.011169806676	-28.5689022365448	-0.773256957118471	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867147	GeoB25202_R2	376.463	4.20537	13.2842023041667	-0.748809945108509	0.0221602768781287	1.44733710323947	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867152	GeoB25202_R1	479.4725	4.12	8.3741381706	-201.250529017882	-58.9828839490182	68.0122292724518	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867153	GeoB25202_R1	237.0645	3.47258	10.9900902370769	-284.52303874632	-42.2626567966521	65.9649503603428	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867156	GeoB25202_R1	332.4215	3.385785	8.28242186260714	-400.593332073288	-88.4169795365783	111.812931276527	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867157	GeoB25202_R2	350.093	4.66721	9.45304382411765	-1.666827706583	-0.465758008187692	-0.297776135241776	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867159	GeoB25202_R1	374.2225	4.30885	12.282435605	-146.360543136595	4.25022163586644	75.9603127006515	3	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867160	GeoB25202_R2	384.996	4.13976	9.1812133056	-0.659409873513427	-0.449932296016601	-0.811775238574017	4	2	corewise_z		inferred_extended_only	IG-D
2	LV7008867161	GeoB25202_R1	399.7565	3.35896	8.11914319196429	-368.217227382405	-153.088826750593	146.508985834532	3	2	corewise_z		inferred_extended_only	IG-D
