sample	core	age_kyr	d18O	sst	PC1	PC2	PC3	core_ord	state_inferred	state	harmonization_mode
LV3003047054	ST13	221.4128	4.29192	7.15487199271925	-40.2208428309357	18.8396477388532	-41.6764702555273	2	1	1	corewise_z
LV3003047036	ST13	223.0918	4.43541	6.9167795090771	-357.623209436671	-84.3204198943088	105.894559908807	2	2	2	corewise_z
LV3003047022	ST13	224.8334	4.298326	6.66980996201863	-199.054422882879	-27.8280883008586	31.6012367634034	2	2	2	corewise_z
LV3003047006	ST13	226.4976	4.24024	6.43381620902443	-254.14151014438	-53.0672304875962	47.4732328361946	2	2	2	corewise_z
LV3003046987	ST13	228.3332	4.133356	7.46706093086875	-4.13202170364162	37.4380154056024	-57.8572675648301	2	1	1	corewise_z
LV3003046974	ST13	230.2928	4.276576	8.72432112598637	-23.6750551978016	38.8161574275675	-34.0461137238893	2	1	1	corewise_z
LV3003046960	ST13	232.0876	4.15248	9.69950645445728	-75.4327685962207	30.7410843111908	6.21802450512607	2	4	4	corewise_z
LV3003046948	ST13	233.787	3.86769	9.17084295761282	-221.810726876483	-20.5284160131853	71.7154530817935	2	2	2	corewise_z
LV3003047053	ST13	235.5074	3.68463	9.46019713867995	-370.58638588162	-89.1892741188011	111.843300734315	2	2	2	corewise_z
LV3003047035	ST13	238.84	3.4512	10.5745125716866	-309.505550065474	-69.7826206299534	79.357391526666	2	2	2	corewise_z
LV3003047021	ST13	240.9775	3.53775	10.0742043431472	-311.682677154704	-71.4482026274012	78.5186751830467	2	2	2	corewise_z
LV3003047002	ST13	243.874	4.01598	9.39624280678961	-222.701899374248	-43.514361694284	30.4969814796245	2	2	2	corewise_z
LV3003046988	ST13	246.624	4.33632	8.68404041978771	-182.347152125804	-30.5568733907715	12.2762203598022	2	2	2	corewise_z
LV3003046973	ST13	249.769	4.46766	7.73866202768644	-183.691936856239	-34.5372530310348	4.32729039167155	2	2	2	corewise_z
LV3003046957	ST13	252.6205	4.561745	6.88150893227252	-82.4267655648687	-11.0109414137258	-63.5498411874896	2	1	1	corewise_z
LV3003046942	ST13	255.8555	4.42133	5.90907678650221	-103.704589651756	-11.8648469513808	-41.9189464478292	2	1	1	corewise_z
LV3003047052	ST13	259.2385	4.50569	5.47533390988732	-306.391003425757	-69.5841381988439	75.9130745451138	2	2	2	corewise_z
LV3003047033	ST13	262.3765	4.453765	5.98675883207389	-100.48340058386	5.40712523250587	-14.1712541089933	2	1	1	corewise_z
LV3003047020	ST13	265.346	4.46076	6.4707219635057	-116.04923896564	-8.47445434395385	-13.1446654172895	2	2	2	corewise_z
LV3003047000	ST13	268.1115	4.351185	6.39672948860032	4.40333219840295	49.1963676989626	-47.7328831363231	2	1	1	corewise_z
LV3003046984	ST13	271.401	4.47594	6.00711359118037	89.1037074493062	68.0508189237593	-50.8631742617072	2	1	1	corewise_z
LV3003046971	ST13	274.416	4.38	6.14081415552583	-443.586572293133	-114.697091055585	148.086313605565	2	2	2	corewise_z
LV3003046956	ST13	276.6475	4.39065	6.52530134283951	40.8371192904362	18.6283180451711	-108.099442873341	2	1	1	corewise_z
LV3003046941	ST13	277.8975	4.323325	5.99686966172032	0.0160593164186569	18.0667619318488	-81.1786588876364	2	1	1	corewise_z
