sample	core	age_kyr	d18O	sst	PC1	PC2	PC3	core_ord	state_inferred	state	harmonization_mode
LV3003047017	ST13	279.1155	4.219605	5.48196583163779	-228.642131482649	-45.195884101003	33.8355703197275	2	2	2	corewise_z
LV3003046999	ST13	280.418	4.16926	5.33056553316208	-255.600494634634	-50.6536186475237	52.9376832712177	2	2	2	corewise_z
LV3003046983	ST13	282.5942	3.914638	5.35185966174353	17.7682802994492	39.2192067207487	-69.8970156773883	2	1	1	corewise_z
LV3003046970	ST13	283.9136	3.860864	5.3647699977652	92.6288549782603	83.4941254867363	-46.9932014746815	2	4	4	corewise_z
LV3003046955	ST13	285.2056	3.835888	5.37741222464105	132.106057385196	84.5632126400713	-69.2298588572473	2	4	4	corewise_z
LV3003046940	ST13	286.502	3.85514	5.39009750554031	171.987476467361	109.396948653296	-19.7778453047381	2	4	4	corewise_z
LV3003047048	ST13	287.7924	3.993012	5.40272407640765	17.7321336190338	53.5088227684961	-42.1447666018611	2	1	1	corewise_z
LV3003047030	ST13	289.0782	4.063128	5.41530563625051	16.7788205393628	70.2925330021665	-13.6759577822038	2	4	4	corewise_z
LV3003047016	ST13	290.3862	4.103862	5.42810442321151	-174.508768568825	-16.5342983422118	26.122948493085	2	2	2	corewise_z
LV3003046997	ST13	291.602	4.20632	5.44000103268183	-165.308602383294	-3.61433177929176	40.6498288964235	2	2	2	corewise_z
LV3003046982	ST13	292.7444	4.23278	5.45117942276153	-356.728196980509	-77.7500614676862	117.08411153098	2	2	2	corewise_z
LV3003046959	ST13	296.2058	4.244406	6.68003120231506	-454.549177737344	-120.641843029442	159.642199529258	2	2	2	corewise_z
LV3003047046	ST13	297.4084	4.246908	7.11474446985184	-355.513959497595	-91.3348914296567	101.9539855395	2	2	2	corewise_z
LV3003047029	ST13	298.5948	4.205688	7.54360179614953	-337.77620931587	-80.6542736931668	91.3465443211314	2	2	2	corewise_z
LV3003047014	ST13	299.738	4.07502	7.95684327914308	-179.431894397163	-40.258602941653	-3.58370859231551	2	2	2	corewise_z
LV7008886714	GeoB25202_R1	0.692	3.23	8.77194686709375	119.381350165001	142.17127415281	39.2676163291705	3	5	5	corewise_z
LV7008886690	GeoB25202_R1	2.324	3.21564	6.90941715213889	-136.321012494152	-236.818053919771	136.943191876618	3	3	3	corewise_z
LV7008886751	GeoB25202_R1	7.1335	3.376675	6.13742853745238	81.6867268150157	-257.189902840457	66.8289374900766	3	3	3	corewise_z
LV7008886727	GeoB25202_R1	16.4375	4.806875	7.29751179212	478.078628707187	-302.8790005922	51.2184474295129	3	3	3	corewise_z
LV7008886703	GeoB25202_R1	27.6855	4.75	7.86592749392857	93.1061460645175	26.2040979751751	-112.559687837754	3	1	1	corewise_z
LV7008886776	GeoB25202_R1	36.607	4.45607	9.28041102375	157.393693024729	73.8681781080575	-72.2951836348038	3	1	1	corewise_z
LV7008886740	GeoB25202_R1	43.105	4.4621	8.3026120984	26.5117457739851	42.6408232443806	-96.3806022754586	3	1	1	corewise_z
LV7008886221	GeoB25202_R1	50.3555	4.336445	8.9755353679	-25.2060366045728	24.9491090423806	-93.263224933202	3	1	1	corewise_z
LV7008886692	GeoB25202_R1	53.875	4.3875	6.235490352	-114.110556642241	5.02070415431388	-38.1968814546442	3	1	1	corewise_z
LV7008886765	GeoB25202_R1	58.181	4.47914	7.16758002833333	20.5933144986414	49.7557436630501	-79.676108723393	3	1	1	corewise_z
LV7008886741	GeoB25202_R1	58.997	4.43018	9.918947659625	-350.763814679938	-72.0909753786352	86.1644773984924	3	2	2	corewise_z
LV7008886705	GeoB25202_R1	59.738	4.55546	7.834293148625	-245.295096840467	-37.3435914281036	38.9403615339271	3	2	2	corewise_z
LV7008886778	GeoB25202_R1	68.149	4.42745	8.09207392775	162.847403053177	158.488152799152	19.1647417583492	3	4	4	corewise_z
LV7008886754	GeoB25202_R1	71.8895	4.211105	10.5567572325	195.139251048251	156.128761405045	43.8785179503748	3	4	4	corewise_z
LV7008886730	GeoB25202_R1	75.351	3.98861	7.8788526045	147.404253325152	149.326606827559	-0.0365796111712426	3	4	4	corewise_z
LV7008886706	GeoB25202_R1	79.0255	4.046175	8.49363513875	136.966308008907	161.590617353136	24.4106169247527	3	5	5	corewise_z
LV7008886743	GeoB25202_R1	81.6705	3.80659	7.83914049266667	-39.9658193213502	80.4037462723128	28.7809863349882	3	4	4	corewise_z
LV7008886719	GeoB25202_R1	87.2825	4.160225	8.63470754958333	-123.261600288592	12.5136561560152	-8.33359302380795	3	2	2	corewise_z
LV7008886695	GeoB25202_R1	95.3875	3.76225	6.490722559125	32.8674166054572	117.410912422384	18.1592451615428	3	4	4	corewise_z
LV7008886768	GeoB25202_R1	102.2955	3.86591	7.669916553875	78.8195881933575	139.199112436564	-0.231927255278569	3	4	4	corewise_z
LV7008886744	GeoB25202_R1	105.5785	3.936775	8.648961519375	-152.187134956529	26.1199545199269	51.9127690866388	3	2	2	corewise_z
LV7008886708	GeoB25202_R1	109.6305	4.06956	10.5363336105	-71.6608963043025	72.0189371791665	61.0001172442278	3	4	4	corewise_z
LV7008886781	GeoB25202_R1	120.0235	3.269765	15.13774048625	-374.303561188218	-80.9180003521653	96.3375729183215	3	2	2	corewise_z
LV7008886757	GeoB25202_R1	123.1195	3.120315	15.0483957938462	-358.703958772481	-76.5254190233511	87.0729334701719	3	2	2	corewise_z
LV7008886222	GeoB25202_R1	136.2775	4.81445	10.5709554267778	-59.3324122437966	33.3007909646316	-38.3290812466562	3	1	1	corewise_z
LV7008886709	GeoB25202_R1	147.206	4.79734	9.36027059022222	-64.2237771212034	5.61754844090229	-65.9408163533727	3	1	1	corewise_z
LV7008886770	GeoB25202_R1	156.777	4.74892	11.547983389	-6.56212907684527	34.087379167136	-82.4041784936545	3	1	1	corewise_z
LV7008886746	GeoB25202_R1	184.9715	4.584585	10.425617161	-262.469928423994	-48.5780540711587	34.5547966141065	3	2	2	corewise_z
LV7008886722	GeoB25202_R1	191.4645	3.958135	10.1545751152143	-138.919265433012	-14.075552988232	-33.4830095502402	3	2	2	corewise_z
LV7008886698	GeoB25202_R1	197.845	3.8076	6.73118480607143	-58.4409307368789	-0.168202524618728	-65.7350655645891	3	1	1	corewise_z
LV7008886771	GeoB25202_R1	201.3585	3.56585	7.40683362465625	-205.277344512529	-33.2303932120296	19.3716660913849	3	2	2	corewise_z
LV7008884666	GeoB25202_R1	205.616	3.7892	8.26556635888158	-191.40162671269	-23.3121386614832	-0.0356707176427513	3	2	2	corewise_z
LV7008886711	GeoB25202_R1	215.92	3.5308	8.73138826475	-22.7006755243857	27.6128158552983	-56.0598036335476	3	1	1	corewise_z
LV7008886784	GeoB25202_R1	217.849	3.68376	7.6602406605	-110.575103379857	26.2511254887177	1.80112964330418	3	4	4	corewise_z
LV7008886760	GeoB25202_R1	226.682	4.2218	6.4076671596	-225.335878463687	-29.2721920365207	22.891443579862	3	2	2	corewise_z
LV7008886724	GeoB25202_R1	231.9025	4.174875	9.757088903125	-96.6397923657645	32.1067039222445	1.82585637535004	3	4	4	corewise_z
LV7008886700	GeoB25202_R1	234.87	3.7269	8.83393430333333	-265.325046416618	-29.9119495968885	66.6944234923993	3	2	2	corewise_z
LV7008867153	GeoB25202_R1	237.0645	3.47258	10.9900902370769	-284.52303874632	-42.2626567966521	65.9649503603428	3	2	2	corewise_z
LV7008867129	GeoB25202_R1	245.594	4.29474	8.99365560066667	-278.283744571849	-50.4750833873154	44.2017117944896	3	2	2	corewise_z
LV7008867166	GeoB25202_R1	266.247	4.5	6.6175651295	9.37658890202251	62.9219807307961	-47.6472854964651	3	1	1	corewise_z
LV7008867142	GeoB25202_R1	273.1135	4.43319	5.80428117764286	110.800133802886	48.0067750151823	-87.511365264022	3	1	1	corewise_z
LV7008867118	GeoB25202_R1	276.3655	4.35117	6.6445155301	75.1808305296508	27.8480433701616	-68.8710175197014	3	1	1	corewise_z
LV7008867191	GeoB25202_R1	279.495	4.18545	5.32153397325	68.4871679642217	90.431754694498	-21.6655865750689	3	4	4	corewise_z
LV7008867167	GeoB25202_R1	292.808	4.2296	5.4518017491	129.128660586889	58.2615918620675	-68.3857912466506	3	1	1	corewise_z
LV7008867131	GeoB25202_R1	300.631	4.04524	8.279643003	-77.4662262530464	10.1730415366097	-26.7571416425331	3	1	1	corewise_z
LV7008867107	GeoB25202_R1	306.1195	4.044025	8.72356062466667	100.156299895458	92.9989377284751	0.45839106354142	3	4	4	corewise_z
LV7008867180	GeoB25202_R1	329.227	3.21497	8.38480617292857	-110.293068314863	23.9958300120298	25.7172228905257	3	4	4	corewise_z
LV7008867156	GeoB25202_R1	332.4215	3.385785	8.28242186260714	-400.593332073288	-88.4169795365783	111.812931276527	3	2	2	corewise_z
LV7008867132	GeoB25202_R1	339.566	4.52188	6.746106752625	-367.052064877212	-84.1016013825669	94.7977994316683	3	2	2	corewise_z
LV7008867169	GeoB25202_R1	344.618	4.77854	9.39378769826667	-73.6976910748728	1.59752132772217	-61.7924650474598	3	1	1	corewise_z
LV7008867145	GeoB25202_R1	350.093	4.66721	9.45304382411765	-174.011169806676	-28.5689022365448	-0.773256957118471	3	2	2	corewise_z
LV7008867121	GeoB25202_R1	356.238	4.48142	5.64662122408333	-153.489787824473	-23.5331877254454	-18.4120878863569	3	2	2	corewise_z
LV7008867194	GeoB25202_R1	362.3745	4.511235	5.7208165615	25.740267292543	56.8814476949448	-44.5457536162879	3	1	1	corewise_z
LV7008867158	GeoB25202_R1	367.2945	4.378835	6.6037421907	65.8293892480881	65.1637513094842	-19.6208267558176	3	4	4	corewise_z
LV7008867134	GeoB25202_R1	370.7045	4.296595	9.4468133647	106.380864345645	104.022838565242	45.0344010457132	3	5	5	corewise_z
LV7008867116	GeoB25202_R1	372.4415	4.362605	10.8683489517	-233.340678905038	-40.6767320562509	53.9224213148427	3	2	2	corewise_z
LV7008867159	GeoB25202_R1	374.2225	4.30885	12.282435605	-146.360543136595	4.25022163586644	75.9603127006515	3	2	2	corewise_z
LV7008867135	GeoB25202_R1	376.463	4.20537	13.2842023041667	-132.629060127848	18.6217602185102	109.415666650855	3	2	2	corewise_z
LV7008867196	GeoB25202_R1	378.5135	4.17973	8.14138121628571	-269.337526453542	-45.8982638855105	90.1935495857327	3	2	2	corewise_z
LV7008867172	GeoB25202_R1	381.109	4.1391	9.88112058363636	-301.602598080488	-58.4146988042091	56.078431009178	3	2	2	corewise_z
LV7008867148	GeoB25202_R1	384.996	4.13976	9.1812133056	-84.8912916513535	-15.4562175050308	-54.6158817867162	3	1	1	corewise_z
LV7008867124	GeoB25202_R1	390.443	3.97772	13.7995124594	-226.446712010256	-60.5659816351629	32.3732959308799	3	2	2	corewise_z
LV7008867197	GeoB25202_R1	395.9295	3.72282	6.60705249941667	-145.168833617471	-12.4961891037757	-33.6581242516017	3	2	2	corewise_z
LV7008867161	GeoB25202_R1	399.7565	3.35896	8.11914319196429	-368.217227382405	-153.088826750593	146.508985834532	3	2	2	corewise_z
LV7008867137	GeoB25202_R1	408.3005	3.185025	4.64645324303571	51.4147460521658	79.6323109892742	3.04795989883873	3	4	4	corewise_z
LV7008867113	GeoB25202_R1	422.7205	3.99764	7.21069035797222	64.0073969498415	-4.72017257462857	-62.4250304690541	3	1	1	corewise_z
LV7008867186	GeoB25202_R1	441.7255	4.957255	5.69519935053571	163.41824963916	53.0958371754151	-8.23497871472571	3	4	4	corewise_z
LV7008867162	GeoB25202_R1	455.64	4.5444	6.97973708338889	232.986312568185	10.4321504281236	-6.0790647590895	3	4	4	corewise_z
LV7008867126	GeoB25202_R1	461.3885	4.59777	6.212324216	171.81882058788	55.4935458322268	82.1639170171664	3	4	4	corewise_z
LV7008867187	GeoB25202_R1	463.1375	4.586625	7.92485320116667	134.927367779918	43.6789674894246	81.8473348509475	3	5	5	corewise_z
LV7008867163	GeoB25202_R1	464.8665	4.552645	8.2353425199	205.775719407018	39.6870164313122	92.1201912015792	3	4	4	corewise_z
LV7008867139	GeoB25202_R1	467.422	4.41468	8.464135617625	18.1634199584592	48.2893625100742	17.9741363872957	3	4	4	corewise_z
LV7008867115	GeoB25202_R1	469.6485	4.39327	9.0031061871	109.180130697451	76.8544485491734	43.3205110887416	3	4	4	corewise_z
LV7008867188	GeoB25202_R1	472.9155	4.35662	9.8976235145	269.987977142429	19.6250029934856	88.1777250863077	3	3	3	corewise_z
LV7008867152	GeoB25202_R1	479.4725	4.12	8.3741381706	-201.250529017882	-58.9828839490182	68.0122292724518	3	2	2	corewise_z
LV7008867128	GeoB25202_R1	485.113	3.80435	9.9122025607	-202.881164395156	-63.7174693759366	97.5248781079926	3	2	2	corewise_z
LV7008867369	GeoB25202_R1	494.675	3.83	7.9068880863	-233.949796913912	-55.5924124918263	87.4397822001508	3	2	2	corewise_z
LV7008867345	GeoB25202_R1	509.211	4.07688	10.0326342514	-244.869685386339	-62.8602151741577	100.270350208746	3	2	2	corewise_z
LV7008867321	GeoB25202_R1	517.8405	4.052455	6.2340121882	-388.601693623658	-89.0972344382664	107.592966482764	3	2	2	corewise_z
LV7008867382	GeoB25202_R1	523.7265	3.85735	5.4482039973	-227.160121785197	-22.1734523284061	49.9033209600261	3	2	2	corewise_z
LV7008867358	GeoB25202_R1	529.3005	3.98399	4.20340048935	-413.963734150496	-97.1886174844715	122.332698707448	3	2	2	corewise_z
LV7008867334	GeoB25202_R1	538.544	4.50736	3.14687621355	-156.862657874705	-208.361054267994	126.294389831556	3	3	3	corewise_z
LV7008867310	GeoB25202_R1	543.5	4.455	3.41302116925	72.8346547283358	47.8832586841354	-1.33901201031989	3	4	4	corewise_z
LV7008867383	GeoB25202_R1	548.138	4.54724	9.57126603266667	129.583464306744	20.258965079423	89.3982420265473	3	4	4	corewise_z
LV7008867323	GeoB25202_R1	565.2705	3.93295	6.5041501832	-26.7663866547443	33.2745203959732	56.6907126024108	3	4	4	corewise_z
LV7008867396	GeoB25202_R1	569.693	3.92842	7.9185302282	29.6218580567724	29.1825288145403	61.9088587332801	3	4	4	corewise_z
LV7008867360	GeoB25202_R1	573.9715	3.72772	9.9337503587	-68.9146009306194	-26.3174907869323	85.0128120745664	3	2	2	corewise_z
LV7008867336	GeoB25202_R1	579.598	3.64176	5.9227238689	46.9354562044521	-9.62239941393096	114.021819006468	3	2	2	corewise_z
LV7008867312	GeoB25202_R1	583.6005	4.30201	8.9859429084	-104.850266672404	-3.89617811528866	80.9050899295775	3	2	2	corewise_z
LV7008867385	GeoB25202_R1	587.2905	4.13324	10.3382550945	-163.239349823372	-10.542311608929	69.6760792114803	3	2	2	corewise_z
LV7008867361	GeoB25202_R1	589.72	4.0844	7.6048496126	-281.38715190626	-56.136624285898	78.5440146798606	3	2	2	corewise_z
LV7008867325	GeoB25202_R1	592.112	4.01664	6.980962389	-229.877227980789	-66.9999333885203	81.4263913339954	3	2	2	corewise_z
LV7008867398	GeoB25202_R1	594.5505	3.88899	9.786472645875	-298.208431945445	-78.3106968537769	87.5895068980633	3	2	2	corewise_z
LV7008867374	GeoB25202_R1	596.578	3.83798	12.3362642633333	-362.011627444828	-76.8976259675353	102.392064881467	3	2	2	corewise_z
LV7008867350	GeoB25202_R1	598.064	3.99192	12.5337193668333	-405.041236610812	-101.240090867709	122.91350160973	3	2	2	corewise_z
LV7008867326	GeoB25202_R1	599.5185	4.045925		-278.84241129338	-49.4982311480843	86.7386594218127	3	2	2	corewise_z
LV7008886726	GeoB25202_R2	0.692	3.23	8.77194686709375	0.433864236428272	1.19572327323243	0.714699441432999	4	4	4	corewise_z
LV7008886702	GeoB25202_R2	2.324	3.21564	6.90941715213889	1.54705503849078	-2.70259378394337	0.442821776277152	4	4	4	corewise_z
LV7008886763	GeoB25202_R2	7.1335	3.376675	6.13742853745238	-1.03724483756746	-2.66175088407334	1.0503242954989	4	4	4	corewise_z
LV7008886739	GeoB25202_R2	16.4375	4.806875	7.29751179212	4.34724693263926	-1.89464707501633	0.174750839747316	4	4	4	corewise_z
LV7008886715	GeoB25202_R2	27.6855	4.75	7.86592749392857	1.11904372602086	-0.085983180695629	-1.25755351834738	4	4	4	corewise_z
LV7008886226	GeoB25202_R2	36.607	4.45607	9.28041102375	-0.501238657910367	-0.295794241694532	-0.754966128042934	4	4	4	corewise_z
LV7008886752	GeoB25202_R2	43.105	4.4621	8.3026120984	-0.0639173794101363	-0.0118972041258393	-1.17206501759617	4	4	4	corewise_z
LV7008886728	GeoB25202_R2	50.3555	4.336445	8.9755353679	-0.368718546387417	-0.130548938014387	-1.07656712273781	4	4	4	corewise_z
LV7008886704	GeoB25202_R2	53.875	4.3875	6.235490352	-0.641147253750431	-0.0101677327394294	-0.565797173567241	4	4	4	corewise_z
LV7008886753	GeoB25202_R2	58.997	4.43018	9.918947659625	-1.42187123801169	-0.214742469064219	-0.0112409622679152	4	4	4	corewise_z
LV7008886717	GeoB25202_R2	59.738	4.55546	7.834293148625	-0.992107034564989	0.0756125942384505	0.0180651340896464	4	4	4	corewise_z
LV7008886229	GeoB25202_R2	68.149	4.42745	8.09207392775	1.69586632616619	1.49430292049042	0.373336270867827	4	4	4	corewise_z
LV7008886766	GeoB25202_R2	71.8895	4.211105	10.5567572325	1.80098256140937	1.4423525372075	0.649614256355267	4	4	4	corewise_z
LV7008886742	GeoB25202_R2	75.351	3.98861	7.8788526045	1.94082271665714	1.14646166031594	0.119590946538358	4	4	4	corewise_z
LV7008886718	GeoB25202_R2	79.0255	4.046175	8.49363513875	0.803363292273671	0.998226371870069	0.0226381282817793	4	4	4	corewise_z
LV7008886755	GeoB25202_R2	81.6705	3.80659	7.83914049266667	0.247414873127547	1.14236543001789	0.575181755520707	4	4	4	corewise_z
LV7008886731	GeoB25202_R2	87.2825	4.160225	8.63470754958333	-1.1981157435293	-0.135297589032516	-0.179168055769168	4	4	4	corewise_z
LV7008886707	GeoB25202_R2	95.3875	3.76225	6.490722559125	-0.463040735887536	0.410717318466302	-0.0161599438384332	4	4	4	corewise_z
LV7008886780	GeoB25202_R2	102.2955	3.86591	7.669916553875	1.29425226327244	1.3059738130163	0.116461306077889	4	4	4	corewise_z
LV7008886756	GeoB25202_R2	105.5785	3.936775	8.648961519375	-0.830721782505879	0.172601558185865	-0.0603779749323258	4	4	4	corewise_z
LV7008886720	GeoB25202_R2	109.6305	4.06956	10.5363336105	-0.348931028529972	0.799498114792641	0.834397016745948	4	4	4	corewise_z
LV7008886228	GeoB25202_R2	120.0235	3.269765	15.13774048625	-3.18888624250793	-0.951825747917532	0.579274805993362	4	4	4	corewise_z
LV7008886769	GeoB25202_R2	123.1195	3.120315	15.0483957938462	-2.6700838377419	-0.857862977482077	0.311661181544859	4	4	4	corewise_z
LV7008886745	GeoB25202_R2	136.2775	4.81445	10.5709554267778	-1.59447138825238	-0.350736140714725	-0.171133979156588	4	4	4	corewise_z
LV7008886721	GeoB25202_R2	147.206	4.79734	9.36027059022222	0.0905837400718453	0.12001237268011	-0.717787278716053	4	4	4	corewise_z
LV7008886782	GeoB25202_R2	156.777	4.74892	11.547983389	-0.238291370265336	-0.051606094101798	-0.977763018776639	4	4	4	corewise_z
LV7008886758	GeoB25202_R2	184.9715	4.584585	10.425617161	-2.91706009369401	-0.852217046065977	0.456746978090679	4	4	4	corewise_z
LV7008886223	GeoB25202_R2	191.4645	3.958135	10.1545751152143	-1.85033891975248	-0.53469265397075	-0.227253782844823	4	4	4	corewise_z
LV7008886710	GeoB25202_R2	197.845	3.8076	6.73118480607143	-1.90185773900977	-0.54401308073725	-0.120725866898026	4	4	4	corewise_z
LV7008886783	GeoB25202_R2	201.3585	3.56585	7.40683362465625	-2.39486900604313	-0.694485273338679	0.147687115616001	4	4	4	corewise_z
LV7008886747	GeoB25202_R2	205.616	3.7892	8.26556635888158	-1.65538018437011	-0.485557899439491	-0.310010031273485	4	4	4	corewise_z
LV7008886723	GeoB25202_R2	215.92	3.5308	8.73138826475	0.233500153844791	0.0607396228465125	-0.878789651000983	4	4	4	corewise_z
LV7008886699	GeoB25202_R2	217.849	3.68376	7.6602406605	-2.76637442163495	-0.765433378551516	0.355843082112632	4	4	4	corewise_z
LV7008886772	GeoB25202_R2	226.682	4.2218	6.4076671596	-2.7754350313944	-0.764574236230996	0.366122016767844	4	4	4	corewise_z
LV7008886748	GeoB25202_R2	231.9025	4.174875	9.757088903125	-0.603333361515336	0.270453250691285	0.0576915954861735	4	4	4	corewise_z
LV7008886712	GeoB25202_R2	234.87	3.7269	8.83393430333333	-1.19252860289582	-0.111552607841033	-0.0970703940555691	4	4	4	corewise_z
LV7008867165	GeoB25202_R2	237.0645	3.47258	10.9900902370769	-2.84071295351936	-0.688429775762392	0.579073751205082	4	4	4	corewise_z
LV7008867141	GeoB25202_R2	245.594	4.29474	8.99365560066667	-2.35793041364509	-0.681469713858338	0.0686798165345567	4	4	4	corewise_z
LV7008867117	GeoB25202_R2	257.9805	4.51078	5.27030760265	-2.65490634879436	-0.739695297240855	0.281528699447787	4	4	4	corewise_z
LV7008867154	GeoB25202_R2	273.1135	4.43319	5.80428117764286	0.750405566676121	-0.148863767660971	-1.19828592247109	4	4	4	corewise_z
LV7008867130	GeoB25202_R2	276.3655	4.35117	6.6445155301	1.13631011881557	0.49454165447057	-0.227469943470546	4	4	4	corewise_z
LV7008867106	GeoB25202_R2	279.495	4.18545	5.32153397325	0.927901982053673	0.584182043419545	-0.528104477639891	4	4	4	corewise_z
LV7008867179	GeoB25202_R2	292.808	4.2296	5.4518017491	0.604654659544552	0.281410401965477	-0.887713980097578	4	4	4	corewise_z
LV7008867143	GeoB25202_R2	300.631	4.04524	8.279643003	0.417701160119429	0.543463460532342	0.0324201547660794	4	4	4	corewise_z
LV7008867119	GeoB25202_R2	306.1195	4.044025	8.72356062466667	1.82157272223175	0.920760725485317	0.327002341273511	4	4	4	corewise_z
LV7008867168	GeoB25202_R2	332.4215	3.385785	8.28242186260714	-3.86080997160496	-1.11010111411187	0.953422007173757	4	4	4	corewise_z
LV7008867144	GeoB25202_R2	339.566	4.52188	6.746106752625	-3.51324207505449	-1.07611614437103	0.816325016444251	4	4	4	corewise_z
LV7008865054	GeoB25202_R2	341.0895	4.839105	6.29064102481818	-1.82353101106424	-0.582431544945293	-0.248135425535191	4	4	4	corewise_z
LV7008867181	GeoB25202_R2	344.618	4.77854	9.39378769826667	-1.15318647868951	-0.374130423901068	-0.51734109066084	4	4	4	corewise_z
LV7008867157	GeoB25202_R2	350.093	4.66721	9.45304382411765	-1.666827706583	-0.465758008187692	-0.297776135241776	4	4	4	corewise_z
LV7008867133	GeoB25202_R2	356.238	4.48142	5.64662122408333	-2.22912569999207	-0.675437245323958	0.0134726675629701	4	4	4	corewise_z
LV7008867109	GeoB25202_R2	362.3745	4.511235	5.7208165615	0.247371997513988	0.490734471276586	-0.434497511732546	4	4	4	corewise_z
LV7008867170	GeoB25202_R2	366.9825	4.369125	6.4360447675	-0.986023071133648	-0.131550479190412	-0.194812225018068	4	4	4	corewise_z
LV7008867146	GeoB25202_R2	370.7045	4.296595	9.4468133647	0.564165785885319	0.817736661398182	0.243279243002933	4	4	4	corewise_z
LV7008867122	GeoB25202_R2	372.4415	4.362605	10.8683489517	-1.68354447364434	-0.481658480926045	0.485300297746041	4	4	4	corewise_z
LV7008867171	GeoB25202_R2	374.2225	4.30885	12.282435605	-1.27045397144472	-0.194177256423331	0.470359878418338	4	4	4	corewise_z
LV7008867147	GeoB25202_R2	376.463	4.20537	13.2842023041667	-0.748809945108509	0.0221602768781287	1.44733710323947	4	4	4	corewise_z
LV7008867111	GeoB25202_R2	378.5135	4.17973	8.14138121628571	-1.59983290146432	-0.0411024573688729	0.966733953895433	4	4	4	corewise_z
LV7008865063	GeoB25202_R2	381.109	4.1391	9.88112058363636	-1.8791391917466	-0.655328011531161	-0.12333405412202	4	4	4	corewise_z
LV7008867160	GeoB25202_R2	384.996	4.13976	9.1812133056	-0.659409873513427	-0.449932296016601	-0.811775238574017	4	4	4	corewise_z
LV7008867136	GeoB25202_R2	390.443	3.97772	13.7995124594	-2.71119639122493	-0.959547786875997	0.415827356730973	4	4	4	corewise_z
LV7008867173	GeoB25202_R2	399.7565	3.35896	8.11914319196429	-3.40775967234812	-1.48376214897083	1.09612902928371	4	4	4	corewise_z
LV7008867149	GeoB25202_R2	408.3005	3.185025	4.64645324303571	1.10821198104275	0.767398904515586	0.154716242584827	4	4	4	corewise_z
LV7008867125	GeoB25202_R2	422.7205	3.99764	7.21069035797222	1.55062985769909	-0.441167390479719	-0.45026088674597	4	4	4	corewise_z
LV7008867198	GeoB25202_R2	441.7255	4.957255	5.69519935053571	-1.76493985677076	-0.434373048364755	-0.0416985373278784	4	4	4	corewise_z
LV7008867174	GeoB25202_R2	455.64	4.5444	6.97973708338889	2.24703365750812	-0.10782413301701	0.0400510794704564	4	4	4	corewise_z
LV7008867138	GeoB25202_R2	461.3885	4.59777	6.212324216	2.24995678094894	0.108788508893095	0.487936531495771	4	4	4	corewise_z
LV7008867199	GeoB25202_R2	463.1375	4.586625	7.92485320116667	2.33416651650591	0.49751503405621	0.72824020667216	4	4	4	corewise_z
LV7008867175	GeoB25202_R2	464.8665	4.552645	8.2353425199	2.71217226764014	0.358393289079403	1.05662485226214	4	4	4	corewise_z
LV7008867151	GeoB25202_R2	467.422	4.41468	8.464135617625	0.890776455308999	0.636461198037324	0.488436993414351	4	4	4	corewise_z
LV7008867127	GeoB25202_R2	469.6485	4.39327	9.0031061871	1.49691984041168	0.470304184156609	0.657922180457255	4	4	4	corewise_z
LV7008865062	GeoB25202_R2	472.9155	4.35662	9.8976235145	1.12122032454054	0.343311655953128	0.800715940797496	4	4	4	corewise_z
LV7008867164	GeoB25202_R2	479.4725	4.12	8.3741381706	-1.8397711071428	-0.799577775940667	0.59907716145259	4	4	4	corewise_z
LV7008867140	GeoB25202_R2	485.113	3.80435	9.9122025607	-1.51389612910869	-0.682294267623515	0.8990532333412	4	4	4	corewise_z
LV7008865064	GeoB25202_R2	494.675	3.83	7.9068880863	-2.60765415716036	-0.968788760386133	0.718811174032325	4	4	4	corewise_z
LV7008867357	GeoB25202_R2	509.211	4.07688	10.0326342514	-2.59589228026891	-0.941068162639761	0.836961283329372	4	4	4	corewise_z
LV7008867333	GeoB25202_R2	517.8405	4.052455	6.2340121882	-2.94464450642182	-0.930359329582054	0.508015500209001	4	4	4	corewise_z
LV7008867394	GeoB25202_R2	523.7265	3.85735	5.4482039973	-1.98613798878667	-0.551670232994805	0.399970942037216	4	4	4	corewise_z
LV7008867370	GeoB25202_R2	529.3005	3.98399	4.20340048935	-3.67847602399096	-1.28076052849381	1.01004173306327	4	4	4	corewise_z
LV7008867346	GeoB25202_R2	538.544	4.50736	3.14687621355	-1.78828757123891	-2.36171143806137	1.22725694277967	4	4	4	corewise_z
LV7008867322	GeoB25202_R2	543.5	4.455	3.41302116925	0.102038108285187	-0.307010302248496	0.0733727863870561	4	4	4	corewise_z
LV7008867395	GeoB25202_R2	548.138	4.54724	9.57126603266667	-0.17060652329507	-0.450702628870925	0.174042060631331	4	4	4	corewise_z
LV7008867359	GeoB25202_R2	559.041	4.16877	9.0647060206	0.73910836220019	0.299892184076245	0.599266758875675	4	4	4	corewise_z
LV7008867335	GeoB25202_R2	565.2705	3.93295	6.5041501832	0.262969392688559	0.0728149721168318	0.621709091699943	4	4	4	corewise_z
LV7008867311	GeoB25202_R2	569.693	3.92842	7.9185302282	-0.292489396278522	0.182445944620267	0.70252113947338	4	4	4	corewise_z
LV7008867348	GeoB25202_R2	579.598	3.64176	5.9227238689	-1.10570969384072	-0.791522928722142	1.12162552264121	4	4	4	corewise_z
LV7008867324	GeoB25202_R2	583.6005	4.30201	8.9859429084	-2.27443597622701	-1.0645885984409	0.353237612596603	4	4	4	corewise_z
