n_indices	euclidean	manhattan	cosine_similarity	pearson	spearman	module	rank_by_euclidean
6	200.11054466197	210.255174509119	0.951928108602864	0.95819172504994	1	leiden5	1
6	331.002079278333	337.443014501096	0.946452001405971	0.954778043615183	0.942857142857143	leiden4	2
6	383.667974553329	391.621604285278	0.94503891571467	0.953351635748564	0.942857142857143	grey	3
6	412.171215928377	418.442070010856	0.94421082906342	0.953152733296091	0.942857142857143	leiden3	4
6	476.59094032868	483.104854549716	0.942592544361956	0.95154725559616	1	leiden1	5
6	495.558000447971	506.681119861834	0.942977616953449	0.95143818349391	0.942857142857143	leiden6	6
6	544.09165101347	551.99076021232	0.941780879786666	0.951243436573537	0.942857142857143	leiden2	7
