taxon	n_samples_non_damaged	total_reads_non_damaged	has_comp	has_ko	oap_v3	n_classes	dominant_class	o2_eff	so4_eff	ch4_eff	no3_eff	has_oap	light_filter_rule
S__3300028418_12	1	110	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028484_5	1	754	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028564_21	4	724	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028576_35	2	569	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028603_58	5	618	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028629_4	38	13958	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028641_9	7	1217	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300028996_6	1	266	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029199_5	1	1794	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029304_5	1	106	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029307_12	1	3371	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029481_9	1	460	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029549_15	1	1286	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029550_7	1	435	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029554_9	1	258	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029583_43	1	223	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029676_6	1	2453	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029681_13	1	124	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029696_9	1	114	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029706_24	1	334	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029770_31	1	157	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029818_15	2	8934	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029848_15	1	126	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029857_20	1	15787	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029891_18	10	1828	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029892_12	1	107	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__3300029893_10	1	237	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000153745.1	12	114381	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000156295.1	2	325	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000158135.1	1	421	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000169075.1	9	1503	TRUE	TRUE	506	3	O2	1	0.333333333333333	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000171835.1	3	401	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000204585.1	1	154	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000209515.2	1	124	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000255595.2	1	118	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000380905.1	1	136	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000383735.1	2	454	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000384935.1	1	113	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000398025.1	1	122	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000402595.1	7	1196	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000403035.1	16	2547	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000405345.1	33	23279	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000405605.1	18	10615	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000405805.1	18	2896	TRUE	TRUE	-217	1	SO4	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000416275.1	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000421325.1	9	1339	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000432815.1	1	683	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000434375.1	1	254	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000436515.1	1	964	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000436935.1	1	297	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000437675.1	1	559	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000477715.1	2	2004	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000497835.1	1	439	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000513075.1	4	468	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000522425.1	6	6366	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000620205.1	1	500	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000706805.1	1	581	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000749985.1	2	340	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000770645.1	2	276	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000806015.1	18	2527	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000876195.1	1	378	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000945315.1	1	749	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000953455.1	20	13878	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000953695.1	1	622	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000967895.1	13	1699	TRUE	TRUE	611	3	O2	1	0	0	2	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_000981625.1	20	3508	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001302725.1	1	347	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001302825.1	30	10513	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001303445.1	1	105	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001303465.1	191	848155	TRUE	TRUE	-217	1	SO4	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001303545.1	32	11475	TRUE	FALSE	-244	1	CH4	0	0	0.333333333333333	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001303665.1	38	15900	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001303885.1	39	8424	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001303955.1	22	56673	TRUE	TRUE	375.038461538462	3	O2	1	0.333333333333333	0.4	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001304035.1	3	382	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001304155.1	3	4497	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001304225.1	3	779	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001304425.1	2	292	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001439535.1	4	1176	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001443365.1	13	18770	TRUE	TRUE	66.5	2	ANX	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001443375.1	11	1640	TRUE	TRUE	405.2	2	O2	1	0.666666666666667	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001443385.1	11	2992	TRUE	TRUE	301.5	2	O2	1	1	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001443445.1	2	594	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001443455.1	1	122	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001443495.1	24	12683	TRUE	TRUE	518.6	3	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001447805.1	2	295	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001464065.1	1	102	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001464195.1	1	124	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001464375.1	1	103	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001464585.1	1	122	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001465025.1	2	787	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001510075.1	17	4181	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001510295.1	1	130	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001557785.1	1	539	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001577345.1	1	143	TRUE	TRUE	308.428571428571	3	O2	1	1	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001593685.1	4	3646	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001603055.1	1	108	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001603075.1	6	2677	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001624615.1	1	3636	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001627135.1	3	385	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001628005.1	6	678	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001642945.1	1	108	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001643535.1	79	1649434	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001655195.1	8	104426	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001657395.1	1	298	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001660395.1	1	163	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001664505.1	4	5633	TRUE	TRUE	380.545454545455	3	O2	0.5	0.333333333333333	0	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001723765.1	102	838202	TRUE	TRUE	128.631578947368	4	NO3	0	0.666666666666667	0.4	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001724275.1	5	1085	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001724385.1	1	126	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001751005.1	20	13508	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001751075.1	3	9587	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001751085.1	3	4139	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001751155.1	3	397	TRUE	TRUE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001766965.1	103	172413	TRUE	TRUE	513.2	3	O2	1	0	0.333333333333333	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001767035.1	31	10926	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001767075.1	4	1350	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001767165.1	7	1488	TRUE	TRUE	637.142857142857	3	O2	1	0	0	1	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001767195.1	4	713	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001767435.1	18	7766	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001767455.1	1	102	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001767495.1	1	136	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001767525.1	1	126	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001767695.1	53	40676	TRUE	TRUE	391.5	4	O2	1	0.333333333333333	0.333333333333333	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001767945.1	1	154	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001768615.1	7	3017	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001769035.1	1	266	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001769355.1	1	154	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001769385.1	1	120	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001769655.1	3	366	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001770315.1	1	126	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001771245.1	3	474	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001771985.1	5	2830	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001772005.1	4	730	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001772055.1	4	537	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001773955.1	3	569	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001775395.1	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001775955.1	20	51229	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001780165.1	6	685	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001780825.1	8	1156	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001785115.1	6	1504	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001785175.1	1	124	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001785205.1	7	4376	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001786395.1	2	206	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001786415.1	1	114	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001786715.1	5	2917	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001788395.1	1	125	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001788415.1	1	172	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001790345.1	1	110	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001790935.1	16	7141	TRUE	TRUE	702.5	2	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001790955.1	3	666	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001795235.1	153	489161	TRUE	TRUE	-217	1	SO4	0	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001796865.1	1	218	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001796935.1	4	601	TRUE	TRUE	118.4	2	NO3	0	0	0.333333333333333	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCA_001796995.1	199	1046984	TRUE	TRUE	560.75	2	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
