sample	MEbrown	MEgreenyellow	MEblue	MEgreen	MEred	MEtan	MEmagenta	MEpurple	MEpink	MEyellow	MEblack	MEturquoise	MEgrey
LV3003047156	0.0202346152847171	-0.00780107364374445	-0.00691728476853519	0.0133243498400322	0.0828888719705896	0.117070083071547	-0.0834385402341198	-0.063243411821587	-0.0499457074110112	-0.0413167015932643	0.0202813816679936	-0.0383569301781193	-0.060136062304958
LV3003047144	0.087688091346082	0.0617921424055645	0.0502517560364444	0.0672796495780943	0.140156017453299	0.177142324460719	-0.0452706364744835	-0.0153237472334287	-0.00196703740110955	-0.00776043111414864	0.113467435308452	0.0265601603274226	-0.00494057387878051
LV3003047131	-0.0404118393135566	-0.0145244113522432	-0.103635928348799	-0.0991302163339241	0.00262362725856704	0.0228467506298376	-0.0733187352403247	-0.10301103330928	-0.099369787154598	-0.0896479450916747	-0.0699570760788595	-0.104808188187609	-0.13103700720298
LV3003047117	-0.0247638723789848	-0.0452988430132419	-0.0816105924180222	-0.0889693378577116	-0.00795130797364091	-0.0504440035606639	-0.0862756308121568	-0.0830962068253464	-0.0765391038964792	-0.0693999779356735	-0.0390539918956547	-0.0816503828133439	-0.106697769144889
LV3003047098	-0.0588166024642575	-0.113938165508326	-0.0747867465890365	-0.0956658289644757	-0.0382068809947529	-0.0198146716627572	-0.0916847398691893	-0.0735325396097139	-0.0610779995863476	-0.0569045273352734	0.0149294970875617	-0.0624225670111067	-0.09444484828317
LV3003047085	-0.0231767832246081	-0.0924405361952791	-0.0453958900583104	-0.0605758551395741	0.0387455365793227	0.0997517260952767	-0.0969986641187836	-0.0801629448970147	-0.0685572862021259	-0.0568258668942002	0.0580007130750549	-0.0536839704044087	-0.100799206209233
LV3003047070	-0.00491170676967005	-0.0553101225248752	-0.0503838867331402	-0.0725740011119779	0.0282117300863331	-0.0280746043208752	-0.0775593701940662	-0.0559077257471218	-0.0436543671992785	-0.0386902515157646	0.0409557556560731	-0.040118506557828	-0.0630840247633243
LV3003047168	-0.0236291632289341	-0.0702474599351785	-0.0493621646770109	-0.0566464851864599	0.0299579004513572	0.108205109128428	-0.094932045308209	-0.0784879321863294	-0.0746989265835942	-0.0495955037917752	0.0357365486171033	-0.0501467781777379	-0.0942176262902277
LV3003047155	-0.0400201656461566	-0.120562571798281	-0.039978376839485	-0.0750466692965461	-0.00593101421705983	-0.0228741769020561	-0.0672978449962112	-0.0431039920595701	-0.0306635182479897	-0.028296450124933	0.097938575042227	-0.0211127445505297	-0.0423048666027429
LV3003047143	-0.0151746485084391	-0.0336564643723458	-0.0785421977658373	-0.078381330561308	0.0209476594016898	-0.0751640946540493	-0.0600427675415774	-0.0663148453085656	-0.0742002370428531	-0.0642620201714936	0.00878982413961396	-0.0694996855267512	-0.0849842306486415
LV3003047130	-0.0518651766813664	-0.0729531227376843	-0.0929092953550319	-0.115694258321646	-0.00277026705541161	-0.0478561873126361	-0.077974720661468	-0.0901297261452812	-0.0887329055915026	-0.0800715535899968	-0.0305015563050002	-0.0947443513528626	-0.121136388089193
LV3003047114	0.00618369749344082	-0.0491433824421946	-0.0491896356760867	-0.0663087462552556	0.0243798052326117	-0.0501464467361538	-0.023609141829382	-0.0216801481895447	-0.0316004941016512	-0.0339577151143525	-0.0155531364913868	-0.0334368615798403	-0.053083722632841
