taxon	samples_present	total_counts	max_count	mean_count_when_present	pct_low_samples_present	domain	phylum	functional_group	signal_source	tea_primary	confidence_score	module_completeness_detail
S__GCA_011055585.1	27	85257	16823	3157.66666666667	100	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
S__GCA_016838845.1	27	54034	7887	2001.25925925926	100	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__3300024058_12	26	38374	5136	1475.92307692308	96.2962962962963	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
S__GCA_013911135.1	25	62542	15338	2501.68	92.5925925925926	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCA_013390475.1	25	19114	3052	764.56	92.5925925925926	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCA_008974855.1	24	25683	4753	1070.125	88.8888888888889	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__3300006311_3	23	12766	1984	555.04347826087	85.1851851851852	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_016838795.1	22	32592	7170	1481.45454545455	81.4814814814815	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__3300026253_28	22	7741	1423	351.863636363636	81.4814814814815	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.38
S__3300024516_13	21	15696	2332	747.428571428571	77.7777777777778	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
S__GCA_905182815.1	21	6936	756	330.285714285714	77.7777777777778	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_905182865.1	21	6560	948	312.380952380952	77.7777777777778	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.38
S__GCA_011049715.1	20	19066	2681	953.3	74.0740740740741	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_017368835.1	20	7452	1671	372.6	74.0740740740741	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.968888888888889	M00973:0.89
S__GCA_001437625.1	20	5212	532	260.6	74.0740740740741	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCA_014384505.1	20	5128	749	256.4	74.0740740740741	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_905181595.1	20	4771	526	238.55	74.0740740740741	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300024516_38	19	7721	842	406.368421052632	70.3703703703704	d__Bacteria	p__KSB1	Unknown	uncertain	Unknown	0.1	""
S__3300024058_22	19	6234	1086	328.105263157895	70.3703703703704	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCF_002836475.1	19	5970	453	314.21052631579	70.3703703703704	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__3300027752_17	19	5900	748	310.526315789474	70.3703703703704	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_015659035.1	19	5632	652	296.421052631579	70.3703703703704	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.75;W00008:1;W00010:0;W00011:0.5
S__3300026253_8	19	5294	684	278.631578947368	70.3703703703704	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__TARA_ARC_108_MAG_00146	19	5247	893	276.157894736842	70.3703703703704	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_013215285.1	18	10785	2196	599.166666666667	66.6666666666667	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__3300024431_33	18	7575	1364	420.833333333333	66.6666666666667	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_004356825.1	18	7306	896	405.888888888889	66.6666666666667	d__Bacteria	p__KSB1	Core_heterotrophy	pelagic_export	O2	0.6	""
S__GCA_905612295.1	18	6858	892	381	66.6666666666667	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCA_016276965.1	18	6531	1066	362.833333333333	66.6666666666667	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
S__GCA_905181765.1	18	6010	596	333.888888888889	66.6666666666667	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCF_002836055.1	18	5555	1540	308.611111111111	66.6666666666667	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300024060_27	18	5324	585	295.777777777778	66.6666666666667	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__3300020263_16	18	4673	569	259.611111111111	66.6666666666667	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_016782865.1	17	78048	11592	4591.05882352941	62.962962962963	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_012974305.1	17	30712	10838	1806.58823529412	62.962962962963	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_001795235.1	17	17886	2157	1052.11764705882	62.962962962963	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__3300020187_18	17	8305	1545	488.529411764706	62.962962962963	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCF_012276695.1	17	6166	1088	362.705882352941	62.962962962963	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.5
S__3300024516_14	17	4335	502	255	62.962962962963	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.5
S__TARA_ARC_108_MAG_00066	17	3706	455	218	62.962962962963	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300026264_34	16	23799	5811	1487.4375	59.2592592592593	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCA_905478615.1	16	5764	960	360.25	59.2592592592593	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__GCA_012960805.1	16	5442	670	340.125	59.2592592592593	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__TARA_ARC_108_MAG_00021	16	4173	723	260.8125	59.2592592592593	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__TARA_SOC_28_MAG_00016	16	4057	603	253.5625	59.2592592592593	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__TARA_SOC_28_MAG_00007	16	3187	385	199.1875	59.2592592592593	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300027779_22	16	2730	286	170.625	59.2592592592593	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_001643535.1	15	8453	1655	563.533333333333	55.5555555555556	d__Bacteria	p__Methylomirabilota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__3300025276_12	15	4175	763	278.333333333333	55.5555555555556	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300020389_10	15	3362	465	224.133333333333	55.5555555555556	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__3300027801_7	15	3155	451	210.333333333333	55.5555555555556	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.75
S__GCA_016838825.1	14	5348	804	382	51.8518518518519	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__3300027801_13	14	4735	875	338.214285714286	51.8518518518519	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300027687_20	14	3807	666	271.928571428571	51.8518518518519	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_013390375.1	14	3522	493	251.571428571429	51.8518518518519	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__3300027791_27	14	3066	445	219	51.8518518518519	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_003672175.1	13	7395	2525	568.846153846154	48.1481481481482	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_002082295.1	13	5955	1540	458.076923076923	48.1481481481482	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__3300027847_80	13	4858	911	373.692307692308	48.1481481481482	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__3300024516_18	13	4523	1003	347.923076923077	48.1481481481482	d__Bacteria	p__Nitrospirota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_905182475.1	13	4475	1799	344.230769230769	48.1481481481482	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300026080_15	13	4177	708	321.307692307692	48.1481481481482	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_002499015.1	13	3768	616	289.846153846154	48.1481481481482	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_012964335.1	13	2429	315	186.846153846154	48.1481481481482	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__TARA_ARC_108_MAG_00105	13	2108	320	162.153846153846	48.1481481481482	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_016777225.1	12	9762	3484	813.5	44.4444444444444	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_004356105.1	12	5460	1596	455	44.4444444444444	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:1;W00010:0;W00011:0.75
S__GCA_905478185.1	12	5339	1970	444.916666666667	44.4444444444444	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_905612455.1	12	4793	1044	399.416666666667	44.4444444444444	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__3300026108_2	12	4179	666	348.25	44.4444444444444	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_004195625.1	12	3476	1062	289.666666666667	44.4444444444444	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__3300026119_12	12	2736	419	228	44.4444444444444	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.67;W00010:1;W00011:0.75
S__GCA_002295725.1	12	2518	481	209.833333333333	44.4444444444444	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__GCA_905612305.1	12	2308	364	192.333333333333	44.4444444444444	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_003228685.1	12	2131	286	177.583333333333	44.4444444444444	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_001543015.1	11	31366	12001	2851.45454545455	40.7407407407407	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCF_002954445.1	11	3410	994	310	40.7407407407407	d__Bacteria	p__Verrucomicrobiota	Denitrification	particle_associated	NO3-	0.9425	M00530:0.75
S__GCA_009937205.1	11	3063	874	278.454545454545	40.7407407407407	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_004356455.1	11	2919	469	265.363636363636	40.7407407407407	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.625	""
S__GCA_002713705.1	11	2762	669	251.090909090909	40.7407407407407	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300027827_16	11	2688	435	244.363636363636	40.7407407407407	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__TARA_ARC_108_MAG_00198	11	2294	561	208.545454545455	40.7407407407407	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_012964845.1	11	2069	333	188.090909090909	40.7407407407407	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__3300025894_53	11	1917	235	174.272727272727	40.7407407407407	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_001303465.1	10	7821	2292	782.1	37.037037037037	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_016178045.1	10	4887	1026	488.7	37.037037037037	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_003545625.1	10	4819	2025	481.9	37.037037037037	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_017854145.1	10	4811	1717	481.1	37.037037037037	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__3300020262_3	10	4625	2197	462.5	37.037037037037	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_003331785.1	10	3275	1071	327.5	37.037037037037	d__Bacteria	p__Cyanobacteria	Oxygenic_photosynthesis	pelagic_export	O2	0.85	""
S__GCA_013349685.1	10	2646	481	264.6	37.037037037037	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCF_002836745.1	10	2610	888	261	37.037037037037	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
S__3300020300_16	10	2120	388	212	37.037037037037	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.85	""
S__GCA_009392475.1	10	2029	653	202.9	37.037037037037	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__3300027997_10	10	1999	580	199.9	37.037037037037	d__Bacteria	p__Planctomycetota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_004356895.1	10	1815	224	181.5	37.037037037037	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.62
S__3300027810_12	10	1419	206	141.9	37.037037037037	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300024433_21	9	19674	5868	2186	33.3333333333333	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_001542995.1	9	5737	2302	637.444444444444	33.3333333333333	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_012974425.1	9	4971	955	552.333333333333	33.3333333333333	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_004376265.1	9	2877	703	319.666666666667	33.3333333333333	d__Archaea	p__Asgardarchaeota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__3300001683_28	9	2029	338	225.444444444444	33.3333333333333	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_015659595.1	9	1948	325	216.444444444444	33.3333333333333	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__TARA_ARC_108_MAG_00037	9	1677	534	186.333333333333	33.3333333333333	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCF_000315075.1	9	1653	338	183.666666666667	33.3333333333333	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_018066995.1	9	1595	298	177.222222222222	33.3333333333333	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.5
S__GCA_018263435.1	9	1587	303	176.333333333333	33.3333333333333	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.85	""
S__TARA_ARC_108_MAG_00110	9	1485	231	165	33.3333333333333	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_004357475.1	9	1464	239	162.666666666667	33.3333333333333	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300027883_17	9	1328	198	147.555555555556	33.3333333333333	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_905181625.1	9	1273	230	141.444444444444	33.3333333333333	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_002317795.1	8	4132	1539	516.5	29.6296296296296	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCA_012974435.1	8	3976	1224	497	29.6296296296296	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
S__GCA_905182775.1	8	2829	1393	353.625	29.6296296296296	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_905478445.1	8	2307	814	288.375	29.6296296296296	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__3300020303_2	8	1989	569	248.625	29.6296296296296	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_012960505.1	8	1860	436	232.5	29.6296296296296	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__3300024516_26	8	1815	317	226.875	29.6296296296296	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__TARA_ARC_108_MAG_00099	8	1590	297	198.75	29.6296296296296	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_905181585.1	8	1556	343	194.5	29.6296296296296	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_905182765.1	8	1435	326	179.375	29.6296296296296	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__3300027801_21	8	1356	283	169.5	29.6296296296296	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300026087_14	8	1335	221	166.875	29.6296296296296	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__3300025823_18	8	1331	267	166.375	29.6296296296296	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__TARA_ARC_108_MAG_00082	8	1320	269	165	29.6296296296296	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__TARA_ARC_108_MAG_00039	8	1308	253	163.5	29.6296296296296	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.5
S__3300026119_8	8	1275	284	159.375	29.6296296296296	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__GCA_002401955.1	8	1135	242	141.875	29.6296296296296	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_001796995.1	7	7116	1604	1016.57142857143	25.9259259259259	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_005223095.1	7	4485	1037	640.714285714286	25.9259259259259	d__Bacteria	p__Aerophobota	Unknown	uncertain	Unknown	0.1	""
S__3300000179_4	7	3195	932	456.428571428572	25.9259259259259	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__GCF_013407165.1	7	2831	786	404.428571428571	25.9259259259259	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCA_905612275.1	7	2534	885	362	25.9259259259259	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__TARA_ARC_108_MAG_00032	7	2029	451	289.857142857143	25.9259259259259	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_905182435.1	7	1853	888	264.714285714286	25.9259259259259	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_018673385.1	7	1623	534	231.857142857143	25.9259259259259	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_015659465.1	7	1581	539	225.857142857143	25.9259259259259	d__Bacteria	p__Proteobacteria	Nitrification_AOB	pelagic_export	O2	0.895	M00528:0.5
S__GCA_905612365.1	7	1534	259	219.142857142857	25.9259259259259	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.12
S__GCA_905612485.1	7	1499	394	214.142857142857	25.9259259259259	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
S__3300020364_17	7	1399	495	199.857142857143	25.9259259259259	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCF_000347635.1	7	1398	310	199.714285714286	25.9259259259259	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__3300027685_18	7	1365	316	195	25.9259259259259	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_002725915.1	7	1342	367	191.714285714286	25.9259259259259	d__Bacteria	p__Latescibacterota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__GCA_000383355.1	7	1313	310	187.571428571429	25.9259259259259	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__GCA_905182235.1	7	1255	282	179.285714285714	25.9259259259259	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300027844_79	7	1238	224	176.857142857143	25.9259259259259	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__3300027780_12	7	1220	318	174.285714285714	25.9259259259259	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_902512375.1	7	1083	222	154.714285714286	25.9259259259259	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300024431_52	7	1068	222	152.571428571429	25.9259259259259	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__TARA_SOC_28_MAG_00024	7	1042	227	148.857142857143	25.9259259259259	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__GCA_905182305.1	7	915	152	130.714285714286	25.9259259259259	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_905182465.1	6	2565	1540	427.5	22.2222222222222	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_011773465.1	6	2155	900	359.166666666667	22.2222222222222	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_013215295.1	6	2074	783	345.666666666667	22.2222222222222	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_016190405.1	6	1994	478	332.333333333333	22.2222222222222	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
