sample	MEpurple	MEmagenta	MEpink	MEyellow	MEblack	MEgreen	MEturquoise	MEred	MEblue	MEbrown	MEgrey
LV3003047132	-0.00511771090802343	-0.0134813006242888	-0.00730634891586645	0.0244675893252928	0.046488176063822	0.0788835805986739	0.034755421343417	0.141870195970279	0.270365730733919	0.17960967471173	-0.0130330885423573
LV3003047118	-0.0273285929419753	-0.0290197743676988	-0.0108325053770395	0.0140798099656595	-0.0268938050246052	0.0730681393064957	0.0357457574830742	0.136204490051884	0.203986659957293	0.121755150559566	-0.0167063662606479
LV3003047099	-0.0182797753591166	-0.0405684049332476	-0.0538300407930079	-0.015231934870598	0.00529452135113443	0.0727297508496234	0.0295172910048794	0.0422888293717068	0.0306716206849333	0.0730492999680689	-0.0162738614171316
LV3003047071	-0.0216305020185851	-0.0405684049332476	-0.060263900396087	-0.0254867113491717	0.11935969988862	0.0678274276731203	0.0240456507510126	-0.0312712872718906	-0.0180054766731192	0.100837172436922	-0.0179787909149822
LV3003047169	-0.030144775975999	-0.0405684049332476	-0.0662367683097716	-0.0148347147753837	0.174906475179289	0.0624350848289748	0.0155062282669742	-0.0072829949393488	0.00460172928717912	0.126372957638803	-0.019863469025367
LV3003047156	-0.030144775975999	-0.0366581976733377	-0.0476970296215207	-0.0207275579132359	0.108277136320116	0.0647742355564217	0.0254572608362719	0.0252712041524319	0.00334497283733872	0.131994554636279	-0.0281374644500544
LV3003047144	-0.030144775975999	-0.0405684049332476	-0.0374588267683372	-0.0171422369231736	0.171363258769987	0.0709732144204842	0.0307946749457233	0.0361664639780236	0.00607220767143687	0.156340772284851	-0.0277905788811371
LV3003047131	-0.0104323553177369	-0.0288629613283546	-0.000229679035017349	-0.0213323567851439	0.0933989041426741	0.0765780709800501	0.0545984954263074	-0.0427536534751746	-0.0330592452019794	0.0229570285931665	-0.0248770899364174
LV3003047117	-0.0260325145742373	-0.0405684049332476	-0.0338078147171611	-0.0243723370130868	0.094066293672851	0.0657772621025637	0.0512817190746367	-0.0435053201518931	-0.0262237311568121	-0.00935494008435184	-0.0311627893095722
LV3003047098	-0.030144775975999	-0.0405684049332476	-0.0681112431384553	-0.0235758972324379	0.17830303578989	0.015088810826059	0.00973949785104989	-0.0613672328952445	-0.031348984066753	-0.0097760176523292	-0.026918385529061
LV3003047085	-0.020998863523731	-0.0405684049332476	-0.0638676216554595	-0.00607122799676339	0.22496738328972	0.062527575216124	0.00387420705518861	-0.0145455059788133	-0.0051836223491242	0.0582527374177914	-0.0248803382917952
