taxon	brown	green	blue	turquoise	yellow	grey	assigned_module	assigned_kME	max_bio_kME	max_bio_module	next_best_bio_kME	setting_id	module_type	assigned_is_max_kME	kME_margin	weak_assigned_kME	negative_assigned_kME	strong_hub	grey_rescuable	magenta	pink	red	black
S__3300007519_15	-0.0272028416967368	-0.0745254363254902	0.0170097292145419	0.132850991121192	0.183608093591966	0.17582240253716	grey	0.17582240253716	0.183608093591966	yellow	0.183608093591966	baseline	technical	FALSE	-0.00778569105480631	TRUE	FALSE	FALSE	FALSE				
S__3300007519_57	-0.0688623767873576	-0.0681593913682163	0.223643537749062	0.336178797483031	0.411080848044256	0.357164619561042	grey	0.357164619561042	0.411080848044256	yellow	0.411080848044256	baseline	technical	FALSE	-0.0539162284832144	FALSE	FALSE	FALSE	FALSE				
S__3300007722_38	-0.176321651838669	-0.000259039028244178	0.00303866418854096	0.412250396954544	0.504065348655137	0.340055469794345	grey	0.340055469794345	0.504065348655137	yellow	0.504065348655137	baseline	technical	FALSE	-0.164009878860793	FALSE	FALSE	FALSE	TRUE				
S__3300007772_7	-0.0594726053986746	0.10549644399083	-0.0477856242204264	0.0969691332606987	0.0525708781974059	0.0610892811416062	grey	0.0610892811416062	0.10549644399083	green	0.10549644399083	baseline	technical	FALSE	-0.0444071628492235	TRUE	FALSE	FALSE	FALSE				
S__3300008212_1	-0.0928749885897974	0.124708102884902	-0.0987046789052195	0.0238710449709091	-0.14332968067759	-0.0745368244610737	grey	-0.0745368244610737	0.124708102884902	green	0.124708102884902	baseline	technical	FALSE	-0.199244927345976	TRUE	TRUE	FALSE	FALSE				
S__3300009702_26	0.197506896438568	0.0919364832651963	0.0101814632495858	0.134324937298808	0.138734065530437	0.159350084839501	grey	0.159350084839501	0.197506896438568	brown	0.197506896438568	baseline	technical	FALSE	-0.0381568115990678	TRUE	FALSE	FALSE	FALSE				
S__3300009702_34	-0.0688735540732721	0.108477683473251	-0.0462161533486809	0.0811695115313681	0.00515081151249301	0.0291834368200604	grey	0.0291834368200604	0.108477683473251	green	0.108477683473251	baseline	technical	FALSE	-0.0792942466531902	TRUE	FALSE	FALSE	FALSE				
S__3300009702_36	-0.063554342225756	0.239255215545553	-0.0507114965159959	0.10711546045327	0.0287251630472214	0.0625887174223662	grey	0.0625887174223662	0.239255215545553	green	0.239255215545553	baseline	technical	FALSE	-0.176666498123187	TRUE	FALSE	FALSE	FALSE				
S__3300009703_7	0.338619559963638	0.125759923799961	0.436919978691982	0.287061147024111	0.295462196143685	0.43994275605599	grey	0.43994275605599	0.436919978691982	blue	0.436919978691982	baseline	technical	FALSE	0.00302277736400736	FALSE	FALSE	FALSE	FALSE				
S__3300009703_8	0.118235859703459	0.105596135937768	0.269602305535573	0.179495990530677	0.177512105028405	0.243253408450293	grey	0.243253408450293	0.269602305535573	blue	0.269602305535573	baseline	technical	FALSE	-0.0263488970852794	FALSE	FALSE	FALSE	FALSE				
S__3300009840_13	-0.0777174440315308	-0.15960947295278	-0.0485099647515072	0.0777286218239954	0.123553669589848	0.0739861104103994	grey	0.0739861104103994	0.123553669589848	yellow	0.123553669589848	baseline	technical	FALSE	-0.0495675591794489	TRUE	FALSE	FALSE	FALSE				
S__3300010038_14	-0.0534698221995692	-0.141696483708271	-0.01029149253377	0.0941198639391536	0.16027819072161	0.138999222555332	grey	0.138999222555332	0.16027819072161	yellow	0.16027819072161	baseline	technical	FALSE	-0.0212789681662782	TRUE	FALSE	FALSE	FALSE				
S__3300010316_3	-0.148497642268257	0.0274493952907552	0.10457056982424	0.44125781683879	0.458309724608342	0.338194217860773	grey	0.338194217860773	0.458309724608342	yellow	0.458309724608342	baseline	technical	FALSE	-0.120115506747569	FALSE	FALSE	FALSE	FALSE				
S__3300011118_20	-0.0792684753294098	0.0582892551511438	-0.0911481414282182	-0.0987933779566811	-0.198239605039504	-0.115759778303205	grey	-0.115759778303205	0.0582892551511438	green	0.0582892551511438	baseline	technical	FALSE	-0.174049033454349	TRUE	TRUE	FALSE	FALSE				
S__3300011118_36	-0.114431217047806	0.0487852575483132	-0.0640042425169735	0.109972184207182	0.13936445238934	0.0909940549167568	grey	0.0909940549167568	0.13936445238934	yellow	0.13936445238934	baseline	technical	FALSE	-0.0483703974725832	TRUE	FALSE	FALSE	FALSE				
S__3300011186_2	0.07574173811176	-0.0271776852315248	0.383296442065925	0.231364051577974	0.298034094353648	0.437408906438034	grey	0.437408906438034	0.383296442065925	blue	0.383296442065925	baseline	technical	FALSE	0.054112464372109	FALSE	FALSE	FALSE	FALSE				
S__3300011992_7	-0.0426322064311251	0.0719503489116557	0.308872033384966	0.474176159547241	0.542736154851986	0.446293701399314	grey	0.446293701399314	0.542736154851986	yellow	0.542736154851986	baseline	technical	FALSE	-0.0964424534526716	FALSE	FALSE	FALSE	TRUE				
S__3300012045_6	-0.0295405457747917	-0.0360455483809606	0.168005292715705	0.314209560114351	0.431168163348456	0.399026630952274	grey	0.399026630952274	0.431168163348456	yellow	0.431168163348456	baseline	technical	FALSE	-0.0321415323961825	FALSE	FALSE	FALSE	FALSE				
S__3300012183_8	-0.052672857971236	-0.105850024031033	-4.02034338451642e-05	0.116058715833025	0.179218924319224	0.160163220285681	grey	0.160163220285681	0.179218924319224	yellow	0.179218924319224	baseline	technical	FALSE	-0.0190557040335437	TRUE	FALSE	FALSE	FALSE				
S__3300012950_5	0.220603766235767	0.604994401458725	0.587546068654112	0.604727372132051	0.61973503683713	0.759890123643323	grey	0.759890123643323	0.61973503683713	yellow	0.61973503683713	baseline	technical	FALSE	0.140155086806193	FALSE	FALSE	TRUE	TRUE				
S__3300012950_6	0.0895659622445985	0.091690494915371	0.238673623470392	0.143906571894729	0.125483794998667	0.230183633988679	grey	0.230183633988679	0.238673623470392	blue	0.238673623470392	baseline	technical	FALSE	-0.00848998948171298	FALSE	FALSE	FALSE	FALSE				
