from	to	w
S__3300027844_79	S__GCA_013215285.1	0.113241821244019
S__3300027847_13	S__GCA_013215285.1	0.152142066768241
S__GCA_000213395.2	S__GCA_013215285.1	0.144379945111362
S__GCA_002862985.1	S__GCA_013215285.1	0.148177580837548
S__GCA_012960805.1	S__GCA_013215285.1	0.139742053392857
S__GCA_012960835.1	S__GCA_013215285.1	0.180656396464454
S__GCA_012964335.1	S__GCA_013215285.1	0.139443405738319
S__3300027847_13	S__GCA_013215515.1	0.10792125141437
S__3300024433_34	S__GCA_013375475.1	0.10984554588433
S__3300027839_66	S__GCA_013375475.1	0.122720332485197
S__GCA_003575245.1	S__GCA_013375475.1	0.117523432911917
S__GCA_004356335.1	S__GCA_013375475.1	0.114284024656061
S__GCA_004375715.1	S__GCA_013375475.1	0.150908765324692
S__GCA_005222975.1	S__GCA_013375475.1	0.124822655793334
S__GCA_005223125.1	S__GCA_013375475.1	0.19051298428086
S__GCA_013138755.1	S__GCA_013375475.1	0.128554220061567
S__GCA_004375715.1	S__GCA_013375485.1	0.110803071656922
S__GCA_005222975.1	S__GCA_013375485.1	0.125427512620031
S__GCA_005223125.1	S__GCA_013375485.1	0.160814318358674
S__GCA_013138755.1	S__GCA_013375485.1	0.110056910167623
S__GCA_013375475.1	S__GCA_013375485.1	0.276684755983476
S__GCA_005223125.1	S__GCA_013375495.1	0.146889933123914
S__GCA_013375475.1	S__GCA_013375495.1	0.254316311165552
S__GCA_013375485.1	S__GCA_013375495.1	0.281434849274819
S__3300027847_13	S__GCA_013390475.1	0.110044233613086
S__GCA_012960835.1	S__GCA_013390475.1	0.129689069457229
S__3300021511_7	S__GCA_013619005.1	0.117448838211094
S__3300024353_106	S__GCA_013619005.1	0.12348799320111
S__3300024353_29	S__GCA_013619005.1	0.137224588643996
S__3300024353_49	S__GCA_013619005.1	0.140779875077776
S__3300024433_34	S__GCA_013619005.1	0.148406739540755
S__3300025661_25	S__GCA_013619005.1	0.237518272979349
S__3300027858_23	S__GCA_013619005.1	0.123100975997367
S__GCA_001773955.1	S__GCA_013619005.1	0.17713647059343
S__GCA_003451675.1	S__GCA_013619005.1	0.166216446481108
S__GCA_003527405.1	S__GCA_013619005.1	0.232393391946189
S__GCA_003575245.1	S__GCA_013619005.1	0.132789860745739
S__GCA_003648635.1	S__GCA_013619005.1	0.159716009258958
S__GCA_004377275.1	S__GCA_013619005.1	0.168203173407007
S__GCA_004525335.1	S__GCA_013619005.1	0.143251215826129
S__GCA_009619015.1	S__GCA_013619005.1	0.126548673293864
S__GCA_012974295.1	S__GCA_013619005.1	0.140123168369435
S__GCA_012974475.1	S__GCA_013619005.1	0.178828346637858
S__GCA_013138755.1	S__GCA_013619005.1	0.122431851725815
S__GCA_013139195.1	S__GCA_013619005.1	0.244082200840162
S__GCA_013139435.1	S__GCA_013619005.1	0.163863392638421
S__GCA_013139935.1	S__GCA_013619005.1	0.165441561010248
S__GCA_013202615.1	S__GCA_013619005.1	0.136632141755774
S__GCA_013202965.1	S__GCA_013619005.1	0.215350358000197
S__GCA_013203065.1	S__GCA_013619005.1	0.171698767730649
S__3300006913_8	S__GCA_013821475.1	0.289635440407912
S__GCA_003693905.1	S__GCA_013821475.1	0.275266422716621
S__GCA_006969625.1	S__GCA_013821475.1	0.112128373297882
S__GCA_009377745.1	S__GCA_013821475.1	0.156436906419431
S__GCA_009691085.1	S__GCA_013821475.1	0.288027340368457
S__GCA_011523425.1	S__GCA_013821475.1	0.237468853230257
S__3300001683_28	S__GCA_013911135.1	0.111644128114836
S__3300001683_4	S__GCA_013911135.1	0.115856106173144
S__3300020263_16	S__GCA_013911135.1	0.113980594354063
S__3300020389_17	S__GCA_013911135.1	0.115732669608069
S__3300020389_47	S__GCA_013911135.1	0.114818094921697
S__3300026253_8	S__GCA_013911135.1	0.126079527005982
S__3300027752_17	S__GCA_013911135.1	0.118940044115329
S__3300027779_22	S__GCA_013911135.1	0.134653715881031
S__3300027801_21	S__GCA_013911135.1	0.134750459670648
S__3300027827_16	S__GCA_013911135.1	0.115059481703698
S__3300027838_66	S__GCA_013911135.1	0.115719824714085
S__3300027838_7	S__GCA_013911135.1	0.134217880063312
S__3300027847_13	S__GCA_013911135.1	0.136819090401385
S__GCA_000213395.2	S__GCA_013911135.1	0.132523547828449
S__GCA_002862985.1	S__GCA_013911135.1	0.135297568490119
S__GCA_012960805.1	S__GCA_013911135.1	0.13028431414873
S__GCA_012960835.1	S__GCA_013911135.1	0.165189888332676
S__GCA_012964335.1	S__GCA_013911135.1	0.121513315979685
S__3300000179_4	S__GCA_014237975.1	0.149412173697174
S__3300001683_21	S__GCA_014237975.1	0.116741822000236
S__3300001683_28	S__GCA_014237975.1	0.166234041886321
S__3300001683_31	S__GCA_014237975.1	0.155118190262399
S__3300001683_4	S__GCA_014237975.1	0.190246227392038
S__3300020187_18	S__GCA_014237975.1	0.121081609019295
S__3300020263_16	S__GCA_014237975.1	0.132704749413087
S__3300020303_5	S__GCA_014237975.1	0.147738611670742
S__3300020389_13	S__GCA_014237975.1	0.111059027742284
S__3300020389_17	S__GCA_014237975.1	0.191289617807568
S__3300020389_47	S__GCA_014237975.1	0.199774570738053
S__3300022920_20	S__GCA_014237975.1	0.134313537223255
S__3300024058_15	S__GCA_014237975.1	0.110795935476406
S__3300024516_18	S__GCA_014237975.1	0.140881162983175
S__3300024516_26	S__GCA_014237975.1	0.152901505599693
S__3300025276_12	S__GCA_014237975.1	0.109781087836989
S__3300025623_36	S__GCA_014237975.1	0.127831445719977
S__3300025690_38	S__GCA_014237975.1	0.151415077074324
S__3300025892_34	S__GCA_014237975.1	0.166392558742802
S__3300025894_53	S__GCA_014237975.1	0.134073806596094
S__3300026108_2	S__GCA_014237975.1	0.137236247614649
S__3300026108_4	S__GCA_014237975.1	0.1365126840887
S__3300026119_8	S__GCA_014237975.1	0.137257809871533
S__3300026253_8	S__GCA_014237975.1	0.136714999710291
S__3300026264_29	S__GCA_014237975.1	0.140597758748043
S__3300026267_11	S__GCA_014237975.1	0.175559841829697
S__3300027668_18	S__GCA_014237975.1	0.162844962929086
S__3300027685_11	S__GCA_014237975.1	0.110027328615949
S__3300027685_16	S__GCA_014237975.1	0.140673006911266
S__3300027685_31	S__GCA_014237975.1	0.191030585334641
S__3300027685_36	S__GCA_014237975.1	0.191754483366968
S__3300027687_7	S__GCA_014237975.1	0.11425667820317
S__3300027700_13	S__GCA_014237975.1	0.139178684950754
S__3300027752_17	S__GCA_014237975.1	0.138286191588039
S__3300027771_26	S__GCA_014237975.1	0.179805931100497
S__3300027779_22	S__GCA_014237975.1	0.141134523033098
S__3300027779_26	S__GCA_014237975.1	0.12603619377536
S__3300027779_27	S__GCA_014237975.1	0.146141963059679
S__3300027780_12	S__GCA_014237975.1	0.173205606656576
S__3300027788_10	S__GCA_014237975.1	0.150312873268966
S__3300027791_27	S__GCA_014237975.1	0.121918851218524
S__3300027801_21	S__GCA_014237975.1	0.188103537852429
S__3300027801_7	S__GCA_014237975.1	0.144573750053553
S__3300027810_12	S__GCA_014237975.1	0.127538628106247
S__3300027827_16	S__GCA_014237975.1	0.169184319477212
S__3300027838_66	S__GCA_014237975.1	0.189054696723566
S__3300027838_7	S__GCA_014237975.1	0.218190761623047
S__3300027844_42	S__GCA_014237975.1	0.145430368374314
S__3300027844_72	S__GCA_014237975.1	0.206146893566993
S__3300027844_79	S__GCA_014237975.1	0.181389251870014
S__3300027847_13	S__GCA_014237975.1	0.225140867567889
S__3300027847_4	S__GCA_014237975.1	0.118428127798013
S__3300027847_80	S__GCA_014237975.1	0.13788543726658
S__3300027849_41	S__GCA_014237975.1	0.166777608349941
S__3300027997_10	S__GCA_014237975.1	0.155957963494825
S__GCA_000213395.2	S__GCA_014237975.1	0.198738106542747
S__GCA_000383355.1	S__GCA_014237975.1	0.161426069482507
S__GCA_000402075.1	S__GCA_014237975.1	0.124121760723472
S__GCA_001437625.1	S__GCA_014237975.1	0.110261189422752
S__GCA_001542995.1	S__GCA_014237975.1	0.129993756429092
S__GCA_001543015.1	S__GCA_014237975.1	0.116383698520057
S__GCA_001643555.1	S__GCA_014237975.1	0.144755478269906
S__GCA_002082295.1	S__GCA_014237975.1	0.14198093158357
S__GCA_002168195.1	S__GCA_014237975.1	0.128356298191602
S__GCA_002313235.1	S__GCA_014237975.1	0.137907118711098
S__GCA_002313265.1	S__GCA_014237975.1	0.138032318618105
S__GCA_002390675.1	S__GCA_014237975.1	0.147753091830612
S__GCA_002401955.1	S__GCA_014237975.1	0.181898524310363
S__GCA_002499015.1	S__GCA_014237975.1	0.148583049369133
S__GCA_002700285.1	S__GCA_014237975.1	0.125565080718296
S__GCA_002708345.1	S__GCA_014237975.1	0.107981006701347
S__GCA_002712885.1	S__GCA_014237975.1	0.159645611034881
S__GCA_002862985.1	S__GCA_014237975.1	0.199368775728265
S__GCA_003229345.1	S__GCA_014237975.1	0.177459172953021
S__GCA_003230615.1	S__GCA_014237975.1	0.171528758975694
S__GCA_003509045.1	S__GCA_014237975.1	0.165072684074367
S__GCA_003672175.1	S__GCA_014237975.1	0.113174003838998
S__GCA_004356825.1	S__GCA_014237975.1	0.109682376491073
S__GCA_004356895.1	S__GCA_014237975.1	0.157603823984992
S__GCA_008974855.1	S__GCA_014237975.1	0.119288464380835
S__GCA_009936995.1	S__GCA_014237975.1	0.125977273597699
S__GCA_009937205.1	S__GCA_014237975.1	0.176836977956643
S__GCA_012959275.1	S__GCA_014237975.1	0.174781875326052
S__GCA_012959435.1	S__GCA_014237975.1	0.123024613943692
S__GCA_012959845.1	S__GCA_014237975.1	0.14940001263445
S__GCA_012960345.1	S__GCA_014237975.1	0.113407205173195
S__GCA_012960505.1	S__GCA_014237975.1	0.154478421311116
S__GCA_012960805.1	S__GCA_014237975.1	0.154429023150807
S__GCA_012960835.1	S__GCA_014237975.1	0.242826240052243
S__GCA_012964335.1	S__GCA_014237975.1	0.153131819042139
S__GCA_012964845.1	S__GCA_014237975.1	0.13078346633092
S__GCA_012966015.1	S__GCA_014237975.1	0.153414645644966
S__GCA_012974435.1	S__GCA_014237975.1	0.124146742251232
S__GCA_013214205.1	S__GCA_014237975.1	0.174762013366794
S__GCA_013215285.1	S__GCA_014237975.1	0.132742386571124
S__GCA_013911135.1	S__GCA_014237975.1	0.127296199517711
S__3300020389_47	S__GCA_014238125.1	0.119958482248323
S__3300027838_7	S__GCA_014238125.1	0.128283843689633
S__3300027844_72	S__GCA_014238125.1	0.115748040758567
S__3300027847_13	S__GCA_014238125.1	0.12935404513463
S__GCA_000213395.2	S__GCA_014238125.1	0.110107077991321
S__GCA_012960835.1	S__GCA_014238125.1	0.135710735891389
S__GCA_014237975.1	S__GCA_014238125.1	0.138688214488438
S__3300001683_28	S__GCA_014238335.1	0.113690454399282
S__3300001683_4	S__GCA_014238335.1	0.138654665997569
S__3300020389_17	S__GCA_014238335.1	0.134548903833577
S__3300020389_47	S__GCA_014238335.1	0.159853878604979
S__3300027685_31	S__GCA_014238335.1	0.128485525466534
S__3300027685_36	S__GCA_014238335.1	0.108506650790451
S__3300027780_12	S__GCA_014238335.1	0.109648504212702
S__3300027801_21	S__GCA_014238335.1	0.14851643757084
S__3300027827_16	S__GCA_014238335.1	0.10894546824149
S__3300027838_66	S__GCA_014238335.1	0.158025588142182
S__3300027838_7	S__GCA_014238335.1	0.194256781439369
S__3300027844_72	S__GCA_014238335.1	0.157797625517931
S__3300027844_79	S__GCA_014238335.1	0.124843648276198
S__3300027847_13	S__GCA_014238335.1	0.202429230872693
S__3300027849_41	S__GCA_014238335.1	0.108634178428378
S__GCA_000213395.2	S__GCA_014238335.1	0.17004775949215
S__GCA_002862985.1	S__GCA_014238335.1	0.165078932098442
S__GCA_012960835.1	S__GCA_014238335.1	0.214026753716784
S__GCA_012964335.1	S__GCA_014238335.1	0.113624826773565
S__GCA_014237975.1	S__GCA_014238335.1	0.188294776643473
S__3300000179_4	S__GCA_014238785.1	0.141528547938597
S__3300001683_21	S__GCA_014238785.1	0.115929686100159
S__3300001683_28	S__GCA_014238785.1	0.175875831131848
S__3300001683_31	S__GCA_014238785.1	0.154635932245049
S__3300001683_4	S__GCA_014238785.1	0.188728630662178
S__3300020187_18	S__GCA_014238785.1	0.13616797860889
S__3300020263_16	S__GCA_014238785.1	0.136111732843741
S__3300020303_5	S__GCA_014238785.1	0.129046047312154
S__3300020389_17	S__GCA_014238785.1	0.190437127738766
S__3300020389_47	S__GCA_014238785.1	0.19485263736418
S__3300022920_20	S__GCA_014238785.1	0.134484754990381
S__3300024058_15	S__GCA_014238785.1	0.1089356327975
S__3300024516_18	S__GCA_014238785.1	0.140888802695711
S__3300024516_26	S__GCA_014238785.1	0.156651882484958
S__3300025276_12	S__GCA_014238785.1	0.123944729525054
S__3300025623_36	S__GCA_014238785.1	0.11719674065595
S__3300025690_38	S__GCA_014238785.1	0.133507741336848
S__3300025892_34	S__GCA_014238785.1	0.144502661544879
S__3300025894_53	S__GCA_014238785.1	0.151018064167273
S__3300026080_15	S__GCA_014238785.1	0.113055113805053
S__3300026087_14	S__GCA_014238785.1	0.111346923785318
S__3300026108_2	S__GCA_014238785.1	0.138474448104899
S__3300026108_4	S__GCA_014238785.1	0.131006852005748
S__3300026119_8	S__GCA_014238785.1	0.14022574732983
S__3300026253_8	S__GCA_014238785.1	0.143953964069657
S__3300026264_29	S__GCA_014238785.1	0.139730840731125
S__3300026267_11	S__GCA_014238785.1	0.156476384925819
S__3300027668_18	S__GCA_014238785.1	0.173286728172834
S__3300027685_11	S__GCA_014238785.1	0.112075491640961
S__3300027685_16	S__GCA_014238785.1	0.14237467282802
S__3300027685_31	S__GCA_014238785.1	0.186940471936683
S__3300027685_36	S__GCA_014238785.1	0.186052263864035
S__3300027687_20	S__GCA_014238785.1	0.111540998218464
S__3300027687_7	S__GCA_014238785.1	0.120051880763115
S__3300027700_13	S__GCA_014238785.1	0.136602024541101
S__3300027752_17	S__GCA_014238785.1	0.147439464423004
S__3300027771_26	S__GCA_014238785.1	0.189505485977164
S__3300027779_22	S__GCA_014238785.1	0.15349815199401
S__3300027779_26	S__GCA_014238785.1	0.131551046419833
S__3300027779_27	S__GCA_014238785.1	0.148773345210266
S__3300027780_12	S__GCA_014238785.1	0.184360675902543
S__3300027788_10	S__GCA_014238785.1	0.160128873079439
S__3300027791_27	S__GCA_014238785.1	0.134335594979071
S__3300027801_21	S__GCA_014238785.1	0.198633960022423
S__3300027801_7	S__GCA_014238785.1	0.162535692089703
S__3300027810_12	S__GCA_014238785.1	0.141538060677333
S__3300027827_16	S__GCA_014238785.1	0.178084066408952
S__3300027838_66	S__GCA_014238785.1	0.198827018293569
S__3300027838_7	S__GCA_014238785.1	0.220574836462557
S__3300027844_42	S__GCA_014238785.1	0.153435881339769
S__3300027844_60	S__GCA_014238785.1	0.108781910899842
S__3300027844_72	S__GCA_014238785.1	0.20939010482605
S__3300027844_79	S__GCA_014238785.1	0.201294332709017
S__3300027847_13	S__GCA_014238785.1	0.229539862696247
S__3300027847_4	S__GCA_014238785.1	0.118538549939407
S__3300027847_80	S__GCA_014238785.1	0.149787671721398
S__3300027849_41	S__GCA_014238785.1	0.171586937575982
S__3300027883_17	S__GCA_014238785.1	0.116636599177998
S__3300027997_10	S__GCA_014238785.1	0.152210395780894
S__GCA_000213395.2	S__GCA_014238785.1	0.197425868142407
S__GCA_000383355.1	S__GCA_014238785.1	0.164800311784077
S__GCA_000402075.1	S__GCA_014238785.1	0.118833315929259
S__GCA_001437625.1	S__GCA_014238785.1	0.121838074157918
S__GCA_001542995.1	S__GCA_014238785.1	0.127654884736688
S__GCA_001543015.1	S__GCA_014238785.1	0.11513751835373
S__GCA_001643555.1	S__GCA_014238785.1	0.141372389222169
S__GCA_002082295.1	S__GCA_014238785.1	0.141130337781793
S__GCA_002168195.1	S__GCA_014238785.1	0.11250730511889
S__GCA_002313235.1	S__GCA_014238785.1	0.131225236214741
S__GCA_002313265.1	S__GCA_014238785.1	0.128669777684224
S__GCA_002390675.1	S__GCA_014238785.1	0.136743577929025
S__GCA_002401955.1	S__GCA_014238785.1	0.175530541333967
S__GCA_002499015.1	S__GCA_014238785.1	0.167079919324212
S__GCA_002700285.1	S__GCA_014238785.1	0.116990540165436
S__GCA_002712885.1	S__GCA_014238785.1	0.151368509766637
S__GCA_002862985.1	S__GCA_014238785.1	0.208336242751454
S__GCA_003229345.1	S__GCA_014238785.1	0.179609907303422
S__GCA_003230615.1	S__GCA_014238785.1	0.170232603321631
S__GCA_003509045.1	S__GCA_014238785.1	0.150615086905017
S__GCA_003672175.1	S__GCA_014238785.1	0.108943812002188
S__GCA_004356895.1	S__GCA_014238785.1	0.15896356581039
S__GCA_008974855.1	S__GCA_014238785.1	0.122210876319435
S__GCA_009936995.1	S__GCA_014238785.1	0.133964255045721
S__GCA_009937205.1	S__GCA_014238785.1	0.173931926358337
S__GCA_012959275.1	S__GCA_014238785.1	0.170467239295521
S__GCA_012959435.1	S__GCA_014238785.1	0.123660679273784
S__GCA_012959845.1	S__GCA_014238785.1	0.151515080962024
S__GCA_012960345.1	S__GCA_014238785.1	0.108390618227248
S__GCA_012960505.1	S__GCA_014238785.1	0.164644439810683
S__GCA_012960805.1	S__GCA_014238785.1	0.165140989573463
S__GCA_012960835.1	S__GCA_014238785.1	0.247487089893604
S__GCA_012964335.1	S__GCA_014238785.1	0.166515260117255
S__GCA_012964845.1	S__GCA_014238785.1	0.125976419745395
S__GCA_012966015.1	S__GCA_014238785.1	0.154466599829333
S__GCA_012974435.1	S__GCA_014238785.1	0.125483226118284
S__GCA_013214205.1	S__GCA_014238785.1	0.165690808022906
S__GCA_013215285.1	S__GCA_014238785.1	0.141509935620635
S__GCA_013911135.1	S__GCA_014238785.1	0.126271984271489
S__GCA_014237975.1	S__GCA_014238785.1	0.212047833562505
S__GCA_014238125.1	S__GCA_014238785.1	0.12885730973391
S__GCA_014238335.1	S__GCA_014238785.1	0.191612675540802
S__3300027844_92	S__GCA_014239355.1	0.132290248395242
S__GCA_002719675.1	S__GCA_014239355.1	0.125619225124659
S__GCA_003228095.2	S__GCA_014239355.1	0.111710506572037
S__GCA_003228125.1	S__GCA_014239355.1	0.124459164196354
S__3300000179_4	S__GCA_014239685.1	0.112276866234323
S__3300001683_28	S__GCA_014239685.1	0.128787894934628
S__3300001683_31	S__GCA_014239685.1	0.122724624192851
S__3300001683_4	S__GCA_014239685.1	0.150644387887508
S__3300020389_17	S__GCA_014239685.1	0.143097129979929
S__3300020389_47	S__GCA_014239685.1	0.172620595393016
S__3300024516_18	S__GCA_014239685.1	0.113673295150223
S__3300024516_26	S__GCA_014239685.1	0.121023680350016
S__3300025690_38	S__GCA_014239685.1	0.123047521601714
S__3300025892_34	S__GCA_014239685.1	0.114814118120931
S__3300025894_53	S__GCA_014239685.1	0.108175834255368
S__3300026108_2	S__GCA_014239685.1	0.109142621655582
S__3300026119_8	S__GCA_014239685.1	0.110627661010163
S__3300026267_11	S__GCA_014239685.1	0.125093209788492
S__3300027668_18	S__GCA_014239685.1	0.125779071462955
S__3300027685_16	S__GCA_014239685.1	0.114397421556931
S__3300027685_31	S__GCA_014239685.1	0.141222851414455
S__3300027685_36	S__GCA_014239685.1	0.138189448720384
S__3300027700_13	S__GCA_014239685.1	0.113457876056469
S__3300027771_26	S__GCA_014239685.1	0.149271448543375
S__3300027779_22	S__GCA_014239685.1	0.109174326375202
S__3300027779_27	S__GCA_014239685.1	0.11163143142104
S__3300027780_12	S__GCA_014239685.1	0.136731804134696
S__3300027788_10	S__GCA_014239685.1	0.12424028484196
S__3300027801_21	S__GCA_014239685.1	0.150508324897561
S__3300027801_7	S__GCA_014239685.1	0.109162900065582
S__3300027827_16	S__GCA_014239685.1	0.126969784646474
S__3300027838_66	S__GCA_014239685.1	0.169441255186289
S__3300027838_7	S__GCA_014239685.1	0.206030039050289
S__3300027844_42	S__GCA_014239685.1	0.116344283648295
S__3300027844_72	S__GCA_014239685.1	0.173342839736429
S__3300027844_79	S__GCA_014239685.1	0.141638607863815
S__3300027847_13	S__GCA_014239685.1	0.215514178271661
S__3300027849_41	S__GCA_014239685.1	0.131997339005182
S__3300027997_10	S__GCA_014239685.1	0.121946265470593
S__GCA_000213395.2	S__GCA_014239685.1	0.175830433140141
S__GCA_000383355.1	S__GCA_014239685.1	0.129424633721468
S__GCA_001643555.1	S__GCA_014239685.1	0.116480228336652
S__GCA_002313235.1	S__GCA_014239685.1	0.113694241168115
S__GCA_002390675.1	S__GCA_014239685.1	0.109219062429588
S__GCA_002401955.1	S__GCA_014239685.1	0.133384287661417
S__GCA_002499015.1	S__GCA_014239685.1	0.117920591546232
S__GCA_002712885.1	S__GCA_014239685.1	0.129466838299188
S__GCA_002862985.1	S__GCA_014239685.1	0.167743010824863
S__GCA_003229345.1	S__GCA_014239685.1	0.145214825763153
S__GCA_003230615.1	S__GCA_014239685.1	0.141750706939486
S__GCA_003509045.1	S__GCA_014239685.1	0.115295190233435
S__GCA_004356895.1	S__GCA_014239685.1	0.124341137151057
S__GCA_009936995.1	S__GCA_014239685.1	0.108493634376026
S__GCA_009937205.1	S__GCA_014239685.1	0.129394587993165
S__GCA_012959275.1	S__GCA_014239685.1	0.143648436507565
S__GCA_012959845.1	S__GCA_014239685.1	0.121305922720275
S__GCA_012960505.1	S__GCA_014239685.1	0.124607306699086
S__GCA_012960805.1	S__GCA_014239685.1	0.119045398449717
S__GCA_012960835.1	S__GCA_014239685.1	0.226898342253817
S__GCA_012964335.1	S__GCA_014239685.1	0.120326055936011
S__GCA_012966015.1	S__GCA_014239685.1	0.124536538139419
S__GCA_013214205.1	S__GCA_014239685.1	0.132723195546885
S__GCA_014237975.1	S__GCA_014239685.1	0.197841838797366
S__GCA_014238125.1	S__GCA_014239685.1	0.108681240462382
S__GCA_014238335.1	S__GCA_014239685.1	0.150340706748335
S__GCA_014238785.1	S__GCA_014239685.1	0.191892550819753
S__3300027844_92	S__GCA_014240005.1	0.111452326522875
S__3300020389_47	S__GCA_014240055.1	0.122815490001971
S__3300027801_21	S__GCA_014240055.1	0.11026192563468
S__3300027827_16	S__GCA_014240055.1	0.111619743398088
S__3300027838_66	S__GCA_014240055.1	0.110314051764673
S__3300027838_7	S__GCA_014240055.1	0.139428094581901
S__3300027844_72	S__GCA_014240055.1	0.12063448655976
S__3300027847_13	S__GCA_014240055.1	0.14067779299116
S__GCA_000213395.2	S__GCA_014240055.1	0.131588274509119
S__GCA_002862985.1	S__GCA_014240055.1	0.131254630868675
S__GCA_012960835.1	S__GCA_014240055.1	0.16538186725562
S__GCA_014237975.1	S__GCA_014240055.1	0.158047823964658
S__GCA_014238785.1	S__GCA_014240055.1	0.139127572528287
S__GCA_014239685.1	S__GCA_014240055.1	0.123365289146102
S__3300027844_92	S__GCA_014240065.1	0.139081050082261
S__GCA_003228095.2	S__GCA_014240065.1	0.116718579767995
S__GCA_003228195.2	S__GCA_014240065.1	0.115007208148
S__3300006902_27	S__GCA_014240385.1	0.117712603899773
S__3300027839_78	S__GCA_014240385.1	0.169542247923165
S__3300027844_92	S__GCA_014240385.1	0.183384202113861
S__GCA_002311835.1	S__GCA_014240385.1	0.128826962897792
S__GCA_002341135.1	S__GCA_014240385.1	0.121517255537147
S__GCA_003228095.2	S__GCA_014240385.1	0.172237622733954
S__GCA_003228125.1	S__GCA_014240385.1	0.1397012409311
S__GCA_003228195.2	S__GCA_014240385.1	0.150234705205565
S__3300027839_78	S__GCA_014240435.1	0.120985942751359
S__3300027844_92	S__GCA_014240435.1	0.174340610021352
S__GCA_002719675.1	S__GCA_014240435.1	0.166389996910458
S__GCA_003228095.2	S__GCA_014240435.1	0.14130605191967
S__GCA_003228125.1	S__GCA_014240435.1	0.169340486435336
S__GCA_003228195.2	S__GCA_014240435.1	0.161041042086609
S__GCA_009391235.1	S__GCA_014240435.1	0.163995375329745
S__3300025673_14	S__GCA_014381415.1	0.132931439907816
S__3300027685_19	S__GCA_014381415.1	0.125058633171087
S__3300027839_78	S__GCA_014381415.1	0.139927621166403
S__3300027844_92	S__GCA_014381415.1	0.205162161157677
S__GCA_002341135.1	S__GCA_014381415.1	0.128394193652501
S__GCA_002705605.1	S__GCA_014381415.1	0.123675326136861
S__GCA_002719675.1	S__GCA_014381415.1	0.158373525682889
S__GCA_003228095.2	S__GCA_014381415.1	0.164730000645949
S__GCA_003228125.1	S__GCA_014381415.1	0.191643639090489
S__GCA_003228195.2	S__GCA_014381415.1	0.200047203771511
S__GCA_009391235.1	S__GCA_014381415.1	0.240894729161671
S__GCA_014240435.1	S__GCA_014381415.1	0.162557833842023
S__3300027706_22	S__GCA_014382345.1	0.119294881526672
S__3300027844_92	S__GCA_014382585.1	0.108797927181007
S__3300020389_47	S__GCA_014382645.1	0.119902789386513
S__3300027779_27	S__GCA_014382645.1	0.119157612727142
S__3300027838_66	S__GCA_014382645.1	0.112611879604596
S__3300027838_7	S__GCA_014382645.1	0.110772981128454
S__3300027847_13	S__GCA_014382645.1	0.119692617325571
S__GCA_012960835.1	S__GCA_014382645.1	0.112026396420716
S__3300000179_4	S__GCA_014384445.1	0.131104640113019
S__3300001683_21	S__GCA_014384445.1	0.118781673094175
S__3300001683_28	S__GCA_014384445.1	0.159986093101659
S__3300001683_31	S__GCA_014384445.1	0.155512086395608
S__3300001683_4	S__GCA_014384445.1	0.178032817433753
S__3300020187_18	S__GCA_014384445.1	0.127274499426033
S__3300020263_16	S__GCA_014384445.1	0.119490363084577
S__3300020303_5	S__GCA_014384445.1	0.126208282976032
S__3300020389_17	S__GCA_014384445.1	0.168393236007647
S__3300020389_47	S__GCA_014384445.1	0.193298443831798
S__3300022920_20	S__GCA_014384445.1	0.158298252071176
S__3300024058_15	S__GCA_014384445.1	0.114768102350459
S__3300024516_18	S__GCA_014384445.1	0.132214380196749
S__3300024516_26	S__GCA_014384445.1	0.152205054739781
S__3300025276_12	S__GCA_014384445.1	0.115804788391658
S__3300025690_38	S__GCA_014384445.1	0.109388214801054
S__3300025892_34	S__GCA_014384445.1	0.129743260996251
S__3300025894_53	S__GCA_014384445.1	0.146662422606663
S__3300026087_14	S__GCA_014384445.1	0.117813436026616
S__3300026108_2	S__GCA_014384445.1	0.125613453268143
S__3300026108_4	S__GCA_014384445.1	0.1217659387397
S__3300026119_8	S__GCA_014384445.1	0.135119599177798
S__3300026253_8	S__GCA_014384445.1	0.128074234778839
S__3300026264_29	S__GCA_014384445.1	0.136403406319512
S__3300026267_11	S__GCA_014384445.1	0.140716043004627
S__3300027668_18	S__GCA_014384445.1	0.181450634269832
S__3300027685_11	S__GCA_014384445.1	0.119044592871496
S__3300027685_16	S__GCA_014384445.1	0.141702032748301
S__3300027685_31	S__GCA_014384445.1	0.187540749453007
S__3300027685_36	S__GCA_014384445.1	0.177644573743141
S__3300027687_20	S__GCA_014384445.1	0.114581242438006
S__3300027687_7	S__GCA_014384445.1	0.133027868712672
S__3300027700_13	S__GCA_014384445.1	0.123449433979255
S__3300027752_17	S__GCA_014384445.1	0.134586994905388
S__3300027771_26	S__GCA_014384445.1	0.166964882696056
S__3300027779_22	S__GCA_014384445.1	0.144351810132852
S__3300027779_26	S__GCA_014384445.1	0.154597204015071
S__3300027779_27	S__GCA_014384445.1	0.175112054244208
S__3300027780_12	S__GCA_014384445.1	0.182412643716207
S__3300027788_10	S__GCA_014384445.1	0.173369011705495
S__3300027791_27	S__GCA_014384445.1	0.133702218785626
S__3300027801_21	S__GCA_014384445.1	0.179709527800722
S__3300027801_7	S__GCA_014384445.1	0.160275182979606
S__3300027810_12	S__GCA_014384445.1	0.15150449117457
S__3300027827_16	S__GCA_014384445.1	0.151586226096067
S__3300027838_66	S__GCA_014384445.1	0.205007522093335
