timestamp	script	repo_root	seed	baseline_root	leiden_root	module_method	leiden_resolution
2026-05-06 21:47:55	09_compare_baseline_vs_leiden.R	/maps/projects/caeg/people/ngm902/apps/repos/rocs	42	/maps/projects/caeg/people/ngm902/apps/repos/rocs/results/wgcna_hmm	/maps/projects/caeg/people/ngm902/apps/repos/rocs/results/wgcna_hmm_leiden	leiden	1
