state	state_label	module	index	n_rows	n_samples	mean	median	sd	iqr	cv	centered_mean	centered_median	specialization_abs_centered_mean	mean_module_abundance	state_label_source
3	state_01	leiden5	SRPI	32	32	-0.326808402871764	-0.33352192209474	0.359501828581489	0.426508194176421	1.10003851009472	0.711218985899957	0.682173746197122	0.80996817132923	0.0770031621867931	IG-A
3	state_01	leiden6	SRPI	24	24	-3.39672830789517	-1.8825787887736	3.07366765784296	0.78952208130392	0.904890641591407	-2.13334502549301	-0.977735263319607	2.13334502549301	0.00335668997728599	IG-A
4	state_02	grey	OAP	36	36	427.582219923724	566.318585643213	326.138318665622	531.275262235976	0.762749954204834	-37.9868961391836	43.9730575110262	215.284093725894	0.013891942999565	IG-B
4	state_02	leiden1	OAP	48	48	551.161058180243	541.399209789371	95.8097622763102	124.272857875728	0.173832604561439	77.9270489326643	86.6187028130006	107.941315258125	0.0171645030191697	IG-B
4	state_02	leiden2	OAP	48	48	586.942470355989	591.87210320631	38.5568895428702	42.5472251407125	0.0656910881222906	113.70846110841	117.33532643142	117.514165924388	0.178783196387032	IG-B
4	state_02	leiden3	OAP	48	48	464.292744848915	439.30873026515	121.806555047516	137.820432182372	0.262348607422572	-8.94126439866358	-19.2102368019326	96.1842350340765	0.0394947657329019	IG-B
4	state_02	leiden4	OAP	48	48	397.047606124649	403.432270296703	63.9398802742512	84.6982662884658	0.161038322075107	-76.1864031229299	-56.5869553701166	95.8699173385712	0.736416267047875	IG-B
4	state_02	leiden5	OAP	46	46	290.06257037369	286.385504736509	169.232003441665	173.95062192302	0.583432751160006	-179.776628988347	-179.007934616084	195.224844649855	0.0128493781050764	IG-B
4	state_02	leiden6	OAP	43	43	582.683344080907	593.603290974259	171.028162060013	240.91309857249	0.293518192681109	105.229691942779	120.158713079988	146.507452573358	0.00596829470371623	IG-B
4	state_02	grey	MGI	37	37	-13.8155105579643	-13.8155105579643	0	0	0	0	0	0	0.0135346366824498	IG-B
4	state_02	leiden1	MGI	48	48	-13.8155105579643	-13.8155105579643	0	0	0	0	0	0	0.0171645030191697	IG-B
4	state_02	leiden2	MGI	48	48	-13.8155105579643	-13.8155105579643	0	0	0	0	0	0	0.178783196387032	IG-B
4	state_02	leiden3	MGI	48	48	-13.8155105579643	-13.8155105579643	0	0	0	0	0	0	0.0394947657329019	IG-B
4	state_02	leiden4	MGI	48	48	-13.8155105579643	-13.8155105579643	0	0	0	0	0	0	0.736416267047875	IG-B
4	state_02	leiden5	MGI	46	46	-13.8155105579643	-13.8155105579643	0	0	0	0	0	0	0.0128493781050764	IG-B
