sample	MEgreen	MElightcyan	MEsalmon	MEtan	MEbrown	MEpurple	MEblue	MEgreenyellow	MEblack	MEred	MEturquoise	MEyellow	MEgrey60	MEcyan	MEmidnightblue	MEmagenta	MEpink	MEgrey
LV3003047098	0.162193309070274	-0.0368827992976666	0.0405589106028112	0.0516136879786149	-6.18511959708315e-05	0.0397355339135431	-0.0196719538424534	-0.071964944846115	-0.0216185880312009	-0.0226153709381612	-0.0283653413660082	-0.0162793825613212	-0.0929501695618477	-0.0274406924220416	-0.0234344201060418	-0.0373234628396856	-0.0556416147175108	-0.0614665688105819
LV3003047085	0.219663769085973	0.012082921137784	0.0197228525647843	0.0519456171954598	0.0957827627464852	0.0701310884858321	-0.0165327808884626	-0.0521771532306854	0.0166309140905141	-0.0231896614292685	-0.0222926309772579	-0.0244675520971463	-0.157149507451868	-0.0236521713302419	-0.0330421686094284	-0.050184251521385	-0.0821411113977441	-0.0647805597812422
LV3003047070	0.166170314260626	0.0525348482276438	0.0499664664471151	0.054110373297817	0.0247269545876219	0.0678892965008307	-0.0215958889411974	-0.0645999363453402	-0.0287221853706379	-0.0331274070258381	-0.0321600910356768	-0.0190532420661172	-0.109197303013824	-0.0317739561546651	-0.0203675482372444	-0.0428073269334951	-0.0687931383484736	-0.0415376339609562
LV3003047168	0.182490769632385	-0.00135033563527499	0.0205911751747075	0.0396634779459829	0.0986731225880064	0.0599286679948974	-0.0043396045609183	-0.04884607710018	0.0258210269343672	-0.0161297731994461	-0.0267855751858851	-0.0260371416384871	-0.200168401322625	-0.0324136561952876	-0.0349835173662362	-0.0525061167458558	-0.08236464041667	-0.042031160835035
LV3003047155	0.238092370646194	-0.0783916976450625	0.0351838439441083	0.0333233023252543	-0.0151788179853283	-0.0101267591685106	-0.023273483814899	-0.078401480391432	-0.00333020895754355	-0.032603371586842	-0.0367498501413801	-0.0175820236904616	-0.176079416066255	-0.029780887510937	-0.0252697113003756	-0.040285043904758	-0.0652549754965475	-0.0436996506813287
LV3003047143	0.176249128348046	0.0511799824231022	0.0557391397010963	0.0460807490750477	0.0464846697451278	0.0626996943345396	-0.0311352449510493	-0.0718987691388889	-0.0508204566374588	-0.0298256829813855	-0.0437761068025048	-0.0224576404864618	0.0331908390881145	-0.029468849356764	-0.0307817837087173	-0.0334277159914256	-0.0220562595095395	-0.048298516037005
LV3003047130	0.114794464139161	0.0831580603320951	0.0782907516897964	0.0801346916379498	0.0526120709914828	0.0903162545459394	-0.0281786735789149	-0.0736554189072536	-0.0242131202777287	-0.024844485567458	-0.0338132396488294	-0.0165273640248396	-0.00169403572196729	-0.0280553148486449	-0.0239164359570868	-0.0335236791772748	-0.0277298045543866	-0.0480141689901137
LV3003047114	0.0315915655119018	0.0979682363857684	0.0959331309170371	0.079575479740019	0.0144837557702383	0.0672803674233139	-0.029439662998538	-0.0600064106133048	-0.0347470513212983	-0.0234847256127632	-0.0320772609784461	-0.0148706876151525	0.0592594626875986	-0.0250870431553276	-0.0180261382136067	-0.0140660426849501	-0.000674715705463013	-0.0478566825806671
LV3003047097	0.123789926609479	0.0595754210190033	0.0672989587954026	0.0575257429155954	0.0291574804110838	0.0725261824608157	-0.0278113544035952	-0.0607793966539283	-0.021359975562531	-0.037493213006069	-0.0389920054631551	-0.0195091005010799	0.0611400422202914	-0.0258748098059448	-0.0233826021278608	-0.0359684013227691	-0.0201948552756898	-0.0391545265162089
LV3003047084	0.0133487808984721	0.0433443476754931	0.0538621491335905	0.0357672773354648	0.00463669245434471	0.0557318528095809	-0.0377592421572674	-0.000346484998011375	-0.034735935490498	-0.0425586986644143	-0.027680012635426	-0.0272004894059352	0.0649148098763988	-0.0187345327808819	-0.0168843543148568	0.0380113096085848	0.0406343780143977	0.00218198316705009
