timestamp	script	repo_root	seed	n_figures	output_dir	n_samples	n_sample_module_rows	n_centered_rows	interpretation_scope
2026-05-07 13:45:47	08_tea_figures.R	/maps/projects/caeg/people/ngm902/apps/repos/rocs	42	20	/maps/projects/caeg/people/ngm902/apps/repos/rocs/results/wgcna_hmm_leiden/reports/tea_figures	214	1416	8446	exploratory_tea_potential_not_activity
